Block,Time,RIHAND3,SEWA2,JHAJJAR,AURY_LF,RAMPUR,URI2,RIHAND1,AURY_CRF,KOTESHWR,AURY_RF,BSIUL,DADRI_GF,SINGRAULI,ANTA_RF,UNCHAHAR2,RIHAND2,TEHRI,KISHANGANGA,DADRI_CRF,URI,TANAKPUR,TANDA2,UNCHAHAR1,PARBATI3,DULHASTI,RAPPB,KOLDAM,ANTA_LF,CHAMERA1,GANDHAR-NAPM,MOUDA_II,KSTPS I&II,KAPS,SIPAT II,DADRI_RF,MOUDA,SASAN,KHSTPP-I,VSTPS III,VSTPS IV,KSTPS7,SOLAPUR,DADRT2,ANTA_GF,KAWAS-ComGas,ANTA_CRF,UNCHAHAR4,GANDHAR-RLNG,KAWAS-RLNG,SIPAT I,VSTPS II,RAPPC,CHAMERA2,TALA,KHSTPP-II,CHAMERA3,UNCHAHAR3,KAWAS-zLIQ,DADRI_LF,NJPC,VSTPS I,KAWAS-NAPM,GADARWARA-I,LARA-I,GANDHAR-ComGas,NAPP,SALAL,SINGRAULI_HYDRO,GANDHAR-APM,AURY_GF,FSTPP I & II,KHARGONE-I,KAWAS-APM,DHAULIGNGA,BRBCL,VSTPS V,TAPS-II,SIMHST2,NLCTS2EXP,KGSU1AND2,RSTPSU7,NLCIIST2,NTPL,TALST2,NNTPP,RSTPSU1TO6,NLCEXP,KGSU3AND4,KUDGI,MAPS,VALLURNTECL,NLCIIST1,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,121.902020,16.552026,258.832713,0.000000,1.409439,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.030934,8.029671,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,182.704525,0.000000,0.000000,0.000000,0.626341,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.347692,10.840049,0.000000,0.000000,73.092867,2.110461,0.000000,2.068586,4.102703,0.000000,42.539088,80.610264,1.036106,0.000000,0.000000,18.214004,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.36,3.64,0.00,0.16,7.50,1.64,2.10,3.08,0.23,0.00,0.85,1.55,0,0,0,0,0

28,06:45-07:00,121.902020,16.552026,258.832713,0.000000,1.409439,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.427731,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,178.754474,0.000000,0.000000,0.000000,0.626341,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.347692,10.840049,0.000000,0.000000,73.092867,2.110461,0.000000,2.068586,4.102703,0.000000,42.539088,80.610264,1.036106,0.000000,0.000000,18.214004,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,0.00,0.16,7.50,1.64,2.10,0.00,0.23,0.00,0.85,1.55,0,0,0,0,0

29,07:00-07:15,121.902020,16.552026,230.226398,0.000000,0.939625,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.428025,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,178.754474,0.000000,0.000000,0.000000,0.626341,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,10.840049,0.000000,0.000000,48.728578,2.110461,0.000000,2.068586,4.102703,0.000000,42.539088,80.610264,1.036106,0.000000,0.000000,18.214004,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.16,7.50,1.64,2.10,0.00,0.23,2.29,0.83,1.55,0,0,0,0,0

30,07:15-07:30,121.902020,16.552026,230.226398,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.428025,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,23.620973,1.888156,2.585733,1.292867,3.413167,178.754474,0.000000,0.000000,0.000000,0.626462,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,117.036441,30.552328,10.840049,0.000000,0.000000,24.364289,2.110461,0.000000,2.068586,4.102703,0.000000,42.539088,80.610264,1.036106,0.000000,0.000000,13.744713,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.16,7.50,1.64,2.10,0.00,0.23,2.29,0.83,1.55,0,0,0,0,0

31,07:30-07:45,121.902020,16.552026,241.489713,0.000000,0.442577,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.511055,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,23.620973,1.888156,2.585733,1.292867,3.413167,181.788365,0.000000,0.000000,0.000000,0.708919,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,92.948941,30.552328,13.624950,0.000000,0.000000,22.983317,2.110461,0.000000,2.068586,4.102703,0.000000,42.539088,80.610264,1.036106,0.000000,0.000000,13.744713,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.16,7.50,1.64,2.10,3.25,0.23,2.29,0.83,1.55,0,0,0,0,0

32,07:45:08:00,121.902020,16.552026,236.672213,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.511055,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.788365,0.000000,0.000000,0.000000,0.710544,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.624950,0.000000,0.000000,0.000000,2.110461,0.000000,2.068586,4.102703,0.000000,42.539088,80.610264,1.036106,0.000000,0.000000,7.963713,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.16,7.50,1.64,2.10,3.25,0.23,2.29,0.83,1.55,0,0,0,0,0

33,08:00-08:15,121.902020,16.552026,236.672213,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,10.788743,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.588104,0.000000,0.000000,0.000000,0.706981,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.093188,0.000000,0.000000,0.000000,2.184332,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.16,7.50,1.61,2.10,3.25,0.23,2.29,0.83,1.55,0,0,0,0,0

34,08:15-08:30,121.902020,16.552026,236.672213,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,10.788743,3.345696,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.588104,0.000000,0.000000,0.000000,0.706981,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.093188,0.000000,0.000000,0.000000,2.267734,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.18,7.50,1.61,2.10,3.25,0.23,2.29,0.83,1.55,0,0,0,0,0

35,08:30-08:45,121.902020,16.552026,233.781713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,10.788743,0.000000,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.588104,0.000000,0.000000,0.000000,0.706981,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.093188,0.000000,0.000000,0.000000,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.25,0.23,2.29,0.78,1.55,0,0,0,0,0

36,08:45:09:00,121.902020,16.552026,231.854713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,10.788743,0.000000,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.588104,0.000000,0.000000,0.000000,0.706981,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.093188,0.000000,0.000000,0.000000,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.25,0.23,2.29,0.78,1.55,0,0,0,0,0

37,09:00:09:15,121.902020,16.552026,231.854713,0.000000,0.000000,34.351375,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,5.554096,2.351036,10.823229,0.000000,51.937806,0.000000,0.000000,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.648763,0.000000,0.000000,0.000000,0.722323,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.093188,0.000000,0.000000,0.000000,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.25,0.23,2.29,0.78,1.55,0,0,0,0,0

38,09:15-09:30,121.902020,16.552026,231.854713,0.000000,0.000000,34.351375,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,51.057792,5.554096,2.351036,10.823229,0.000000,51.937806,0.000000,0.000000,0.000000,27.073117,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.665839,0.000000,0.000000,0.000000,0.722323,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.093188,0.000000,0.000000,0.000000,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.25,0.23,2.29,0.78,1.55,0,0,0,0,0

39,09:30-09:45,121.902020,16.552026,229.927713,0.000000,0.000000,34.351375,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,12.049242,116.284815,0.000000,2.458347,0.000000,51.057792,5.554096,2.351036,11.480100,0.000000,51.937806,0.000000,0.000000,0.000000,25.499028,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.648763,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.191053,0.000000,0.000000,0.000000,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.11,0.23,2.29,0.78,1.55,0,0,0,0,0

40,09:45-10:00,121.902020,16.552026,229.927713,0.000000,0.000000,34.351375,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,12.049242,116.284815,0.000000,2.458347,0.000000,47.866680,5.554096,2.351036,11.480100,0.000000,51.937806,0.000000,0.000000,0.000000,13.536558,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.853503,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.191053,0.000000,0.000000,0.000000,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.41,3.64,2.92,0.19,7.60,1.72,2.10,3.11,0.23,2.29,0.81,1.55,0,0,0,0,0

41,10:00-10:15,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,12.049242,116.284815,0.000000,2.458347,0.000000,47.866680,6.418066,2.351036,11.480100,0.000000,51.937806,0.000000,0.000000,0.000000,13.536558,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.836911,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.191053,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.41,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.81,1.55,0,0,0,0,0

42,10:15-10:30,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,12.049242,116.284815,0.000000,2.458347,0.000000,47.866680,6.418066,2.351036,11.480100,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.853503,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.191053,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

43,10:30-10:45,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,11.531107,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.836911,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.172680,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

44,10:45-11:00,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,11.531107,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.853503,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.172680,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

45,11:00-11:15,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,11.530423,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.836911,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.172680,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.307119,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

46,11:15-11:30,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,11.530423,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.853503,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.172680,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

47,11:30-11:45,121.902020,16.552026,229.927713,0.000000,0.000000,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,8.577270,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.836911,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.172680,0.000000,0.000000,0.000000,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

48,11:45-12:00,121.902020,16.552026,229.927713,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,18.943759,0.000000,138.769784,0.000000,17.603928,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,10.518902,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.853503,0.000000,0.000000,0.000000,0.723706,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.172680,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,2.890500,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

49,12:00-12:15,121.902020,16.552026,232.373269,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,12.629173,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,10.262158,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.836911,0.000000,0.000000,0.000000,0.737930,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.503067,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

50,12:15-12:30,121.902020,16.552026,232.373269,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,12.629173,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,10.652694,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,181.853503,0.000000,0.000000,0.000000,0.737930,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.503067,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.21,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

51,12:30-12:45,121.902020,16.552026,232.805658,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,19.077300,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.370273,2.351036,11.638011,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,182.024421,0.000000,0.000000,0.000000,0.739244,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.902926,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.42,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.86,1.55,0,0,0,0,0

52,12:45-13:00,121.902020,16.552026,232.805658,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,19.077300,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,51.057792,0.370273,2.351036,11.638011,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,182.040530,0.000000,0.000000,0.000000,0.739244,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,30.552328,13.902926,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

53,13:00-13:15,121.902020,16.552026,232.805658,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,19.077300,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,51.057792,0.000000,2.351036,11.638011,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,182.024421,0.000000,0.000000,0.000000,0.739244,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,8.031984,13.902926,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

54,13:15-13:30,121.902020,16.552026,232.805658,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,19.077300,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.638011,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,15.261069,1.888156,2.585733,1.292867,3.413167,182.040530,0.000000,0.000000,0.000000,0.739244,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,69.824941,8.031984,13.902926,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,7.515878,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

