Block,Time Block,AURY_CRF,ANTA_CRF,DADRI_CRF,ANTA_RF,AURY_RF,ANTA_LF,DADRI_RF,AURY_LF,DADRI_LF,AURY_GF,ANTA_GF,DADRI_GF,NLCTS2EXP,PARBATI3,RIHAND3,RIHAND1,NNTPP,RAPPC,NTPL,RAPPB,NLCIIST1,NLCIIST2,RAMPUR,RIHAND2,NJPC,NLCEXP,NAPP,SEWA2,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,SASAN,SINGRAULI,TANDA2,TEHRI,TALST2,SIMHST1,TALA,TANAKPUR,RSTPSU1TO6,RSTPSU7,SALAL,UNCHAHAR4,UNCHAHAR1,URI,URI2,UNCHAHAR2,VALLURNTECL,UNCHAHAR3,KHSTPP-I,KKNP,KISHANGANGA,KHSTPP-II,KKNPPU2,KOTESHWR,KOLDAM,KGSU3AND4,KUDGI,MAPS,KGSU1AND2,JHAJJAR,BRBCL,DHAULIGNGA,BSIUL,CHAMERA1,CHAMERA2,DULHASTI,FSTPP I & II,DADRT2,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1,84.77,0,51.03,0,0,0,0,0,104.35,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,27.32,0,16.45,28,0,0,95.38,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,15.85,11.33,304.07,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1,84.77,0,51.03,0,0,0,0,0,104.35,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,27.32,0,16.45,28,0,0,95.38,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,15.85,11.33,304.07,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.49,81.66,0,51.03,0,0,0,0,0,95.56,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,11.93,33.45,28.47,27.32,0,16.45,29.95,0,0,97.28,0,8.53,0,0,0,0,0,348.38,19.24,0,6.27,0,0,15.85,11.33,308.15,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.49,81.66,0,51.03,0,0,0,0,0,95.56,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,11.93,33.45,28.47,27.32,0,16.45,29.95,0,0,108.45,0,8.53,0,0,0,0,0,367.62,19.24,0,6.27,0,0,15.85,11.33,308.15,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.68,62.81,0,51.03,0,0,0,0,0,92.05,22.5,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,11.93,33.45,29.76,25.12,0,16.45,31.8,0,0,97.28,0,8.53,0,0,0,0,0,406.09,19.24,0,6.27,0,3.21,15.85,11.33,361.06,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.15,81.73,0,51.03,0,0,0,0,0,111.6,22.5,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,11.93,33.45,29.76,25.12,0,16.45,40.25,0,0,125.96,0,8.53,0,0,0,0,0,415.71,19.24,0,6.27,0,12.67,15.85,14.02,365.87,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,22.5,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,2.24,0,11.93,33.45,29.76,25.12,0,16.45,43.96,0,0,142.52,0,8.53,0,0,0,0,0,434.95,19.24,0,6.27,0,12.67,31.7,13.99,365.87,9.31,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,80.61,0,51.03,0,0,0,0,0,114.24,45,0,41.71,0,0,0.7,0,402.81,100.18,0,9.88,0,0,0,0,0,0,2.24,0,11.93,33.45,29.76,25.12,0,16.45,43.96,0,0,142.52,0,8.53,0,0,0,0,0,463.81,19.24,0,6.27,0,12.67,31.7,13.99,365.87,9.31,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,84.45,0,51.03,0,0,0,0,0,114.24,45,0,41.71,0,0,0.7,0,402.81,100.18,0,9.88,0,0,0,1.48,0,0,2.24,0,11.93,33.45,29.76,25.12,0,16.45,43.96,0,0,142.52,0,8.53,0,0,0,0,0,483.05,19.24,0,6.27,0,12.67,31.7,14.02,365.87,9.31,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,45,0,41.71,0,0,0.7,0,402.81,100.18,0,30.36,0,0,0,1.48,0,0,2.24,0,11.93,33.45,29.76,25.12,0,16.45,43.96,0,0,142.52,0,8.53,0,0,0,0,0,507.68,19.24,0,6.27,4.41,12.67,31.7,13.99,365.87,9.31,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,45,0,41.71,0,0,0.72,0,402.81,100.18,0,30.36,0,0,0,1.48,0,0,12.85,0,13.65,33.45,29.76,36.86,0,22.19,43.96,0,0,142.52,0,8.53,0,0,0,0,0,510.57,19.24,0,6.27,13.51,25.34,31.7,16.74,433.55,9.31,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,67.5,0,41.71,5.07,0,0.72,0,402.81,100.18,0,30.36,0,0,0,1.48,0,0,68.18,0,20.06,33.45,29.76,40.77,0,25.39,43.96,0,0,142.52,0,8.53,0,0,0,0,0,535.47,19.24,7.62,6.27,13.51,25.34,31.7,17.51,563.75,9.31,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,90,0,41.71,10.13,0,0.72,0,402.81,100.18,0,30.36,0,0,0,1.48,0,0,68.18,0,20.06,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,17.07,0,0,0,0,0,535.47,19.24,15.25,12.54,22.87,38,31.7,17.51,646.8,18.61,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,112.49,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,68.18,0,20.06,38.24,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,17.57,18.81,40.54,38,47.55,17.51,652.95,27.95,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,20.06,38.24,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,35.16,18.81,40.54,38,47.55,17.51,657.11,27.95,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,20.06,38.24,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,35.16,18.81,40.54,38,47.55,17.51,657.11,27.95,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,20.06,38.24,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,35.16,18.81,40.54,38,47.55,17.51,657.11,27.95,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,20.06,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,35.16,18.81,40.54,38,47.55,17.51,657.11,27.95,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,26.37,18.81,40.54,38,47.55,17.51,657.11,27.95,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,112.49,0,41.71,15.21,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,37.56,0,0,0,0,0,538.25,19.24,17.57,18.81,40.54,38,47.55,17.51,657.11,27.95,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,67.5,0,41.71,10.13,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,17.55,0,0,0,0,0,538.25,19.24,17.57,18.81,40.54,38,31.7,17.51,657.11,18.61,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,67.5,0,41.71,5.07,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,538.25,19.24,17.57,12.54,40.54,25.34,15.85,17.51,657.11,9.31,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,67.5,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,25.34,15.85,17.51,657.11,9.31,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,119.59,88.49,0,51.03,0,0,0,0,0,114.24,67.5,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,25.34,15.85,17.51,623.81,9.31,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,119.59,88.49,0,51.03,0,0,0,0,0,114.24,36.44,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,25.34,15.85,17.51,609.38,9.31,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,10.74,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,609.38,9.31,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,648.97,9.31,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,657.11,9.31,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,657.11,9.31,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.72,0,402.81,100.18,0,40.25,0,0,0,1.48,0,0,12.85,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,657.11,9.31,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,39.39,0,0,0,1.48,0,0,2.24,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,590.14,9.31,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,38.3,0,0,0,1.48,0,0,2.24,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,8.79,6.27,40.54,12.67,15.85,17.51,542.05,9.31,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,30.17,0,0,0,1.11,0,0,2.24,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,0,6.27,40.54,12.67,15.85,17.51,561.29,9.31,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,30.17,0,0,0,1.11,0,0,2.24,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,0,6.27,40.54,12.67,15.85,17.51,568.98,9.31,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,20.11,0,0,0,0,0,0,2.24,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,19.24,0,6.27,27.03,12.67,15.85,17.51,576.68,9.31,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,20.11,0,0,0,0,0,0,2.24,0,18.95,33.45,29.76,40.77,0,25.39,44.08,0,0,142.65,0,8.53,0,0,0,0,0,535.3,17.67,0,6.27,13.51,12.67,15.85,17.51,542.05,0,0,0,0,0,0

