Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01032024/22032024/HP-56,NR/01032024/31032024/NVVN/OA/16997,NR/01012024/31032024/ ChanjuII,NR/01102023/19072037/LT-05,NR/16032024/22032024/HP-63,NR/01102023/06022042/L_NR_2012_07,NR/01032024/22032024/HP-59,NR/21032024/21032024/DD20240321NR23381,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/02012046/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/02122045/L_NR_2021_13,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01032024/31032024/SJVN010324NR1588,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05
61,15:00-15:15,1.770000,0.000000,132.470000,1.490000,13.670000,13.330000,13.330000,99.410000,84.960000,1.710000,0.000000,48.280000,0.000000,57.910000,0.000000,68.140000,0.000000,0.000000,25.530000,25.530000,23.170000,0,0,231.67,83,109.539736,0,28.33,0,39.6,0,41,9.17,20.6,83.68,179,9.16,27.5,28.33,48.28,46.33,48.28,76,96.550000,32.05,0,32.05,32.05

62,15:15-15:30,1.770000,0.000000,132.470000,1.490000,12.880000,12.570000,12.570000,99.410000,100.050000,1.710000,0.000000,48.280000,0.000000,57.910000,0.000000,68.140000,0.000000,0.000000,25.530000,25.530000,24.140000,0,0,229.73,76,101.614632,0,28,0,37.5,0,38,9.17,20.4,79.29,168,9.16,27.5,28,48.28,45.94,48.28,72,96.550000,32.05,0,32.05,32.05

63,15:30-15:45,1.770000,0.000000,132.470000,1.490000,12.030000,11.740000,11.740000,99.410000,100.050000,1.710000,0.000000,48.280000,0.000000,57.910000,0.000000,68.140000,0.000000,0.000000,25.530000,25.530000,24.140000,0,0,220.82,71,92.774344,0,27.67,0,35.3,0,36,12.5,19.4,74.24,154,12.5,37.5,27.67,48.28,44.16,48.28,66,96.550000,32.05,0,32.05,32.05

64,15:45-16:00,1.770000,0.000000,132.470000,1.490000,10.980000,10.720000,10.720000,123.550000,100.050000,1.710000,0.000000,48.280000,0.000000,57.910000,0.000000,68.140000,0.000000,0.000000,25.530000,25.530000,25.100000,0,0,206.12,67,83.34016,0,27.33,0,32.2,0,33,12.67,19,68.86,144,12.66,38,27.33,48.28,41.22,48.28,61,96.550000,32.05,0,32.05,32.05

65,16:00-16:15,1.920000,0.000000,132.470000,1.490000,9.890000,9.660000,9.660000,129.450000,78.590000,0.770000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,25.100000,0,0,190.4,60,73.915712,0,22,0,30.4,0,30,15,18.6,62.89,130,15,45,22,48.28,38.08,48.28,55,96.550000,32.05,0,32.05,32.05

66,16:15-16:30,1.920000,0.000000,132.470000,1.490000,8.850000,8.630000,8.630000,129.450000,78.590000,0.770000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,25.100000,0,0,174.07,53,64.880704,0,22.33,0,27,0,26,15.67,17.4,56.78,119,15.66,47,22.33,48.28,34.81,48.28,51,96.550000,32.05,0,32.05,32.05

67,16:30-16:45,1.920000,0.000000,132.470000,1.490000,7.720000,7.530000,7.530000,129.450000,78.590000,0.770000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,25.100000,0,0,155.5,37,55.485464,14.48,22.67,0,23.3,0,19,12.83,17,50.18,88,12.84,38.5,22.67,48.28,31.1,48.28,37,96.550000,32.05,0,32.05,32.05

68,16:45-17:00,1.920000,0.000000,132.470000,1.490000,6.260000,6.110000,6.110000,129.450000,78.590000,0.770000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,25.100000,0,0,135.78,28,45.17504,14.48,23,0,19.5,0,14,13.17,16.4,43.17,74,13.16,39.5,23,48.28,27.15,48.28,31,96.550000,32.05,0,32.05,32.05

69,17:00-17:15,1.920000,0.000000,132.470000,1.570000,4.840000,4.720000,4.720000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,25.100000,0,0,115.52,22,35.87716,0,23.33,0,17,0,11,13.33,16.8,36.04,60,13.34,40,23.33,48.28,23.1,48.28,25,96.550000,33,0,23.38,26.01

70,17:15-17:30,1.920000,0.000000,132.470000,1.570000,3.460000,3.370000,3.370000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,26.070000,0,0,94.18,18,24.184224,0,23.67,0,12.5,0,9,13.5,17.4,28.84,46,13.5,40.5,23.67,48.28,18.84,48.28,19,96.550000,22,0,15.49,16.83

71,17:30-17:45,1.920000,0.000000,132.470000,1.570000,2.450000,2.390000,2.390000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,26.070000,0,0,72.58,13,14.204824,0,24,0,9.5,0,7,13.67,18,21.44,32,13.66,41,24,48.28,14.51,48.28,13,96.550000,7,0,8.54,9.41

72,17:45-18:00,1.920000,0.000000,132.470000,1.570000,1.590000,1.550000,1.550000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,27.030000,0,0,51.24,9,8.85976,0,24,0,6,0,4,13.83,18.4,14.62,18,13.84,41.5,24,48.28,10.25,48.28,7,96.550000,1,0,3.42,3.84

73,18:00-18:15,2.150000,0.000000,132.470000,1.570000,0.890000,0.870000,0.870000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,19.310000,25.530000,25.530000,27.030000,0,0,31.72,3,3.26156,0,29.33,0,4,0,1,14.67,13.07,8.85,7,14.66,44,29.33,48.28,6.34,96.55,3,96.550000,0,0,0,0

74,18:15-18:30,2.150000,0.000000,132.470000,1.570000,0.400000,0.390000,0.390000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,62.760000,20.950000,20.950000,27.030000,0,0,15.5,0,1.382512,0,29,0,3,0,0,15.5,13.16,4.43,1,15.5,46.5,29,48.28,3.1,96.55,1,96.550000,0,0,0,0

75,18:30-18:45,2.150000,0.000000,132.470000,1.570000,0.030000,0.030000,0.030000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,67.580000,20.950000,20.950000,27.030000,0,0,5.79,0,0,0,29,0,2,0,0,15.83,13.32,1.34,1,15.84,47.5,29,48.28,1.16,96.55,0,96.550000,0,0,0,0

76,18:45-19:00,2.150000,0.000000,132.470000,1.570000,0.000000,0.000000,0.000000,129.450000,78.590000,1.790000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,140.000000,20.950000,20.950000,28.000000,0,0,0.73,0,0,0,29.33,0,1,0,0,16.17,13.53,0.67,0,16.16,48.5,29.33,48.28,0.15,96.55,0,96.550000,0,0,0,0

77,19:00-19:15,2.150000,0.000000,132.470000,1.570000,0.000000,0.000000,0.000000,129.450000,78.590000,1.860000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,77.240000,20.950000,20.950000,28.000000,0,0,0,0,0,0,41.33,0,0,0,0,16.5,13.89,0,0,16.5,49.5,41.33,48.28,0,96.55,0,96.550000,0,0,0,0

78,19:15-19:30,2.150000,0.000000,132.470000,1.570000,0.000000,0.000000,0.000000,129.450000,78.590000,1.860000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,106.200000,20.950000,20.950000,28.000000,0,0,0,0,0,0,40.67,0,0,0,0,16.33,14.11,0,0,16.34,49,40.67,48.28,0,96.55,0,96.550000,0,0,0,0

79,19:30-19:45,2.150000,0.000000,132.470000,1.570000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,115.860000,20.950000,20.950000,27.030000,0,0,0,0,0,0,39.33,0,0,6.66,0,16.17,14.35,0,0,16.16,48.5,39.33,48.28,0,96.55,0,96.550000,0,0,0,0

80,19:45-20:00,2.150000,0.000000,132.470000,1.570000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,183.440000,20.950000,20.950000,28.000000,0,0,0,0,0,0,37.67,0,0,6.66,0,16,14.24,0,0,16,48,37.67,48.28,0,96.55,0,96.550000,0,0,0,0

81,20:00-20:15,2.150000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,168.960000,20.950000,20.950000,28.000000,0,0,0,0,0,0,37.33,0,0,6.66,0,15.83,11.07,0,0,15.84,47.5,37.33,48.28,0,96.55,0,193.100000,0,0,0,0

82,20:15-20:30,2.150000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,154.480000,20.950000,20.950000,28.000000,0,0,0,0,0,0,35.33,0,0,6.66,0,15.67,11.16,0,0,15.66,47,35.33,48.28,0,96.55,0,193.100000,0,0,0,0

83,20:30-20:45,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.020000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,130.340000,20.950000,20.950000,28.000000,0,0,0,0,0,0,34.33,0,0,6.66,0,15.5,11.32,0,0,15.5,46.5,34.33,48.28,0,96.55,0,193.100000,0,0,0,0

84,20:45-21:00,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.020000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,72.410000,25.530000,25.530000,28.000000,0,0,0,0,0,0,33.33,0,0,6.66,0,15.17,11.52,0,0,15.16,45.5,33.33,48.28,0,96.55,0,193.100000,0,0,0,0

85,21:00-21:15,2.230000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.020000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,53.100000,25.530000,25.530000,28.000000,0,0,0,0,0,0,32.33,0,0,6.66,0,15,11.76,0,0,15,45,32.33,48.28,0,96.55,0,193.100000,0,0,0,0

86,21:15-21:30,2.230000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.020000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,28.960000,25.530000,25.530000,28.000000,0,0,0,0,0,0,32.33,0,0,6.66,0,14.83,11.92,0,0,14.84,44.5,32.33,48.28,0,96.55,0,193.100000,0,0,0,0

87,21:30-21:45,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.330000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,28.000000,0,0,0,0,0,0,31.67,0,0,6.66,0,14.67,12.04,0,0,14.66,44,31.67,48.28,0,96.55,0,193.100000,0,0,0,0

88,21:45-22:00,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.330000,0.000000,48.280000,0.000000,57.910000,0.000000,87.090000,0.000000,0.000000,25.530000,25.530000,28.000000,0,0,0,0,0,0,31.67,0,0,6.66,0,14.83,12.03,0,0,14.84,44.5,31.67,48.28,0,96.55,0,193.100000,0,0,0,0

89,22:00-22:15,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.330000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,27.030000,0,0,0,0,0,0,31.67,0,0,6.66,0,15,11.92,0,0,15,45,31.67,48.28,0,96.55,0,193.100000,0,0,0,0

90,22:15-22:30,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.330000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,27.030000,0,0,0,0,0,0,31.33,0,0,6.66,0,15.17,11.52,0,0,15.16,45.5,31.33,48.28,0,96.55,0,193.100000,0,0,0,0

91,22:30-22:45,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,27.030000,0,0,0,0,0,0,31.33,0,0,6.66,0,15.5,10.87,0,0,15.5,46.5,31.33,48.28,0,96.55,0,193.100000,0,0,0,0

92,22:45-23:00,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,27.030000,0,0,0,0,0,0,30.33,0,0,6.66,0,15.5,10.32,0,0,15.5,46.5,30.33,48.28,0,96.55,0,193.100000,0,0,0,0

93,23:00-23:15,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,26.070000,0,0,0,0,0,0,30,0,0,6.66,0,15.83,9.72,0,0,15.84,47.5,30,48.28,0,96.55,0,193.100000,0,0,0,0

94,23:15-23:30,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,26.070000,0,0,0,0,0,0,30,0,0,6.66,0,16.5,9.12,0,0,16.5,49.5,30,48.28,0,96.55,0,193.100000,0,0,0,0

95,23:30-23:45,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,26.070000,0,0,0,0,0,0,30,0,0,6.66,0,16.67,8.99,0,0,16.66,50,30,48.28,0,96.55,0,193.100000,0,0,0,0

96,23:45-24:00,2.310000,0.000000,132.470000,1.540000,0.000000,0.000000,0.000000,129.450000,78.590000,2.170000,76.750000,48.280000,0.000000,57.910000,78.790000,87.090000,32.860000,0.000000,25.530000,25.530000,26.070000,0,0,0,0,0,0,29.67,0,0,6.66,0,15.33,8.87,0,0,15.34,46,29.67,48.28,0,96.55,0,193.100000,0,0,0,0

