Column1,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/6566,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/6020,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/01/2171,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/8090,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/3451,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17
77,19:00-19:15,68.34,206.91,232.54,66.45,82.36,20.59,0,18.54,82.36,0.06,0.07,41.18,2.06,0,0.06,6.52,0,8.81,13.97,30.78,96.9,17.482,18.9768,41.18,18.9768,0,0,9,10,27,7.34,0,10,9,0,0,33.82,1,0,1,0.21,2,1.03,0,0

78,19:15-19:30,87.39,263.06,273.96,66.45,82.36,20.59,0,18.54,82.36,0.01,0.01,41.18,2.06,0,0.01,6.52,0,8.81,13.97,30.78,96.9,17.482,18.9768,41.18,18.9768,0,0,8.83,10,26.5,7.34,0,10,8.84,0,0,34.62,1,0,0,0,1,0,0,0

79,19:30-19:45,87.39,263.06,273.96,83.51,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.52,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,8.67,10,26,7.34,0,10,8.66,0,0,44.01,0,0,0,0,0,0,0,0

80,19:45-20:00,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.52,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,8.33,10,25,7.34,0,10,8.34,0,0,44.01,0,0,0,0,0,0,0,0

81,20:00-20:15,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.52,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,8,10,24,7.34,0,10,8,0,0,43.41,0,0,0,0,0,0,0,0

82,20:15-20:30,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.52,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.83,10,23.5,7.34,0,10,7.84,0,0,43.01,0,0,0,0,0,0,0,0

83,20:30-20:45,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.52,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.67,10,23,7.34,0,10,7.66,0,0,42.41,0,0,0,0,0,0,0,0

84,20:45-21:00,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.52,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.5,10,22.5,7.34,0,10,7.5,0,0,42.21,0,0,0,0,0,0,0,0

85,21:00-21:15,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.34,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.5,20.67,22.5,7.34,0,20.67,7.5,0,0,42.01,0,0,0,0,0,0,0,0

86,21:15-21:30,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.34,0,8.81,13.97,30.28,96.9,17.482,32,41.18,0,0,0,7.5,20.33,22.5,7.34,0,20.33,7.5,0,0,41.01,0,0,0,0,0,0,0,0

87,21:30-21:45,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.34,0,8.81,13.97,30.28,96.9,17.482,32,41.18,0,0,0,7.5,20,22.5,7.34,0,20,7.5,0,0,41.21,0,0,0,0,0,0,0,0

88,21:45-22:00,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.34,0,8.81,13.97,30.28,96.9,17.482,32,41.18,0,0,0,7.5,19.33,22.5,7.34,0,19.33,7.5,0,0,41.41,0,0,0,0,0,0,0,0

89,22:00-22:15,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.1,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.5,18.33,22.5,7.34,0,18.33,7.5,0,0,42.01,0,0,0,0,0,0,0,0

90,22:15-22:30,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.1,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.5,17.33,22.5,7.34,0,17.33,7.5,0,0,41.81,0,0,0,0,0,0,0,0

91,22:30-22:45,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.1,0,8.81,13.97,31.29,96.9,17.482,32,41.18,0,0,0,7.5,16,22.5,7.34,0,16,7.5,0,0,41.61,0,0,0,0,0,0,0,0

92,22:45-23:00,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,6.1,0,8.81,13.97,31.29,96.9,17.482,32,41.18,0,0,0,7.5,14.67,22.5,7.34,0,14.67,7.5,0,0,41.01,0,0,0,0,0,0,0,0

93,23:00-23:15,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.87,0,8.81,13.97,31.29,96.9,17.482,32,41.18,0,0,0,7.5,13.67,22.5,7.34,0,13.67,7.5,0,0,40.41,0,0,0,0,0,0,0,0

94,23:15-23:30,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.87,0,8.81,13.97,30.78,96.9,17.482,32,41.18,0,0,0,7.5,13,22.5,7.34,0,13,7.5,0,0,39.21,0,0,0,0,0,0,0,0

95,23:30-23:45,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.87,0,8.81,13.97,30.28,96.9,17.482,32,41.18,0,0,0,7.5,12.33,22.5,7.34,0,12.33,7.5,0,0,37.02,0,0,0,0,0,0,0,0

96,23:45-24:00,87.39,263.06,273.96,115.8,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.87,0,8.81,13.97,30.28,96.9,17.482,32,41.18,0,0,0,7.5,11.33,22.5,7.34,0,11.33,7.5,0,0,35.42,0,0,0,0,0,0,0,0

