Column1,Block,NR/2025/29796/C,GNARE/NR/2024/12/20/3668,NR/2025/27356/A/83088,NR/2025/28774/A/82619,GNA/NR/2025/06/01/7782,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/16/6051,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/5280,NR/2025/29718/C,NR/2025/29657/C,NR/2025/29786/C,GNA/NR/2025/06/01/2868,NR/2025/29795/C,NR/2025/29792/C,NR/2025/29777/C,NR/2025/29793/C,NR/2025/29778/C,NR/2025/29794/C,NR/2025/29719/C,NR/2025/29790/C,GNA/NR/2025/06/01/7762,NR/2025/29791/C,NR/2025/29663/C,NR/2025/29763/C,NR/2025/29683/C,NR/2025/29720/C,NR/2025/29724/C,NR/2025/28719/A/82727,NR/2025/27500/A/82626,NR/2025/27100/A/82768,NR/2025/26565/A/83098,NR/2025/26860/A/83145,NR/2025/29779/C,NR/2025/26889/A/83197,NR/2025/29451/A/83086,NR/2025/27727/A/83137,NR/2025/27187/A/83150,NR/2025/27506/A/82624,NR/2025/26562/A/83097,NR/2025/27281/A/83285,NR/2025/27185/A/83152,NR/2025/27168/A/83183,NR/2025/27157/A/82765,NR/2025/26777/A/82762,NR/2025/27176/A/83154,NR/2025/27725/A/83144,NR/2025/26785/A/82628,NR/2025/26445/A/83209,NR/2025/26566/A/83099,NR/2025/26861/A/83191,NR/2025/27728/A/83141,NR/2025/26085/A/82574,NR/2025/27726/A/83143,NR/2025/26572/A/83106,NR/2025/27782/A/83136,NR/2025/27088/A/83205,NR/2025/26571/A/83101,NR/2025/26975/A/83158,NR/2025/27499/A/83196,NR/2025/27167/A/83180,NR/2025/29814/C,NR/2025/27242/A/82834,NR/2025/26952/A/82656,Total
36,08:45-09:00,0,44.13,84,5.8,11.91,26.93,48.32,15.32,19.33,14.98,20.85,24.16,62.82,48.32,48.32,24.16,26.93,193.28,11.92,0,0,0,8.7,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,10.63,7.73,0,0,106.3,164.53,0,0,43.92,0,1.93,144.96,24.88,19.33,24.16,0,193.28,76.94,14.64,0,96.64,0,0,37.34,0.97,43.92,0,7.73,192.66,0,5.8,0,24.16,1.93,48.32,0,2085.0700000000006

37,09:00-09:15,39.91,49.62,102,6.64,11.91,26.95,48.32,15.32,19.33,14.98,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,10.63,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2157.43

38,09:15-09:30,39.91,55.11,112,7.08,11.91,26.95,48.32,15.32,19.33,14.98,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2173.3699999999994

39,09:30-09:45,39.91,64.45,116,7.43,11.91,26.95,48.32,15.32,19.33,14.98,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2188.02

40,09:45-10:00,39.91,69.77,119,7.7,11.91,26.95,48.32,15.32,19.33,14.98,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2196.6099999999997

41,10:00-10:15,39.91,73.82,123,7.91,11.91,26.95,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2204.7799999999997

42,10:15-10:30,39.91,77.87,126,8.1,11.91,26.95,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2212.0199999999995

43,10:30-10:45,39.91,81.91,123,8.25,11.91,26.95,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2213.2099999999996

44,10:45-11:00,39.91,85.96,130,8.38,11.91,26.95,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2224.39

45,11:00-11:15,39.91,91.4,140,8.48,11.91,26.95,48.32,15.32,19.33,14.8,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2239.8399999999997

46,11:15-11:30,39.91,96.55,151,8.54,11.91,26.95,48.32,15.32,19.33,14.8,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2256.0499999999997

47,11:30-11:45,39.91,100,161,8.57,11.91,26.95,48.32,15.32,19.33,14.8,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2269.5299999999993

48,11:45-12:00,39.91,100,168,8.58,11.91,26.95,48.32,15.32,19.33,14.8,20.85,24.16,62.82,48.32,48.32,24.16,26.95,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,0,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2276.5399999999995

49,12:00-12:15,39.91,100,91,7.9,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2334.109999999999

50,12:15-12:30,39.91,100,91,7.54,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2333.749999999999

51,12:30-12:45,39.91,100,123,7.51,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2365.7199999999993

52,12:45-13:00,39.91,100,123,7.46,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2365.669999999999

53,13:00-13:15,39.91,100,147,7.4,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,11.6,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,1.93,48.32,0,2389.609999999999

54,13:15-13:30,39.91,100,147,7.34,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2389.5499999999993

55,13:30-13:45,39.91,100,151,7.28,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2393.4899999999993

56,13:45-14:00,39.91,100,147,7.19,11.91,26.97,48.32,15.32,19.33,14.71,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,0,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,0,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2389.399999999999

57,14:00-14:15,39.91,100,168,7.12,11.91,26.97,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2797.07

58,14:15-14:30,39.91,94.67,168,7.05,11.91,26.97,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2791.67

59,14:30-14:45,39.91,87.74,161,6.94,11.91,26.97,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2777.63

60,14:45-15:00,39.91,82.24,154,6.8,11.91,26.97,48.32,15.32,19.33,14.89,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,12.56,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0.97,48.32,0,2764.99

61,15:00-15:15,39.91,77.32,144,7.52,11.91,26.97,48.32,15.32,19.33,15.08,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,13.53,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0,48.32,0,2750.9800000000005

62,15:15-15:30,39.91,72.39,133,7.26,11.91,26.97,48.32,15.32,19.33,15.08,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,13.53,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0,48.32,0,2734.7900000000004

63,15:30-15:45,39.91,67.47,126,6.96,11.91,26.97,48.32,15.32,19.33,15.08,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,13.53,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0,48.32,0,2722.57

64,15:45-16:00,39.91,62.54,119,6.59,11.91,26.97,48.32,15.32,19.33,15.08,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,144.96,24.88,5.8,8.7,7.73,14.64,192.66,43.92,28.03,43.92,144.96,19.33,24.16,76.94,53.15,193.28,135.3,129.13,106.3,13.53,0,0,0,0,164.53,0,96.64,0,0,1.93,15.83,0,0,24.16,0,0,0,0,0,96.64,0,0,0,0.97,0,0,0,0,0,0,0,24.16,0,48.32,0,2710.27

65,16:00-16:15,0,52.82,102,5.77,11.91,26.97,48.32,15.32,19.33,15.72,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,8.7,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,53.15,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2931.070000000001

66,16:15-16:30,0,48.1,91,5.63,11.91,26.97,48.32,15.32,19.33,15.72,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,8.7,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,53.15,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2915.210000000001

67,16:30-16:45,0,43.37,81,5.67,11.91,26.97,48.32,15.32,19.33,15.72,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,8.7,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,53.15,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2900.520000000001

68,16:45-17:00,0,38.65,70,5.36,11.91,26.97,48.32,15.32,19.33,15.72,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,8.7,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,53.15,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2884.490000000001

69,17:00-17:15,0,35.35,56,0,11.91,26.97,48.32,15.32,19.33,16.47,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2816.2200000000007

70,17:15-17:30,0,30.12,53,0,11.91,26.97,48.32,15.32,19.33,16.47,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2807.9900000000007

71,17:30-17:45,0,17.42,42,0,11.91,26.97,48.32,15.32,19.33,16.47,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2784.290000000001

72,17:45-18:00,0,13.76,32,0,11.91,26.97,48.32,15.32,19.33,16.47,20.85,24.16,62.82,48.32,48.32,24.16,26.97,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,0,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,0,24.16,0,48.32,135.3,2770.630000000001

73,18:00-18:15,0,11.33,14,0,11.91,29,48.32,0,0,17.2,20.85,24.16,62.82,48.32,48.32,24.16,26.56,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2597.1000000000004

74,18:15-18:30,0,8.89,14,0,11.91,29,48.32,0,0,17.2,20.85,24.16,62.82,48.32,48.32,24.16,26.56,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,0,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2594.6600000000003

75,18:30-18:45,0,6.47,7,0,11.91,29,48.32,0,0,17.2,20.85,24.16,62.82,48.32,48.32,24.16,26.56,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,109.69,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2549.73

76,18:45-19:00,0,4.03,5,0,11.91,29,48.32,0,0,17.2,20.85,24.16,62.82,48.32,48.32,24.16,26.56,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,109.69,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2545.2900000000004

77,19:00-19:15,0,2.62,1,0,11.91,29,48.32,0,0,17.85,20.85,24.16,62.82,48.32,48.32,24.16,25.55,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,109.69,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2539.52

78,19:15-19:30,0,1.48,1,0,11.91,29,48.32,0,0,17.85,20.85,24.16,62.82,48.32,48.32,24.16,25.55,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,109.69,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2538.38

79,19:30-19:45,0,0.61,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,109.69,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2535.5800000000004

80,19:45-20:00,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,193.28,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,109.69,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,0,37.34,0.87,43.92,144.96,7.73,192.66,0,5.8,8.7,24.16,0,48.32,0,2534.9700000000003

81,20:00-20:15,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0,48.32,0,2611.1200000000003

82,20:15-20:30,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0,48.32,0,2611.1200000000003

83,20:30-20:45,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0,48.32,0,2611.1200000000003

84,20:45-21:00,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,13.53,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,76.94,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0,48.32,0,2611.1200000000003

85,21:00-21:15,0,0,0,0,11.91,29,48.32,0,0,16.92,20.85,24.16,62.82,48.32,48.32,24.16,25.55,0,11.92,0,0,0,15.49,0,0,0,0,28.03,0,0,0,24.16,0,0,0,0,0,0,12.56,7.73,25.2,0,106.3,164.53,5.8,96.64,43.92,19.33,1.93,144.96,24.88,19.33,24.16,217.44,193.28,106.3,14.64,0,96.64,144.96,193.28,37.34,0.92,43.92,144.96,7.73,192.66,0,27.06,8.7,24.16,0.97,48.32,0,2640.48

