Block,Time,NR/01112023/30112023/HP-09,NR/01102023/31052040/LT-31,NR/03112023/30112023/IEX-231101-05680,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/23112023/23112023/HPX-TAMCTG-221123-05264,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/23112023/23112023/IEX_231122_05732,NR/01102023/19072037/LT-05,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01112023/30112023/HP-10,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10
65,16:00-16:15,0.000000,5.300000,48.200000,260.890000,25.340000,0.000000,24.100000,5.300000,30.850000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.780000,1.920000,176.100000,5.430000,48.200000,13.67,18.45,67,6.84,25,7.01,97.98,28,0,33,31.23,0,19.59,6.83,30,31.184762,144.62,15.44,20.5,6.34,15,13.67

66,16:15-16:30,0.000000,4.040000,48.200000,260.890000,25.340000,0.000000,24.100000,4.040000,30.850000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.780000,1.920000,176.100000,4.140000,48.200000,13.67,10.22,53,6.84,13,7.01,77.78,22,0,33,24.54,0,15.56,6.83,22,21.623121,144.62,11.33,20.5,6.34,11,13.67

67,16:30-16:45,0.000000,2.620000,48.200000,260.890000,25.340000,0.000000,24.100000,2.620000,30.850000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.780000,1.920000,176.100000,2.670000,48.200000,13.67,5.89,39,6.84,3,7.01,59.04,16,0,11,16.9,0,11.81,6.83,16,13.851248,144.62,7.11,20.5,6.34,8,13.67

68,16:45-17:00,0.000000,1.390000,48.200000,260.890000,25.340000,0.000000,24.100000,1.390000,30.850000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.780000,1.920000,176.100000,1.420000,48.200000,13.67,2.55,28,6.84,1,7.01,41.74,12,0,4.86,9.33,0,8.35,6.83,11,7.373066,144.62,3.98,20.5,6.34,6,13.67

69,17:00-17:15,0.000000,0.700000,48.200000,260.890000,0.000000,50.130000,25.070000,0.700000,30.370000,46.280000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.780000,1.840000,176.100000,0.720000,48.200000,14.24,0,21,6.84,0,7.01,25.15,9,0,0.93,1.59,0,5.03,6.83,9,3.200183,144.62,2,20.5,6.34,5,14.24

70,17:15-17:30,0.000000,0.230000,48.200000,260.890000,0.000000,50.130000,25.070000,0.230000,30.370000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.780000,1.840000,176.100000,0.240000,48.200000,16.61,0,18,6.84,0,7.01,12.83,7,0,0.78,0.32,0,2.57,6.83,5,0.768433,144.62,1,20.5,6.34,3,16.61

71,17:30-17:45,0.000000,0.010000,48.200000,260.890000,0.000000,50.130000,25.070000,0.010000,30.370000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.780000,1.840000,176.100000,0.010000,48.200000,14.2,0,14,6.84,0,7.01,4.43,6,0,0.62,0,0,0.88,6.83,1,0,144.62,0.5,20.5,6.34,1,14.2

72,17:45-18:00,0.000000,0.000000,48.200000,260.890000,0.000000,50.130000,25.070000,0.000000,30.370000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.780000,1.840000,176.100000,0.000000,48.200000,14.55,0,4,6.84,0,7.01,0.44,1,0,0.47,0,0,0.09,6.83,0,0,144.62,0,20.5,6.34,0,14.55

73,18:00-18:15,0.000000,0.000000,48.200000,260.890000,0.000000,0.000000,25.070000,0.000000,30.850000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.710000,1.840000,98.350000,0.000000,48.200000,14.89,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,14.89

74,18:15-18:30,0.000000,0.000000,48.200000,260.890000,0.000000,0.000000,25.070000,0.000000,30.850000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.710000,1.840000,98.350000,0.000000,48.200000,15.22,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,15.22

75,18:30-18:45,0.000000,0.000000,48.200000,260.890000,0.000000,0.000000,25.070000,0.000000,30.850000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.710000,1.840000,98.350000,0.000000,48.200000,15.29,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,15.29

76,18:45-19:00,0.000000,0.000000,48.200000,260.890000,0.000000,0.000000,25.070000,0.000000,30.850000,59.770000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.710000,1.840000,98.350000,0.000000,48.200000,15.41,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,15.41

77,19:00-19:15,0.000000,0.000000,48.200000,260.890000,15.230000,0.000000,25.070000,0.000000,30.850000,0.000000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.710000,1.840000,98.350000,0.000000,48.200000,15.55,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,15.55

78,19:15-19:30,0.000000,0.000000,48.200000,260.890000,15.230000,0.000000,25.070000,0.000000,30.850000,0.000000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.710000,1.840000,98.350000,0.000000,48.200000,15.63,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,15.63

79,19:30-19:45,0.000000,0.000000,48.200000,260.890000,15.230000,0.000000,25.070000,0.000000,30.850000,0.000000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.630000,1.840000,98.350000,0.000000,48.200000,18.15,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,18.15

80,19:45-20:00,0.000000,0.000000,48.200000,260.890000,15.230000,0.000000,25.070000,0.000000,30.850000,0.000000,118.010000,96.410000,2.230000,86.960000,271.150000,0.000000,100.980000,1.630000,1.840000,98.350000,0.000000,48.200000,17.55,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,8.45,0,17.55

81,20:00-20:15,0.000000,0.000000,48.200000,260.890000,15.230000,0.000000,25.070000,0.000000,30.850000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.630000,1.760000,98.350000,0.000000,48.200000,22.15,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,8.34,0,22.15

82,20:15-20:30,0.000000,0.000000,48.200000,260.890000,15.230000,0.000000,25.070000,0.000000,30.850000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.630000,1.760000,98.350000,0.000000,48.200000,21.55,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,8.2,0,21.55

83,20:30-20:45,0.000000,0.000000,48.200000,260.890000,22.580000,0.000000,25.070000,0.000000,22.580000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.630000,1.760000,98.350000,0.000000,48.200000,20.88,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,8.1,0,20.88

84,20:45-21:00,0.000000,0.000000,48.200000,260.890000,22.580000,0.000000,25.070000,0.000000,22.580000,0.000000,118.010000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.630000,1.760000,98.350000,0.000000,48.200000,20.22,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,7.97,0,20.22

85,21:00-21:15,0.000000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,109.330000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.550000,1.760000,98.350000,0.000000,48.200000,19.55,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,7.66,0,19.55

86,21:15-21:30,0.000000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,100.650000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.550000,1.760000,98.350000,0.000000,48.200000,18.88,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,7.34,0,18.88

87,21:30-21:45,0.000000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,91.980000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.550000,1.760000,98.350000,0.000000,48.200000,18.18,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,18.18

88,21:45-22:00,0.000000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,83.300000,96.410000,2.180000,86.960000,271.150000,0.000000,100.980000,1.550000,1.760000,98.350000,0.000000,48.200000,16.88,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,16.88

89,22:00-22:15,76.640000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,86.960000,271.150000,0.000000,100.980000,1.480000,1.760000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

90,22:15-22:30,76.640000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,86.960000,271.150000,0.000000,100.980000,1.480000,1.760000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

91,22:30-22:45,76.640000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,86.960000,271.150000,0.000000,100.980000,1.480000,1.760000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

92,22:45-23:00,76.640000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,86.960000,271.150000,0.000000,77.130000,1.480000,1.760000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

93,23:00-23:15,76.640000,0.000000,48.200000,260.890000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,86.960000,271.150000,0.000000,67.490000,1.480000,1.690000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

94,23:15-23:30,76.640000,0.000000,48.200000,212.980000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,68.000000,271.150000,0.000000,57.850000,1.480000,1.690000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

95,23:30-23:45,76.640000,0.000000,48.200000,212.980000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,68.000000,271.150000,0.000000,57.850000,1.480000,1.690000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

96,23:45-24:00,76.640000,0.000000,48.200000,212.980000,26.020000,0.000000,25.070000,0.000000,26.020000,0.000000,71.730000,96.410000,2.130000,68.000000,271.150000,0.000000,48.200000,1.480000,1.690000,98.350000,0.000000,48.200000,13.67,0,0,6.84,0,7.01,0,0,0,0,0,0,0,6.83,0,0,144.62,0,20.5,6.34,0,13.67

