Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2952,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8128
74,18:15-18:30,8.8,36,0,2,0,3,8.33,5,1,3,12,3.75,0,0,0,12,0,18.72,39.02,9.55,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,6.67,7.09,29.27,100.27,1.39,19.42,17.32,1.39,29,1.08,115.46,130.23,0,12.07

75,18:30-18:45,6.42,37.35,0,1,0,2,8.33,2,0,1,12.45,2.74,0,0,0,12.45,0,13.68,40.02,5.01,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,6.67,7.09,29.27,100.27,0,19.42,17.32,0,29,0,115.46,130.23,0,12.07

76,18:45-19:00,0.58,38.7,0,0,0,1,8.33,1,0,1,12.9,1.91,0,0,0,12.9,0,9.54,40.02,1.73,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,6.67,7.09,29.27,100.27,0,19.42,17.32,0,29,0,115.46,130.23,0,12.07

77,19:00-19:15,0.26,40.5,0,0,0,0,10.61,0,0,0,13.5,0.59,0,0,0,13.5,0,2.97,39.62,0,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.47,29.27,100.27,0,29,17.78,0,29,0,115.46,130.23,0,12.66

78,19:15-19:30,0,45,0,0,0,0,10.82,0,0,0,15,0,0,0,0,15,0,0.01,39.22,0,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.47,29.27,100.27,0,29,17.78,0,29,0,115.46,130.23,0,12.66

79,19:30-19:45,0,40.01,0,0,0,0,11.07,0,0,0,13.33,0,0,0,0,13.33,0,0,38.42,0,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.47,30.28,100.27,0,29,17.78,0,29,0,115.46,130.23,0,12.66

80,19:45-20:00,0,39.49,0,0,0,0,11.41,0,0,0,13.17,0,0,0,0,13.17,0,0,37.22,0,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.47,30.28,100.27,0,29,17.78,0,29,0,115.46,130.23,0,12.66

81,20:00-20:15,0,40.01,0,0,0,0,10.88,0,0,0,13.33,0,0,0,0,13.33,0,0,35.81,0,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.19,30.28,100.27,0,29,15.02,0,29,0,115.46,130.23,0,12.66

82,20:15-20:30,0,39.49,0,0,0,0,11.19,0,0,0,13.17,0,0,0,0,13.17,0,0,34.81,0,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.19,30.28,100.27,0,29,15.02,0,29,0,115.46,130.23,0,12.66

83,20:30-20:45,0,36,0,0,0,0,11.5,0,0,0,12,0,0,0,0,12,0,0,32.41,0,134.99,0,0,86.82,270.7,9.98,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.19,30.28,100.27,0,29,15.02,0,29,0,115.46,130.23,10.4,12.66

84,20:45-21:00,0,36.45,0,0,0,0,11.88,0,0,0,12.15,0,0,0,0,12.15,0,0,31.61,0,134.99,0,0,86.82,270.7,9.98,-0,20.76,81.81,0,43.75,0,224.98,8.52,7.19,29.27,100.27,0,29,15.02,0,29,0,115.46,130.23,10.4,12.66

85,21:00-21:15,0,31.92,0,0,0,0,9.75,0,0,0,10.65,0,0,0,0,10.65,0,0,30.81,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,7,29.27,100.27,0,29,15.02,0,29,0,115.46,130.23,10.4,12.66

86,21:15-21:30,0,32.71,0,0,0,0,9.92,0,0,0,10.9,0,0,0,0,10.9,0,0,29.41,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,7,29.27,100.27,0,29,15.02,0,29,0,115.46,130.23,10.4,12.66

87,21:30-21:45,0,33.47,0,0,0,0,10.1,0,0,0,11.16,0,0,0,0,11.16,0,0,39.02,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,7,29.27,100.27,0,29,15.02,0,29,0,115.46,130.23,0,12.66

88,21:45-22:00,0,34.23,0,0,0,0,10.25,0,0,0,11.42,0,0,0,0,11.42,0,0,38.82,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,7,29.77,100.27,0,29,15.02,0,29,0,115.46,130.23,0,12.66

89,22:00-22:15,0,27.44,0,0,0,0,7.06,0,0,0,9.14,0,0,0,0,9.14,0,0,38.42,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,29.77,100.27,0,29,15.02,0,29,0,115.46,130.23,0,12.66

90,22:15-22:30,0,26.49,0,0,0,0,7.63,0,0,0,8.83,0,0,0,0,8.83,0,0,38.02,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,29.27,100.27,0,29,15.02,0,29,0,115.46,130.23,0,12.66

91,22:30-22:45,0,26.81,0,0,0,0,6.71,0,0,0,8.93,0,0,0,0,8.93,0,0,39.69,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,29.78,100.27,0,29,17.32,0,29,0,115.46,130.23,0,12.66

92,22:45-23:00,0,27.11,0,0,0,0,7.36,0,0,0,9.04,0,0,0,0,9.04,0,0,39.2,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,29.27,100.27,0,29,17.32,0,29,0,115.46,130.23,0,12.66

93,23:00-23:15,0,26.81,0,0,0,0,7.88,0,0,0,8.93,0,0,0,0,8.93,0,0,38.83,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,28.77,100.27,0,29,16.85,0,29,0,115.46,130.23,0,12.66

94,23:15-23:30,0,27.11,0,0,0,0,8.38,0,0,0,9.04,0,0,0,0,9.04,0,0,38.58,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,28.77,100.27,0,29,16.85,0,29,0,115.46,130.23,0,12.66

95,23:30-23:45,0,27.44,0,0,0,0,8.87,0,0,0,9.14,0,0,0,0,9.14,0,0,37.91,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,28.26,100.27,0,29,16.85,0,29,0,115.46,130.23,10.4,12.66

96,23:45-24:00,0,27.73,0,0,0,0,9.32,0,0,0,9.25,0,0,0,0,9.25,0,0,37.14,0,134.99,0,0,86.82,270.7,10.74,-0,20.76,81.81,0,43.75,0,224.98,8.52,6.81,28.26,100.27,0,29,16.85,0,29,0,115.46,130.23,10.4,12.66

