Column1,Time,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/1868,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9061,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5474,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05
78,19:15-19:30,17.27,8.64,0,0,0,0,0,10,6.67,0,20,0,0,0,0,25.91,0,3.48,271.33,2.9,0,8.64,2.03,0,50,0,25.91,86.56,3.09,0,29.28,25.91,97.8,150,0,99.97,260.53,19.33,0,19.34,6.66,6.66,0,0

79,19:30-19:45,17.27,8.64,0,0,0,0,0,9.6,6.67,0,20,0,0,0,0,25.91,0,3.48,271.33,2.9,0,8.64,2.03,0,50,0,25.91,86.56,3.09,0,29.28,25.91,89.34,150,0,99.97,260.53,19.67,0,19.66,6.66,6.66,0,0

80,19:45-20:00,17.27,8.64,0,0,0,0,0,9.2,6.67,0,20,0,0,0,0,25.91,0,3.48,271.33,2.9,0,8.64,2.03,0,50,0,25.91,86.56,3.09,0,29.28,25.91,80.88,150,0,99.97,260.53,20.33,0,20.34,6.66,6.66,0,0

81,20:00-20:15,17.27,8.64,0,0,0,0,0,8.4,9,0,27,0,0,0,0,25.91,0,3.48,271.33,2.74,0,8.64,1.99,0,50,0,25.91,67.68,2.86,0,29.28,25.91,69.96,200,0,99.97,204.92,20.67,0,20.66,6.66,9,0,0

82,20:15-20:30,17.27,8.64,0,0,0,0,0,8,9.83,0,29.51,0,0,0,0,25.91,0,3.48,271.33,2.74,0,8.64,1.99,0,50,0,25.91,86.56,2.86,0,29.28,25.91,69.96,200,0,99.97,204.92,21,0,21,6.66,9.83,0,0

83,20:30-20:45,17.27,8.64,0,0,0,0,0,7.6,10.33,0,31.01,0,0,0,0,25.91,0,3.48,271.33,2.74,0,8.64,1.99,0,50,0,25.91,86.56,1.93,0,29.28,25.91,69.96,200,0,99.97,233.71,21.67,0,21.66,6.66,10.33,0,0

84,20:45-21:00,17.27,8.64,0,0,0,0,0,7.2,10.5,0,31.5,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,0,25.91,86.56,1.93,0,29.28,25.91,69.96,200,0,99.97,204.92,21.67,0,21.66,7,10.5,0,0

85,21:00-21:15,17.27,8.64,0,0,0,0,0,7,10.67,0,31.99,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,0,25.91,67.68,2.47,0,29.78,25.91,69.96,200,0,99.97,204.92,20.67,0,20.66,7.66,10.67,0,0

86,21:15-21:30,17.27,8.64,0,0,0,0,0,7,10.5,0,31.5,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,0,25.91,86.56,2.47,0,29.78,25.91,69.96,200,0,99.97,204.92,20,0,20,8.34,10.5,0,0

87,21:30-21:45,17.27,8.64,0,0,0,0,0,7,8.33,0,25,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,0,25.91,86.56,2.47,0,29.78,25.91,69.96,200,0,99.97,204.92,24.67,0,24.67,9.34,8.34,0,0

88,21:45-22:00,17.27,8.64,0,0,0,0,0,7,8.17,0,24.5,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,0,25.91,86.56,2.47,0,29.28,25.91,69.96,200,0,99.97,204.92,23.67,0,23.67,10.34,8.16,0,0

89,22:00-22:15,17.27,8.64,0,0,0,0,0,9.2,8,0,24,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,87.2,25.91,86.56,2.31,0,29.28,25.91,69.96,200,261.61,99.97,204.92,22.67,0,22.67,10,8,0,0

90,22:15-22:30,17.27,8.64,0,0,0,0,0,9,7.67,0,23,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,87.2,25.91,86.56,2.31,0,28.77,25.91,69.96,200,261.61,99.97,204.92,21.67,0,21.67,10,7.66,0,0

91,22:30-22:45,17.27,8.64,0,0,0,0,0,8.2,7.5,0,22.5,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,87.2,25.91,86.56,1.93,0,29.28,25.91,69.96,200,261.61,99.97,204.92,20.67,0,20.67,9.66,7.5,0,0

92,22:45-23:00,17.27,8.64,0,0,0,0,0,7.8,7.5,0,22.5,0,0,0,0,25.91,0,3.48,271.33,2.67,0,8.64,1.99,0,50,87.2,25.91,86.56,1.93,0,29.28,25.91,69.96,200,261.61,99.97,204.92,20.33,0,20.33,9.66,7.5,0,0

93,23:00-23:15,17.27,8.64,0,0,0,0,0,7.8,7.5,0,22.5,0,0,0,0,25.91,0,3.48,271.33,2.59,0,8.64,1.99,0,50,87.2,25.91,67.68,1.93,0,28.26,25.91,69.96,200,261.61,99.97,204.92,19.67,0,19.67,9.34,7.5,0,0

94,23:15-23:30,17.27,8.64,0,0,0,0,0,7.6,7.5,0,22.5,0,0,0,0,25.91,0,3.48,271.33,2.59,0,8.64,1.99,0,50,87.2,25.91,67.68,1.93,0,28.26,25.91,69.96,200,261.61,99.97,204.92,19,0,19,9,7.5,0,0

95,23:30-23:45,17.27,8.64,0,0,0,0,0,7.6,7.5,0,22.5,0,0,0,0,25.91,0,3.48,271.33,2.59,0,8.64,1.99,0,50,87.2,25.91,67.68,1.93,0,28.26,25.91,69.96,200,261.61,99.97,204.92,19,0,19,8.66,7.5,0,0

96,23:45-24:00,17.27,8.64,0,0,0,0,0,7.4,7.5,0,22.5,0,0,0,0,25.91,0,3.48,271.33,2.59,0,8.64,1.99,0,50,87.2,25.91,67.68,1.93,0,28.26,25.91,69.96,200,261.61,99.97,204.92,19,0,19,8.34,7.5,0,0

