Block,Time Block,BSIUL,BRBCL,CHAMERA2,CHAMERA1,CHAMERA3,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KHSTPP-I,KISHANGANGA,KOTESHWR,KUDGI,NLCTS2EXP,RAMPUR,NAPP,NNTPP,NTPL,PARBATI3,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,RAPPC,RIHAND3,RAPPB,RIHAND1,RIHAND2,SIMHST1,SIMHST2,SALAL,SEWA2,RSTPSU1TO6,RSTPSU7,SASAN,SINGRAULI,SINGRAULI_HYDRO,TALA,TALST2,URI,TEHRI,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,URI2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_GF,AURY_CRF,AURY_LF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,19.23,42.53,40.54,30.85,38.85,11.34,34.97,363.52,0,110.69,0,116.11,0,0,5.15,31.23,2.77,9.29,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,120.48,0,91.02,116.27,0,0,74.87,11.14,0,0,389.49,74.95,0,12.13,0,37.16,16.35,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,19.23,42.53,40.54,30.85,38.85,11.34,34.97,363.52,0,110.69,0,116.11,0,0,5.15,31.23,2.77,9.29,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,74.95,0,12.24,0,37.16,16.35,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,19.23,42.53,40.54,30.85,38.85,11.34,34.97,363.52,0,110.69,0,116.11,0,0,5.15,31.23,2.77,9.29,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,96.35,0,12.01,0,44.59,16.35,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,19.23,42.53,40.54,30.85,38.85,11.34,34.97,363.52,0,110.69,0,131.15,0,0,5.15,31.23,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,12.01,0,44.59,34.08,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.69,0,131.15,0,0,5.15,34.26,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.74,0,37.16,34.08,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.69,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.74,0,37.16,34.08,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.69,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.59,0,37.16,34.08,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.69,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.59,0,37.16,32.71,0,11.76,0,0,14.31,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.74,0,37.16,51.12,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.85,0,37.16,51.12,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.59,0,37.16,51.12,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.74,0,37.16,51.12,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.74,0,37.16,51.12,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,6.76,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.56,0,37.16,51.12,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,18.58,0,0,3.4,42.91,0,0,6.76,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.31,0,37.16,68.16,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,363.52,0,110.87,0,131.15,0,0,5.15,34.92,2.77,27.87,0,0,3.4,42.91,0,0,6.76,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.25,0,37.16,68.16,0,13,0,0,18.84,25.58,11.33,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,366.34,0,119.88,0,131.15,0,0,5.15,34.92,2.77,27.87,0,0,3.4,42.91,0,0,12.17,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,11.03,0,37.16,68.16,2.69,15.49,1.56,0,23.41,25.58,11.33,0,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,412.5,0,119.88,0,131.15,0,0,5.15,34.92,2.77,37.16,0,0,3.4,42.91,0,0,35.14,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,11.14,0,0,389.49,97.39,0,7.91,0,37.16,68.16,2.69,15.49,1.56,0,23.41,25.58,11.33,0,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,19.23,42.53,40.54,30.85,38.85,12.35,34.97,412.5,0,119.88,0,131.15,0,0,5.15,34.92,4.15,37.16,0,0,3.4,42.91,0,0,35.14,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,14.23,0,0,389.49,97.39,0,8.35,0,37.16,68.16,2.69,15.49,1.56,0,23.41,25.58,11.33,0,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,460.59,0,119.88,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,35.14,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,7.91,0,37.16,68.16,2.69,15.49,1.56,0,23.41,25.58,12.19,0,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,508.67,0,228.07,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,35.14,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.05,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,556.76,0,339.57,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,35.14,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.05,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,647.83,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,35.14,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.2,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,6.76,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.37,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,6.76,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.48,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,20.27,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.91,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,20.27,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.76,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,6.27,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.76,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,6.27,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.91,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,6.27,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,8.91,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,6.27,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.33,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,20.27,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.67,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,20.27,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.82,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,20.27,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.82,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.44,19.23,43.9,40.54,32.45,39.83,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,4.15,40.88,0,0,3.48,42.91,0,0,20.27,0,0,0,162.2,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.72,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,12.19,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,12.54,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,2.77,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.72,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,12.54,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,2.77,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.72,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,12.54,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,2.77,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.72,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,12.54,19.23,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,2.77,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.72,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,12.54,16.36,42.53,40.54,30.85,38.85,12.35,34.97,655.28,0,387.65,0,131.15,0,0,5.15,34.92,2.77,37.16,0,0,3.4,42.91,0,0,20.27,0,0,0,160.7,0,58.21,122.71,0,91.02,117.05,0,0,74.87,16.7,0,0,389.49,97.39,0,9.72,0,37.16,68.16,2.69,16.79,1.56,0,26.01,25.58,11.33,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

