Block,Time Block,NLCEXP,NLCIIST1,NJPC,MAPS,NLCIIST2,NAPP,CHAMERA1,BRBCL,BSIUL,AURY_RF,AURY_LF,DADRI_LF,DADRI_CRF,DADRI_RF,DADRI_GF,KUDGI,UNCHAHAR1,UNCHAHAR4,TANDA2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,SIMHST2,TALA,SINGRAULI,TEHRI,AURY_CRF,ANTA_CRF,VALLURNTECL,ANTA_RF,URI2,ANTA_LF,AURY_GF,ANTA_GF,URI,KKNPPU2,KISHANGANGA,KOLDAM,KHSTPP-II,KKNP,KOTESHWR,NTPL,PARBATI3,RAPPC,PARBATI2,NNTPP,RAPPB,RIHAND1,RAPPD,RAMPUR,SASAN,RIHAND2,RSTPSU1TO6,SIMHST1,RSTPSU7,RIHAND3,SALAL,SEWA2,NLCTS2EXP,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,CHAMERA3,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,20.32,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,296.59,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

56,13:45-14:00,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,20.32,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,296.59,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

57,14:00-14:15,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,20.32,88.53,9.38,0,0,0,0,0,0,0,0,0,0,0,9.26,93.63,0,7.27,0,22.24,66.24,36.3,0,0,62.75,18.91,6.74,308.78,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

58,14:15-14:30,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,20.32,88.53,18.13,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,22.24,66.24,36.3,0,0,62.75,18.91,6.74,345.54,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

59,14:30-14:45,0,0,174.76,0,0,24.26,0,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,20.09,73.42,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,95.87,0,7.27,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,366.2,66.2,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

60,14:45-15:00,0,0,174.76,0,0,24.26,0,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,20.09,73.42,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,95.87,0,7.27,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,372.62,77.94,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

61,15:00-15:15,0,0,174.76,0,0,24.26,0,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,91.37,0,7.27,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,372.62,77.94,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

62,15:15-15:30,0,0,174.76,0,0,24.26,0,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.81,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,91.37,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,372.62,77.94,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

63,15:30-15:45,0,0,174.76,0,0,24.26,0,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,11.14,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,87.64,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,0,28.04,232.83,33.84,0,0,0,0,0,0,0

64,15:45-16:00,0,0,174.76,0,0,24.26,13.33,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,11.14,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,87.64,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,232.83,33.84,0,0,0,0,0,0,0

65,16:00-16:15,0,0,174.76,0,0,24.26,23.05,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.18,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,88.43,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,26.18,232.83,33.84,0,0,0,0,0,0,0

66,16:15-16:30,0,0,174.76,0,0,24.26,27.15,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.18,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,86.47,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,26.12,232.83,33.84,0,0,0,0,0,0,0

67,16:30-16:45,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.18,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,86.47,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,26.07,232.83,33.84,0,0,0,0,0,0,0

68,16:45-17:00,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,6.18,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,86.47,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,79.04,0,0,0,47.16,10.58,10.03,56.7,4.98,26.07,232.83,33.84,0,0,0,0,0,0,0

69,17:00-17:15,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,84.7,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,55.24,0,0,0,47.16,10.58,10.03,56.7,4.98,25.98,232.83,33.84,0,0,0,0,0,0,0

70,17:15-17:30,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,25.05,97.99,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,84.7,0,17.35,0,22.24,66.24,25.41,0,0,51.67,18.91,6.74,399.97,93.83,0,0,0,55.24,0,0,0,47.16,10.58,10.03,56.7,4.98,25.98,232.83,33.84,0,0,0,0,0,0,0

71,17:30-17:45,0,0,174.76,0,0,24.26,40.79,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,24.91,113.1,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,17.35,0,22.24,66.24,25.41,0,0,62.75,18.91,6.74,399.97,93.83,0,0,0,55.24,0,0,0,47.16,10.58,10.03,56.7,4.98,24.65,232.83,33.84,0,0,0,0,0,0,0

72,17:45-18:00,0,0,174.76,0,0,24.26,40.79,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,24.88,113.1,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,17.35,0,22.24,66.24,25.41,0,0,62.75,18.91,6.74,399.97,93.83,0,0,0,55.24,0,0,0,47.16,10.58,10.03,56.7,4.98,24.65,232.83,33.84,0,0,0,0,0,0,0

73,18:00-18:15,0,0,174.76,0,0,24.26,40.79,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,24.63,113.1,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,20.14,0,32.62,66.24,25.41,0,0,62.75,18.91,6.74,399.97,93.83,0,0,0,55.24,0,0,0,47.16,10.58,10.03,56.7,4.98,24.65,150.71,33.84,0,0,0,0,0,0,0

74,18:15-18:30,0,0,174.76,0,0,24.26,40.79,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,23.54,113.1,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,20.14,0,38.55,66.24,36.3,0,0,62.75,18.91,6.74,399.97,93.83,0,0,0,55.24,0,6.09,0,47.16,21.13,10.03,56.7,4.98,24.65,150.71,33.84,0,0,0,0,0,0,0

75,18:30-18:45,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,23.18,113.1,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,97,0,30.22,0,26.68,66.24,43.55,0,0,62.75,18.91,6.74,399.97,93.83,0,0,0,55.24,0,12.18,0,47.16,31.72,10.03,56.7,4.98,24.81,150.71,33.84,0,0,0,0,0,0,0

76,18:45-19:00,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,7.42,0,23.2,0,22.95,113.1,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,95.99,0,33.58,0,76.16,66.24,52.27,0,0,62.75,18.91,6.91,399.97,93.83,0,0,0,55.24,0,19.41,0,49.63,43.26,10.03,57.48,4.98,24.81,150.71,35.59,0,0,0,0,0,0,0

77,19:00-19:15,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,11.34,0.83,2.94,14.8,0,1.07,7.42,0,26.08,0,16.76,117.08,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,33.58,0,76.16,66.24,52.27,0,0,64.91,18.91,6.91,391.27,96.23,0,0,0,57.9,0,19.41,0,49.63,43.26,10.03,57.48,7.36,30.1,158.39,35.59,0,0,0,0,0,0,0

78,19:15-19:30,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,11.34,0.83,2.94,15.12,0,1.07,6.43,0,26.28,0,16.76,117.08,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,33.58,0,76.16,66.24,52.27,0,0,64.91,18.91,6.91,391.27,96.23,0,0,0,57.9,0,19.41,0,49.63,43.26,10.03,57.48,7.36,33.36,158.39,35.59,0,0,0,0,0,0,0

79,19:30-19:45,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,11.34,0.83,2.94,15.12,0,1.07,6.43,0,26.08,0,16.81,117.08,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,33.58,0,76.16,66.24,52.27,0,0,64.91,18.91,6.91,391.27,96.23,0,0,0,58.34,0,19.41,0,49.63,43.26,13.17,57.48,7.36,33.36,158.39,35.59,0,0,0,0,0,0,0

80,19:45-20:00,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,11.34,0.83,2.94,15.12,0,1.07,6.43,0,26.08,0,17.24,117.08,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,114.96,0,33.58,0,76.16,66.24,52.27,0,0,64.91,18.91,6.91,391.27,96.23,0,0,0,58.34,0,19.41,0,49.63,43.26,13.2,57.48,7.36,33.36,158.39,35.59,0,0,0,0,0,0,0

81,20:00-20:15,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,11.34,1.27,3.05,15.12,0,1.07,6.43,0,26.08,0,17.48,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,13.2,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

82,20:15-20:30,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,11.34,1.27,3.05,15.12,0,1.07,7.42,0,26.04,0,17.5,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,13.2,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

83,20:30-20:45,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,11.34,1.27,3.05,15.12,0,1.07,6.18,0,26.04,0,17.67,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,13.34,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,18.26,0,47.16,42.3,13.2,56.7,7.36,43.99,177.71,33.84,0,0,0,0,0,0,0

84,20:45-21:00,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,11.34,1.27,3.05,15.12,0,1.07,6.18,0,26.04,0,17.83,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,11.86,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,18.26,0,47.16,42.3,13.2,56.7,7.36,43.99,177.71,33.84,0,0,0,0,0,0,0

85,21:00-21:15,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,15.16,1.27,3.05,19.13,0,1.07,6.18,0,32.82,0,17.93,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,14.83,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,18.26,0,47.16,42.3,13.2,56.7,7.36,43.99,177.71,33.84,0,0,0,0,0,0,0

86,21:15-21:30,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,15.16,1.27,3.05,19.13,0,1.07,6.18,0,33.27,0,18.09,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,13.2,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

87,21:30-21:45,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,15.16,1.27,3.05,19.13,0,1.11,6.18,0,33.27,0,18.46,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,13.2,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

88,21:45-22:00,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,15.16,1.27,3.05,19.13,0,1.11,6.18,0,33.27,0,18.46,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,13.2,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

89,22:00-22:15,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,20.58,1.27,3.05,26.16,0,1.11,4.96,0,37.2,0,18.64,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,20.09,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

90,22:15-22:30,0,0,176.4,0,0,24.26,41.51,19.32,19.77,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.2,0,18.74,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,33.58,0,76.16,66.24,52.27,0,0,93.93,18.91,6.91,391.27,120.36,0,0,0,92.34,0,19.41,0,49.63,43.26,20.09,57.48,7.36,43.99,177.71,35.59,0,0,0,0,0,0,0

91,22:30-22:45,0,0,174.76,0,0,24.26,40.72,19.32,6.3,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.2,0,18.92,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,20.14,0,48.92,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,91.9,0,18.26,0,47.16,42.3,20.09,56.7,7.36,43.99,177.71,33.84,0,0,0,0,0,0,0

92,22:45-23:00,0,0,174.76,0,0,24.26,40.72,19.32,6.3,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.21,0,19.06,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,20.14,0,48.92,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,91.9,0,18.26,0,47.16,42.3,20.09,56.7,7.36,43.99,177.71,33.84,0,0,0,0,0,0,0

93,23:00-23:15,0,0,174.76,0,0,24.26,40.72,19.32,6.3,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.2,0,19.09,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,20.14,0,48.92,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,12.18,0,47.16,31.72,20.09,56.7,7.36,43.99,192.25,33.84,0,0,0,0,0,0,0

94,23:15-23:30,0,0,174.76,0,0,24.26,40.72,19.32,6.3,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.2,0,19.11,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,20.14,0,48.92,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,12.18,0,47.16,31.72,20.09,56.7,7.36,43.99,192.25,33.84,0,0,0,0,0,0,0

95,23:30-23:45,0,0,174.76,0,0,24.26,40.72,17.59,6.3,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.2,0,19.06,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,20.14,0,48.92,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,12.18,0,47.16,31.72,20.09,56.7,7.36,43.99,192.25,33.84,0,0,0,0,0,0,0

96,23:45-24:00,0,0,174.76,0,0,24.26,40.72,18.02,6.3,0,0,0,0,0,0,0,20.58,1.27,3.05,26.21,0,1.11,4.96,0,37.2,0,19.15,130.97,28.61,0,0,0,0,0,0,0,0,0,0,0,9.26,143.27,0,20.14,0,48.92,66.24,39.93,0,0,93.93,18.91,6.74,391.27,120.36,0,0,0,92.34,0,12.18,0,47.16,31.72,20.09,56.7,7.36,43.99,192.25,33.84,0,0,0,0,0,0,0

