Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2024/12/01/1766,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/7739,GNA/WR/2024/11/01/4200,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/31052040/LT-31,GNA/SR/2024/12/01/6968,NR/01102023/30042040/GNA_LT_35
81,20:00-20:15,0,0,0,0,0,0,0,0,48.34,16.83,0,0,48.33,0,50.51,9,16.83,31.74,0.69,8.66,0,1.74,0,65.99,25,31.74,130.56,250,134.65,100.2,31.74,25.23,8.66,74.57,1.22,1.62,32,0,50,0,6,0,0,150,0

82,20:15-20:30,0,0,0,0,0,0,0,0,47.66,17.5,0,0,47.67,0,52.5,10,17.5,31.74,0.69,8.66,0,1.74,0,65.99,25,31.74,130.56,250,134.65,100.2,31.74,25.74,8.66,86.75,1.22,1.62,32,0,50,0,6,0,0,150,0

83,20:30-20:45,0,0,0,0,0,0,0,0,47,18,0,0,47,0,54,11,18,31.74,0.69,8.66,0,1.74,0,65.99,25,31.74,130.56,250,134.65,100.2,31.74,25.23,8.66,86.75,1.22,1.62,32,0,50,0,6,0,0,150,0

84,20:45-21:00,0,0,0,0,0,0,0,0,46,18.33,0,0,46,0,55.01,12.67,18.33,31.74,0.69,8.66,0,1.74,0,65.99,25,31.74,130.56,250,134.65,100.2,31.74,25.23,8.66,86.75,1.22,1.62,32,0,50,0,6,0,0,150,0

85,21:00-21:15,0,0,0,0,0,0,0,0,45.66,12.5,0,0,45.67,0,37.5,10.67,12.5,28.85,0.69,8.66,0,1.74,0,70.13,25,28.85,130.56,250,134.65,100.2,28.85,25.23,8.66,74.57,1.22,1.62,32,0,50,0,6,0,0,150,0

86,21:15-21:30,0,0,0,0,0,0,0,0,44,12.83,0,0,44,0,38.51,10.67,12.83,28.85,0.69,8.66,0,1.74,0,70.13,25,28.85,130.56,250,134.65,100.2,28.85,25.23,8.66,74.57,1.22,1.62,32,0,50,0,6,0,0,150,0

87,21:30-21:45,0,0,0,0,0,0,0,0,50.66,13.17,0,0,50.67,0,39.49,10,13.17,28.85,0.69,8.66,0,1.74,0,70.13,25,28.85,112.32,250,134.65,100.2,28.85,25.23,8.66,74.57,1.22,1.62,32,0,50,0,6,0,0,150,0

88,21:45-22:00,0,0,0,0,0,0,0,0,50,13.33,0,0,50,0,40.01,10,13.33,28.85,0.69,8.66,0,1.74,0,70.13,25,28.85,112.32,250,134.65,100.2,28.85,25.23,8.66,74.57,1.22,1.62,32,0,50,0,6,0,0,150,0

89,22:00-22:15,0,0,0,0,0,0,0,0,37.34,16,0,0,37.33,0,48,9.33,16,25.97,0.69,8.66,95.13,1.74,0,70.13,25,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,74.57,1.14,1.62,32,31.71,50,0,6,0,0,150,0

90,22:15-22:30,0,0,0,0,0,0,0,0,36.34,16,0,0,36.33,0,48,8.67,16,25.97,0.69,8.66,95.13,1.74,0,70.13,25,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,74.57,1.14,1.62,32,31.71,50,0,6,0,0,150,0

91,22:30-22:45,0,0,0,0,0,0,0,0,35.66,15,0,0,35.67,0,45,8.67,15,25.97,0.69,8.66,95.13,1.74,0,70.13,28.5,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,57.42,1.14,1.62,28.5,31.71,50,0,6,0,0,150,0

92,22:45-23:00,0,0,0,0,0,0,0,0,34.34,14.17,0,0,34.33,0,42.49,8.67,14.17,25.97,0.69,8.66,95.13,1.74,0,70.13,28.5,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,57.42,1.14,1.62,28.5,31.71,50,0,6,0,0,150,0

93,23:00-23:15,0,0,0,0,0,0,0,0,40.66,14,0,0,40.67,0,42,10,14,25.97,0.69,8.66,95.13,1.65,0,70.13,28.5,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,57.42,1.14,1.62,28.5,31.71,50,0,6,0,0,150,0

94,23:15-23:30,0,0,0,0,0,0,0,0,40,13.83,0,0,40,0,41.51,9.67,13.83,25.97,0.69,8.66,95.13,1.65,0,70.13,28.5,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,57.42,1.14,1.62,28.5,31.71,50,0,6,0,0,150,0

95,23:30-23:45,0,0,0,0,0,0,0,0,39.66,16.83,0,0,39.67,0,50.51,9.33,16.83,25.97,0.69,8.66,95.13,1.65,0,70.13,28.5,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,57.42,1.14,1.62,28.5,31.71,50,0,6,0,0,150,0

96,23:45-24:00,0,0,0,0,0,0,0,0,38.66,16.5,0,0,38.67,0,49.5,9,16.5,25.97,0.69,8.66,95.13,1.65,0,70.13,0,25.97,112.32,250,134.65,100.2,25.97,24.73,8.66,57.42,1.14,1.62,28.5,31.71,50,0,6,0,0,150,0

