Column1,Block,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/2025/26825/A/74861,NR/2025/26379/A/74840,NR/2025/26829/A/74858,NR/2025/26879/A/74519,NR/2025/26289/A/74875,NR/2025/26755/A/74370,NR/2025/27365/C,NR/2025/27366/C,NR/2025/25967/A/74841,NR/2025/27348/C,NR/2025/27349/C,NR/2025/26335/A/74520,NR/2025/26233/A/74877,GNARE/NR/2024/12/20/3668,NR/2025/26827/A/74860,NR/2025/25861/A/74847,NR/2025/26085/A/74350,NR/2025/26005/A/74473,NR/2025/27296/C,NR/2025/25860/A/74846,NR/2025/26202/A/74910,NR/2025/27300/C,NR/2025/27336/C,NR/2025/26232/A/74878,NR/2025/27337/C,NR/2025/26004/A/74472,GNA/NR/2025/05/01/2474,NR/2025/26153/A/74377,NR/2025/26191/A/74470,GNA/NR/2025/05/01/4138,NR/2025/26828/A/74859,NR/2025/27340/C,NR/2025/26291/A/74874,NR/2025/27312/C,NR/2025/26785/A/74373,NR/2025/26822/A/74866,NR/2025/27346/C,NR/2025/25859/A/74844,NR/2025/27347/C,NR/2025/26101/A/74550,NR/2025/26082/A/74911,NR/2025/26265/A/74876,NR/2025/27283/C,NR/2025/27303/C,NR/2025/27149/A/74516,NR/2025/27294/C,NR/2025/27304/C,NR/2025/27325/C,NR/2025/26959/A/74517,NR/2025/26336/A/74521,NR/2025/27301/C,NR/2025/27354/C,NR/2025/27302/C,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6363,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/8954,Total
41,10:00-10:15,26.61,26.61,0,0,0,0,0,12.56,0,0,164.22,37.32,37.32,186,0,89.76,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,3.86,52.84,4.83,59.89,6.76,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,1958.2399999999996

42,10:15-10:30,26.61,26.61,0,0,0,0,0,12.56,0,0,164.22,37.32,37.32,193,0,94.37,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,3.86,52.84,4.83,84.04,6.76,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,1993.9999999999995

43,10:30-10:45,26.61,26.61,0,0,0,0,0,12.56,0,0,164.22,37.32,37.32,196,0,98.57,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,3.86,52.84,4.83,84.04,6.76,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,2001.1999999999996

44,10:45-11:00,26.61,26.61,0,0,0,0,0,12.56,0,0,164.22,37.32,37.32,200,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,3.86,52.84,4.83,84.04,6.76,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,2006.6299999999994

45,11:00-11:15,26.61,26.61,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,203,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.3,0,0,13.52,0,164.22,28.98,0,82.11,0,2011.2799999999997

46,11:15-11:30,26.61,26.61,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.3,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.2799999999997

47,11:30-11:45,26.61,26.61,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.3,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.2799999999997

48,11:45-12:00,26.61,26.61,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.3,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.2799999999997

49,12:00-12:15,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.1799999999998

50,12:15-12:30,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.1799999999998

51,12:30-12:45,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.1799999999998

52,12:45-13:00,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,0,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2015.1799999999998

53,13:00-13:15,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,33.81,48.3,5.8,24.15,10.63,20.53,14.49,0,0,11.83,0,0,13.52,0,164.22,28.98,0,82.11,0,2048.7999999999997

54,13:15-13:30,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,207,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,67.62,48.3,5.8,24.15,10.63,20.53,14.49,0,0,11.83,0,0,13.52,0,164.22,28.98,0,82.11,0,2082.6099999999997

55,13:30-13:45,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,203,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,101.43,48.3,5.8,24.15,10.63,20.53,14.49,0,0,11.83,0,0,13.52,0,164.22,28.98,0,82.11,0,2112.42

56,13:45-14:00,26.7,26.7,0,0,0,0,0,13.52,0,0,164.22,37.32,37.32,200,0,100,0,0,0.97,48.3,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,9.95,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,47.33,0,48.3,4.83,2.9,52.84,4.83,84.04,8.69,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,11.83,0,0,13.52,0,164.22,28.98,0,82.11,0,2119.08

57,14:00-14:15,26.7,26.7,0,0,0,0,0,11.59,0,0,164.22,37.32,37.32,189,0,100,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,2.9,62.79,4.83,84.04,9.66,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2050.3199999999997

58,14:15-14:30,26.7,26.7,0,0,0,0,0,11.59,0,0,164.22,37.32,37.32,186,0,100,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,2.9,62.79,4.83,84.04,9.66,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2047.3199999999997

59,14:30-14:45,26.7,26.7,0,0,0,0,0,11.59,0,0,164.22,37.32,37.32,179,0,95.35,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,2.9,62.79,4.83,84.04,9.66,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2035.6699999999998

60,14:45-15:00,26.7,26.7,0,0,0,0,0,11.59,0,0,164.22,37.32,37.32,172,0,91.69,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,2.9,62.79,4.83,84.04,9.66,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.02,0,0,13.52,0,164.22,28.98,0,82.11,0,2025.0099999999998

61,15:00-15:15,26.7,26.7,0,0,0,0,0,8.69,0,0,164.22,37.32,37.32,165,0,87.57,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,1.93,62.79,4.83,84.04,11.59,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,2012.5099999999995

62,15:15-15:30,26.7,26.7,0,0,0,0,0,8.69,0,0,164.22,37.32,37.32,154,0,83.14,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,1.93,62.79,4.83,84.04,11.59,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,1997.0799999999995

63,15:30-15:45,26.7,26.7,0,0,0,0,0,8.69,0,0,164.22,37.32,37.32,144,0,77.87,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,1.93,62.79,4.83,0,11.59,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,1897.7699999999995

64,15:45-16:00,26.7,26.7,0,0,0,0,0,8.69,0,0,164.22,37.32,37.32,133,0,72.65,0,0,0,39.61,53.13,0,0,96.6,96.6,0,95.03,48.3,17.56,0,0,0,0,43.47,0,164.22,0,0,12.44,0,37.32,0,0,0,48.3,4.83,1.93,62.79,4.83,0,11.59,111.09,48.3,5.8,24.15,10.63,20.53,14.49,0,0,12.58,0,0,13.52,0,164.22,28.98,0,82.11,0,1881.5499999999995

65,16:00-16:15,26.7,26.7,37.32,164.22,37.32,0,48.3,5.8,0,0,164.22,0,0,119,4.83,66.54,37.32,0,0.82,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,53.13,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.22,0,0,13.52,0,164.22,28.98,0,82.11,0,1922.67

66,16:15-16:30,26.7,26.7,37.32,164.22,37.32,0,48.3,5.8,0,0,164.22,0,0,105,4.83,60.31,37.32,0,0.82,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,53.13,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.22,0,0,13.52,0,164.22,28.98,0,82.11,0,1902.44

67,16:30-16:45,26.7,26.7,37.32,164.22,37.32,0,48.3,5.8,0,0,164.22,0,0,91,4.83,53.72,37.32,0,0.82,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,53.13,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.22,0,0,13.52,0,164.22,28.98,0,82.11,0,1881.8500000000001

68,16:45-17:00,26.7,26.7,37.32,164.22,37.32,0,48.3,5.8,0,0,164.22,0,0,81,4.83,46.69,37.32,0,0.82,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,53.13,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.22,0,0,13.52,0,164.22,28.98,0,82.11,0,1864.8200000000002

69,17:00-17:15,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,70,4.83,39.32,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.68,0,0,13.52,0,164.22,28.98,0,82.11,0,1821.65

70,17:15-17:30,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,56,4.83,31.87,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.68,0,0,13.52,0,164.22,28.98,0,82.11,0,1800.2

71,17:30-17:45,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,42,4.83,24.88,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.68,0,0,13.52,0,164.22,28.98,0,82.11,0,1779.21

72,17:45-18:00,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,28,4.83,18.71,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,43.47,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,0,13.68,0,0,13.52,0,164.22,28.98,0,82.11,0,1759.04

73,18:00-18:15,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,14,4.83,13.53,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,14.61,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1907.1199999999994

74,18:15-18:30,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,7,4.83,9.31,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,14.61,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1895.8999999999996

75,18:30-18:45,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,5,4.83,0.78,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,0,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,14.61,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1885.3699999999994

76,18:45-19:00,26.7,26.7,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,1,4.83,0.28,37.32,0,0.68,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,14.61,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1924.3399999999997

77,19:00-19:15,29,26,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.72,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1926.0899999999997

78,19:15-19:30,29,26,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.72,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1926.0899999999997

79,19:30-19:45,29,26,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.72,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1926.0899999999997

80,19:45-20:00,29,26,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.72,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,11.59,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1926.0899999999997

81,20:00-20:15,26.61,26.61,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1922.4299999999998

82,20:15-20:30,26.61,26.61,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,43.47,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1922.4299999999998

83,20:30-20:45,26.61,26.61,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,24.15,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1903.1100000000001

84,20:45-21:00,26.61,26.61,37.32,164.22,37.32,33.81,48.3,0,0,0,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,162.82,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,24.15,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,16,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1903.1100000000001

85,21:00-21:15,24.09,29.5,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,24.15,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.53,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2010.7599999999998

86,21:15-21:30,24.09,29.5,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,24.15,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.53,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2010.7599999999998

87,21:30-21:45,24.09,29.5,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,24.15,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.53,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2010.7599999999998

88,21:45-22:00,24.09,29.5,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,1.93,0,0,24.15,9.66,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.53,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2010.7599999999998

89,22:00-22:15,25.39,25.39,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,2.9,0,0,24.15,7.73,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.35,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2006.81

90,22:15-22:30,25.39,25.39,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,2.9,0,0,24.15,7.73,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.35,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2006.81

91,22:30-22:45,25.39,25.39,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,2.9,0,0,24.15,7.73,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.35,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2006.81

92,22:45-23:00,25.39,25.39,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,2.9,0,0,24.15,7.73,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.35,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,2006.81

93,23:00-23:15,0,0,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,2.9,0,0,24.15,6.76,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.07,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1954.7799999999997

94,23:15-23:30,0,0,37.32,164.22,37.32,33.81,48.3,0,88.6,86.94,164.22,0,0,0,4.83,0,37.32,0,0.77,48.3,0,0,96.6,0,0,4.83,95.03,48.3,17.56,62.79,48.3,0,12.44,0,24.15,0,0,12.44,0,0,0,0,47.33,96.6,0,0,2.9,0,0,24.15,6.76,111.09,0,0,0,10.63,20.53,14.49,0,14.49,15.07,28.98,5.8,13.52,19.32,164.22,28.98,67.62,82.11,5.8,1954.7799999999997

