Block,Time Block,BRBCL,BSIUL,CHAMERA1,NAPP,KKNP,MAPS,KKNPPU2,KUDGI,KOLDAM,KOTESHWR,JHAJJAR,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,DULHASTI,DHAULIGNGA,FSTPP I & II,CHAMERA3,CHAMERA2,DADRT2,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,DADRI_LF,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,URI2,URI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TALA,TEHRI,TALST2,TANAKPUR,TANDA2,SIMHST2,SIMHST1,SEWA2,SINGRAULI,SINGRAULI_HYDRO,NLCTS2EXP,NNTPP,NLCEXP,NJPC,NLCIIST1,NLCIIST2,RAMPUR,RAPPC,RSTPSU1TO6,RAPPD,RSTPSU7,NTPL,PARBATI3,SALAL,PARBATI2,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,28.04,0,0,96.9,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,1.7,29.3,0,5.2,3.96,0,0,0,79.89,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,70.53,0,78.22,331.49,55.52,0,0,0,0,0

55,13:30-13:45,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,28.04,0,0,96.9,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,1.7,29.3,0,5.2,3.96,0,0,0,79.89,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,69.56,0,80.15,265.19,62.75,0,0,0,0,0

56,13:45-14:00,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,28.04,0,0,97.89,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,1.7,29.3,0,5.2,3.96,0,0,0,93.21,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,69.56,0,80.15,265.19,62.75,0,0,0,0,0

57,14:00-14:15,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,28.04,0,0,96.9,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,1.99,29.3,0,5.2,3.96,0,0,0,88.98,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,92.4,0,93.83,265.19,56.97,0,0,0,0,0

58,14:15-14:30,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,28.04,0,0,97.89,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,1.99,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

59,14:30-14:45,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,30.89,0,0,97.89,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,3.28,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

60,14:45-15:00,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,28.04,0,0,97.89,56.7,0,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,3.28,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

61,15:00-15:15,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,24.81,0,0,97.89,56.7,10.58,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,4.41,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

62,15:15-15:30,19.32,6.3,23.66,24.52,0,0,0,0,9.26,10.08,236.23,8.34,25.39,0,0,97.89,56.7,10.58,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,4.41,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

63,15:30-15:45,19.32,6.3,39.29,24.52,0,0,0,0,9.26,10.08,236.23,8.34,30.89,0,0,97.89,56.7,10.58,9.26,33.84,47.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,5.68,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

64,15:45-16:00,19.32,6.3,40.72,24.52,0,0,0,0,9.26,10.08,236.23,8.34,30.89,0,0,97.89,56.7,10.58,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,5.68,29.3,0,5.2,3.96,0,0,0,134.59,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,123.68,0,117.95,265.19,91.76,0,0,0,0,0

65,16:00-16:15,19.32,6.3,40.72,24.52,0,0,0,0,9.26,20.14,236.23,8.34,25.64,0,0,97.89,56.7,10.58,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,6.12,29.3,0,5.2,3.51,0,0,0,121.38,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,92.4,0,93.83,265.19,62.75,0,0,0,0,0

66,16:15-16:30,19.32,6.3,40.72,24.52,0,0,0,0,9.26,20.14,236.23,8.34,30.89,0,0,97.89,56.7,21.14,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,6.12,29.3,0,5.2,2.93,0,0,0,121.38,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,32.62,77.46,39.93,92.4,0,93.83,265.19,62.75,0,0,0,0,0

67,16:30-16:45,19.32,6.3,40.72,24.52,0,0,0,0,9.26,20.14,236.23,8.34,30.89,0,0,97.89,56.7,21.14,9.26,28.17,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,0,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,32.62,77.46,39.93,92.4,0,93.83,265.19,62.75,0,0,0,0,0

68,16:45-17:00,19.32,6.3,40.72,24.52,0,0,0,0,9.26,20.14,236.23,8.34,30.89,0,0,97.89,56.7,21.14,9.26,28.17,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.28,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,6.09,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,32.62,77.46,39.93,92.4,0,93.83,265.19,62.75,0,0,0,0,0

69,17:00-17:15,19.32,6.3,40.72,24.52,0,0,0,0,9.26,30.22,192.76,8.34,30.89,0,0,97.89,56.7,21.14,9.26,28.17,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.07,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,6.09,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,37.95,77.46,39.93,48.48,0,93.83,265.19,62.75,0,0,0,0,0

70,17:15-17:30,19.32,6.3,40.72,24.52,0,0,0,0,9.26,30.22,192.76,8.34,30.89,0,0,97.89,56.7,31.72,9.26,28.17,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.07,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,12.18,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,37.95,77.46,39.93,48.48,0,93.83,265.19,62.75,0,0,0,0,0

71,17:30-17:45,19.32,6.3,40.72,24.52,0,0,0,0,9.26,30.22,192.76,8.34,30.89,0,0,97.89,56.7,42.3,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.07,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,12.18,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,41.5,77.46,39.93,48.48,0,93.83,251.07,62.75,0,0,0,0,0

72,17:45-18:00,19.32,6.3,40.72,24.52,0,0,0,0,9.26,30.22,192.76,8.34,30.89,0,0,97.89,56.7,42.3,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,26.68,36.81,49.07,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,12.18,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,41.5,77.46,39.93,48.48,0,93.83,251.07,62.75,0,0,0,0,0

73,18:00-18:15,19.32,6.3,40.72,24.52,0,0,0,0,9.26,30.22,192.76,8.34,34.88,0,0,114.96,56.7,42.3,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,25.57,36.81,49.07,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,18.26,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,48.92,77.46,47.18,48.48,0,93.83,251.07,62.75,0,0,0,0,0

74,18:15-18:30,19.32,6.3,40.72,24.52,0,0,0,0,9.26,30.22,192.76,8.34,35.29,0,0,114.96,56.7,42.3,9.26,33.84,47.16,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,23.91,36.81,49.07,0,11.34,1.05,0,29.3,0,5.2,2.93,0,0,18.26,121.38,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,51.88,77.46,47.18,48.48,0,93.83,251.07,62.75,0,0,0,0,0

75,18:30-18:45,19.32,7.44,40.72,24.52,0,0,0,0,9.26,30.22,195.31,8.34,35.29,0,0,114.96,56.7,42.3,12.32,33.81,47.16,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,23.91,36.81,49.07,0,11.34,1.05,0,29.3,0,4.2,3.34,0,0,18.26,125.6,1.09,0,0,0,151.49,0,0,5.84,65.58,0,18.49,0,0,75.6,77.46,47.18,51.14,0,96.23,251.07,64.91,0,0,0,0,0

76,18:45-19:00,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,195.31,8.39,35.29,0,0,114.96,57.48,43.26,12.32,35.59,49.32,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,23.91,38.8,49.07,0,11.34,1.05,0,29.3,0,4.2,3.45,0,0,19.41,125.6,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,51.14,0,96.23,251.07,64.91,0,0,0,0,0

77,19:00-19:15,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,237.09,8.39,35.29,0,0,114.96,57.48,43.26,14.19,35.59,49.32,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,17.81,28.67,38.8,49.07,0,13.55,1.05,2.84,29.3,0,4.2,3.45,0,0,19.41,138.49,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,86.34,0,118.25,251.07,90.82,0,0,0,0,0

78,19:15-19:30,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,295.06,8.39,35.29,0,0,114.96,57.48,43.26,14.75,35.59,49.32,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,17.81,28.67,38.8,49.07,0,13.55,1.05,2.84,29.3,0,4.2,3.45,0,0,19.41,138.81,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,251.07,93.93,0,0,0,0,0

79,19:30-19:45,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,318.24,8.39,35.29,0,0,114.96,57.48,43.26,14.75,35.59,49.32,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,34.25,38.8,49.07,0,16.73,1.05,2.84,29.3,0,4.2,3.45,0,0,19.41,138.81,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,251.07,93.93,0,0,0,0,0

80,19:45-20:00,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,318.24,8.39,35.29,0,0,114.96,57.48,43.26,14.75,35.59,49.32,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,34.25,38.8,49.07,0,16.73,1.05,2.84,29.3,0,4.2,3.45,0,0,19.41,138.81,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,251.07,93.93,0,0,0,0,0

81,20:00-20:15,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,379.11,8.39,35.29,0,0,114.96,57.48,43.26,14.75,35.59,49.32,36.34,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,34.25,38.8,49.07,0,16.73,1.05,2.84,29.3,0,4.2,3.45,0,0,19.41,138.81,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,76.69,57.49,91.9,0,120.36,251.07,93.93,0,0,0,0,0

82,20:15-20:30,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,379.11,8.39,35.29,0,0,114.96,57.48,43.26,14.75,35.59,49.32,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,34.25,38.8,49.07,0,16.73,1.05,2.84,29.3,0,6.18,3.45,0,0,19.41,138.81,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,76.69,57.49,91.9,0,120.36,251.07,93.93,0,0,0,0,0

83,20:30-20:45,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,392.2,8.34,43.99,0,0,143.27,56.85,42.3,19.32,33.84,47.16,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,42.73,36.81,49.07,0,20.84,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,138.81,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,13.34,76.69,47.18,91.9,0,120.36,251.07,93.93,0,0,0,0,0

84,20:45-21:00,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,392.2,8.34,43.99,0,0,143.27,56.7,42.3,19.32,33.84,47.16,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,49.07,0,20.91,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,138.81,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,11.86,76.69,47.18,91.9,0,120.36,251.07,93.93,0,0,0,0,0

85,21:00-21:15,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,392.2,8.34,43.99,0,0,143.27,56.7,42.3,19.32,33.84,47.16,128.28,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,138.81,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,14.83,77.46,47.18,91.9,0,120.36,251.07,93.93,0,0,0,0,0

86,21:15-21:30,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,392.2,8.39,43.99,0,0,143.27,57.48,43.26,19.32,35.59,49.32,190.11,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,38.8,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,19.41,126.44,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,251.07,93.93,0,0,0,0,0

87,21:30-21:45,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,392.2,8.39,43.99,0,0,143.27,57.48,43.26,19.32,35.59,49.32,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,38.8,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,19.41,126.44,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,277.12,93.93,0,0,0,0,0

88,21:45-22:00,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,392.2,8.39,43.99,0,0,143.27,57.48,43.26,19.32,35.59,49.32,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,38.8,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,19.41,126.44,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,309.75,93.93,0,0,0,0,0

89,22:00-22:15,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,392.2,8.39,43.99,0,0,143.27,57.48,43.26,19.32,35.59,49.32,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,38.8,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,19.41,126.44,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,309.75,93.93,0,0,0,0,0

90,22:15-22:30,19.32,19.77,41.51,24.52,0,0,0,0,9.26,33.58,392.2,8.39,43.99,0,0,143.27,57.48,43.26,19.32,35.59,49.32,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,38.8,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,19.41,126.44,1.09,0,0,0,176.4,0,0,6.91,65.58,0,18.49,0,0,76.16,77.46,57.49,91.9,0,120.36,309.75,93.93,0,0,0,0,0

91,22:30-22:45,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,392.2,8.34,43.99,0,0,143.27,56.7,21.14,19.32,33.84,47.16,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,138.81,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,65.22,77.46,50.82,91.9,0,120.36,309.75,93.93,0,0,0,0,0

92,22:45-23:00,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,392.2,8.34,43.99,0,0,143.27,56.7,21.14,19.32,33.84,47.16,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,49.07,0,19.76,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,138.81,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,65.22,77.46,50.82,91.9,0,120.36,309.75,93.93,0,0,0,0,0

93,23:00-23:15,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,390.75,8.34,43.99,0,0,143.27,56.7,21.14,19.32,33.84,47.16,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,48.85,0,20.51,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,144.32,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,65.22,77.46,50.82,91.9,0,120.36,314.97,93.93,0,0,0,0,0

94,23:15-23:30,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,390.75,8.34,43.99,0,0,143.27,56.7,21.14,19.32,33.84,47.16,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,48.85,0,20.62,1.64,4.54,29.3,0,6.18,4.83,0,0,18.26,145.24,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,65.22,77.46,50.82,91.9,0,120.36,316.28,93.93,0,0,0,0,0

95,23:30-23:45,19.32,12.6,40.72,24.52,0,0,0,0,9.26,30.22,390.75,8.34,43.99,0,0,143.27,56.7,21.14,19.32,33.84,47.16,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,48.85,0,20.62,1.64,4.54,29.3,0,3.72,4.83,0,0,18.26,145.24,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,75.6,77.46,50.82,91.9,0,120.36,316.28,93.93,0,0,0,0,0

96,23:45-24:00,18.48,12.6,40.72,24.52,0,0,0,0,9.26,30.22,390.75,8.34,43.99,0,0,143.27,56.7,21.14,19.32,33.84,47.16,238.41,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,42.98,36.81,48.85,0,20.62,1.64,4.54,29.3,0,3.72,4.83,0,0,18.26,145.24,1.09,0,0,0,174.76,0,0,6.74,65.58,0,18.49,0,0,75.6,77.46,50.82,91.9,0,120.36,316.28,93.93,0,0,0,0,0

