Block,Time,RAPPC,AURY_GF,RIHAND1,RAMPUR,DADRI_LF,SALAL,SEWA2,RAPPB,BSIUL,UNCHAHAR1,URI2,UNCHAHAR3,DADRI_GF,CHAMERA3,KISHANGANGA,CHAMERA2,DADRI_RF,URI,AURY_RF,ANTA_CRF,NJPC,UNCHAHAR4,TANAKPUR,TEHRI,PARBATI3,ANTA_LF,CHAMERA1,ANTA_GF,AURY_LF,RIHAND2,JHAJJAR,FSTPP I & II,DHAULIGNGA,ANTA_RF,SINGRAULI,DULHASTI,UNCHAHAR2,DADRI_CRF,RIHAND3,AURY_CRF,KOLDAM,TANDA2,NAPP,KHSTPP-II,SINGRAULI_HYDRO,KOTESHWR,DADRT2,KKNP,KAWAS-RLNG,KAWAS-zLIQ,SOLAPUR,MOUDA_II,RSTPSU7,KGSU1AND2,LARA-I,MOUDA,GADARWARA-I,KHSTPP-I,NTPL,GANDHAR-ComGas,KUDGI,GANDHAR-RLNG,TAPS-II,TALA,NLCTS2EXP,NLCIIST2,KAWAS-APM,KAWAS-ComGas,VSTPS I,KSTPS7,SIMHST2,VSTPS IV,NNTPP,KAPS,VSTPS II,NLCIIST1,KGSU3AND4,SIPAT II,KSTPS I&II,KAWAS-NAPM,TALST2,RSTPSU1TO6,SIPAT I,VSTPS III,KHARGONE-I,GANDHAR-NAPM,BRBCL,VALLURNTECL,GANDHAR-APM,NLCEXP,SASAN,MAPS,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.950810,33.382780,13.140931,0.000000,0.000000,2.458347,0.000000,0.000000,51.057792,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,9.018360,0.000000,0.000000,138.769784,34.625204,10.849395,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.628893,1.036106,8.394844,181.709659,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,20.114604,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

56,13:45-14:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.950810,33.382780,13.140931,0.000000,0.000000,2.458347,0.000000,0.000000,51.057792,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,9.018360,0.000000,0.000000,138.769784,34.625204,19.876900,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.628893,1.036106,8.394844,181.709659,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,20.114604,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

57,14:00-14:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,47.866680,0.000000,0.000000,0.000000,0.623411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,236.701118,9.018360,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,75.566438,1.036106,8.394844,179.336706,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,19.970079,1.92,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

58,14:15-14:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,47.866680,0.000000,0.000000,0.000000,0.623411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,265.606118,9.018360,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,83.903277,1.036106,8.394844,179.336706,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,19.970079,1.92,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

59,14:30-14:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,47.866680,0.000000,0.000000,0.000000,0.652291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,294.511118,9.018360,0.000000,0.000000,138.769784,51.894673,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,124.069799,1.036106,8.394844,178.959082,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,19.970079,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.858368,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

60,14:45-15:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,47.866680,0.000000,0.000000,0.000000,0.652291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,333.051118,9.018360,0.000000,0.000000,138.769784,51.894673,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,124.069799,1.036106,8.394844,178.959082,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,19.970079,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

61,15:00-15:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,34.351375,12.776684,0.000000,10.173847,2.458347,13.900684,0.000000,47.866680,0.000000,0.000000,0.000000,0.652291,0.000000,9.394426,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,361.956118,19.307154,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,140.226445,1.036106,8.394844,178.959082,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,23.558232,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

62,15:15-15:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,34.351375,12.776684,0.000000,10.173847,2.458347,13.900684,0.000000,47.866680,0.000000,0.000000,0.000000,0.652291,0.000000,19.741908,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,381.226118,19.973355,0.000000,0.000000,138.769784,51.937806,35.382418,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,179.163981,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.103179,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

63,15:30-15:45,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,11.535215,34.351375,12.776684,0.000000,20.347692,2.458347,27.943212,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,0.000000,28.183275,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,382.189618,19.973355,0.000000,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,182.308115,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.183711,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

64,15:45-16:00,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,10.571715,34.351375,12.776684,0.000000,20.347692,2.458347,27.943212,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,0.000000,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,382.189618,19.973355,0.000000,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,182.308115,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.183711,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

65,16:00-16:15,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,14.417814,33.382780,18.471837,0.000000,20.347692,2.458347,27.943212,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,6.171218,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,400.581966,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,217.264722,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.183711,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

66,16:15-16:30,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,14.417814,33.382780,18.471837,0.000000,20.347692,2.458347,27.943212,0.000000,51.057792,0.000000,0.000000,19.728169,1.375498,6.171218,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,400.581966,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,275.074722,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.183711,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

67,16:30-16:45,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,14.485259,33.382780,18.577822,0.000000,20.347692,2.458347,27.943212,0.000000,51.057792,0.000000,0.000000,19.728169,1.375498,5.800944,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,432.923569,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,289.716068,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

68,16:45-17:00,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,14.485259,33.382780,18.577822,0.000000,20.347692,2.458347,27.943212,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,5.800944,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,437.686598,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,289.716068,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

69,17:00-17:15,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,18.045188,33.382780,22.521797,0.000000,20.347692,2.458347,28.028318,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,6.171218,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,430.214762,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,291.358546,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,30.411914,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

70,17:15-17:30,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,21.380065,33.382780,25.975960,0.000000,20.367772,2.458347,28.028318,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,6.171218,28.183275,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,430.214762,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,332.089545,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,30.411914,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

71,17:30-17:45,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,12.629173,21.380065,33.382780,25.975960,0.000000,20.367772,2.458347,28.028318,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,5.677520,29.612861,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,443.557329,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,331.382336,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,30.411914,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

72,17:45-18:00,57.136865,0.000000,90.877303,0.939625,0.000000,51.501002,16.552026,0.000000,6.208601,14.929529,33.382780,18.177969,0.000000,20.367772,2.458347,28.028318,0.000000,47.866680,0.000000,0.000000,48.728578,1.375498,5.677520,29.612861,3.345696,0.000000,13.536558,0.000000,0.000000,116.284815,379.539126,19.973355,8.307159,0.000000,138.769784,51.937806,39.248847,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,327.556567,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,30.411914,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

73,18:00-18:15,57.136865,0.000000,90.877303,0.762595,0.000000,51.501002,16.552026,0.000000,6.208601,14.929529,33.382780,18.177969,0.000000,4.015992,2.458347,13.900684,0.000000,46.802976,0.000000,0.000000,39.456339,1.375498,0.000000,29.612861,3.345696,0.000000,12.178640,0.000000,0.000000,116.284815,379.539126,19.973355,8.307159,0.000000,138.769784,44.481148,41.858968,0.000000,121.902020,0.000000,0.828388,2.351036,42.766569,142.131305,1.036106,8.394844,327.556567,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,30.411914,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

74,18:15-18:30,57.136865,0.000000,90.877303,1.143891,0.000000,51.501002,16.552026,0.000000,6.208601,16.856529,33.382780,20.104969,0.000000,4.015992,2.458347,13.900684,0.000000,46.802976,0.000000,0.000000,59.184508,1.375498,0.000000,29.612861,3.345696,0.000000,12.178640,0.000000,0.000000,116.284815,418.578693,19.973355,9.553234,0.000000,138.769784,47.176975,41.858968,0.000000,121.902020,0.000000,0.828388,2.351036,42.766569,142.131305,1.036106,8.394844,327.556567,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,30.411914,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.266406,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

75,18:30-18:45,57.136865,0.000000,90.877303,1.879251,0.000000,51.501002,16.552026,0.000000,11.340395,16.856529,33.382780,20.104969,0.000000,20.367772,2.458347,28.028318,0.000000,46.802976,0.000000,0.000000,97.457156,1.375498,0.000000,29.612861,3.345696,0.000000,27.073117,0.000000,0.000000,116.284815,424.877729,19.973355,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,2.050261,2.351036,42.766569,142.131305,1.036106,8.394844,327.556567,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.942929,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276683,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

76,18:45-19:00,57.136865,0.000000,90.877303,2.349064,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,121.821445,1.375498,0.000000,29.612861,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,28.659701,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,3.075391,2.351036,42.766569,142.131305,1.036106,17.403945,322.730106,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.183711,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

77,19:00-19:15,57.136865,0.000000,90.877303,2.778024,0.000000,53.740176,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.000000,29.612861,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,3.727746,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,32.166448,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.30,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.70,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

78,19:15-19:30,57.136865,0.000000,90.877303,2.778024,0.000000,80.610264,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,51.057792,0.000000,0.000000,146.185735,1.375498,0.000000,29.612861,12.044507,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,32.166448,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.66,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

79,19:30-19:45,57.136865,0.000000,90.877303,2.778024,0.000000,80.610264,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,51.057792,0.000000,0.000000,146.185735,1.375498,0.000000,29.612861,51.523725,0.000000,40.609675,0.000000,0.000000,116.284815,436.912517,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,32.166448,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.85,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.66,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

80,19:45-20:00,57.136865,0.000000,90.877303,2.778024,0.000000,80.610264,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.000000,29.612861,68.653691,0.000000,40.609675,0.000000,0.000000,116.284815,436.912517,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,32.166448,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.85,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.66,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,314.341875,0.23,1.279076,0,0,0,0,0

81,20:00-20:15,57.136865,0.000000,90.877303,2.778024,0.000000,80.610264,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.000000,29.612861,68.653691,0.000000,40.609675,0.000000,0.000000,116.284815,436.912517,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,32.166448,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.85,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.66,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,292.663125,0.23,1.279076,0,0,0,0,0

82,20:15-20:30,57.136865,0.000000,90.877303,2.778024,0.000000,80.610264,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.000000,29.612861,68.653691,0.000000,40.609675,0.000000,0.000000,116.284815,436.912517,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,32.166448,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.85,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.66,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

