Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/2786,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/1044,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2997,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8139,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/3109,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8154,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15
72,17:45-18:00,57,19,46.34,19.67,46.33,0,19,20.92,8,17,81.69,163.39,0,26.7,43.68,26.7,3.24,64.11,100.13,270.31,12.64,15.23,-0,134.79,5.19,19.22,0,8.51,3.86,2.98,20.73,102.32,13.16,3.86,10.73,66.83,0,17.67,0,20.6,23.5,61.1,13,15,43.02,12.22,10

73,18:00-18:15,67.5,22.5,51.66,20.67,51.67,0,22.5,17.02,7,13,81.69,163.39,0,24.6,43.68,29.5,3.24,80.75,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,2.98,2.31,20.73,130.04,13.16,2.98,10.73,86.69,0,12.59,0,0,0,49.23,8,12,40.02,9.85,7

74,18:15-18:30,64.99,21.67,50,20.33,50,0,21.67,13.12,5,10,81.69,163.39,0,24.6,43.68,29.5,3.24,70.08,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,2.16,1.67,20.73,130.04,13.16,2.16,10.73,86.69,0,8.68,0,0,0,39.07,5,9,40.02,7.82,5

75,18:30-18:45,62.51,20.83,51.66,22.33,51.67,0,20.83,8.96,3,7,81.69,163.39,0,24.6,43.68,29.5,3.24,70.08,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,0,0,20.73,130.04,11.77,0,0,86.69,0,4.87,0,0,0,29.13,2,6,37.22,5.83,3

76,18:45-19:00,60,20,51.66,22,51.67,0,20,5.25,2,3,81.69,163.39,0,24.6,43.68,29.5,3.24,115.29,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,0,0,20.73,130.04,11.77,0,0,86.69,0,2.99,0,0,0,19.44,1,4,37.22,3.89,1

77,19:00-19:15,57.49,19.17,50,21.67,50,0,19.17,3.11,0,1,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,0,0,20.73,130.04,11.77,0,0,86.69,0,0.99,0,0,0,11.61,0,2,36.62,2.32,0

78,19:15-19:30,55.01,18.33,48.66,21,48.67,0,18.33,1.49,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,0,0,20.73,130.04,11.77,0,0,86.69,0,0,0,0,0,5.96,0,1,36.22,1.19,0

79,19:30-19:45,52.5,17.5,47.66,20.49,47.67,0,17.5,0.47,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,0,0,20.73,130.04,11.77,0,0,86.69,0,0,0,0,0,2.12,0,0,36.01,0.42,0

80,19:45-20:00,49.99,16.67,46.34,20.02,46.33,0,16.67,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,12.64,0,-0,134.79,0,0,0,8.51,0,0,20.73,130.04,11.77,0,0,86.69,0,0,0,0,0,0.3,0,0,36.01,0.06,0

81,20:00-20:15,47.51,15.83,44.34,19.54,44.33,0,15.83,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,11.77,0,0,86.69,0,0,0,0,0,0,0,0,39.02,0,0

82,20:15-20:30,48,16,42.34,19.05,42.33,0,16,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,11.77,0,0,86.69,0,0,0,0,0,0,0,0,39.22,0,0

83,20:30-20:45,55.95,18.65,45,20,45,0,18.65,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,39.62,0,0

84,20:45-21:00,55.21,18.41,44.34,19.33,44.33,0,18.41,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,41.02,0,0

85,21:00-21:15,54.82,18.27,44.34,18.67,44.33,0,18.27,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,41.82,0,0

86,21:15-21:30,54.49,18.16,44.34,18.33,44.33,0,18.16,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,42.42,0,0

87,21:30-21:45,53.85,17.95,44.66,18.08,44.67,0,17.95,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,42.02,0,0

88,21:45-22:00,53.44,17.82,45.66,17.92,45.67,0,17.82,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,0,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,42.22,0,0

89,22:00-22:15,51.88,17.29,46.34,17.65,46.33,0,17.29,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,5.19,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,42.62,0,0

90,22:15-22:30,51.47,17.15,47,17.71,47,0,17.15,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,5.19,0,0,6.62,0,0,20.73,130.04,15.45,0,10.73,86.69,0,0,0,0,0,0,0,0,44.02,0,0

91,22:30-22:45,51.11,17.04,46.66,15.97,46.67,0,17.04,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,9.3,0,0,6.62,0,0,20.73,130.04,18.21,0,10.73,86.69,0,0,0,0,0,0,0,0,42.82,0,0

92,22:45-23:00,51.61,17.2,45.66,16,45.67,0,17.2,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,9.3,0,0,6.62,0,0,20.73,130.04,18.21,0,10.73,86.69,0,0,0,0,0,0,0,0,42.42,0,0

93,23:00-23:15,52.87,17.62,47.12,18.16,47.13,0,17.62,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,9.3,0,0,6.62,0,0,20.73,130.04,18.21,0,10.73,86.69,0,0,0,0,0,0,0,0,43.22,0,0

94,23:15-23:30,53.81,17.93,47.45,18.23,47.44,0,17.93,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,9.3,0,0,6.62,0,0,20.73,130.04,18.21,0,10.73,86.69,0,0,0,0,0,0,0,0,42.22,0,0

95,23:30-23:45,54.75,18.26,48.08,18.31,48.09,0,18.26,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,9.3,0,0,6.62,0,0,20.73,130.04,18.21,0,10.73,86.69,0,0,0,0,0,0,0,0,41.22,0,0

96,23:45-24:00,55.66,18.55,50.16,18.4,50.17,0,18.55,0,0,0,81.69,163.39,0,29.5,43.68,29.5,3.24,115.29,100.13,270.31,9.76,0,-0,134.79,9.3,0,0,6.62,0,0,20.73,130.04,18.21,0,10.73,86.69,0,0,0,0,0,0,0,0,41.22,0,0

