Column1,Time,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/01/9582,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/16/2350,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/8106,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/16/4393,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9072,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/31052040/LT-31
85,21:00-21:15,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,12.01,66.13,192.8,12.42,272.57,31.29,0,0,12.42,3.3,31.5,0,3.49,80.98,3.06,261.73,31.5,37.24,0,5.24,37.24,0,37.24,0

86,21:15-21:30,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,12.21,66.13,192.8,12.42,272.57,31.29,0,0,12.42,3.3,31.5,0,3.49,80.98,3.06,261.73,31.5,37.24,0,5.24,37.24,0,37.24,0

87,21:30-21:45,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,12.61,66.13,192.8,12.42,272.57,31.29,0,0,12.42,3.3,6.48,0,3.49,80.98,3.06,261.73,6.48,37.24,0,5.24,37.24,0,37.24,0

88,21:45-22:00,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,12.81,66.13,192.8,12.42,272.57,31.29,0,0,12.42,3.3,6.48,0,3.34,80.98,3.06,261.73,6.48,37.24,0,5.24,37.24,0,37.24,0

89,22:00-22:15,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,12.81,66.13,192.8,12.42,272.57,31.29,30.57,0,12.42,3.14,6.48,0,3.34,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

90,22:15-22:30,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,12.81,66.13,192.8,12.42,272.57,30.78,30.57,0,12.42,3.14,6.48,0,3.34,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

91,22:30-22:45,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,10,66.13,192.8,12.42,272.57,30.78,30.57,0,12.42,3.14,6.48,0,3.1,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

92,22:45-23:00,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,10.4,66.13,192.8,12.42,272.57,30.28,30.57,0,12.42,3.14,6.48,0,3.1,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

93,23:00-23:15,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,10.4,66.13,192.8,12.42,272.57,29.78,30.57,0,12.42,3.14,6.48,0,3.1,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

94,23:15-23:30,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,10,66.13,192.8,12.42,272.57,29.78,30.57,0,12.42,3.14,6.48,0,3.1,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

95,23:30-23:45,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,9.6,70.29,192.8,12.42,272.57,29.78,30.57,0,12.42,3.14,6.48,0,3.1,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

96,23:45-24:00,6.85,0,0,6.83,20.5,6.66,0,0,14,14,0,0,0,0,0,0,0,0,9,70.29,192.8,12.42,272.57,29.78,30.57,0,12.42,3.14,6.48,0,3.1,80.98,2.97,261.73,6.48,37.24,91.71,5.16,37.24,0,37.24,0

