Block,Time,CHAMERA1,CHAMERA3,KISHANGANGA,PARBATI3,RIHAND2,RIHAND3,SIMHST1,SINGRAULI,TANAKPUR,URI2,AURY_GF,CHAMERA2,FSTPP I & II,KGSU1AND2,KHSTPP-I,KKNPPU2,KOTESHWR,NNTPP,RAMPUR,RAPPD,SEWA2,URI,ANTA_LF,DADRI_RF,BSIUL,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPC,TEHRI,AURY_CRF,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-II,PARBATI2,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_CRF,ANTA_GF,ANTA_RF,BRBCL,DHAULIGNGA,DULHASTI,KOLDAM,KUDGI,NLCEXP,SALAL,TANDA2,UNCHAHAR3,DADRI_GF,DADRI_LF,MAPS,RAPPB,RIHAND1,SIMHST2,TelanganaSTPP,AURY_LF,KKNP,VALLURNTECL,NAPP,NJPC,NTPL,RSTPSU1TO6,SASAN,TALA,TALST2,UNCHAHAR1,UNCHAHAR2,AURY_RF,DADRI_CRF
57,14:00-14:15,0,35.03,8.63,39.28,124.58,130.79,0,112.11,0.77,38.1,0,48.81,18.62,0,45.83,0,10.43,0,1.1,22.02,0,38.64,0,98.41,13.04,0,0,0,69.07,0,0,548.92,470.67,0,148.3,33.82,0,0.95,3.2,0,0,32.4,20,0,59.5,0,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,27.66,0,0,418.77,0,0,21.64,45,80.77,0

58,14:15-14:30,0,35.03,8.63,39.28,124.58,130.79,0,112.11,0.77,38.1,0,48.81,18.62,0,45.83,0,10.43,0,2.19,22.02,0,38.64,0,98.41,13.04,0,0,0,69.07,0,0,548.92,470.67,0,148.3,33.82,0,0.95,3.2,0,0,32.4,20,0,59.5,0,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,55.33,0,0,418.77,0,0,21.64,45,80.77,0

59,14:30-14:45,0,35.03,8.63,39.28,124.58,130.79,0,112.11,0,38.1,0,48.81,18.62,0,45.83,0,10.43,0,3.29,22.02,0,38.64,0,98.41,13.04,0,0,0,69.07,0,0,548.92,500.67,0,148.3,33.82,0,0.95,3.2,0,0,32.4,20,0,59.5,0,0,0,79.01,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,82.99,0,0,418.77,0,0,21.64,45,80.77,0

60,14:45-15:00,0,35.03,8.63,39.28,124.58,130.79,0,112.11,0,38.1,0,48.81,18.62,0,45.83,0,10.43,0,4.4,22.02,0,38.64,0,98.41,13.04,0,0,0,69.07,0,0,548.92,500.67,0,148.3,33.82,0,0.95,3.2,0,0,32.4,20,0,59.5,0,0,0,79.01,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

61,15:00-15:15,0,35.03,8.63,39.28,124.58,130.79,0,112.11,0,38.1,0,48.81,18.62,0,45.83,0,10.43,0,4.4,22.02,0,47.47,0,98.41,13.04,0,0,0,69.07,0,0,548.92,500.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,0,59.5,0,0,0,79.01,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

62,15:15-15:30,0,35.03,8.63,39.28,124.58,130.79,0,112.11,0,38.1,0,48.81,18.62,0,45.83,0,10.43,0,4.4,22.02,0,47.47,0,98.41,13.04,0,0,0,69.07,0,0,548.92,550.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,0,59.5,0,0,0,79.01,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

63,15:30-15:45,12.64,35.03,8.63,39.28,124.58,130.79,0,112.11,0,38.1,0,48.81,18.62,0,45.83,0,10.43,0,4.4,22.02,0,47.47,0,98.41,13.04,0,0,0,69.07,0,0,548.92,550.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,0,59.5,0,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

64,15:45-16:00,12.64,35.03,8.63,39.28,124.58,130.79,0,112.11,0,38.1,0,48.81,18.62,0,45.83,0,10.43,0,4.4,22.02,0,47.47,0,98.41,13.04,0,0,0,69.07,0,0,548.92,550.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,0,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

65,16:00-16:15,12.64,23.33,8.63,39.28,124.58,130.79,0,112.11,1.03,38.1,0,48.81,19.46,0,45.83,0,10.43,0,4.4,22.02,0,47.47,0,98.41,13.04,0,0,0,69.07,11.63,0,548.92,600.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,0,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

66,16:15-16:30,12.64,23.33,8.63,39.28,124.58,130.79,0,112.11,1.03,38.1,0,48.81,19.46,0,45.83,0,10.43,0,4.4,22.02,0,47.47,0,98.41,13.04,0,0,0,69.07,23.27,0,548.92,600.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,0,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.67,0,0,418.77,0,0,21.64,45,80.77,0

67,16:30-16:45,28.1,23.33,8.63,39.28,124.58,130.79,0,112.11,1.03,38.1,0,48.81,19.46,0,45.83,0,10.43,0,4.4,22.02,6.3,47.47,0,98.41,13.04,0,0,0,69.07,23.27,0,548.92,600.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,0,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,110.88,0,0,418.77,0,0,21.64,45,80.77,0

68,16:45-17:00,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,1.03,38.1,0,48.81,19.46,0,45.83,0,10.43,0,5.42,22.02,12.61,47.47,0,98.41,13.04,0,0,0,69.07,23.27,0,548.92,670.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,0,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

69,17:00-17:15,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,6.27,38.1,0,48.81,20.15,0,45.83,0,20.85,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,0,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

70,17:15-17:30,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,6.27,38.1,0,48.81,20.15,0,45.83,0,20.85,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,2.4,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

71,17:30-17:45,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,6.27,38.1,0,48.81,20.15,0,45.83,0,20.85,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,4.79,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

72,17:45-18:00,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,6.27,38.1,0,48.81,20.15,0,45.83,0,20.85,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,3.2,0,0,31.88,20,10.95,59.5,7.19,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

73,18:00-18:15,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,2.56,38.1,0,48.81,20.8,0,45.83,0,20.85,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,2.3,0,0,31.88,20,10.95,59.5,9.59,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

74,18:15-18:30,42.15,23.33,8.63,39.28,124.58,130.79,0,112.11,2.56,38.1,0,48.81,20.8,0,45.83,0,20.85,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,2.3,0,0,31.88,20,21.88,59.5,9.59,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

75,18:30-18:45,42.15,35.03,8.63,46.03,124.58,130.79,0,112.11,0.77,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.42,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,670.67,0,148.3,33.82,0,0.95,2.3,0,0,31.88,20,43.78,59.5,9.59,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,45,80.77,0

76,18:45-19:00,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,0.77,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.42,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.95,2.3,0,0,31.88,20,43.78,60.23,9.59,0,0,83.67,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,44.5,80.77,0

77,19:00-19:15,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,2.31,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.42,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.4,20,43.78,60.23,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,44.5,80.77,0

78,19:15-19:30,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,2.31,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.42,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.4,20,43.78,60.23,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,44.5,80.77,0

79,19:30-19:45,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,2.31,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.42,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.4,20,43.78,60.23,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,138.33,0,0,418.77,0,0,21.64,44.5,80.77,0

80,19:45-20:00,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,1.79,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.4,20,43.78,60.23,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

81,20:00-20:15,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,1.79,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.4,20,43.78,60.23,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

82,20:15-20:30,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,1.79,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.4,20,43.78,60.23,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

83,20:30-20:45,42.15,35.03,8.63,42.96,124.58,130.79,0,112.11,0.51,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.78,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,30.06,0,0.94,2.3,0,0,32.4,20,21.88,59.5,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

84,20:45-21:00,42.15,35.03,8.63,42.96,124.58,130.79,0,112.11,0.51,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.78,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,30.06,0,0.94,2.3,0,0,32.4,20,21.88,59.5,9.59,0,0,79.38,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

85,21:00-21:15,42.15,35.03,8.63,42.96,124.58,130.79,0,112.11,0.51,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.78,22.02,18.9,47.47,0,98.41,13.04,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,30.06,0,0.94,2.3,0,0,32.81,20,21.88,59.5,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

86,21:15-21:30,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,0.51,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.81,20,32.83,60.23,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

87,21:30-21:45,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,0.51,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.81,20,43.78,60.23,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

88,21:45-22:00,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,0.51,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,47.47,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.81,20,43.78,60.23,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

89,22:00-22:15,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,0.51,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,48.02,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.81,20,43.78,60.23,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

90,22:15-22:30,42.15,36.22,8.68,59.84,124.58,130.79,0,112.11,0.51,40.16,0,50.39,20.8,0,45.83,0,34.76,0,5.78,22.02,20.09,48.02,0,98.41,20.21,0,0,0,69.07,34.91,0,548.92,508.67,0,148.3,48.84,0,0.94,2.3,0,0,32.81,20,43.78,60.23,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

91,22:30-22:45,42.15,35.03,8.63,36.83,124.58,130.79,0,112.11,1.03,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.78,22.02,18.9,48.02,0,98.41,19.56,0,0,0,69.07,34.91,0,548.92,568.67,0,148.3,30.06,0,0.94,2.3,0,0,32.81,20,21.88,59.5,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

92,22:45-23:00,42.15,35.03,8.63,36.83,124.58,130.79,0,112.11,1.03,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.78,22.02,18.9,48.02,0,98.41,19.56,0,0,0,69.07,34.91,0,548.92,568.67,0,148.3,30.06,0,0.94,2.3,0,0,32.81,20,10.95,59.5,9.59,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

93,23:00-23:15,42.15,35.03,8.63,36.83,124.58,130.79,0,112.11,1.03,38.1,0,48.81,20.8,0,45.83,0,31.28,0,5.78,22.02,18.9,48.02,0,98.41,19.56,0,0,0,69.07,34.91,0,548.92,568.67,0,148.3,30.06,0,0.94,2.3,0,0,33.2,20,10.95,59.5,7.19,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

94,23:15-23:30,42.15,35.03,8.63,36.83,124.58,130.79,0,112.11,1.03,38.1,0,48.81,20.8,0,45.83,0,21.08,0,5.78,22.02,18.9,48.02,0,98.41,19.56,0,0,0,69.07,34.91,0,548.92,568.67,0,148.3,30.06,0,0.94,2.3,0,0,33.2,20,10.95,59.5,7.19,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

95,23:30-23:45,42.15,35.03,8.63,36.83,124.58,130.79,0,112.11,1.79,38.1,0,48.81,20.8,0,45.83,0,10.43,0,5.78,22.02,18.9,48.02,0,98.41,19.56,0,0,0,69.07,34.91,0,548.92,568.67,0,148.3,30.06,0,0.94,2.3,0,0,33.2,20,10.95,59.5,7.19,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

96,23:45-24:00,42.15,35.03,8.63,36.83,124.58,130.79,0,112.11,1.79,38.1,0,48.81,20.8,0,45.83,0,10.43,0,5.78,22.02,18.9,48.02,0,98.41,19.56,0,0,0,69.07,34.91,0,548.92,568.67,0,148.3,30.06,0,0.94,2.3,0,0,33.2,20,10.95,59.5,7.19,0,0,80.18,5.7,27.68,0,0,0,0,97.23,0,0,0,0,0,25.9,145.6,0,0,418.77,0,0,21.64,44.5,80.77,0

