Column1,Time,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/8456,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/6216,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/7459,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8964,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/1831,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/04/01/2597,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/16/4327,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/16/6639,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668
61,15:00-15:15,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,249.99,27.75,43.7,14.57,9.62,52.88,4.44,2.4,8.19,26.78,9.62,9.62,15.24,70.11,15.24,3.85,0,1.92,3.87,64.06,0,194.44,72.11,15.24,0,48.08,72.11,21.5,64.66,64.5,27.67,21.5,64.67,46.45,33,7,33,232.27,179,40,76,100.07,33,86,80,39,94.52

62,15:15-15:30,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,28.26,43.7,14.57,9.62,52.88,4.44,2.4,8.19,26.78,9.62,9.62,14.46,70.11,14.46,3.85,0,1.92,3.87,64.06,0,194.44,72.11,14.46,0,48.08,72.11,22.17,64.66,66.49,27.33,22.17,64.67,44.12,33,7,33,220.62,168,37,72,92.11,33,83,73,37,88.52

63,15:30-15:45,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,28.76,43.7,14.57,9.62,100.17,4.44,7.73,8.19,26.78,9.62,9.62,13.53,65.97,13.53,3.85,0,1.92,4.03,76.24,0,224.91,72.11,13.53,0,48.08,72.11,22.83,64.66,68.51,27,22.83,64.67,41.46,33,7,33,207.27,137,33,58,83.63,33,75,67,34,83.52

64,15:45-16:00,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,29.27,43.7,14.57,9.62,100.17,4.44,7.73,8.19,26.78,9.62,9.62,12.72,65.97,12.72,3.85,0,1.92,4.03,76.24,0,224.91,72.11,12.72,0,48.08,72.11,23.67,64.66,70.99,26.67,23.67,64.67,38.33,33,7,33,191.64,126,29,54,74.49,33,68,59,31,76.85

65,16:00-16:15,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,28.26,43.7,14.57,9.62,100.17,4.98,7.73,8.37,26.78,9.62,9.62,11.53,65.97,11.53,3.85,0,1.92,4.03,76.24,0,260.18,72.11,11.53,50,48.08,72.11,21.67,56.66,64.99,24.33,21.67,56.67,35.1,33,7,33,175.49,112,26,48,66.05,33,61,52,27,70.81

66,16:15-16:30,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,28.26,43.7,14.57,9.62,100.17,4.98,7.73,8.37,26.78,9.62,9.62,10.52,65.97,10.52,3.85,0,1.92,4.03,76.24,0,260.18,72.11,10.52,50,48.08,72.11,21.67,56.66,64.99,25,21.67,56.67,31.38,33,7,33,156.89,102,22,43,58.65,33,54,44,25,64.13

67,16:30-16:45,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,29.27,43.7,14.57,9.62,100.17,4.98,7.73,8.37,26.78,9.62,9.62,9.45,65.97,9.45,3.85,0,1.92,4.03,86.73,0,260.18,72.11,9.45,50,48.08,72.11,21.5,56.66,64.5,25,21.5,56.67,27.71,33,7,33,138.53,70,17,30,37.18,33,48,33,23,57.49

68,16:45-17:00,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,30.28,43.7,14.57,9.62,100.17,4.98,7.73,8.37,26.78,9.62,9.62,7.88,114.97,7.88,3.85,0,1.92,4.03,86.73,0,260.18,72.11,7.88,50,48.08,72.11,21.33,56.66,64.01,25,21.33,56.67,23.93,33,7,33,119.62,56,13,24,31.46,33,41,27,21,49.96

69,17:00-17:15,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,30.28,43.7,14.57,9.62,100.17,5.13,7.73,8.65,26.78,9.62,9.62,6.14,114.97,6.14,3.97,0,1.92,4.03,86.73,0,260.18,72.11,6.14,50,48.08,72.11,21.83,50.34,65.51,25,21.83,50.33,19.98,33,7,33,99.88,42,9,18,25.58,28,34,19,16,42.17

70,17:15-17:30,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,271.86,30.28,43.7,14.57,9.62,100.17,5.13,7.73,8.65,26.78,9.62,9.62,4.75,114.97,4.75,3.85,0,1.92,4.03,86.73,0,260.18,72.11,4.75,50,48.08,72.11,22.33,50.66,67.01,25.67,22.33,50.67,16.66,32.35,7,33,83.28,35,7,15,19.71,10,29,13,14,34.11

71,17:30-17:45,19.23,96.15,2.88,2.88,14.42,2.88,5.77,25.92,271.86,30.78,43.7,14.57,9.62,100.17,5.13,7.73,8.65,25.92,9.62,9.62,3.67,114.97,3.67,3.85,0,1.92,4.03,86.73,0,260.18,72.11,3.67,50,48.08,72.11,19.17,43.34,57.49,21,19.17,43.33,13.54,22.77,7,25.36,67.67,21,5,9,13.88,5,22,10,8,26.32

72,17:45-18:00,19.23,96.15,2.88,2.88,14.42,2.88,5.77,14.5,271.86,30.78,43.7,14.57,9.62,100.17,5.13,7.73,8.65,14.5,9.62,9.62,2.56,114.97,2.56,3.85,0,1.92,4.03,86.73,0,260.18,72.11,2.56,50,48.08,72.11,19.5,45,58.5,21,19.5,45,10.44,11.64,7,15.22,52.19,14,3,6,11.39,1,13,5,6,19.57

73,18:00-18:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,31.29,43.7,14.57,9.62,100.17,5.37,7.73,9.02,32,9.62,9.62,1.63,114.97,1.63,4.04,0,1.92,4.5,86.73,0,260.18,72.11,1.63,50,48.08,72.11,20,45.66,60,21.67,20,45.67,7.65,0,7,0,38.26,7,1,3,6.56,0,8,3,4,13.68

74,18:15-18:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,31.29,43.7,14.57,9.62,100.17,5.37,7.73,9.02,32,9.62,9.62,0.91,114.97,0.91,4.04,0,1.92,4.5,86.73,0,260.18,72.11,0.91,50,48.08,72.11,20.5,50,61.5,22.33,20.5,50,5.03,0,7,0,25.14,4,0,1,3.17,0,5,1,3,9.24

75,18:30-18:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,31.29,43.7,14.57,9.62,100.17,5.37,7.73,9.02,32,9.62,9.62,0.06,114.97,0.06,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0.06,50,48.08,72.11,21.83,53.34,65.51,23.33,21.83,53.33,2.49,0,7,0,12.45,1,0,0,0.04,0,2,0,1,5.71

76,18:45-19:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,31.29,43.7,14.57,9.62,100.17,5.37,7.73,9.02,32,9.62,9.62,0.02,114.97,0.02,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0.02,50,48.08,72.11,23.5,56.66,70.5,23.33,23.5,56.67,1.2,0,7,0,6,0,0,0,0,0,1,0,1,2.77

77,19:00-19:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,31.29,43.7,14.57,9.62,100.17,5.6,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,21.17,60,63.5,23.67,21.17,60,0,0,7,0,0.02,0,0,0,0,0,0,0,0,0.02

78,19:15-19:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,31.29,43.7,14.57,9.62,100.17,5.6,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,22.74,63.34,68.23,24,22.74,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,31.29,43.7,14.57,9.62,100.17,4.98,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,24.75,63.34,74.22,23.67,24.75,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.78,43.7,14.57,9.62,100.17,4.98,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,26.93,63.34,80.77,24.33,26.93,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,31.29,43.7,14.57,9.62,100.17,4.98,7.73,9.94,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,25.35,63.34,76.05,25.67,25.35,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,31.29,43.7,14.57,9.62,100.17,4.98,7.73,9.94,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,26.42,63.34,79.23,27,26.42,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,31.29,43.7,14.57,9.62,100.17,4.98,7.73,9.94,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,24.99,63.34,74.99,28,24.99,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.78,43.7,14.57,9.62,100.17,4.98,7.73,9.94,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,26.45,63.34,79.34,29,26.45,63.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.98,7.73,10.31,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,23,56.66,69,23.67,23,56.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,10.31,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.65,86.73,0,260.18,72.11,0,50,48.08,72.11,23,56.66,69,24,23,56.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,10.31,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.11,86.73,0,260.18,72.11,0,50,48.08,72.11,23,56.66,69,24.33,23,56.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,29.77,43.7,14.57,9.62,100.17,4.75,7.73,10.31,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,23,56.66,69,25.33,23,56.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.78,43.7,14.57,9.62,100.17,4.75,7.73,10.67,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,23,56.66,69,25.33,23,56.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,10.67,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,23,55,69,25,23,55,0,0,7,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,10.67,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,23,53.34,69,22.28,23,53.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,10.67,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,22.33,53.34,67.01,22.02,22.33,53.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.78,43.7,14.57,9.62,100.17,4.75,7.73,9.38,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,21.83,61.66,65.51,21.25,21.83,61.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.78,43.7,14.57,9.62,100.17,4.75,7.73,9.38,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,21.33,61,64.01,20.2,21.33,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,9.38,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,20.67,60,61.99,18.9,20.67,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.75,7.73,9.38,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.42,86.73,0,260.18,72.11,0,50,48.08,72.11,20.33,59.34,61.01,17.45,20.33,59.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

