Block,Time Block,BSIUL,CHAMERA1,BRBCL,CHAMERA3,DADRT2,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KOLDAM,KKNP,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NNTPP,NLCTS2EXP,RAPPC,NTPL,PARBATI3,PARBATI2,RIHAND1,RAPPB,RAPPD,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI,RIHAND2,SASAN,TALST2,UNCHAHAR1,URI,TANAKPUR,TALA,UNCHAHAR4,VALLURNTECL,TelanganaSTPP,URI2,TANDA2,UNCHAHAR3,TEHRI,UNCHAHAR2,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_RF,AURY_LF,AURY_GF,DADRI_CRF,DADRI_RF,DADRI_GF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,3.21,0,1.12,0,0,0,51.59,0,70.27,92.06,80.48,404.2,0,10.42,49.23,3.33,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,75.89,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,3.21,0,1.12,0,0,0,51.59,0,90.55,92.06,94.27,404.2,0,10.42,49.23,3.33,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,75.89,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,3.21,0,1.12,0,0,0,51.59,0,90.55,92.06,94.27,404.2,0,10.42,49.23,3.33,12.49,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,6.29,0,18.94,11.43,0,0,0,56.74,10.02,107.45,0,0,75.89,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,27.62,0,26.37,3.21,0,1.12,0,0,0,51.59,0,48.95,119.35,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,6.29,0,19.3,11.43,7.23,15.73,0,56.74,10.02,107.45,0,0,75.89,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,27.62,0,26.37,3.21,0,1.12,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,6.29,0,19.3,11.43,7.23,15.73,0,56.74,10.02,107.45,0,0,64.02,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,27.62,0,26.37,3.21,0,1.12,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,8.92,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,6.29,0,17.68,11.43,7.23,15.73,0,56.74,10.02,107.45,0,0,64.02,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,27.62,0,26.37,3.21,0,1.12,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,18.47,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,6.29,0,18.18,11.43,7.23,31.47,0,56.74,10.02,107.45,0,0,64.02,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,3.21,0,1.12,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,6.29,0,19.3,11.43,7.23,31.47,0,56.74,10.02,107.45,0,0,64.02,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,3.21,0,1.12,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,6.29,0,19.3,11.43,7.23,31.47,0,56.74,10.02,109.5,0,0,64.02,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,3.21,0,1.13,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,6.29,0,19.3,11.43,7.23,31.47,0,56.74,10.02,109.5,0,0,64.02,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,3.21,0,1.13,0,0,0,51.59,0,48.95,125.5,64.56,404.2,0,10.42,49.55,3.33,12.49,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,64.02,24.63,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,3.21,0,1.13,0,0,0,51.59,0,48.95,125.5,64.56,396.33,0,10.42,49.55,3.33,11.33,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,64.02,24.63,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,3.21,0,1.13,0,0,0,51.59,0,48.95,125.5,64.56,396.33,0,10.42,49.55,3.33,11.18,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,64.02,24.63,0,0,8.41,0,7.28,0,0,0,129.93,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,5.21,0,1.13,0,0,0,64.49,0,48.95,125.5,64.56,396.33,0,10.42,50.08,3.33,11.03,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,64.02,24.63,0,0,8.41,0,7.28,0,0,0,129.93,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,5.21,0,1.13,0,0,0,64.49,0,48.95,125.5,64.56,396.33,0,10.42,50.08,3.33,10.9,0.97,0,0,36.83,1.81,13.26,26.77,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,64.02,24.63,0,0,8.41,0,7.28,0,0,0,129.93,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,5.21,0,1.13,0,0,0,64.49,0,48.95,125.5,64.56,396.33,0,10.42,50.08,7.41,10.76,0.97,0,0,36.83,1.81,13.26,27.4,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,64.02,24.63,0,0,8.41,0,7.28,0,0,0,129.93,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,5.21,0,1.13,0,0,0,64.49,0,48.95,125.5,64.56,396.33,0,10.42,50.08,7.41,10.46,0.97,0,0,36.83,1.81,13.26,27.71,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,13.56,19.3,11.43,7.23,31.47,10.59,56.74,10.02,109.5,0,0,64.02,24.63,2.34,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,6.09,48.95,125.5,64.56,396.33,0,10.42,50.08,7.41,10.21,0.97,0,0,36.83,1.81,13.26,27.71,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,13.56,19.3,11.43,7.23,31.47,10.59,56.74,10.02,109.5,0,0,76.69,27.33,4.67,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,4.15,5.82,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,6.09,48.95,125.5,64.56,396.33,0,10.42,50.08,7.41,10.05,0.97,0,0,36.83,1.81,13.26,27.71,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,27.12,19.3,11.43,7.23,31.47,10.59,56.74,10.02,109.5,0,0,76.69,27.33,7.01,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,16.31,5.82,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,12.18,48.95,125.5,64.56,396.33,0,10.42,50.08,1.36,8.63,0.97,0,0,36.83,1.81,13.26,27.71,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,27.12,19.3,22.56,7.23,31.47,10.59,56.74,10.02,109.5,0,0,76.69,33.41,7.65,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,16.31,5.82,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,18.27,48.95,125.5,64.56,396.33,0,11.05,50.08,1.36,8.38,0.97,0,0,36.83,1.81,15.53,27.71,26.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,27.12,19.3,22.56,7.23,31.47,10.59,56.74,10.02,109.5,0,0,76.69,33.41,9.35,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,8.31,14.56,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,18.27,48.95,125.5,64.56,396.33,0,11.05,50.08,5.44,7.63,0.97,0,0,36.83,1.81,15.53,27.71,26.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,27.12,19.3,22.56,7.23,47.2,21.16,56.74,10.02,107.45,0,0,76.69,33.41,9.35,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,11.86,29.11,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,18.27,48.95,125.5,64.56,396.33,0,10.42,50.08,5.44,7.63,0.97,0,0,36.83,1.81,13.26,27.71,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,6.29,27.12,19.3,22.56,7.23,47.2,31.75,56.74,13.15,123.95,0,0,76.69,33.41,10.28,0,8.41,0,7.28,0,0,0,174.86,22.75,0,0,0,0,66.34,0,17.81,43.67,27.62,0,26.37,6.8,0,1.13,0,0,0,64.49,18.27,48.95,125.5,64.56,396.33,0,15.24,50.08,5.44,7.35,0.61,0,0,36.83,1.47,19.18,27.71,33.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.75,41.47,19.3,35.61,7.23,49.68,42.32,57.54,13.18,158.07,0,0,76.69,33.41,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,27.62,0,26.37,6.97,0,1.13,0,0,0,64.49,19.42,48.95,125.5,64.56,396.33,0,15.24,50.08,2.36,7.37,0.61,0,0,38.83,1.47,19.18,27.71,33.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.75,41.47,19.3,35.61,27.17,49.68,42.32,57.54,13.18,193.59,0,0,76.69,33.41,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,27.62,0,26.37,6.97,0,1.13,0,0,0,64.49,19.42,48.95,125.5,64.56,396.33,0,15.24,50.08,2.36,6.64,0.61,0,0,38.83,1.47,19.18,27.71,33.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.75,41.47,19.3,35.61,58.06,49.68,42.32,57.54,13.18,214.27,0,0,76.69,33.41,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,27.62,0,26.37,6.97,0,1.13,0,0,0,64.49,19.42,48.95,125.5,64.56,396.33,0,15.24,50.08,2.36,6.7,0.61,0,0,38.83,1.47,19.18,27.71,33.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.75,41.47,19.3,35.61,88.16,49.68,42.32,57.54,13.18,214.27,0,0,76.69,33.41,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.52,143.71,89.94,396.33,0,15.24,50.08,2.36,6.81,0.61,0,0,38.83,1.47,19.18,27.71,33.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.75,41.47,19.3,35.61,88.16,49.68,42.32,57.54,13.18,214.27,0,0,95.43,33.41,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.52,143.71,89.94,396.33,0,15.24,50.08,2.36,6.98,0.61,0,0,38.83,1.47,19.18,27.71,33.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.75,41.47,19.3,35.61,141.82,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,7.17,1.93,0,0,38.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.75,41.47,19.3,35.61,194.65,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,7.33,1.93,0,0,38.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.75,41.47,19.3,35.61,245.49,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,7.47,1.93,0,0,38.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,6.29,40.68,19.3,33.87,245.49,47.2,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,13.36,40.03,59.69,0,26.37,6.8,0,1.13,0,0,0,51.59,18.27,86.52,131.88,89.94,396.33,0,20.74,50.08,2.36,7.78,1.93,0,0,36.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,6.29,40.68,19.3,33.87,269.62,47.2,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,14.84,40.03,59.69,0,26.37,6.8,0,1.13,0,0,0,51.59,18.27,86.01,131.88,89.7,396.33,0,20.74,50.08,2.36,7.94,1.93,0,0,36.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.75,41.47,19.3,35.61,269.62,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.01,131.88,89.7,396.33,0,20.74,50.08,2.36,8,1.93,0,0,38.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.75,41.47,19.3,35.61,288.9,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.01,131.88,89.7,396.33,0,20.74,50.08,2.36,8.23,1.93,0,0,38.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.75,41.47,19.3,35.61,288.92,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,51.59,19.42,86.01,131.88,89.7,396.33,0,20.74,50.08,1.36,8.43,1.93,0,0,38.83,3.58,26.39,27.71,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.75,41.47,19.3,35.61,288.92,49.68,42.32,57.54,20.08,223.93,0,0,95.43,44.15,10.28,0,8.56,0,11.2,0,0,0,176.51,22.75,0,0,0,0,66.34,0,76.22,57.64,59.69,0,26.37,6.97,0,1.13,0,0,0,44.86,19.42,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,8.49,1.93,0,0,38.83,3.58,26.39,27.47,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,6.29,40.68,19.3,33.87,288.92,47.2,42.32,56.74,20.08,223.93,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,48.95,43.67,59.69,0,26.37,6.8,0,1.13,0,0,0,44.86,18.27,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,8.6,1.93,0,0,36.83,3.58,26.39,27.47,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,6.29,40.68,19.3,33.87,288.92,47.2,21.16,56.74,20.08,258,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,22.25,29.11,59.69,0,26.37,6.8,0,1.13,0,0,0,44.86,12.18,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,8.69,1.93,0,0,36.83,3.58,26.39,27.47,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,6.29,40.68,19.3,33.87,288.92,47.2,21.16,56.74,20.08,272.19,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,22.25,14.56,59.69,0,26.37,6.8,0,1.13,0,0,0,44.86,12.18,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,8.79,1.93,0,0,36.83,3.58,26.39,27.47,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,6.29,40.68,15.12,22.56,288.92,47.2,21.16,56.74,20.08,272.19,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,22.25,14.56,59.69,0,26.37,6.8,0,1.13,0,0,0,44.86,12.18,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,8.88,1.93,0,0,36.83,3.58,26.39,27.47,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,6.29,40.68,18.45,22.56,288.92,47.2,21.16,56.74,20.08,272.19,0,0,95.43,44.15,10.28,0,8.41,0,10.08,0,0,0,174.86,22.75,0,0,0,0,66.34,0,22.25,14.56,59.69,0,26.37,6.8,0,1.13,0,0,0,44.86,12.18,86.52,143.71,89.94,396.33,0,20.74,50.08,2.36,8.95,1.93,0,0,36.83,3.58,26.39,27.47,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

