Block,Time Block,SINGRAULI_HYDRO,TALST2,SINGRAULI,TANAKPUR,TALA,TANDA2,ANTA_LF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,UNCHAHAR4,URI2,ANTA_CRF,UNCHAHAR3,AURY_GF,AURY_CRF,ANTA_RF,AURY_LF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,BSIUL,DHAULIGNGA,DADRT2,DULHASTI,SASAN,RSTPSU7,SIMHST2,SALAL,SIMHST1,SEWA2,KHSTPP-I,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,NLCEXP,NLCIIST1,RIHAND1,NLCIIST2,RAMPUR,NLCTS2EXP,RSTPSU1TO6,RAPPC,NNTPP,KGSU1AND2,KGSU3AND4,KOLDAM,KKNP,KKNPPU2,KUDGI,MAPS,NJPC,KOTESHWR,NAPP,FSTPP I & II,JHAJJAR,KISHANGANGA,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

62,15:15-15:30,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

63,15:30-15:45,0,0,123.69,11.19,9.64,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,2.33,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

64,15:45-16:00,0,0,123.69,11.19,9.64,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

65,16:00-16:15,0,0,123.69,11.19,9.64,0,0,0,33.26,7.5,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

66,16:15-16:30,0,0,123.69,11.19,9.64,0,0,0,33.26,49.27,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

67,16:30-16:45,0,0,123.69,11.19,10.72,0,0,0,33.26,49.27,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

68,16:45-17:00,0,0,123.69,11.19,10.52,0,0,0,33.26,7.5,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

69,17:00-17:15,0,0,123.69,11.19,9.26,0,0,0,33.26,6.43,12.22,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,17.68,221.92,47.95,336.14,0,0,20.86,0,0,40.64,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,441.35,0,143.87,0,0,0,0,0

70,17:15-17:30,0,0,123.69,11.19,9.15,0,0,0,41.13,6.43,14.48,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,0,26.66,234.53,47.95,336.14,0,0,20.86,0,0,40.64,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.54,0,143.87,0,0,0,0,0

71,17:30-17:45,0,0,123.69,11.19,8.9,0,0,0,41.13,6.43,24.32,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,0,1.07,26.66,263.63,47.95,336.14,0,0,20.86,0,0,40.64,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

72,17:45-18:00,0,0,123.69,11.19,8.64,0,0,0,41.13,6.43,45.29,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,9.39,10.99,14.55,13.63,6.33,26.66,292.74,47.95,336.14,0,0,20.86,0,0,40.64,0,120.6,2.47,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,90.76,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

73,18:00-18:15,0,0,123.69,11.19,8.64,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,18.78,25.55,14.55,27.26,6.33,26.66,330.26,47.95,336.14,0,0,20.86,0,2.59,42.95,0,120.6,7.41,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,113.45,17.22,39.69,20.18,445.58,0,143.87,0,0,0,0,0

74,18:15-18:30,0,0,123.69,12.55,8.47,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,20.86,0,6.98,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

75,18:30-18:45,0,0,123.69,12.55,8.47,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,20.86,0,11.64,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

76,18:45-19:00,0,0,123.69,12.55,8.38,0,0,0,41.13,8.57,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,20.86,0,11.64,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

77,19:00-19:15,0,0,123.69,12.55,8.32,0,0,0,41.13,49.27,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,39.46,0,11.64,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

78,19:15-19:30,0,0,123.69,12.55,8.54,0,0,0,41.13,49.27,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,77.01,0,15.34,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

79,19:30-19:45,0,0,123.69,12.55,8.61,0,0,0,41.13,10.71,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,77.01,0,15.34,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

80,19:45-20:00,0,0,123.69,12.55,8.69,0,0,0,41.13,7.5,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,77.01,0,15.34,43.58,0,120.6,13.58,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

81,20:00-20:15,0,0,123.69,12.55,8.81,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,40.89,18.98,36.52,331.36,48.44,336.14,0,0,77.01,0,11.64,43.58,0,120.6,2.47,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,136.14,28.7,39.69,20.18,445.58,0,143.87,0,0,0,0,0

82,20:15-20:30,0,0,123.69,11.19,8.84,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,28.16,38.33,14.55,40.89,6.33,35.5,331.36,47.95,336.14,0,0,29.31,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,133.21,8.8,39.69,20.18,445.58,0,143.87,0,0,0,0,0

83,20:30-20:45,0,0,123.69,11.19,9.45,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,18.78,38.33,14.55,27.26,6.33,26.66,331.36,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,113.45,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

84,20:45-21:00,0,0,123.69,11.19,9.5,0,0,0,41.13,6.43,60.38,19.95,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,27.26,6.33,26.66,331.36,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,90.76,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

85,21:00-21:15,0,0,123.69,11.19,9.64,0,0,0,41.13,6.43,60.38,19.95,0,0,0,15.66,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,27.26,6.33,26.66,307.29,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,90.76,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

86,21:15-21:30,0,0,123.69,11.19,9.75,0,0,0,41.13,47.12,60.38,19.95,0,0,0,15.66,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,27.26,6.33,26.66,297.59,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,90.76,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

87,21:30-21:45,0,0,123.69,11.19,9.95,0,0,0,41.13,47.12,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,27.26,6.33,17.68,258.78,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

88,21:45-22:00,0,0,123.69,11.19,10.16,0,0,0,41.13,10.71,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,27.26,6.33,17.68,219.98,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

89,22:00-22:15,0,0,123.69,11.19,10.24,0,0,0,41.13,7.5,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,40.89,6.33,17.68,219.98,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

90,22:15-22:30,0,0,123.69,11.19,10.32,0,0,0,41.13,7.5,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,40.89,6.33,17.68,219.98,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

91,22:30-22:45,0,0,123.69,11.19,10.41,0,0,0,41.13,7.5,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,18.78,24.57,14.55,40.89,6.33,17.68,219.98,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

92,22:45-23:00,0,0,123.69,11.19,10.5,0,0,0,41.13,7.5,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,11.64,14.55,40.89,1.07,17.68,219.98,47.95,336.14,0,0,25.36,0,7.76,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

93,23:00-23:15,0,0,123.69,11.19,10.52,0,0,0,41.13,8.57,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,11.64,14.55,27.26,0,17.68,219.98,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

94,23:15-23:30,0,0,123.69,11.19,10.61,0,0,0,41.13,8.57,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,11.64,14.55,13.63,0,17.68,219.98,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

95,23:30-23:45,0,0,123.69,11.19,10.67,0,0,0,41.13,7.5,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,11.64,14.55,13.63,0,17.68,219.98,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

96,23:45-24:00,0,0,123.69,11.19,10.87,0,0,0,41.13,7.5,60.38,19.95,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,11.64,14.55,13.63,0,17.68,219.98,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,20.18,445.58,0,143.87,0,0,0,0,0

