Block,Time,L_NR_2020_02,SH-07,SH-06,LT-36,LT-31,L_NR_2023_04,LT-59,L_NR_2012_02,LT-05,L_NR_2019_19,L_NR_2012_07,LT-35,L_NR_2019_11,LT_MEJA_Delhi,L_NR_2012_04,L_NR_2012_01,L_NR_2021_14,L_NR_2020_07,L_NR_2022_08,L_NR_2021_16,L_NR_2019_06,L_NR_2018_61,L_NR_2021_15,L_NR_2019_05,L_NR_2020_06,L_NR_2021_12,L_NR_2022_10,L_NR_2021_17,L_NR_2021_13,L_NR_2019_07,L_NR_2022_09,L_NR_2020_05
92,22:45-23:00,7.620000,19.040000,19.040000,0.000000,0.000000,0.000000,6.620000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,234.060000,101.310000,0,16.27,19.55,0,0,43.62,0,0,16.26,0,46.98,0,0,0,46.98,48.79

93,23:00-23:15,7.540000,30.950000,8.700000,0.000000,0.000000,0.000000,6.620000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,220.520000,101.310000,0,18.86,19.77,0,0,43.81,0,0,18.87,0,52.23,0,0,0,52.23,56.61

94,23:15-23:30,7.540000,30.950000,8.700000,0.000000,0.000000,0.000000,6.620000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,206.980000,101.310000,0,22.32,20,0,0,43.64,0,0,22.33,0,58.32,0,0,0,58.32,66.98

95,23:30-23:45,7.540000,30.950000,8.700000,0.000000,0.000000,0.000000,6.620000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,194.410000,101.310000,0,25.34,20.27,0,0,43.73,0,0,25.36,0,63.19,0,0,0,63.19,76.07

96,23:45-24:00,7.540000,30.950000,8.700000,0.000000,0.000000,0.000000,6.620000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,181.830000,101.310000,0,29.26,21,0,0,43.81,0,0,29.28,0,66.67,0,0,0,66.67,87.83

