Column1,Time,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/2474,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/6160,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/7791,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/4138,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08
65,16:00-16:15,5.43,26.95,129.08,40.46,6.75,26.95,5.05,8.73,17.51,8.73,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,5.91,100.36,25.24,0,0,149.8,3.84,0,53,27,19.21,75.1,51.77,33,33,33,45,23,33,31.54,78.33,33,157.7,78.34,0,48,99,40

66,16:15-16:30,5.43,26.95,129.08,40.46,6.08,26.95,5.05,7.88,17.51,7.88,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,5.91,100.36,25.24,0,0,149.8,3.83,0,47,23,19.21,66.34,45.92,33,33,33.17,42,21,33,28.11,78.33,33.17,140.56,78.34,0,43,99.49,40.33

67,16:30-16:45,5.6,26.95,164.42,40.46,5.35,26.95,5.05,6.92,17.51,6.92,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,1.36,4.33,14.45,5.91,100.36,24.23,0,0,192.66,3.83,0,40,20,19.21,56.79,29.26,33,33,32.67,33,16,33,19.81,78.33,32.67,99.07,78.34,0,37,97.99,39.67

68,16:45-17:00,5.6,26.95,164.42,40.46,4.57,26.95,5.05,5.92,17.51,5.92,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.03,8.67,14.45,5.91,100.36,25.23,0,0,231.19,3.83,0,33,17,19.21,48.12,24.93,33,33,32.5,31,12,33,17.28,78.33,32.5,86.4,78.34,0,33,97.5,39.33

69,17:00-17:15,5.6,26.95,200.72,63.17,3.73,26.95,5.23,4.83,17.51,4.83,163.76,3.91,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.03,12.74,14.45,5.91,100.36,25.23,0,0,272.37,3.83,0,25,13,23.61,38.09,25.87,33,28,32,26,10,33,12.91,76.67,32,64.53,76.66,0,27,96,38.67

70,17:15-17:30,5.6,26.95,200.72,63.17,2.91,26.95,5.23,3.77,17.51,3.77,163.76,3.91,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.72,21.24,14.45,5.91,100.36,25.23,0,0,272.37,3.83,0,17,9,23.01,28.35,21.18,26.23,10,31.33,22,9,26.28,10.61,75,31.33,53.04,75,0,21,94.01,37.33

71,17:30-17:45,5.6,26.95,200.72,63.17,2.24,26.95,5.23,2.89,17.51,2.89,163.76,3.91,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.07,25.5,14.45,5.91,100.36,26.24,0,0,272.37,3.83,0,9,5,20.01,20.46,17.32,17.96,5,30.83,17,8,18.16,8.13,72.67,30.83,40.63,72.66,0,15,92.51,36

72,17:45-18:00,5.6,26.95,200.72,63.17,1.67,26.95,5.23,2.16,17.51,2.16,163.76,3.91,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.07,29.75,14.45,5.91,100.36,26.24,0,0,272.37,3.83,0,5,2,19.21,14.32,13.25,10.87,1,27.5,13,7,10.99,6.3,71.67,27.5,31.47,71.66,0,9,82.5,35

73,18:00-18:15,5.6,26.94,200.72,63.17,1.12,26.94,4.67,1.44,17.51,1.44,163.76,3.91,9.4,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,5.08,38.24,14.45,6.15,100.36,26.24,5.78,19.27,272.37,1.16,0,2,1,19.21,9.45,9.81,0,0,29.17,8,5,0,3.23,70,29.17,16.14,70,0,6,87.49,28.67

74,18:15-18:30,5.6,26,200.72,63.17,0.69,26.94,4.67,0.89,17.51,0.89,163.76,3.91,9.4,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,5.08,42.49,14.45,6.15,100.36,26.24,5.78,19.27,272.37,1.16,0,0,0,19.21,5.84,6.66,0,0,24.17,5,3,0,0.13,68.33,24.17,0.64,68.34,0,3,72.49,26.33

75,18:30-18:45,5.6,26.94,200.72,63.17,0.07,26.94,4.67,0.1,17.51,0.1,163.76,5.33,9.4,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,6.62,50.99,14.45,6.15,100.36,27.25,5.78,19.27,272.37,7.22,0,0,0,22.41,2.63,3.97,0,0,22.5,2,1,0,0.13,66.67,22.5,0.64,66.66,0,1,67.5,24.33

76,18:45-19:00,5.6,26.94,200.72,63.17,0.02,26.94,4.67,0.03,17.51,0.03,163.76,6.71,9.4,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,7.97,55.24,14.45,6.15,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,22.01,1.07,1.88,0,0,21.5,1,1,0,0.13,65,21.5,0.64,65,0,0,64.5,22

77,19:00-19:15,4.66,26.94,200.72,63.17,0,26.94,4.67,0,17.51,0,163.76,7.74,9.58,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,9.32,63.73,14.45,5.91,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,21.41,0,0.4,0,0,20.67,0,0,0,0.13,64,20.67,0.64,64,0,0,61.99,21.67

78,19:15-19:30,5.05,26.94,200.72,63.17,0,26.94,4.67,0,17.51,0,163.76,7.74,9.58,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,67.98,14.45,5.91,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,20.81,0,0,0,0,19.5,0,0,0,0,63.33,19.5,0,63.34,0,0,58.5,21

79,19:30-19:45,5.28,26.94,200.72,63.17,0,26.94,4.67,0,17.51,0,163.76,7.74,9.58,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,64.2,14.45,5.91,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,20.61,0,0,0,0,18.83,0,0,0,0,63.33,18.83,0,63.34,0,0,56.51,20.67

80,19:45-20:00,5.28,26.94,200.72,63.17,0,26.94,4.67,0,17.51,0,163.76,7.74,9.58,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,64.2,14.45,5.91,100.36,28.26,5.78,19.27,272.37,7.23,0,0,0,20.61,0,0,0,0,17.83,0,0,0,0,63.33,17.83,0,63.34,0,0,53.51,20

81,20:00-20:15,5.28,26.94,200.72,63.17,0,26.94,4.86,0,17.51,0,163.76,7.74,9.77,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,68.45,14.45,5.91,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,18.01,0,0,0,0,16.33,0,0,0,0,63.33,16.33,0,63.34,0,0,49.01,20

82,20:15-20:30,5.28,26.94,200.72,63.17,0,26.94,4.86,0,17.51,0,163.76,7.74,9.77,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,76.96,14.45,5.91,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,17.41,0,0,0,0,15.83,0,0,0,0,62.67,15.83,0,62.66,0,0,47.51,20

83,20:30-20:45,5.28,29.5,229.62,63.17,0,26.41,4.86,0,17.51,0,163.76,7.74,9.77,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,85.45,14.45,5.91,100.36,27.25,5.78,19.27,272.37,7.23,0,0,0,15.01,0,0,0,0,15.33,0,0,0,0,61.67,15.33,0,61.66,0,0,46.01,20

84,20:45-21:00,5.28,29.5,260.67,63.17,0,26.41,4.86,0,17.51,0,163.76,7.74,9.77,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,108.4,14.45,5.91,100.36,28.26,5.78,19.27,272.37,7.23,0,0,0,14.01,0,0,0,0,15.33,0,0,0,0,60.67,15.33,0,60.66,0,0,46.01,20

85,21:00-21:15,5.28,29.5,260.67,63.17,0,26.41,4.95,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,5.73,115.19,14.45,5.76,100.36,28.26,5.78,19.27,272.37,7.23,0,0,0,12.81,0,0,0,0,19.17,0,0,0,0,63.33,19.17,0,63.34,0,0,57.49,17.33

86,21:15-21:30,5.28,29.5,260.67,63.17,0,26.41,4.95,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,5.73,115.19,14.45,5.76,100.36,28.26,5.78,19.27,272.37,7.23,0,0,0,12.01,0,0,0,0,19.17,0,0,0,0,63.33,19.17,0,63.34,0,0,57.49,17.33

87,21:30-21:45,5.28,29.5,260.67,63.17,0,26.94,4.95,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,4.24,115.19,14.45,5.76,100.36,28.26,5.78,19.27,272.37,7.23,0,0,0,8,0,0,0,0,19.17,0,0,0,0,63.33,19.17,0,63.34,0,0,57.49,17.33

88,21:45-22:00,5.28,29.5,260.67,63.17,0,26.94,4.95,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,4.24,115.19,14.45,5.76,100.36,28.26,5.78,19.27,272.37,7.23,0,0,0,8,0,0,0,0,19.17,0,0,0,0,63.33,19.17,0,63.34,0,0,57.49,17.67

89,22:00-22:15,5.05,26,260.67,63.17,0,26,5.05,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,4.24,115.19,14.45,5.76,100.36,28.25,5.78,19.27,272.37,7.23,0,0,0,8,0,0,0,0,25.83,0,0,0,0,73.33,25.83,0,73.34,0,0,77.51,23.67

90,22:15-22:30,5.05,26,260.67,63.17,0,26,5.05,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,4.24,115.19,14.45,5.76,100.36,28.25,5.78,19.27,272.37,6.36,0,0,0,7.67,0,0,0,0,25.83,0,0,0,0,73.33,25.83,0,73.34,0,0,77.51,24

91,22:30-22:45,5.05,26,260.67,63.17,0,26,5.05,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,8.93,115.19,14.45,5.76,100.36,28.25,5.78,19.27,272.37,5.49,0,0,0,6.91,0,0,0,0,26,0,0,0,0,73.33,26,0,73.34,0,0,78,24.67

92,22:45-23:00,5.05,26,260.67,63.17,0,26,5.05,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,115.19,14.45,5.76,100.36,28.25,5.78,19.27,272.37,4.62,0,0,0,6.17,0,0,0,0,26.67,0,0,0,0,73.33,26.67,0,73.34,0,0,79.99,25

93,23:00-23:15,5.05,26,260.67,63.17,0,26,5.13,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,115.19,14.45,5.61,100.36,27.25,5.78,19.27,272.37,4.05,0,0,0,5.6,0,0,0,0,26.33,0,0,0,0,73.33,26.33,0,73.34,0,0,79.01,25

94,23:15-23:30,5.05,26,260.67,63.17,0,26,5.13,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,115.19,14.45,5.61,100.36,28.26,5.78,19.27,272.37,4.05,0,0,0,5.34,0,0,0,0,25.5,0,0,0,0,73.33,25.5,0,73.34,0,0,76.5,25

95,23:30-23:45,5.05,26,260.67,63.17,0,26,5.13,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,115.19,14.45,5.61,100.36,28.26,5.78,19.27,272.37,4.05,0,0,0,5.18,0,0,0,0,25,0,0,0,0,73.33,25,0,73.34,0,0,75,24.67

96,23:45-24:00,5.05,26,260.67,63.17,0,26,5.13,0,17.51,0,163.76,7.74,9.96,14.45,67.43,10.6,13.49,28.9,122.82,0,5.78,0,28.9,10.43,115.19,14.45,5.61,100.36,28.26,5.78,19.27,272.37,4.05,0,0,0,5.09,0,0,0,0,25,0,0,0,0,73.33,25,0,73.34,0,0,75,24

