Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2024/09/01/6566,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/3451,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/9821,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/4802,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/7196,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/2171,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/6020,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,NR/01102023/31052040/LT-31,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06
78,19:15-19:30,1,0,0,0,0,1,24.2,28.26,0,48.4,0.02,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.7,26.8708,2.42,0,96.79,0.02,134.15,75.5,0,100.84,24.79,0.02,30,43.02,32.67,0,0,0,0,0,32.67,13,0,10,10

79,19:30-19:45,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.7,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,27.5,43.02,32,0,0,0,0,0,32,13,0,9.17,9.16

80,19:45-20:00,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.7,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,43.02,30,0,0,0,0,0,30,12,0,8.33,8.34

81,20:00-20:15,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,43.02,28,0,0,0,0,0,28,11.66,0,8.33,8.34

82,20:15-20:30,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,43.02,25.67,0,0,0,0,0,25.67,11.34,0,8.33,8.34

83,20:30-20:45,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,43.02,35,0,0,0,0,0,35,11,0,8.33,8.34

84,20:45-21:00,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,43.02,34,0,0,0,0,0,34,3.88,0,8.33,8.34

85,21:00-21:15,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,43.02,33.67,0,0,0,0,0,33.67,6.27,0,8.33,8.34

86,21:15-21:30,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,115.68,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,42.42,33,0,0,0,0,0,33,5.96,0,8.33,8.34

87,21:30-21:45,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,75.86,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,41.82,31,0,0,0,0,0,31,8.66,0,8.33,8.34

88,21:45-22:00,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,15.06,21.78,96.79,262.78,48.4,70.55,26.8708,6.51,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,40.82,30,0,0,0,0,0,30,8.66,0,8.33,8.34

89,22:00-22:15,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.33,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,40.22,29,0,0,0,0,0,29,8.66,0,8.33,8.34

90,22:15-22:30,0,0,0,0,0,0,24.2,28.26,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.33,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,39.62,28.33,0,0,0,0,0,28.33,8.66,0,8.33,8.34

91,22:30-22:45,0,0,0,0,0,0,24.2,28.25,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.33,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,35.01,27.33,0,0,0,0,0,27.33,8.66,0,8.33,8.34

92,22:45-23:00,0,0,0,0,0,0,24.2,28.25,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.33,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,34.21,26.33,0,0,0,0,0,26.33,8.66,0,8.33,8.34

93,23:00-23:15,0,0,0,0,0,0,24.2,28.25,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.15,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,33.61,26,0,0,0,0,0,26,8.66,0,8.33,8.34

94,23:15-23:30,0,0,0,0,0,0,24.2,28.25,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.15,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,33.21,26.33,0,0,0,0,0,26.33,8.66,0,8.33,8.34

95,23:30-23:45,0,0,0,0,0,0,24.2,28.25,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.15,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,32.61,26.67,0,0,0,0,0,26.67,8.66,0,8.33,8.34

96,23:45-24:00,0,0,0,0,0,0,24.2,28.25,0,48.4,0,0,0,14.78,21.78,96.79,262.78,48.4,70.55,26.8708,6.15,26.8708,2.42,0,96.79,0,134.15,75.5,0,100.84,24.79,0,25,32.21,27.67,0,0,0,0,0,27.67,8.66,0,8.33,8.34

