Time,Block,NR/2023/12646/A,NR/2023/15013/C,NR/2023/15037/C,NR/2023/13983/F,NR/2023/15019/C,NR/2023/11470/A,NR/2023/15039/C,NR/2023/11954/A,NR/2023/11697/A,NR/2023/13573/A,NR/2023/15028/C,NR/2023/13283/A,NR/2023/13983/F/II,NR/2023/11203/A,NR/2023/11315/A,NR/2023/15006/D,NR/2023/15026/C,NR/2023/11469/A,NR/2023/15034/C,NR/2023/13284/A,NR/2023/11739/A,NR/2023/15008/D,NR/2023/11458/A,NR/2023/13858/A,NR/2023/13859/A,NR/2023/11654/A,NR/2023/15002/D,NR/2023/15004/D,NR/2023/15036/C,NR/2023/15007/D,NR/2023/11328/A,NR/2023/11325/A,NR/2023/14187/F,NR/2023/15000/D,Total
67,16:30-16:45,23.100000,5.790000,40.550000,0.000000,0.000000,15.920000,0.000000,0.000000,0.000000,28.960000,158.330000,24.140000,0.820000,62.990000,22.200000,84,0.000000,84.940000,6.760000,0.000000,42.470000,15.930000,106.190000,84.470000,181.010000,152.530000,0.48,36,0.000000,8.210000,48.270000,24.140000,3.860000,144.770000,1406.83

68,16:45-17:00,23.100000,5.790000,40.550000,0.000000,0.000000,15.920000,0.000000,0.000000,0.000000,28.960000,116.810000,24.140000,0.820000,62.990000,22.200000,77,0.000000,84.940000,6.760000,0.000000,42.470000,15.930000,106.190000,84.470000,181.010000,152.530000,0.29,33,0.000000,8.210000,48.270000,24.140000,3.860000,144.770000,1355.12

69,17:00-17:15,0.000000,4.830000,40.550000,0.000000,0.000000,15.920000,0.000000,0.000000,0.000000,28.960000,165.080000,24.140000,0.820000,62.990000,22.200000,66.5,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0.19,28.5,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1282.17

70,17:15-17:30,0.000000,4.830000,40.550000,0.000000,0.000000,15.920000,0.000000,0.000000,0.000000,28.960000,157.360000,24.140000,0.820000,62.990000,22.200000,52.5,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0.1,22.5,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1254.36

71,17:30-17:45,0.000000,4.830000,40.550000,0.000000,0.000000,15.920000,0.000000,0.000000,0.000000,28.960000,146.740000,24.140000,0.820000,62.990000,22.200000,45.5,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,19.5,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1233.64

72,17:45-18:00,0.000000,4.830000,40.550000,0.000000,0.000000,15.920000,0.000000,0.000000,0.000000,28.960000,121.640000,24.140000,0.820000,62.990000,22.200000,38.5,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,16.5,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1198.54

73,18:00-18:15,0.000000,4.830000,43.440000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,98.470000,0.000000,0.870000,62.990000,22.200000,31.5,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,13.5,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1180.59

74,18:15-18:30,0.000000,3.860000,49.240000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,87.850000,0.000000,0.870000,62.990000,22.200000,24.5,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,10.5,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1164.8

75,18:30-18:45,0.000000,3.860000,57.920000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,57.920000,0.000000,0.870000,62.990000,22.200000,21,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,9,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1138.55

76,18:45-19:00,0.000000,3.860000,9.650000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,48.270000,0.000000,0.870000,62.990000,22.200000,14,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,6,0.000000,0.000000,48.270000,24.140000,3.860000,144.770000,1070.63

77,19:00-19:15,0.000000,3.860000,0.000000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,96.540000,0.000000,0.920000,62.990000,22.200000,7,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,3,8.210000,0.000000,48.270000,24.140000,3.860000,144.770000,1107.51

78,19:15-19:30,0.000000,3.860000,0.000000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,96.540000,0.000000,0.920000,62.990000,22.200000,4.2,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,1.8,8.210000,0.000000,48.270000,24.140000,3.860000,144.770000,1103.51

79,19:30-19:45,0.000000,3.860000,86.890000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,96.540000,0.000000,0.920000,62.990000,22.200000,1.4,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,0.6,8.210000,0.000000,48.270000,24.140000,3.860000,144.770000,1186.4

80,19:45-20:00,0.000000,3.860000,86.890000,0.000000,0.000000,15.920000,0.000000,36.420000,0.000000,28.960000,96.540000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,144.770000,1184.4

81,20:00-20:15,0.000000,3.860000,86.890000,0.000000,0.000000,21.230000,0.000000,36.420000,0.000000,28.960000,289.620000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1431.1

82,20:15-20:30,0.000000,3.860000,86.890000,0.000000,0.000000,21.230000,0.000000,36.420000,0.000000,28.960000,318.580000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1460.06

83,20:30-20:45,0.000000,3.860000,86.890000,0.000000,0.000000,21.230000,77.230000,36.420000,0.000000,28.960000,323.410000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1542.12

84,20:45-21:00,0.000000,3.860000,86.890000,0.000000,0.000000,21.230000,77.230000,36.420000,0.000000,28.960000,333.060000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,48.270000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1551.77

85,21:00-21:15,0.000000,3.860000,111.990000,0.000000,0.000000,21.230000,77.230000,36.420000,0.000000,28.960000,333.060000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1620.31

86,21:15-21:30,0.000000,3.860000,143.840000,0.000000,0.000000,21.230000,77.230000,36.420000,0.000000,28.960000,328.240000,0.000000,0.920000,62.990000,22.200000,0,0.000000,84.940000,6.760000,0.000000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1647.34

87,21:30-21:45,0.000000,3.860000,143.840000,0.000000,0.000000,21.230000,77.230000,36.420000,0.000000,28.960000,328.240000,0.000000,0.920000,62.990000,22.200000,0,67.580000,84.940000,6.760000,0.000000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1714.92

88,21:45-22:00,0.000000,3.860000,143.840000,0.000000,0.000000,21.230000,77.230000,36.420000,0.000000,28.960000,337.890000,0.000000,0.920000,62.990000,22.200000,0,67.580000,84.940000,6.760000,0.000000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1724.57

89,22:00-22:15,23.100000,3.860000,106.190000,0.000000,0.000000,21.230000,115.850000,36.420000,36.780000,28.960000,337.890000,0.000000,0.920000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1871.24

90,22:15-22:30,23.100000,3.860000,143.840000,0.000000,0.000000,21.230000,115.850000,36.420000,36.780000,28.960000,337.890000,0.000000,0.920000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1908.89

91,22:30-22:45,23.100000,3.860000,143.840000,0.000000,48.270000,21.230000,115.850000,36.420000,36.780000,28.960000,337.890000,0.000000,0.920000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1957.16

92,22:45-23:00,23.100000,3.860000,143.840000,0.000000,48.270000,21.230000,115.850000,36.420000,36.780000,28.960000,337.890000,0.000000,0.920000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1957.16

93,23:00-23:15,23.100000,3.860000,143.840000,0.000000,48.270000,21.230000,115.850000,36.420000,36.780000,28.960000,333.060000,0.000000,0.870000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1952.28

94,23:15-23:30,23.100000,3.860000,143.840000,0.000000,48.270000,21.230000,115.850000,36.420000,36.780000,28.960000,323.410000,0.000000,0.870000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1942.63

95,23:30-23:45,23.100000,1.930000,143.840000,0.000000,48.270000,21.230000,115.850000,36.420000,36.780000,28.960000,323.410000,0.000000,0.870000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1940.7

96,23:45-24:00,23.100000,1.930000,106.190000,0.000000,48.270000,21.230000,115.850000,36.420000,36.780000,28.960000,323.410000,0.000000,0.870000,62.990000,22.200000,0,67.580000,84.940000,6.760000,85.820000,42.470000,0.000000,91.710000,84.470000,181.010000,152.530000,0,0,8.210000,0.000000,48.270000,24.140000,3.860000,193.080000,1903.05

