Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/4138,GNA/SR/2025/05/13/1025,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/9395,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6160,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/2069,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/6957,GNA/SR/2025/05/13/2161,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/7791,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/8068
63,15:30-15:45,72,33,31,197.87,67,9.4,60,80.18,39.58,0,27.5,81.06,33,33,62.67,33,27.5,62.67,82.5,26.33,33.04,10.17,6.93,224.29,28.89,0,0,100.33,9.85,0,3.88,0,14.44,12.74,0,12.74,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.6,8.75,0,74.66,13.48,9.29,3.74,0,10.59

64,15:45-16:00,67,31,30,183.02,62,9.8,55,74.85,36.61,0,28.33,41.55,33,33,64.67,33,28.33,64.67,85.01,26.67,33.04,10.17,6.93,224.29,28.89,0,0,100.33,9.12,0,3.88,0,14.44,11.79,0,11.79,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.6,8.75,0,74.66,13.48,9.29,3.74,0,10.59

65,16:00-16:15,61,28,27,167.92,57,10,51,63.79,33.58,0,29.17,36.56,33,33,64.33,33,29.17,64.33,87.49,26.67,33.04,10.17,6.93,260.59,28.89,0,0,100.33,8.35,0,4.03,0,14.44,10.8,0,10.8,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.83,9.03,0,86.86,13.48,9.29,4.02,0,10.59

66,16:15-16:30,57,26,23,152.19,52,10.2,46,56.38,30.44,0,29.5,31.37,33,33,65,33,29.5,65,88.5,26,33.04,10.17,6.93,260.59,28.89,0,0,100.33,7.56,0,4.03,0,14.44,9.78,0,9.78,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.83,9.03,0,86.86,13.48,9.29,4.02,0,10.59

67,16:30-16:45,47,23,21,136.32,45,10.4,40,49.91,27.26,0,29.5,26.37,33,33,65,33,29.5,65,88.5,26.67,57.77,10.17,6.93,260.59,28.89,0,0,100.33,6.78,0,4.03,0,14.44,8.77,0,8.77,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.53,9.03,0,86.86,13.48,9.29,4.02,0,10.59

68,16:45-17:00,41,19,18,119.12,39,10.6,34,43.3,23.83,0,29.5,21.52,33,33,65.33,33,29.5,65.33,88.5,26.67,57.77,10.17,6.93,260.59,28.89,0,0,100.33,6,0,4.03,0,14.44,7.76,0,7.76,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,30.28,4.53,9.03,0,86.86,13.48,9.29,4.02,0,10.59

69,17:00-17:15,35,16,16,92.94,31,11,27,36.82,18.59,0,29,14.61,33,27.44,63.67,33,29,63.67,87,26.67,57.77,10.17,6.93,260.59,28.89,0,0,100.33,5.17,0,4.19,0,14.44,6.69,0,6.69,272.29,0,0,192.6,192.6,0,25.39,25.39,144.45,28.94,29.27,4.68,9.22,0,86.86,13.48,9.29,4.2,0,10.59

70,17:15-17:30,28,12,12,77.32,25,11.41,21,29.67,15.47,0,28.5,14.61,31.4,9.8,61.67,32.65,28.5,61.67,85.5,26.33,57.77,10.17,6.93,260.59,28.89,0,0,100.33,4.32,0,4.19,0,14.44,5.58,0,5.58,272.29,0,0,192.6,192.6,0,25.39,25.39,144.45,28.94,29.27,4.68,9.22,0,86.86,13.48,9.29,4.2,0,10.59

71,17:30-17:45,20,9,9,61.72,17,11.81,15,23.33,12.35,0,27.17,14.45,21.76,4.9,60,22.63,27.17,60,81.49,26,57.77,10.17,6.93,260.59,28.89,0,0,100.33,3.5,0,4.19,0,14.44,4.53,0,4.53,272.29,0,0,192.6,192.6,0,25.39,25.39,144.45,28.94,29.27,4.68,9.22,0,77.04,13.48,9.29,4.2,0,10.59

72,17:45-18:00,13,5,7,46.85,10,12.21,7,17.31,9.37,0,26.17,13.35,12.13,0.98,58.33,12.6,26.17,58.33,78.49,25.33,57.77,10.17,6.93,260.59,28.89,0,0,100.33,2.69,0,4.19,0,14.44,3.49,0,3.49,272.29,0,0,192.6,192.6,0,25.39,25.39,144.45,28.94,30.28,4.68,9.22,0,77.04,13.48,9.29,4.2,0,10.59

73,18:00-18:15,8,3,5,33.68,7,13.01,3,12.47,6.74,0,26,8.21,0,0,66.67,0,26,66.67,78,26.29,57.77,10.17,6.93,260.59,28.89,0,361,100.33,1.93,5.78,4.19,14.44,14.44,2.5,0,2.5,272.29,5.78,67.41,0,192.6,0,20.43,29.5,144.45,28.94,30.28,4.6,9.5,19.26,77.04,13.48,9.29,4.39,28.89,10.59

74,18:15-18:30,5,2,3,22.56,3,13.61,1,8.61,4.51,0,25.67,5.22,0,0,66,0,25.67,66,76.99,25.48,57.77,10.17,6.93,260.59,28.89,0,361,100.33,1.25,5.78,4.19,14.44,14.44,1.61,0,1.61,272.29,5.78,67.41,0,192.6,0,20.43,29.5,144.45,28.94,30.28,4.6,9.5,19.26,77.04,13.48,9.29,4.39,28.89,10.59

75,18:30-18:45,2,1,1,14.12,2,15.01,0,0.73,2.82,0,25.17,1.7,0,0,65,0,25.17,65,75.49,24.71,66.26,10.17,6.93,260.59,28.89,0,361,100.33,0.72,5.78,4.19,14.44,14.44,0.93,0,0.93,272.29,5.78,67.41,0,192.6,0,20.43,29.5,144.45,28.94,30.28,4.6,9.5,19.26,77.04,13.48,9.29,4.39,28.89,10.59

76,18:45-19:00,1,0,1,7.79,0,16.41,0,0.28,1.56,0,24.5,1.06,0,0,63.33,0,24.5,63.33,73.5,23.85,70.51,10.17,6.93,260.59,28.89,0,361,100.33,0.32,5.78,4.19,14.44,14.44,0.42,0,0.42,272.29,5.78,67.41,0,192.6,0,20.43,29.5,144.45,28.94,30.28,4.6,9.5,19.26,77.04,13.48,9.29,4.39,28.89,10.59

77,19:00-19:15,0,0,0,2.92,0,17.01,0,0.18,0.59,0,27,0.62,0,0,66,0,27,66,81,24.55,74.76,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,20.92,20.92,144.45,28.94,30.28,4.53,9.76,19.26,77.04,13.48,9.29,4.39,28.89,10.59

78,19:15-19:30,0,0,0,0.34,0,17.61,0,0,0.07,0,26.67,0.39,0,0,65.33,0,26.67,65.33,79.99,23.71,74.76,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,20.92,20.92,144.45,28.94,30.28,4.53,9.76,19.26,77.04,13.48,9.29,4.39,28.89,10.59

79,19:30-19:45,0,0,0,0.05,0,10.6,0,0,0.01,0,26.33,0,0,0,64,0,26.33,64,79.01,22.87,79,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,12.33,144.45,28.94,30.28,4.53,9.76,19.26,77.04,13.48,9.29,4.39,28.89,10.59

80,19:45-20:00,0,0,0,0,0,11,0,0,0,0,26,0,0,0,61.67,0,26,61.67,78,21.98,83.25,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,12.33,144.45,28.94,29.27,4.53,9.76,19.26,77.04,13.48,9.29,4.39,28.89,10.59

81,20:00-20:15,0,0,0,0,0,8,0,0,0,0,25,0,0,0,66.67,0,25,66.67,75,20.59,87.5,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,29.5,144.45,28.94,29.28,4.45,9.96,19.26,77.04,13.48,15.49,4.2,28.89,10.59

82,20:15-20:30,0,0,0,0,0,8,0,0,0,0,24.17,0,0,0,65,0,24.17,65,72.49,19.64,87.5,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,29.5,144.45,28.94,29.28,4.45,9.96,19.26,77.04,13.48,15.49,4.2,28.89,10.59

83,20:30-20:45,0,0,0,0,0,9.2,0,0,0,0,22.5,0,0,0,63.33,0,22.5,63.33,67.5,18.65,87.5,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,29.5,144.45,28.94,29.28,4.45,9.96,19.26,77.04,13.48,15.49,4.2,28.89,10.59

84,20:45-21:00,0,0,0,0,0,10.2,0,0,0,0,22.5,0,0,0,62.67,0,22.5,62.67,67.5,17.75,96,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.35,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,29.5,144.45,28.94,28.26,4.45,9.96,19.26,77.04,13.48,15.49,4.2,28.89,10.59

85,21:00-21:15,0,0,0,0,0,24.41,0,0,0,0,22.5,0,0,0,61.67,0,22.5,61.67,67.5,17.54,96,10.17,6.93,260.59,28.89,0,361,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.75,4.45,10.23,19.26,77.04,13.48,15.49,4.2,28.89,10.59

86,21:15-21:30,0,0,0,0,0,23.41,0,0,0,0,22.5,0,0,0,60,0,22.5,60,67.5,17.44,100.25,10.17,6.93,260.59,28.89,0,352,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.25,4.45,10.23,19.26,77.04,13.48,15.49,4.2,28.89,10.59

87,21:30-21:45,0,0,0,0,0,15.41,0,0,0,0,22.5,0,0,0,58.33,0,22.5,58.33,67.5,17.77,104.5,10.17,6.93,260.59,28.89,0,335,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,26.75,4.6,10.23,19.26,77.04,13.48,15.49,4.2,28.89,10.59

88,21:45-22:00,0,0,0,0,0,15.61,0,0,0,0,22.5,0,0,0,56.67,0,22.5,56.67,67.5,17.95,108.74,10.17,6.93,260.59,28.89,0,301,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,26.75,4.6,10.23,19.26,77.04,13.48,15.49,4.2,28.89,10.59

89,22:00-22:15,0,0,0,0,0,17.01,0,0,0,0,19.61,0,0,0,55,0,19.61,55,58.8,13.01,112.99,10.17,6.93,260.59,28.89,0,253,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.76,4.45,10.41,19.26,77.04,13.48,15.49,4.02,28.89,10.59

90,22:15-22:30,0,0,0,0,0,17.61,0,0,0,0,19.41,0,0,0,51.67,0,19.41,51.67,58.23,13.02,115.16,10.17,6.93,260.59,28.89,0,219,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.76,4.45,10.41,19.26,77.04,13.48,15.49,4.02,28.89,10.59

91,22:30-22:45,0,0,0,0,0,18.41,0,0,0,0,19.35,0,0,0,48.33,0,19.35,48.33,58.04,13.03,115.16,10.17,6.93,260.59,28.89,0,159,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.76,4.45,10.41,19.26,77.04,13.48,15.49,4.02,28.89,10.59

92,22:45-23:00,0,0,0,0,0,19.01,0,0,0,0,19.1,0,0,0,48.67,0,19.1,48.67,57.27,13.04,115.16,10.17,6.93,260.59,28.89,0,111,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.76,4.45,10.41,19.26,77.04,13.48,15.49,4.02,28.89,10.59

93,23:00-23:15,0,0,0,0,0,23.01,0,0,0,0,19.29,0,0,0,48.67,0,19.29,48.67,57.85,13.83,115.16,10.17,6.93,260.59,28.89,0,91,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.75,4.37,10.41,19.26,77.04,13.48,15.49,3.92,28.89,10.59

94,23:15-23:30,0,0,0,0,0,22.61,0,0,0,0,19.45,0,0,0,49,0,19.45,49,58.33,14.62,115.16,10.17,6.93,260.59,28.89,0,98,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.75,4.37,10.41,19.26,77.04,13.48,15.49,3.92,28.89,10.59

95,23:30-23:45,0,0,0,0,0,22.41,0,0,0,0,19.93,0,0,0,49.67,0,19.93,49.67,59.77,15.52,115.16,10.17,5.93,260.59,28.89,0,124,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.75,4.37,10.41,19.26,77.04,13.48,15.49,3.92,28.89,10.59

96,23:45-24:00,0,0,0,0,0,22.01,0,0,0,0,20.61,0,0,0,50,0,20.61,50,61.85,16.44,115.16,10.17,5.78,260.59,28.89,0,148,100.33,0,5.78,4.19,14.44,14.44,0,0,0,272.29,5.78,67.41,0,192.6,0,29.5,0,144.45,28.94,27.75,4.37,10.41,19.26,77.04,13.48,15.49,3.92,28.89,10.59

