Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/2143,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/02/01/5886,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/4863,NR/01102023/19072037/LT-05,GNA/SR/2025/02/01/7432,GNA/SR/2025/02/01/6460,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/2594,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,GNARE/SR/2025/01/13/4532
82,20:15-20:30,0,25.35,0,0.63,86.74,0,261.07,36.54,0.96,100.18,1.29,32,26.24,271.89,8.65,1.3,36.54,8.65,81.08,50,75,50,150,0,36.54,9.83,0,0,0,10,29.51,9.83,23.66,23.67,0,0,0,0,0,0,0,0,0,0,16.01

83,20:30-20:45,0,25.35,0,0.63,74.55,0,230.35,36.54,0.96,100.18,1.29,32,26.24,271.89,8.65,1.3,36.54,8.65,72.6,50,75,50,150,0,36.54,9.67,0,0,0,10,28.99,9.67,21.66,21.67,0,0,0,0,0,0,0,0,0,0,15.81

84,20:45-21:00,0,25.35,0,0.63,74.55,0,261.07,36.54,0.96,100.18,1.29,32,26.24,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,8.83,0,0,0,10,26.51,8.83,21,21,0,0,0,0,0,0,0,0,0,0,15.61

85,21:00-21:15,0,26.12,0,0.63,74.55,0,261.07,36.54,0.96,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,9.17,0,0,0,8.33,27.49,9.17,20,20,0,0,0,0,0,0,0,0,0,0,15.41

86,21:15-21:30,0,26.12,0,0.63,74.55,0,261.07,36.54,0.96,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,9.17,0,0,0,8.33,27.49,9.17,20,20,0,0,0,0,0,0,0,0,0,0,15.21

87,21:30-21:45,0,26.12,0,0,74.55,0,261.07,36.54,0.96,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,9.17,0,0,0,8.33,27.49,9.17,18.34,18.33,0,0,0,0,0,0,0,0,0,0,15.01

88,21:45-22:00,0,26.12,0,0,74.55,0,234.2,36.54,0.96,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,9.17,0,0,0,8.33,27.49,9.17,18.34,18.33,0,0,0,0,0,0,0,0,0,0,14.81

89,22:00-22:15,0,26.12,0,0.63,74.55,0,230.35,36.54,0.92,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,9.17,0,0,0,8.33,27.49,9.17,18.34,18.33,0,0,0,0,0,0,0,0,0,0,14.61

90,22:15-22:30,0,26.12,0,0.63,74.55,0,230.35,36.54,0.92,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,9.17,0,0,0,8.33,27.49,9.17,18.34,18.33,0,0,0,0,0,0,0,0,0,0,14.41

91,22:30-22:45,0,26.12,0,0.63,64.06,0,230.35,36.54,0.92,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,8.33,0,0,0,8.33,25.01,8.33,41.66,41.67,0,0,0,0,0,0,0,0,0,0,14.01

92,22:45-23:00,0,26.12,0,0.63,64.06,0,195.82,36.54,0.92,100.18,1.29,32,0,271.89,8.65,1.3,36.54,8.65,70.15,50,75,50,150,0,36.54,8.33,0,0,0,8.33,25.01,8.33,42.34,42.33,0,0,0,0,0,0,0,0,0,0,13.81

93,23:00-23:15,0,26.12,0,0.63,59.46,0,195.82,23.08,0.92,100.18,1.29,32,0,232.71,8.65,1.3,23.08,8.65,70.15,50,75,50,150,0,23.08,8.33,0,0,0,8.33,25.01,8.33,43.34,43.33,0,0,0,0,0,0,0,0,0,0,13.61

94,23:15-23:30,0,26.12,0,0.63,59.46,0,164.43,23.08,0.92,72.12,1.29,32,0,213.48,8.65,1.3,23.08,8.65,70.15,50,75,50,150,0,23.08,8.33,0,0,0,8.33,25.01,8.33,44,44,0,0,0,0,0,0,0,0,0,0,13.41

95,23:30-23:45,0,26.12,0,0,59.46,0,135.59,23.08,0.92,100.18,1.29,32,0,194.24,8.65,1.3,23.08,8.65,70.15,50,75,50,150,0,23.08,8.33,0,0,0,8.33,25.01,8.33,44.66,44.67,0,0,0,0,0,0,0,0,0,0,13.21

96,23:45-24:00,0,26.12,0,0,59.46,0,135.59,23.08,0.92,100.18,1.29,32,0,175.01,8.65,1.3,23.08,8.65,70.15,50,75,50,150,0,23.08,8.33,0,0,0,8.33,25.01,8.33,45.66,45.67,0,0,0,0,0,0,0,0,0,0,13.01

