Block,Time Block,DHAULIGNGA,CHAMERA3,DADRT2,CHAMERA2,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NAPP,BSIUL,BRBCL,CHAMERA1,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,DULHASTI,FSTPP I & II,JHAJJAR,KGSU3AND4,KGSU1AND2,NLCTS2EXP,NNTPP,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,UNCHAHAR4,URI2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,SINGRAULI,TANDA2,TALST2,TEHRI,TelanganaSTPP,SEWA2,SALAL,RIHAND3,RAMPUR,RIHAND2,NTPL,SASAN,RIHAND1,PARBATI3,RSTPSU1TO6,RAPPC,RAPPB,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,370.78,0,22.47,0,0,0,40.73,0,19.21,0,8.52,81.94,0,0,0,0,0,38.17,0,15.83,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.37,11.54,13.94,0,0,7.11,9.85,0,0,0,0,100.07,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

64,15:45-16:00,0,0,370.78,0,22.47,0,0,0,40.73,0,19.21,0,8.52,81.94,0,0,0,0,0,38.17,0,15.83,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.37,11.54,13.94,0,0,7.11,9.85,0,0,0,0,100.07,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

65,16:00-16:15,0,0,405.42,0,22.47,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.44,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07,1.07,14.88,22.28,0,0,6.85,3.7,0,0,0,0,100.07,0,0,15.13,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

66,16:15-16:30,0,0,443.84,0,44.94,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07,1.07,14.88,22.28,0,0,6.85,3.7,0,0,0,0,100.07,0,0,15.13,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

67,16:30-16:45,0,0,463.06,0,44.94,0,0,0,40.73,6.26,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,290.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.81,1.07,14.88,24.52,0,0,6.85,3.7,0,0,0,0,100.07,0,0,30.26,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

68,16:45-17:00,0,0,518.78,0,44.94,0,0,0,40.73,6.26,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,368.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,1.07,18.57,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,30.26,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

69,17:00-17:15,8.77,0,585.13,1.54,67.41,0,0,0,40.73,6.26,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,356.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,1.07,19.75,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,44.49,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

70,17:15-17:30,17.55,9.3,618.14,3.84,89.88,0,0,0,40.73,6.26,19.21,11.81,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,1.07,19.75,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,44.49,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

71,17:30-17:45,26.32,18.6,598.93,7.69,112.35,0,0,0,40.73,6.26,19.21,27,8.52,94.98,0,0,0,0,0,43.44,0,31.66,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,1.07,19.75,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,59.79,0,5.06,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

72,17:45-18:00,35.11,27.92,598.93,37.96,134.82,0,0,0,40.73,12.53,19.21,40.49,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,1.07,19.75,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,59.79,0,10.13,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

73,18:00-18:15,35.11,27.92,598.93,37.96,134.82,0,0,0,40.73,12.53,19.21,40.49,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,1.07,19.75,25.35,0,0,6.85,9.85,0,0,0,0,100.07,0,0,59.79,0,10.13,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

74,18:15-18:30,35.11,27.92,598.93,37.96,134.82,0,0,0,40.73,12.53,19.21,40.49,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,2.12,19.75,25.35,0,0,6.85,9.85,0,0,0,0,100.07,0,0,59.79,0,10.13,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

75,18:30-18:45,35.11,27.92,570.11,37.96,134.82,0,0,0,40.73,12.53,19.21,40.49,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,33.94,19.75,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,59.79,0,10.13,13.4,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

76,18:45-19:00,35.11,27.92,570.11,37.96,134.82,0,0,0,40.73,12.53,19.21,40.49,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,418.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,33.94,19.75,25.35,0,0,6.85,3.7,0,0,0,0,100.07,0,0,59.79,0,10.13,66.98,119.43,0,114.09,0,402.31,88.38,2.45,0,50.59,0,0,0,0,0,0,0

77,19:00-19:15,35.11,27.92,523.58,37.96,134.82,0,0,0,40.73,12.53,19.21,40.49,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,497.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,2.65,17.01,25.35,0,0,4.39,3.7,0,0,0,0,100.07,0,0,59.79,0,10.13,66.98,119.43,0,114.09,0,402.31,88.38,6.11,0,50.59,0,0,0,0,0,0,0

78,19:15-19:30,35.11,27.92,491.88,37.96,134.82,0,0,0,40.73,12.53,19.21,26.99,9.47,94.98,0,0,0,0,0,43.44,0,47.49,19.98,301.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,2.65,17.01,25.35,0,0,4.39,3.7,0,0,0,0,100.07,0,0,59.79,0,10.13,66.98,119.43,0,114.09,0,402.31,88.38,31.8,0,50.59,0,0,0,0,0,0,0

79,19:30-19:45,26.32,9.3,511.09,11.53,112.35,0,0,0,40.73,6.26,19.21,11.92,8.52,94.98,0,0,0,0,0,43.44,0,31.66,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,2.65,17.01,25.35,0,0,4.39,3.7,0,0,0,0,100.07,0,0,59.79,0,5.06,66.98,119.43,0,114.09,0,402.31,88.38,31.8,0,50.59,0,0,0,0,0,0,0

80,19:45-20:00,17.55,0,501.49,2.57,89.88,0,0,0,40.73,6.26,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,2.65,17.01,25.35,0,0,4.39,3.7,0,0,0,0,100.07,0,0,59.79,0,0,12.83,119.43,0,114.09,0,402.31,88.38,31.8,0,50.59,0,0,0,0,0,0,0

81,20:00-20:15,8.77,0,501.49,0,67.41,0,0,0,40.73,6.26,19.21,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,18.18,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07,2.65,14.92,22.76,0,0,4.39,3.7,0,0,0,0,100.07,0,0,59.79,0,0,2.24,119.43,0,114.09,0,402.31,88.38,31.8,0,50.59,0,0,0,0,0,0,0

82,20:15-20:30,8.77,0,491.88,0,67.41,0,0,0,40.73,6.26,19.21,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07,2.65,14.88,22.76,0,0,4.39,3.7,0,0,0,0,100.07,0,0,44.49,0,0,2.24,119.43,0,114.09,0,402.31,88.38,31.8,0,50.59,0,0,0,0,0,0,0

83,20:30-20:45,8.77,0,443.84,0,44.94,0,0,0,40.73,1.06,19.21,0,8.52,94.98,0,0,0,0,0,43.32,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96,33.94,14.77,22.76,0,0,6.85,3.7,0,0,0,0,100.07,0,0,44.49,0,0,2.24,119.43,0,114.09,0,402.31,88.38,31.8,0,50.59,0,0,0,0,0,0,0

84,20:45-21:00,8.77,0,434.24,0,44.94,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96,33.94,14.77,22.76,0,0,6.85,3.7,0,0,0,0,100.07,0,0,44.49,0,0,2.24,119.43,0,114.09,0,402.31,88.38,4.89,0,50.59,0,0,0,0,0,0,0

85,21:00-21:15,8.77,0,434.24,0,44.94,0,0,0,40.73,0,19.21,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,14.84,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,30.26,0,0,2.24,119.43,0,114.09,0,402.31,88.38,2.45,0,50.59,0,0,0,0,0,0,0

86,21:15-21:30,8.77,0,434.24,0,44.94,0,0,0,40.73,0,19.21,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,9.54,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,30.26,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

87,21:30-21:45,8.77,0,453.45,0,22.37,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,9.54,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,29.91,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

88,21:45-22:00,8.77,0,443.84,0,22.37,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,17.79,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,12.73,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,14.83,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

89,22:00-22:15,8.77,0,501.49,0,22.37,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,12.73,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,14.83,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

90,22:15-22:30,8.77,0,511.09,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,12.73,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,14.83,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

91,22:30-22:45,8.77,0,511.09,0,0,0,0,0,40.73,0,18.79,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,12.73,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

92,22:45-23:00,8.77,0,511.09,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,38.17,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,12.73,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

93,23:00-23:15,0,0,511.09,0,0,0,0,0,40.73,0,19.21,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,9.54,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

94,23:15-23:30,0,0,501.49,0,0,0,0,0,40.73,0,19.21,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,9.54,14.77,19.25,0,0,6.85,3.7,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

95,23:30-23:45,0,0,501.49,0,0,0,0,0,40.73,0,17.91,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,9.54,14.77,19.25,0,0,4.39,4.93,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

96,23:45-24:00,0,0,501.49,0,0,0,0,0,40.73,0,18.6,0,8.52,83.35,0,0,0,0,0,38.17,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14,9.54,14.77,19.25,0,0,4.39,4.93,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

