Column1,Time,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2952,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/8139,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/3109,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/2997,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8154,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,L_NR_2019_19
72,17:45-18:00,5,0,7,0,10.81,0,19.17,17.33,57.49,19.17,0,10,8.69,54.04,10,5,21.74,8.57,43.02,0,26.97,100.2,2.57,12.65,3.24,-0,270.51,3.32,8.51,10.73,43.71,81.75,3.32,224.82,134.89,130.13,29.27,5.13,19.24,10.47,15.24,70.13,20.75,16.84,86.75,26.97,16.84

73,18:00-18:15,4,0,5,0,8.24,0,20,17.33,60,20,0,9,0,41.21,7,3,16.56,0,43.02,0,26.49,100.2,2.12,12.65,3.24,-0,270.51,2.74,8.51,10.73,43.71,81.75,2.74,224.82,134.89,130.13,29.27,5.6,0,10.47,0,115.38,20.75,17.3,86.75,29,12.19

74,18:15-18:30,3,0,3,0,6.18,0,20.83,17,62.51,20.83,0,7,0,30.88,3,2,11.17,0,43.02,0,26.49,100.2,1.58,12.65,3.24,-0,270.51,2.03,8.51,10.73,43.71,81.75,2.03,224.82,134.89,130.13,29.27,5.6,0,10.47,0,115.38,20.75,17.3,86.75,29,7.79

75,18:30-18:45,1,0,2,0,4.39,0,17.5,17,52.5,17.5,0,4,0,21.97,1,0,6.72,0,45.58,0,26.8,100.2,0.6,12.65,3.24,-0,270.51,0.78,8.51,10.73,43.71,81.75,0.78,224.82,134.89,130.13,29.27,6.06,0,10.47,0,115.38,20.75,17.3,86.75,26.8,3.64

76,18:45-19:00,1,0,1,0,3.1,0,17.83,16.67,53.51,17.83,0,3,0,15.47,0,0,0,0,45.9,0,26.8,100.2,0.37,12.65,3.24,-0,270.51,0.48,8.51,10.73,43.71,81.75,0.48,224.82,134.89,130.13,29.27,6.06,0,10.47,0,115.38,20.75,17.3,86.75,26.8,1.42

77,19:00-19:15,0,0,0,0,2.57,0,18.17,16.33,54.49,18.17,0,2,0,12.83,0,0,0,0,45.9,0,25.53,100.2,0.29,12.65,3.24,-0,270.51,0.36,8.51,10.73,43.71,81.75,0.36,224.82,134.89,130.13,30.28,6.53,0,10.47,0,115.38,20.75,17.76,86.75,25.53,0

78,19:15-19:30,0,0,0,0,1.44,0,18.17,15.67,54.49,18.17,0,1,0,7.18,0,0,0,0,45.27,0,25.53,100.2,0.17,12.65,3.24,-0,270.51,0.22,8.51,10.73,43.71,81.75,0.22,224.82,134.89,130.13,30.28,6.53,0,10.47,0,115.38,20.75,17.76,86.75,25.53,0

79,19:30-19:45,0,0,0,0,0.25,0,18.5,14.67,55.5,18.5,0,0,0,1.25,0,0,0,0,45.43,0,17.28,100.2,0.09,12.65,3.24,-0,270.51,0.11,8.51,10.73,43.71,81.75,0.11,224.82,134.89,130.13,30.28,6.99,0,10.47,0,115.38,20.75,17.76,86.75,29,0

80,19:45-20:00,0,0,0,0,0.03,0,18.5,14,55.5,18.5,0,0,0,0.16,0,0,0,0,45.84,0,17.28,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,6.99,0,10.47,0,115.38,20.75,17.76,86.75,29,0

81,20:00-20:15,0,0,0,0,0,0,15.97,13.67,47.88,15.97,0,0,0,0,0,0,0,0,45.33,0,29,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,7.46,0,10.47,0,115.38,20.75,17.76,86.75,29,0

82,20:15-20:30,0,0,0,0,0,0,16.3,13.33,48.91,16.3,0,0,0,0,0,0,0,0,46.07,0,29,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,7.46,0,10.47,0,115.38,20.75,17.76,86.75,29,0

83,20:30-20:45,0,0,0,0,0,0,16.7,16,50.09,16.7,0,0,0,0,0,0,0,0,45.32,0,29,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,7.46,0,10.47,0,115.38,20.75,17.76,86.75,29,0

84,20:45-21:00,0,0,0,0,0,0,17.06,15.67,51.2,17.06,0,0,0,0,0,0,0,0,45.95,0,29,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,7.46,0,10.47,0,115.38,20.75,17.76,86.75,29,0

85,21:00-21:15,0,0,0,0,0,0,15.85,15.33,47.56,15.85,0,0,0,0,0,0,0,0,46.1,0,9,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.26,6.06,0,10.47,0,115.38,20.75,17.76,86.75,29,0

86,21:15-21:30,0,0,0,0,0,0,16.33,15,48.99,16.33,0,0,0,0,0,0,0,0,45.88,0,9,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.26,6.06,0,10.47,0,115.38,20.75,17.76,86.75,29,0

87,21:30-21:45,0,0,0,0,0,0,13.33,14.67,40.01,13.33,0,0,0,0,0,0,0,0,45.58,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.26,6.06,0,10.47,0,115.38,20.75,17.76,86.75,29,0

88,21:45-22:00,0,0,0,0,0,0,13.5,14.67,40.5,13.5,0,0,0,0,0,0,0,0,45.86,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.26,6.06,0,10.47,0,115.38,20.75,17.76,86.75,29,0

89,22:00-22:15,0,0,0,0,0,0,13.67,14.67,40.99,13.67,0,0,0,0,0,0,0,0,45.76,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.26,6.06,0,10.47,0,115.38,20.75,17.58,86.75,29,0

90,22:15-22:30,0,0,0,0,0,0,13.67,14.67,40.99,13.67,0,0,0,0,0,0,0,0,45.35,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.26,6.06,0,10.47,0,115.38,20.75,17.58,86.75,29,0

91,22:30-22:45,0,0,0,0,0,0,11.26,11.67,33.8,11.26,0,0,0,0,0,0,0,0,45.39,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,29.27,6.06,0,10.47,0,115.38,20.75,17.58,86.75,29,0

92,22:45-23:00,0,0,0,0,0,0,11.96,12,35.89,11.96,0,0,0,0,0,0,0,0,45.3,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,29.27,6.06,0,10.47,0,115.38,20.75,17.58,86.75,29,0

93,23:00-23:15,0,0,0,0,0,0,12.4,12.33,37.17,12.4,0,0,0,0,0,0,0,0,42.02,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,0,10.47,0,115.38,20.75,17.3,86.75,29,0

94,23:15-23:30,0,0,0,0,0,0,12.86,12.67,38.58,12.86,0,0,0,0,0,0,0,0,42.02,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,0,10.47,0,115.38,20.75,17.3,86.75,29,0

95,23:30-23:45,0,0,0,0,0,0,13.33,12.67,40,13.33,0,0,0,0,0,0,0,0,42.02,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,0,10.47,0,115.38,20.75,17.3,86.75,29,0

96,23:45-24:00,0,0,0,0,0,0,13.68,12.67,41.03,13.68,0,0,0,0,0,0,0,0,42.02,0,29,100.2,0,6.33,3.24,-0,270.51,0,8.51,10.73,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,0,10.47,0,115.38,20.75,17.3,86.75,29,0

