Block,Time Block,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,TALA,SEWA2,SINGRAULI,TEHRI,UNCHAHAR2,TANDA2,UNCHAHAR1,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,DADRI_RF,KOTESHWR,NLCEXP,KKNPPU2,KUDGI,NLCIIST1,KOLDAM,NJPC,MAPS,NLCIIST2,NAPP,PARBATI2,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,RAMPUR,SALAL,RIHAND3,RAPPC,NLCTS2EXP,NNTPP,RIHAND2,NTPL,PARBATI3,SASAN,RIHAND1,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,DADRT2,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,KHSTPP-II,KKNP,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,0.98,0.49,0,0,0,12.17,130.94,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,75.68,0,0,25,14.5,0,0,21.26,0,3.01,38.7,119.13,66.83,0,0,96.62,0,16.29,401.81,65.13,11.27,6.29,15.71,19.31,0,46.77,7.83,240.07,28.01,0,0,10.74,0,96.82,0,57.44,0,0,0,0,0

56,13:45-14:00,0,0,0.98,0.49,0,0,0,18.24,130.94,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,75.68,0,0,25,14.5,0,0,21.26,0,3.01,38.7,104.65,66.83,0,0,96.62,0,16.29,401.81,65.13,11.27,6.29,15.71,19.31,0,46.77,7.83,240.07,28.01,0,0,10.74,0,96.82,0,57.44,0,0,0,0,0

57,14:00-14:15,0,0,0.98,6.05,0,0,0,18.24,130.94,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,106.83,0,0,25,14.5,0,0,21.26,0,4.25,64.5,109.47,66.83,0,0,96.62,0,4.14,401.81,65.13,11.27,12.59,15.71,19.31,0,46.77,7.57,240.07,29.19,0,0,10.74,0,95.27,0,57.44,0,0,0,0,0

58,14:15-14:30,0,0,0.98,6.05,0,0,0,18.24,111.78,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,14.5,0,0,21.26,0,5.23,64.5,119.13,66.83,0,0,96.62,0,4.14,401.81,65.13,11.27,12.59,15.71,19.31,0,46.77,7.57,240.07,29.19,0,0,10.74,0,95.27,0,57.44,0,0,0,0,0

59,14:30-14:45,0,0,0.98,2.96,0,0,0,18.24,130.94,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.23,66.83,0,0,115.76,0,0,401.81,65.13,11.27,12.59,15.71,19.31,0,46.77,7.57,240.07,29.19,0,0,10.74,0,95.27,0,57.44,0,0,0,0,0

60,14:45-15:00,0,0,0.98,2.96,0,0,0,18.24,130.94,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,65.13,11.27,12.59,15.71,19.31,12.2,46.77,7.57,240.07,29.19,0,0,10.74,0,115.03,0,57.44,0,0,0,0,0

61,15:00-15:15,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,77.88,11.27,12.59,15.71,19.31,24.4,46.87,7.57,241.04,29.19,0,0,10.96,0,115.03,0,57.44,0,0,0,0,0

62,15:15-15:30,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,11.27,12.59,15.71,19.31,24.4,46.87,6.3,241.04,29.19,0,0,10.96,0,115.03,0,57.44,0,0,0,0,0

63,15:30-15:45,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,11.27,18.88,31.4,19.31,39.71,46.87,6.3,241.04,29.19,0,0,10.96,0,115.03,0,57.44,0,0,0,0,0

64,15:45-16:00,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.8,3.01,13.11,36.78,0,16.36,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,11.27,18.88,31.4,19.31,40.69,46.87,6.3,241.04,29.19,0,0,10.96,0,115.03,0,57.44,0,0,0,0,0

65,16:00-16:15,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.29,3.01,14.17,36.78,0,17.87,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,11.27,18.88,31.4,19.31,40.69,46.87,6.3,241.04,29.19,0,0,13.4,0,115.03,0,57.44,0,0,0,0,0

66,16:15-16:30,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.29,3.01,14.17,36.78,0,17.87,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,11.27,18.88,31.4,19.31,40.69,46.87,6.3,241.04,29.19,0,0,13.4,0,115.03,0,57.44,0,0,0,0,0

67,16:30-16:45,0,0,0.98,2.96,0,0,0,18.24,145.12,0,28.29,3.9,14.17,36.78,0,17.87,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,0,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,11.27,18.88,31.4,19.31,40.69,46.87,6.3,241.04,37.88,0,0,17.3,0,143.15,0,57.44,0,0,0,0,0

68,16:45-17:00,0,0,0.98,2.96,0,0,0,18.24,145.12,10.46,28.29,4.37,14.17,36.78,0,17.87,0,0,0,0,47.96,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,1.86,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,22.52,18.88,31.4,19.31,40.69,46.87,6.3,241.04,37.88,0,0,17.3,0,143.15,0,57.44,0,0,0,0,0

69,17:00-17:15,0,0,0.98,2.96,0,0,0,18.24,145.12,10.46,33.95,4.37,16.99,36.78,0,21.38,0,0,0,0,49.03,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,4.09,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,22.52,18.88,31.4,19.31,40.69,46.87,6.3,263.24,43.95,0,10.57,20.08,0,143.15,0,57.44,0,0,0,0,0

70,17:15-17:30,0,0,0.98,2.96,0,0,0,18.24,145.12,10.46,33.95,4.37,16.99,36.78,0,21.38,0,0,0,0,49.03,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,6.92,133.53,0,0,25,10.89,0,0,21.26,0,5.23,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,22.52,18.88,31.4,19.31,40.69,46.87,6.3,263.24,43.95,0,10.57,20.08,0,143.15,0,57.44,0,0,0,0,0

71,17:30-17:45,0,0,0.98,4.2,0,0,0,18.24,145.12,20.91,33.59,4,16.99,36.78,0,21.38,0,0,0,0,49.03,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,6.94,140.55,0,0,25,7.26,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,0,401.81,78.55,22.52,12.59,31.4,19.31,40.69,46.87,6.3,263.24,43.95,0,10.57,20.08,0,143.15,0,57.44,0,0,0,0,0

72,17:45-18:00,0,0,0.98,4.2,0,0,0,18.24,145.12,20.91,33.59,4,16.99,36.78,0,21.38,0,0,0,0,49.03,0,0,0,0,0,0.8,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,7.26,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,4.14,401.81,78.55,22.52,12.59,31.4,19.31,40.69,46.87,6.3,263.24,43.95,0,10.57,20.08,0,143.15,0,57.44,0,0,0,0,0

73,18:00-18:15,0,0,0.98,4.2,0,0,0,18.24,145.12,31.37,29.84,3.97,15.8,38.77,0,20.18,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,29.02,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,7.4,401.81,78.55,22.52,12.59,31.4,19.31,40.69,47.84,6.3,266.42,35.26,0,21.12,16.55,0,115.03,0,57.44,0,0,0,0,0

74,18:15-18:30,0,0,0.98,4.2,0,0,0,18.24,145.12,31.37,29.84,3.97,15.8,38.77,0,20.18,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,36.27,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,13.33,401.81,78.55,22.52,18.88,31.4,19.31,40.69,47.84,6.3,266.42,35.26,0,21.12,16.18,0,115.03,0,57.44,0,0,0,0,0

75,18:30-18:45,0,0,0.98,4.2,0,0,0,18.24,145.12,31.37,28.3,3.97,13.62,38.77,0,17.43,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,20.13,0,0,0,0,9.26,140.55,0,0,25,36.27,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,32.59,404.08,78.55,33.79,18.88,47.12,19.31,40.69,47.84,6.3,266.42,35.26,0,42.26,16.18,0,115.03,0,57.44,0,0,0,0,0

76,18:45-19:00,0,0,0.98,4.2,0,0,0,18.24,145.12,31.37,28.3,3.97,13.62,38.77,0,17.43,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,47.84,8.38,266.42,35.26,0,42.26,16.18,0,115.03,0,58.14,0,0,0,0,0

77,19:00-19:15,0,0,0.98,4.2,0,0,0,18.24,145.12,31.37,33.48,5.33,16.77,38.77,0,21.11,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,18.53,41.56,67.24,8.38,169.8,43.95,0,42.26,19.51,0,143.15,0,58.14,0,0,0,0,0

78,19:15-19:30,0,0,0.98,4.2,0,0,0,18.24,145.12,31.37,33.48,5.33,16.77,38.77,0,21.11,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,87.88,8.38,263.48,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

79,19:30-19:45,0,0,0.98,2.96,0,0,0,6.08,145.12,31.37,33.96,5.33,16.99,38.77,0,21.29,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,97.45,8.38,317.54,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

80,19:45-20:00,0,0,0.98,2.96,0,0,0,6.08,145.12,31.37,33.96,5.33,16.99,38.77,0,21.29,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,97.45,8.38,375.45,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

81,20:00-20:15,0,0,0.98,0.49,0,0,0,6.08,145.12,31.37,42.48,5.33,21.18,38.77,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,167.43,8.38,435.96,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

82,20:15-20:30,0,0,0.98,0.49,0,0,0,6.08,145.12,31.37,42.48,5.33,21.18,38.77,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,213.28,8.38,435.96,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

83,20:30-20:45,0,0,0,1.24,0,0,0,6.08,145.12,31.37,42.48,5.33,21.18,38.77,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,30.19,0,0,0,0,9.26,140.55,0,0,25,29.02,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,51.84,404.24,78.55,33.81,12.59,47.12,19.31,40.69,247.07,6.3,435.96,43.95,0,31.69,19.71,0,143.15,0,57.44,0,0,0,0,0

84,20:45-21:00,0,0,0,1.24,0,0,0,6.08,145.12,31.37,42.48,5.33,21.18,38.77,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,30.19,0,0,0,0,9.26,140.55,0,0,25,29.02,0,0,21.26,0,5.58,80.77,126.25,66.83,0,0,120.26,0,13.33,404.24,78.55,33.81,12.59,47.12,19.31,40.69,266.37,6.3,435.96,43.95,0,31.69,19.71,0,143.15,0,57.44,0,0,0,0,0

85,21:00-21:15,0,0,0,1.24,0,0,0,3.08,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,30.19,0,0,0,0,9.26,140.55,0,0,25,29.02,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,17.77,404.24,78.55,33.81,12.59,47.12,19.31,40.69,298.23,7.07,435.96,43.95,0,31.69,19.71,0,143.15,0,57.44,0,0,0,0,0

86,21:15-21:30,0,0,0,1.24,0,0,0,3.08,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,57.76,404.24,78.55,35.56,19.75,48.64,19.31,41.56,296.3,8.38,435.96,43.95,0,31.69,19.71,0,143.15,0,58.14,0,0,0,0,0

87,21:30-21:45,0,0,0,0.99,0,0,0,3.08,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,57.76,404.24,78.55,35.56,19.75,48.64,19.31,41.56,357.11,8.38,435.96,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

88,21:45-22:00,0,0,0,0.99,0,0,0,3.08,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,57.76,404.24,78.55,35.56,19.75,48.64,19.31,41.56,374.49,8.38,435.96,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,3.08,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,420.82,8.38,435.96,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,3.08,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,33.55,0,0,0,0,9.26,140.55,0,0,25,42.79,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,76.09,404.24,78.55,35.56,19.75,48.64,19.31,41.56,458.31,8.38,435.96,43.95,0,42.26,19.71,0,143.15,0,58.14,0,0,0,0,0

91,22:30-22:45,0,0,0,0.74,0,0,0,0,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,20.13,0,0,0,0,9.26,140.55,0,0,25,29.02,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,13.33,404.24,78.55,33.81,18.88,47.12,19.31,40.69,458.31,7.07,435.96,43.95,0,42.26,19.71,0,143.15,0,57.44,0,0,0,0,0

92,22:45-23:00,0,0,0,0.74,0,0,0,0,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,21.76,0,0,21.26,0,5.58,76.63,126.25,66.83,0,0,120.26,0,8.88,404.24,78.55,33.81,18.88,47.12,19.31,40.69,458.31,7.07,435.96,43.95,0,42.26,19.71,0,143.15,0,57.44,0,0,0,0,0

93,23:00-23:15,0,0,0,0.99,0,0,0,0,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,21.76,0,0,21.26,0,5.58,64.5,126.25,66.83,0,0,120.26,0,22.22,404.24,78.55,33.81,18.88,47.12,19.31,40.69,420.82,7.07,435.96,43.95,0,21.12,19.71,0,143.15,0,57.44,0,0,0,0,0

94,23:15-23:30,0,0,0,0.99,0,0,0,0,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,21.76,0,0,21.26,0,5.58,64.5,126.25,66.83,0,0,120.26,0,22.22,404.24,78.55,33.81,18.88,47.12,19.31,40.69,324.29,7.07,435.96,43.95,0,10.57,19.71,0,143.15,0,57.44,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,21.76,0,0,21.26,0,5.58,64.5,126.25,66.83,0,0,120.26,0,22.22,404.24,78.55,33.81,18.88,47.12,19.31,40.69,276.03,7.07,435.96,43.95,0,10.57,19.71,0,143.15,0,57.44,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,145.12,31.37,42.48,5.33,21.18,36.78,0,26.63,0,0,0,0,49.03,0,0,0,0,0,0.97,0,0,0,10.07,0,0,0,0,9.26,140.55,0,0,25,21.76,0,0,21.26,0,5.58,64.5,126.25,66.83,0,0,120.26,0,22.22,404.24,78.55,33.81,18.88,47.12,19.1,40.69,247.07,7.07,435.96,43.95,0,10.57,19.71,0,143.15,0,57.44,0,0,0,0,0

