Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/1766,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/2197,NR/01102023/19072037/LT-05,GNA/WR/2024/11/01/4200,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1475,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/1899,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17
82,20:15-20:30,13.67,36,23,0,36,0,23,0,69,0,0,0,9,0,31.74,25.24,135.25,31.74,65.98,50,0,85.5,0,0,0.85,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

83,20:30-20:45,14,36.66,18.67,0,36.67,0,18.67,0,55.99,0,0,0,10,0,31.74,25.24,135.25,31.74,70.13,50,0,85.5,0,0,0.77,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

84,20:45-21:00,14.33,37.34,18.33,0,37.33,0,18.33,0,55.01,0,0,0,11.41,0,31.74,25.24,135.25,31.74,70.13,50,0,85.5,0,0,0.77,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

85,21:00-21:15,14.67,38.34,18.33,0,38.33,0,18.33,0,55.01,0,0,0,7.2,0,28.85,25.24,135.25,28.85,70.13,50,0,85.5,0,0,0.77,8.66,28.85,1.92,82.51,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

86,21:15-21:30,15,39,18,0,39,0,18,0,54,0,0,0,7.2,0,28.85,24.73,135.25,28.85,70.13,50,0,85.5,0,0,0.77,8.66,28.85,1.92,82.51,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

87,21:30-21:45,14.67,40,17.67,0,40,0,17.67,0,52.99,0,0,0,7.2,0,28.85,24.23,135.25,28.85,70.13,50,0,85.5,0,0,0.77,8.66,28.85,1.92,71.63,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

88,21:45-22:00,14.33,40.66,17.5,0,40.67,0,17.5,0,52.5,0,0,0,7.2,0,28.85,24.23,135.25,28.85,70.13,50,0,85.5,0,0,0.77,8.66,28.85,1.92,71.63,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

89,22:00-22:15,14,34.34,17.5,0,34.33,0,17.5,0,52.5,0,0,0,9.6,0,25.97,24.23,135.25,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,261.1,1.22,95.13,8.66,0,250,0,0,0,0,0,0

90,22:15-22:30,13.67,33.34,17.17,0,33.33,0,17.17,0,51.49,0,0,0,10,0,25.97,24.23,115.17,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.22,95.13,8.66,0,250,0,0,0,0,0,0

91,22:30-22:45,16.33,26.66,17,0,26.67,0,17,0,51,0,0,0,10.2,0,25.97,24.23,94.98,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.22,95.13,8.66,0,250,0,0,0,0,0,0

92,22:45-23:00,15.67,26,16.5,0,26,0,16.5,0,49.5,0,0,0,10.6,0,25.97,24.23,74.78,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.22,95.13,8.66,0,250,0,0,0,0,0,0

93,23:00-23:15,15,35,16,0,35,0,16,0,48,0,0,0,11.61,0,25.97,24.23,74.78,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.14,95.13,8.66,0,250,0,0,0,0,0,0

94,23:15-23:30,14.33,34,15.83,0,34,0,15.83,0,47.51,0,0,0,12.01,0,25.97,24.23,74.78,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.14,95.13,8.66,0,250,0,0,0,0,0,0

95,23:30-23:45,14,33.34,15.67,0,33.33,0,15.67,0,46.99,0,0,0,13.01,0,25.97,24.23,74.78,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.14,95.13,8.66,0,250,0,0,0,0,0,0

96,23:45-24:00,13.67,32.66,15.33,0,32.67,0,15.33,0,46.01,0,0,0,14.01,0,25.97,24.23,74.78,25.97,70.13,50,0,100.19,31.71,0,0.77,8.66,25.97,1.84,71.63,1.66,0,150,230.38,1.14,95.13,8.66,0,250,0,0,0,0,0,0

