Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1899,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/23/2645,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1766,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/7739,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04)
80,19:45-20:00,0,0,0,6,0,0,0,0,0,0,7.5,16,7.5,0,0,22.5,9.67,16,0,0,28.86,13.47,13.47,135.3,192.4,0,38.48,28.86,100.22,1.66,0,1.65,130.59,0,0,86.77,1.03,66,0,150,50,0,150,0,0,26.24

81,20:00-20:15,0,0,0,6,0,0,0,0,0,0,8,16.66,8,0,0,24,8.33,16.67,0,0,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,0,0.69,86.77,1.03,66,0,250,50,0,150,0,0,25.73

82,20:15-20:30,0,0,0,6,0,0,0,0,0,0,8.5,17.66,8.5,0,0,25.5,8.33,17.67,0,0,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,0,0.69,86.77,1.03,66,0,250,50,0,150,0,0,25.73

83,20:30-20:45,0,0,0,6,0,0,0,0,0,0,10.83,18.34,10.83,0,0,32.51,8.33,18.33,0,0,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,0,0.69,86.77,1.03,66,0,250,50,0,150,0,0,25.73

84,20:45-21:00,0,0,0,6,0,0,0,0,0,0,11.33,19,11.33,0,0,34.01,9.67,19,0,0,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,0,0.69,86.77,1.03,66,0,250,50,0,150,0,0,25.73

85,21:00-21:15,0,0,0,6,0,0,0,0,0,0,11.83,30,11.83,0,0,35.51,11.67,30,0,0,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.65,130.59,0,0.69,86.77,0.99,70.15,0,250,50,0,150,0,0,25.73

86,21:15-21:30,0,0,0,6,0,0,0,0,0,0,12.17,31.34,12.17,0,0,36.49,12.33,31.33,0,0,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.65,130.59,0,0.69,86.77,0.99,70.15,0,250,50,0,150,0,0,25.73

87,21:30-21:45,0,0,0,6,0,0,0,0,0,0,15.33,34.34,15.33,0,0,46.01,13,34.33,0,0,22.3,13.47,13.47,135.3,192.4,0,26.23,22.3,100.22,1.62,0,1.65,130.59,0,0.69,86.77,0.99,70.15,0,250,50,0,150,0,0,25.73

88,21:45-22:00,0,0,0,6,0,0,0,0,0,0,15.67,38.34,15.67,0,0,46.99,13.33,38.33,0,0,22.3,13.47,13.47,135.3,192.4,0,26.23,22.3,100.22,1.62,0,1.65,130.59,0,0,86.77,0.99,70.15,0,250,50,0,150,0,0,25.73

89,22:00-22:15,0,0,0,6,0,0,0,0,0,0,18.5,50,18.5,0,0,55.5,15.33,50,0,0,22.3,13.47,13.47,135.3,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,130.59,0,0,72.71,0.99,70.15,47.56,250,50,0,150,0,0,24.72

90,22:15-22:30,0,0,0,6,0,0,0,0,0,0,19,50.66,19,0,0,57,15.67,50.67,0,0,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,130.59,0,0.69,72.71,0.99,70.15,47.56,250,50,0,150,0,0,24.72

91,22:30-22:45,0,0,0,6,0,0,0,0,0,0,20.33,51.66,20.33,0,0,61.01,16.33,51.67,0,0,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,130.59,0,0.69,72.71,0.99,70.15,47.56,250,50,0,150,0,0,24.72

92,22:45-23:00,0,0,0,6,0,0,0,0,0,0,20.5,53.34,20.5,0,0,61.5,17.33,53.33,0,0,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,130.59,0,0.69,60.52,0.99,70.15,47.56,250,50,0,150,0,0,24.72

93,23:00-23:15,0,0,0,6,0,0,0,0,0,0,20.5,54.34,20.5,0,0,61.5,18.67,54.33,0,0,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0.69,60.52,0.99,70.15,47.56,250,50,0,150,0,0,24.72

94,23:15-23:30,0,0,0,6,0,0,0,0,0,0,20.67,55,20.67,0,0,61.99,18.67,55,0,0,22.3,8.74,8.74,115.44,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0.69,60.52,0.99,70.15,47.56,250,50,0,150,0,0,24.72

95,23:30-23:45,0,0,0,6,0,0,0,0,0,0,20.83,63.34,20.83,0,0,62.51,18.67,63.33,0,0,22.3,8.74,8.74,96.2,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0.69,60.52,0.99,70.15,47.56,250,50,0,150,0,0,24.72

96,23:45-24:00,0,0,0,6,0,0,0,0,0,0,21,63.34,21,0,0,63,18.67,63.33,0,0,22.3,8.74,8.74,74.81,192.4,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0.69,60.52,0.99,70.15,47.56,250,50,0,150,0,0,24.72

