Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/1599,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1766,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/3428,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/WR/2024/11/01/4200,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,NR/01102023/31052040/LT-31
85,21:00-21:15,0,0,53.34,0,0,0,0,15.83,0,0,0,15.83,0,53.33,0,47.51,11,0,7,0,1.92,134.88,0,8.66,130.55,0.77,0,69.24,150,1.3,31.74,0,31.74,0,250,1.66,8.66,26.24,0,35.06,50,0,31.74,0

86,21:15-21:30,0,0,52.66,0,0,0,0,16.33,0,0,0,16.33,0,52.67,0,49.01,11,0,7,0,1.92,134.88,0,8.66,130.55,0.77,0,69.24,150,1.3,31.74,0,31.74,0,250,1.66,8.66,26.24,0,35.06,50,0,31.74,0

87,21:30-21:45,0,0,63.34,0,0,0,0,23.33,0,0,0,23.33,0,63.33,0,70.01,10.67,0,7,0,1.92,134.88,0,8.66,130.55,0.77,0,69.24,150,1.3,31.74,0,31.74,0,250,1.66,8.66,26.24,0,35.06,50,0,31.74,0

88,21:45-22:00,0,0,63.34,0,0,0,0,23.17,0,0,0,23.17,0,63.33,0,69.49,10.33,0,7,0,1.92,134.88,0,8.66,130.55,0.77,0,69.24,150,1.3,31.74,0,31.74,0,250,1.66,8.66,26.24,0,35.06,50,0,31.74,0

89,22:00-22:15,0,0,60.66,0,0,0,0,21.33,0,0,0,21.33,0,60.67,0,64.01,13.33,0,7,0,1.92,115.17,0,8.66,115.19,0.77,95.13,69.24,150,1.22,25.97,31.71,25.97,0,250,1.66,8.66,26.24,0,35.06,50,0,25.97,0

90,22:15-22:30,0,0,58,0,0,0,0,19.83,0,0,0,19.83,0,58,0,59.51,13,0,7,0,1.92,94.98,0,8.66,115.19,0.77,95.13,69.24,150,1.22,25.97,31.71,25.97,0,250,1.66,8.66,26.24,0,35.06,50,0,25.97,0

91,22:30-22:45,0,0,56,0,0,0,0,18.33,0,0,0,18.33,0,56,0,55.01,12.33,0,7,0,1.92,74.78,0,8.66,115.19,0.77,95.13,69.24,150,1.22,25.97,31.71,25.97,0,250,1.66,8.66,25.24,0,35.06,50,0,25.97,0

92,22:45-23:00,0,0,55.66,0,0,0,0,17.83,0,0,0,17.83,0,55.67,0,53.51,12,0,7,0,1.92,74.78,0,8.66,115.19,0.77,95.13,69.24,150,1.22,25.97,31.71,25.97,0,250,1.66,8.66,25.24,0,35.06,50,0,25.97,0

93,23:00-23:15,0,0,55,0,0,0,0,15,0,0,0,15,0,55,0,45,11.33,0,7,0,1.92,74.78,0,8.66,115.19,0.77,95.13,69.24,150,1.14,25.97,31.71,25.97,0,250,1.66,8.66,25.24,0,35.06,50,0,25.97,0

94,23:15-23:30,0,0,54,0,0,0,0,14.17,0,0,0,14.17,0,54,0,42.49,10.67,0,7,0,1.92,74.78,0,8.66,115.19,0.77,95.13,69.24,150,1.14,25.97,31.71,25.97,0,250,1.66,8.66,25.24,0,35.06,50,0,25.97,0

95,23:30-23:45,0,0,55,0,0,0,0,13.83,0,0,0,13.83,0,55,0,41.51,10.33,0,7,0,1.92,74.78,0,8.66,115.19,0.77,95.13,69.24,150,1.14,25.97,31.71,25.97,0,250,1.66,8.66,25.24,0,35.06,50,0,25.97,0

96,23:45-24:00,0,0,56.66,0,0,0,0,13.33,0,0,0,13.33,0,56.67,0,40.01,10,0,7,0,1.92,74.78,0,8.66,115.19,0.77,95.13,69.24,150,1.14,25.97,31.71,25.97,0,250,1.66,8.66,25.24,0,35.06,50,0,25.97,0

