Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31052040/LT-31,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30092024/LT_MEJA_DELHI,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01082024/31082024/SKS-Raigarh,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/jitpl
77,19:00-19:15,40.34,81,81,37.5,0,0,0.04,48.28,7.03,21.25,5.94,273.05,53.11,3.87,0,37.5,0,1,0,0.77,42.01,0,2,112.5,0,1,0,0,0.04,171.85,24.14,0,8.78,0.04,57.65,26.9071,96.57,15.49,0,96.57,26.9071,0,70.37,0,30.79,17.422

78,19:15-19:30,40.66,81,81,37.5,0,0,0.01,48.28,7.03,21.25,5.94,273.05,53.11,0.78,0,37.5,0,0,0,0.16,42.01,0,1,112.5,0,0,0,0,0.01,171.85,24.14,0,8.78,0.01,57.65,26.9071,96.57,15.49,0,96.57,26.9071,0,70.37,0,30.79,17.422

79,19:30-19:45,39.66,81,81,37.5,0,0,0,48.28,7.03,21.25,5.94,273.05,53.11,0.23,0,37.5,0,0,0,0.05,42.01,0,0,112.5,0,0,0,0,0,171.85,24.14,0,8.78,0,57.65,26.9071,96.57,15.49,0,96.57,26.9071,0,70.37,0,30.79,17.422

80,19:45-20:00,39,81,81,37.5,0,0,0,48.28,7.03,21.25,5.94,273.05,53.11,0.04,0,37.5,0,0,0,0.01,42.01,0,0,112.5,0,0,0,0,0,220.13,24.14,0,8.78,0,76.57,26.9071,96.57,15.49,0,96.57,26.9071,0,70.37,0,30.79,17.422

81,20:00-20:15,41.66,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.76,273.05,53.11,0,0,37.5,0,0,0,0,42.02,0,0,112.5,0,0,0,0,0,228.47,24.14,0,8.78,0,76.57,26.8708,96.57,15.49,0,96.57,26.8708,0,70.37,0,30.79,17.422

82,20:15-20:30,41,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.76,273.05,82.08,0,0,37.5,0,0,0,0,41.22,0,0,112.5,0,0,0,0,0,228.47,24.14,0,8.78,0,76.57,26.8708,96.57,15.49,0,96.57,26.8708,0,70.37,0,30.79,17.422

83,20:30-20:45,40.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.76,273.05,100.61,0,0,37.5,0,0,0,0,41.22,0,0,112.5,0,0,0,0,0,228.47,24.14,0,8.78,0,76.57,26.8708,96.57,15.49,0,96.57,26.8708,0,70.37,0,30.79,17.422

84,20:45-21:00,40,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.76,273.05,100.61,0,0,37.5,0,0,0,0,41.42,0,0,112.5,0,0,0,0,0,228.47,24.14,0,8.78,0,76.57,26.8708,96.57,15.49,0,96.57,26.8708,0,70.37,0,30.79,17.422

85,21:00-21:15,39.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.57,273.05,100.61,0,0,37.5,0,0,0,0,41.42,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,87.11,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,30.79,17.422

86,21:15-21:30,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.57,273.05,100.61,0,0,37.5,0,0,0,0,41.42,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,87.11,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,30.28,17.422

87,21:30-21:45,37.66,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.57,273.05,100.61,0,0,37.5,0,0,0,0,41.82,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,29.77,17.422

88,21:45-22:00,37,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.57,273.05,100.61,0,0,37.5,0,0,0,0,42.42,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,29.27,17.422

89,22:00-22:15,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.44,273.05,100.61,0,0,37.5,0,0,0,0,42.42,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,29.27,17.422

90,22:15-22:30,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.44,273.05,100.61,0,0,37.5,0,0,0,0,42.82,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,28.76,17.422

91,22:30-22:45,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.44,273.05,100.61,0,0,37.5,0,0,0,0,39.62,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,29.27,17.422

92,22:45-23:00,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.44,273.05,100.61,0,0,37.5,0,0,0,0,39.42,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,29.27,17.422

93,23:00-23:15,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.29,273.05,100.61,0,0,37.5,0,0,0,0,39.22,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,28.77,17.422

94,23:15-23:30,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.29,273.05,100.61,0,0,37.5,0,0,0,0,39.42,0,0,112.5,0,0,0,0,0,262.19,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,28.77,17.422

95,23:30-23:45,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.29,273.05,100.61,0,0,37.5,0,0,0,0,38.42,0,0,112.5,0,0,0,0,0,226.34,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,28.77,17.422

96,23:45-24:00,38.34,83.33,83.33,37.5,0,0,0,48.28,7.03,21.25,5.29,273.05,100.61,0,0,37.5,0,0,0,0,38.02,0,0,112.5,0,0,0,0,0,226.34,24.14,0,8.78,0,76.57,26.8708,96.57,15.31,0,96.57,26.8708,0,70.37,0,29.27,17.422

