Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/6490,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/04/01/4420,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/1831,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/9334,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/4565,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/6216,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,GNA/SR/2025/04/01/2597,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05
71,17:30-17:45,100.27,9.62,272.15,3.73,50,83,7.83,3.37,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,3.37,257.86,3.37,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,37,37,1.67,14.5,35,15,9,57.82,11.56,20,32.39,16,8,17.04,21.66,21.42,7,14.5,8.6,43.5

72,17:45-18:00,100.27,9.62,272.15,3.73,50,115.09,7.83,2.36,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,2.36,257.86,2.36,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,35.67,35.67,1.67,14,18,7,7,32.78,6.56,13,23.42,10,5,10.6,11.93,12.24,1,14,8.8,42

73,18:00-18:15,100.27,9.62,272.15,3.92,50,115.09,7.92,1.51,1.92,5.12,10.35,30.79,2.89,2.89,0,48.12,0,1.51,257.86,1.51,7.68,2.89,43.31,9.62,9.62,9.26,30.5,0,0,33,33,1.67,12.5,7,3,5,16.56,3.31,8,16.24,5,2,5.52,0,0,0,12.5,10.2,37.5

74,18:15-18:30,100.27,9.62,272.15,3.92,50,115.09,7.92,0.84,1.92,5.12,10.35,30.79,2.89,2.89,0,48.12,0,0.84,257.86,0.84,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32.67,32.67,1.67,11.5,4,1,3,0.82,0.17,5,10.3,2,1,1.6,0,0,0,11.5,10.4,34.5

75,18:30-18:45,100.27,9.62,272.15,3.92,50,115.09,7.92,0.06,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0.06,257.86,0.06,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32.33,32.33,1.67,11,1,0,3,0.82,0.17,2,5.72,1,0,0,0,0,0,11,10,33

76,18:45-19:00,100.27,9.62,272.15,3.92,50,115.09,7.92,0.01,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0.01,257.86,0.01,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32,32,1.67,10.5,0,0,1,0.82,0.17,1,2.79,0,0,0,0,0,0,10.5,9.6,31.5

77,19:00-19:15,100.27,9.62,272.15,3.92,50,115.09,8.2,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32.33,32.33,1.67,10.5,0,0,0,0.82,0.17,0,0,0,0,0,0,0,0,10.5,9.4,31.5

78,19:15-19:30,100.27,9.62,272.15,3.92,50,115.09,8.2,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32.67,32.67,1.67,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,9.2,31.99

79,19:30-19:45,100.27,9.62,272.15,3.92,50,115.09,8.2,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32.33,32.33,1.67,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,10.83,9,32.51

80,19:45-20:00,100.27,9.62,272.15,3.92,50,115.09,8.2,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32.67,32.67,1.67,11.17,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,8.8,33.49

81,20:00-20:15,100.27,9.62,272.15,3.92,50,115.09,8.47,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,32,32,1.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,8.6,40.01

82,20:15-20:30,100.27,9.62,272.15,3.92,50,115.09,8.47,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,31.33,31.33,1.67,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,14.17,8.4,42.49

83,20:30-20:45,100.27,9.62,272.15,3.92,50,115.09,8.47,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,27.67,27.67,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,8.4,34.99

84,20:45-21:00,100.27,9.62,272.15,3.92,50,115.09,8.47,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,27.67,27.67,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,8.2,34.99

85,21:00-21:15,100.27,9.62,272.15,3.92,50,115.09,9.39,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,27.67,27.67,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,8,34.99

86,21:15-21:30,100.27,9.62,272.15,3.92,50,115.09,9.39,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,28.33,28.33,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,7.6,34.99

87,21:30-21:45,100.27,9.62,272.15,3.92,50,115.09,9.39,0,1.92,5.12,10.35,30.79,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,40,40,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,7.2,34.99

88,21:45-22:00,100.27,9.62,272.15,3.92,50,115.09,9.39,0,1.92,5.12,10.35,31.28,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,38.33,38.33,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,7,34.99

89,22:00-22:15,100.27,9.62,272.15,3.73,50,115.09,9.67,0,1.92,5.12,10.35,31.28,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,26.67,26.67,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,7,34.99

90,22:15-22:30,100.27,9.62,272.15,3.73,50,115.09,9.67,0,1.92,5.12,10.35,31.28,2.89,2.89,0,48.12,0,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,26,26,0.33,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,7,34.99

91,22:30-22:45,100.27,9.62,272.15,3.73,50,115.09,9.67,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,4.6,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,20,20,0.33,11.17,0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,7,33.49

92,22:45-23:00,100.27,9.62,272.15,3.73,50,115.09,9.67,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,4.6,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,20,20,0.33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,30

93,23:00-23:15,100.27,9.62,272.15,3.73,50,115.09,9.86,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,4.6,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,20.33,20.33,0.33,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67,7,28.99

94,23:15-23:30,100.27,9.62,272.15,3.73,50,115.09,9.86,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,4.6,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,20,20,0.33,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17,7,27.49

95,23:30-23:45,100.27,9.62,272.15,3.73,50,115.09,9.86,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,4.6,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,19.67,19.67,0.33,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17,7,27.49

96,23:45-24:00,100.27,9.62,272.15,3.73,50,115.09,9.86,0,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,4.6,0,257.86,0,7.68,2.89,43.31,9.62,9.62,30.5,30.5,0,0,19.33,19.33,0.33,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17,7,27.49

