Block,Time,CHAMERA1,KGSU3AND4,NTPL,ANTA_CRF,JHAJJAR,KHSTPP-I,KISHANGANGA,NLCIIST2,SALAL,SINGRAULI,TALA,TelanganaSTPP,ANTA_GF,DADRT2,KUDGI,RAPPC,UNCHAHAR4,AURY_CRF,DHAULIGNGA,NAPP,NNTPP,RIHAND2,RSTPSU1TO6,TANAKPUR,DADRI_GF,DADRI_RF,BRBCL,KKNPPU2,MAPS,NJPC,RAPPB,RSTPSU7,SIMHST2,TALST2,TANDA2,TEHRI,UNCHAHAR1,URI2,ANTA_LF,FSTPP I & II,NLCIIST1,NLCTS2EXP,SIMHST1,SINGRAULI_HYDRO,DADRI_LF,CHAMERA2,DULHASTI,KHSTPP-II,KKNP,KOTESHWR,NLCEXP,PARBATI3,RAMPUR,RIHAND3,SASAN,SEWA2,ANTA_RF,AURY_RF,DADRI_CRF,BSIUL,CHAMERA3,KGSU1AND2,KOLDAM,RIHAND1,UNCHAHAR2,UNCHAHAR3,URI,VALLURNTECL,AURY_GF,AURY_LF
65,16:00-16:15,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,15.56,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

66,16:15-16:30,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,31.12,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

67,16:30-16:45,0,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,18.94,0,0,0,0,0,44.79,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

68,16:45-17:00,0,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,37.88,0,0,0,0,0,44.79,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

69,17:00-17:15,0,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,70.17,0,0,0,0,0,44.79,10.27,4.31,0,20.15,0,0,0,0,23.57,3.33,16.48,148.3,0,8.88,0,0,0,124.32,410.62,0,43.26,53.76,0,1.1,0,0,0,92,42.39,26.39,0.66,0,0,0

70,17:15-17:30,12.04,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,18.27,43.37,0,118.75,0,0.9,0,69.05,20,0,0,93.56,0,0,0,0,0,44.79,10.27,4.31,0,20.15,0,0,0,0,23.57,13.07,16.48,148.3,0,8.88,0,0,0,124.32,410.62,0,43.57,53.76,0,6.52,9.67,0,0,92,42.39,26.39,0.66,0,0,0

71,17:30-17:45,27.14,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,0.9,0,69.05,20,0,0,93.56,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,19.72,0,0,0,124.32,410.62,7.9,44.41,53.76,0,13.04,19.38,0,0,92,42.39,26.39,0.66,0,0,0

72,17:45-18:00,27.14,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,0.9,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,19.72,0,0,0,124.32,410.62,7.9,44.41,53.76,0,13.04,19.38,0,0,92,42.39,26.39,0.66,0,0,0

73,18:00-18:15,27.14,0,0,0,624.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,0.9,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,98.87,0,19.72,0,0,0,124.32,410.62,7.9,44.63,53.76,0,13.04,19.38,0,0,92,42.39,26.39,0.66,0,0,0

74,18:15-18:30,27.14,0,0,0,624.3,33.69,0,0,9.29,120,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,0.9,0,69.05,20,0,0,93.56,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,98.87,0,19.72,0,0,0,124.32,410.62,7.9,44.83,53.76,0,13.04,19.38,0,0,92,42.39,26.39,0.66,0,0,0

75,18:30-18:45,12.04,0,0,0,624.3,33.69,0,0,41.83,120,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,0.9,0,69.05,20,0,0,93.56,0,0,0,0,0,62.24,8.56,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,98.87,0,19.72,0,0,0,124.32,410.62,7.9,44.83,53.76,0,13.04,19.38,0,0,92,42.39,26.39,0.66,0,0,0

76,18:45-19:00,0,0,0,0,654.3,33.69,0,0,41.83,120,0,0,0,683.14,0,53.3,0,0,18.27,43.37,0,118.75,0,0.9,0,69.05,20,0,0,70.17,0,0,0,0,0,62.24,8.56,4.31,0,20.15,0,0,0,0,23.57,13.17,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.83,53.76,0,6.52,9.67,0,0,92,42.39,26.39,3.31,0,0,0

77,19:00-19:15,0,0,0,0,654.3,33.69,0,0,41.83,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,46.79,0,0,0,0,0,46.68,8.56,4.31,0,20.15,0,0,0,0,23.57,13.17,16.48,98.87,0,8.88,0,3.82,0,124.32,410.62,0,45.05,53.76,0,1.1,9.67,0,0,92,42.39,26.39,3.31,0,0,0

78,19:15-19:30,0,0,0,0,654.3,33.69,0,0,41.83,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,21.68,0,0,0,0,0,45.42,8.56,10.76,0,20.15,0,0,0,0,23.57,13.17,16.48,98.87,0,8.88,0,16.55,0,124.32,410.62,0,45.05,53.76,0,0,9.67,0,0,92,42.39,26.39,3.31,0,0,0

79,19:30-19:45,0,0,0,0,654.3,33.69,0,0,41.83,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,18.94,0,0,0,0,0,31.12,10.27,10.76,0,19.04,0,0,0,0,23.57,13.17,16.48,98.87,0,8.88,0,16.55,0,124.32,410.62,0,44.41,53.76,0,0,9.67,0,0,92,42.39,26.39,26.49,0,0,0

80,19:45-20:00,0,0,0,0,654.3,33.69,0,0,41.83,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,31.12,10.27,10.76,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,16.55,0,124.32,410.62,0,44.41,53.76,0,0,9.67,0,0,92,42.39,26.39,26.49,0,0,0

81,20:00-20:15,0,0,0,0,654.3,33.69,0,0,9.29,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,15.56,10.27,10.76,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,16.55,0,124.32,410.62,0,44.41,53.76,0,0,9.67,0,0,92,42.39,26.39,26.49,0,0,0

82,20:15-20:30,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,15.56,10.27,10.76,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,16.55,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,26.49,0,0,0

83,20:30-20:45,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,10.76,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,16.55,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,26.49,0,0,0

84,20:45-21:00,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,3.56,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,6.63,0,0,0

85,21:00-21:15,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,6.63,0,0,0

86,21:15-21:30,0,0,0,0,654.3,33.69,0,0,1.4,120,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,15.45,0,0,0

87,21:30-21:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.25,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,15.45,0,0,0

88,21:45-22:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.25,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,15.45,0,0,0

89,22:00-22:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.25,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.63,53.76,0,0,0,0,0,92,42.39,26.39,3.31,0,0,0

90,22:15-22:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.25,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.83,53.76,0,0,0,0,0,92,42.39,26.39,3.31,0,0,0

91,22:30-22:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.25,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.83,53.76,0,0,0,0,0,92,42.39,26.39,3.31,0,0,0

92,22:45-23:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.25,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,19.04,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.83,53.76,0,0,0,0,0,92,42.39,26.39,3.31,0,0,0

93,23:00-23:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,44.83,53.76,0,0,0,0,0,92,42.39,26.39,2.76,0,0,0

94,23:15-23:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,2.76,0,0,0

95,23:30-23:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

96,23:45-24:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,98.87,0,8.88,0,0,0,124.32,410.62,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

