Column1,Time,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/2197,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,NR/01102023/19072037/LT-05,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1766,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1899,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/7739,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19
82,20:15-20:30,0,25.9,25.9,1.37,0,1.08,72.91,130.22,26.75,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.2,14.21,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8.67,6.67,13.33,0

83,20:30-20:45,0,25.9,25.9,1.37,0,1.08,72.91,130.22,26.75,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.2,18.01,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8.67,6.67,13.33,0

84,20:45-21:00,0,25.9,25.9,1.37,0,1.08,72.91,130.22,26.75,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.2,16.61,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8.33,6.67,13.33,0

85,21:00-21:15,0,25.9,25.9,1.37,0,1.01,72.91,130.22,26.75,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.11,15.61,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8.33,6.67,13.33,0

86,21:15-21:30,0,25.9,25.9,1.37,0,1.01,72.91,130.22,26.24,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.11,14.41,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

87,21:30-21:45,0,25.9,25.9,1.37,0,1.01,72.91,130.22,26.24,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.11,18.41,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

88,21:45-22:00,0,25.9,25.9,1.37,0,1.01,72.91,130.22,26.24,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,0,1.66,0,2.11,16.81,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

89,22:00-22:15,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,15.41,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

90,22:15-22:30,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,14.81,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

91,22:30-22:45,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,14.21,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

92,22:45-23:00,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,13.21,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,13.34,8,6.67,13.33,0

93,23:00-23:15,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,13.01,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,15.66,7.67,6.67,15.67,0

94,23:15-23:30,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,12.61,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,16.34,7.67,6.67,16.33,0

95,23:30-23:45,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,8,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,16,7.67,6.67,16,0

96,23:45-24:00,0,25.9,25.9,1.3,0,0.93,72.91,130.22,25.74,0,89.55,250,50,0,150,25.9,0,8.63,8.63,132.77,0,31.71,1.66,95.13,2.11,8,0,0,0,0,0,0,0,0,6.67,19.99,0,0,0,15.66,7.67,6.67,15.67,0

