Column1,Time,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/05/01/2069,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9154,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/2474,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/7902,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/6160,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8964,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9252,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/4138,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/7791
66,16:15-16:30,33,0,59,35.83,40,33,33,20,135.74,107.51,62.59,15.61,36,29,27.15,35.83,81.67,81.66,38.33,0,9.4,0,0,10.6,9.4,3.88,4.2,122.82,29,163.76,17.51,7.26,0,0,28.9,5.78,149.8,0,26.24,129.08,14.45,46.24,11.06,1.06,100.36,163.76,13.49,4.15,0,26.73,70.25,4.13,0

67,16:30-16:45,33,0,49,35.83,27,33,33,13,119.8,107.51,55.79,17.01,21,24,23.96,35.83,81.67,81.66,38.67,0,8.91,0,0,10.6,8.91,3.88,4.2,122.82,29,163.76,17.51,6.89,0,0,28.9,5.78,192.66,0,27.25,129.08,14.45,46.24,11.06,1.06,81.88,163.76,13.49,4.15,0,26.73,70.25,3.91,0

68,16:45-17:00,33,0,43,35.83,20,33,33,10,103.84,107.51,48.78,16.81,18,21,20.77,35.83,81.67,81.66,39,0,8.44,0,0,10.6,8.44,3.88,4.2,122.82,29,163.76,17.51,6.52,0,0,28.9,5.78,231.19,0,27.25,129.08,14.45,46.24,11.06,1.06,52.98,163.76,13.49,4.15,0,26.73,70.25,3.91,0

69,17:00-17:15,33,0,36,35.83,15,33,28,7,87.88,107.51,41.64,18.01,15,16,17.58,35.83,85,85,41.67,0,7.48,0,0,10.6,7.48,3.88,4.2,122.82,29,163.76,17.51,5.79,0,0,28.9,5.78,272.37,0,28.26,129.08,14.45,46.24,11.34,1.06,52.98,163.76,13.49,4.15,0,26.73,70.25,3.91,0

70,17:15-17:30,28.45,0,30,35.83,15,26.41,10,7,75.48,107.51,34.68,17.61,9,12,15.1,35.83,85,85,41,0,6.6,0,0,10.6,6.6,3.88,4.2,122.82,29,163.76,17.51,5.1,0,0,28.9,1.93,272.37,0,28.26,129.08,14.45,46.24,11.34,1.06,52.98,163.76,13.49,4.15,0,26.73,70.25,3.91,0

71,17:30-17:45,19.08,0,22,35.83,12,18.52,5,6,61.79,107.51,28.21,17.41,5,9,12.36,35.83,85,85,40.67,0,5.23,0,0,10.6,5.23,3.88,4.2,122.82,29,163.76,17.51,4.05,0,0,28.9,1.93,272.37,0,28.26,129.08,14.45,46.24,11.34,1.06,52.98,163.76,13.49,4.15,0,26.73,70.25,3.91,0

72,17:45-18:00,11.3,0,13,35.83,7,11.29,1,3,46.59,107.51,21.91,16.01,3,7,9.32,35.83,85,85,40.33,0,3.9,0,0,10.6,3.9,3.88,4.2,122.82,29,163.76,17.51,3.01,0,0,28.9,1.93,272.37,0,28.26,129.08,14.45,46.24,11.34,1.06,52.98,163.76,13.49,4.15,0,26.73,70.25,3.91,0

73,18:00-18:15,0,0,8,35.67,5,0,0,3,24.28,106.99,16.02,14.41,2,5,4.86,35.67,85,85,40,0,2.65,5.78,67.43,10.6,2.65,3.73,4.39,122.82,29.5,163.76,17.51,2.05,5.78,14.45,28.9,5.74,272.37,28.9,27.25,153.34,14.45,58.44,11.52,3.97,81.88,0,13.49,4.53,0,26.66,70.25,2.41,19.27

74,18:15-18:30,0,0,5,35.5,3,0,0,1,0.97,106.5,10.59,12.61,0,3,0.19,35.5,85,85,39.33,0,1.38,5.78,67.43,10.6,1.38,3.73,4.39,122.82,29.5,163.76,17.51,1.06,5.78,14.45,28.9,5.58,272.37,28.9,27.25,153.34,14.45,58.44,11.52,3.97,100.36,0,13.49,4.53,0,26.66,70.25,2.41,19.27

75,18:30-18:45,0,0,2,35.33,0,0,0,0,0.97,106.01,6.36,11.61,0,1,0.19,35.33,85,85,38.67,0,0,5.78,67.43,10.6,0,3.73,4.39,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,27.25,153.34,14.45,58.44,11.52,1.07,100.36,0,13.49,4.53,0,26.66,70.25,2.41,19.27

76,18:45-19:00,0,0,1,35,0,0,0,0,0.97,105,3.22,9.6,0,1,0.19,35,84,84,38.33,0,0,5.78,67.43,10.6,0,3.73,4.39,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,28.26,153.34,14.45,58.44,11.52,1.07,100.36,0,13.49,4.53,0,26.66,70.25,2.41,19.27

77,19:00-19:15,0,0,0,34.67,0,0,0,0,0.97,103.99,0.65,17.81,0,0,0.19,34.67,83.33,83.34,37.67,0,0,5.78,67.43,10.6,0,3.73,4.39,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,29.27,181.39,14.45,68.95,11.7,1.06,100.36,0,13.49,4.76,0,26.66,70.25,2.41,19.27

78,19:15-19:30,0,0,0,34.17,0,0,0,0,0,102.49,0.22,17.21,0,0,0,34.17,83.33,83.34,37.33,0,0,5.78,67.43,10.6,0,3.73,4.39,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,29.27,181.39,14.45,68.95,11.7,1.06,100.36,0,13.49,4.76,0,26.66,115.19,2.41,19.27

79,19:30-19:45,0,0,0,33.33,0,0,0,0,0,100.01,0,15.61,0,0,0,33.33,83.33,83.34,37,0,0,5.78,67.43,10.6,0,3.73,4.39,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,29.27,181.39,14.45,68.95,11.7,1.06,100.36,0,13.49,4.37,0,26.66,115.19,2.41,19.27

80,19:45-20:00,0,0,0,32.5,0,0,0,0,0,97.5,0,13.81,0,0,0,32.5,83.33,83.34,36.67,0,0,5.78,67.43,10.6,0,3.73,4.39,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,29.27,181.39,14.45,68.95,11.7,1.06,100.36,0,13.49,4.37,0,26.66,115.19,2.41,19.27

81,20:00-20:15,0,0,0,30.83,0,0,0,0,0,92.51,0,11.81,0,0,0,30.83,83.33,83.34,40,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,29.77,181.39,14.45,68.95,11.98,3.97,100.36,0,13.49,4.31,0,26.66,115.19,4.29,19.27

82,20:15-20:30,0,0,0,29.67,0,0,0,0,0,88.99,0,9.8,0,0,0,29.67,81.67,81.66,38.67,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,1.93,272.37,28.9,29.27,181.39,14.45,68.95,11.98,3.97,100.36,0,13.49,4.31,0,26.66,115.19,4.29,19.27

83,20:30-20:45,0,0,0,29.17,0,0,0,0,0,87.49,0,8.4,0,0,0,29.17,80,80,37.33,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.27,181.39,14.45,68.95,11.98,3.85,100.36,0,13.49,4.31,0,26.66,115.19,4.12,19.27

84,20:45-21:00,0,0,0,28.67,0,0,0,0,0,85.99,0,8,0,0,0,28.67,76.67,76.66,36.67,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.27,181.39,14.45,68.95,11.98,3.85,100.36,0,13.49,4.31,0,26.66,115.19,4.12,19.27

85,21:00-21:15,0,0,0,27.5,0,0,0,0,0,82.5,0,7.6,0,0,0,27.5,75,75,36,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.27,210.29,14.45,68.95,12.26,3.85,100.36,0,13.49,4.23,0,26.66,115.19,2.41,19.27

86,21:15-21:30,0,0,0,26.67,0,0,0,0,0,79.99,0,7.2,0,0,0,26.67,71.67,71.66,35,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.27,225.41,14.45,68.95,12.26,3.85,100.36,0,13.49,4.23,0,26.66,115.19,2.41,19.27

87,21:30-21:45,0,0,0,26.67,0,0,0,0,0,79.99,0,7.2,0,0,0,26.67,68.33,68.34,33.67,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.27,225.41,14.45,86.89,12.26,3.85,100.36,0,13.49,4.23,0,29.5,115.19,5.78,19.27

88,21:45-22:00,0,0,0,26.67,0,0,0,0,0,79.99,0,7.2,0,0,0,26.67,68.33,68.34,32.33,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.27,225.41,14.45,86.89,12.26,3.85,100.36,0,13.49,4.23,0,29.5,115.19,5.78,19.27

89,22:00-22:15,0,0,0,26.67,0,0,0,0,0,79.99,0,7.2,0,0,0,26.67,80,80,31.33,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,86.89,12.54,3.85,100.36,0,13.49,4.23,0,29.5,115.19,5.78,19.27

90,22:15-22:30,0,0,0,26.67,0,0,0,0,0,79.99,0,7.2,0,0,0,26.67,80,80,30,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,86.89,12.54,3.85,100.36,0,13.49,4.23,0,29.5,115.19,5.78,19.27

91,22:30-22:45,0,0,0,35,0,0,0,0,0,105,0,7.2,0,0,0,35,80,80,36.67,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,86.89,12.54,3.85,100.36,0,13.49,4.23,0,29.5,115.19,5.78,19.27

92,22:45-23:00,0,0,0,35,0,0,0,0,0,105,0,7.2,0,0,0,35,80,80,36.67,0,0,5.78,67.43,10.6,0,3.73,4.2,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,29.78,225.41,14.45,86.89,12.54,3.85,100.36,0,13.49,4.23,0,29.5,115.19,5.78,19.27

93,23:00-23:15,0,0,0,35,0,0,0,0,0,105,0,7.2,0,0,0,35,81.67,81.66,36.67,0,0,5.78,67.43,10.6,0,3.73,4.02,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,86.89,12.73,3.85,100.36,0,13.49,4.31,0,29.5,115.19,5.78,19.27

94,23:15-23:30,0,0,0,35,0,0,0,0,0,105,0,7.2,0,0,0,35,81.67,81.66,36.67,0,0,5.78,67.43,10.6,0,3.73,4.02,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,86.89,12.73,3.85,100.36,0,13.49,4.31,0,29.5,115.19,5.78,19.27

95,23:30-23:45,0,0,0,35,0,0,0,0,0,105,0,7.2,0,0,0,35,81.67,81.66,36.67,0,0,5.78,67.43,10.6,0,3.73,4.02,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,86.89,12.73,3.85,100.36,0,13.49,4.31,0,29.5,115.19,5.78,19.27

96,23:45-24:00,0,0,0,35,0,0,0,0,0,105,0,7.2,0,0,0,35,81.67,81.66,36.67,0,0,5.78,67.43,10.6,0,3.73,4.02,122.82,29.5,163.76,17.51,0,5.78,14.45,28.9,5.78,272.37,28.9,30.28,225.41,14.45,68.95,12.73,3.85,100.36,0,13.49,4.31,0,29.5,115.19,2.41,19.27

