Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3514,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3925,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/6528,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8058,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/6775
72,17:45-18:00,29.66,13,10.67,29.67,0,1,1,1.92,10.67,0.15,0.65,0,0,4.02,31.99,1.38,18.81,0,9.6,3,0.11,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,0,20.12,19.16,1.47,0.1,0,47.9,86.41,27.44,43.11,14.37,1.52,26.82,32,0,1.22,0,0.11,25.74,27.44

73,18:00-18:15,27.34,13.33,11.17,27.33,0,0,0,0.22,11.17,0,0,0,0,1.9,33.49,0,18.81,0,1.07,2,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,31,50,1.14,0,0,25.74,24.18

74,18:15-18:30,30,13,11.5,30,0,0,0,0,11.5,0,0,0,0,0.08,34.5,0,18.81,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,31,50,1.14,0,0,25.74,24.18

75,18:30-18:45,34,12.67,10.67,34,0,0,0,0,10.67,0,0,0,0,0,31.99,0,19.01,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,31,50,1.14,0,0,25.74,24.18

76,18:45-19:00,39.34,12.33,11,39.33,0,0,0,0,11,0,0,0,0,0,33,0,19.61,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,31,50,1.14,0,0,25.74,24.18

77,19:00-19:15,44.66,12.67,11.67,44.67,0,0,0,0,11.67,0,0,0,0,0,34.99,0,20.81,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.37,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.74,24.18

78,19:15-19:30,50.66,13.67,12.5,50.67,0,0,0,0,12.5,0,0,0,0,0,37.5,0,21.41,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.37,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.74,24.18

79,19:30-19:45,56.66,14.33,13.17,56.67,0,0,0,0,13.17,0,0,0,0,0,39.49,0,29.01,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.37,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.74,24.18

80,19:45-20:00,63.34,15,14,63.33,0,0,0,0,14,0,0,0,0,0,42,0,28.21,0,0,0,0,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.37,0,30,47.9,86.41,24.18,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.74,24.18

81,20:00-20:15,68.34,13.67,16,68.33,0,0,0,0,16,0,0,0,0,0,48,0,27.61,0,0,0,0,65.74,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,27.53,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,27.53

82,20:15-20:30,71,13.67,17.67,71,0,0,0,0,17.67,0,0,0,0,0,52.99,0,27.21,0,0,0,0,65.74,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,27.53,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,27.53

83,20:30-20:45,66,14.67,19.17,66,0,0,0,0,19.17,0,0,0,0,0,57.49,0,26.01,0,0,0,0,65.74,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,33.3,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,33.3

84,20:45-21:00,67,16,20.67,67,0,0,0,0,20.67,0,0,0,0,0,61.99,0,24.41,0,0,0,0,65.74,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,33.3,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,33.3

85,21:00-21:15,63.66,17.67,21.33,63.67,0,0,0,0,21.33,0,0,0,0,0,64.01,0,23.01,0,0,0,0,65.74,28.74,47.9,47.9,130.05,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,86.41,34.49,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,34.49

86,21:15-21:30,61.34,19,21.83,61.33,0,0,0,0,21.83,0,0,0,0,0,65.51,0,21.61,0,0,0,0,65.74,28.74,47.9,47.9,100.04,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,72.41,34.49,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,34.49

87,21:30-21:45,67,20.33,25,67,0,0,0,0,25,0,0,0,0,0,75,0,23.41,0,0,0,0,69.87,28.74,47.9,47.9,100.04,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,72.41,34.49,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,34.49

88,21:45-22:00,65.34,21.33,25.33,65.33,0,0,0,0,25.33,0,0,0,0,0,76.01,0,22.61,0,0,0,0,69.87,28.74,47.9,47.9,100.04,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,72.41,34.49,43.11,14.37,1.48,26.82,32,50,1.06,0,0,25.23,34.49

89,22:00-22:15,65.66,22,25.83,65.67,0,0,0,0,25.83,0,0,0,0,0,77.51,0,29.81,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,99.8,50,20.12,19.16,1.47,0,30,47.9,59.23,34.49,34.49,8.62,1.48,26.82,32,0,1.06,0,0,25.23,34.49

90,22:15-22:30,65.66,22.33,26,65.67,0,0,0,0,26,0,0,0,0,0,78,0,29.01,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.47,0,30,47.9,59.23,34.49,34.49,8.62,1.48,26.82,32,0,1.06,0,0,25.23,34.49

91,22:30-22:45,66,22.33,26,66,0,0,0,0,26,0,0,0,0,0,78,0,27.01,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.47,0,30,47.9,59.23,34.49,34.49,8.62,1.48,26.82,32,0,1.06,0,0,25.23,34.49

92,22:45-23:00,66.66,22.33,26,66.67,0,0,0,0,26,0,0,0,0,0,78,0,24.41,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.47,0,30,47.9,59.23,34.49,34.49,8.62,1.48,26.82,32,0,1.06,0,0,25.23,34.49

93,23:00-23:15,66,22.33,25.83,66,0,0,0,0,25.83,0,0,0,0,0,77.51,0,33.41,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.37,0,30,47.9,59.23,28.74,28.74,8.62,1.48,26.82,32,0,1.03,0,0,25.23,28.74

94,23:15-23:30,65.34,22.33,25.67,65.33,0,0,0,0,25.67,0,0,0,0,0,76.99,0,33.01,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.37,0,30,47.9,59.23,28.74,28.74,8.62,1.48,26.82,32,0,1.03,0,0,25.23,28.74

95,23:30-23:45,63.34,22,25.33,63.33,0,0,0,0,25.33,0,0,0,0,0,76.01,0,32.21,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.37,0,30,47.9,59.23,28.74,28.74,8.62,1.48,26.82,32,0,1.03,0,0,25.23,28.74

96,23:45-24:00,61,21.67,25.17,61,0,0,0,0,25.17,0,0,0,0,0,75.49,0,31.61,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,207.89,52.69,50,20.12,19.16,1.37,0,30,47.9,59.23,28.74,28.74,8.62,1.48,26.82,32,0,1.03,0,0,25.23,28.74

