Block,Time Block,CHAMERA3,BRBCL,BSIUL,CHAMERA1,CHAMERA2,DULHASTI,DHAULIGNGA,DADRT2,FSTPP I & II,JHAJJAR,KUDGI,MAPS,KGSU3AND4,KGSU1AND2,KISHANGANGA,KKNP,KHSTPP-I,KHSTPP-II,KOLDAM,KOTESHWR,KKNPPU2,NNTPP,NLCTS2EXP,NLCIIST2,PARBATI2,PARBATI3,NTPL,RAMPUR,RIHAND1,RAPPC,RAPPB,RSTPSU1TO6,RSTPSU7,RIHAND3,RIHAND2,SIMHST1,SIMHST2,SALAL,SASAN,SEWA2,SINGRAULI,SINGRAULI_HYDRO,NLCEXP,NLCIIST1,NAPP,NJPC,TANAKPUR,TANDA2,TALA,TALST2,TEHRI,TelanganaSTPP,UNCHAHAR3,URI,UNCHAHAR4,UNCHAHAR1,UNCHAHAR2,URI2,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_GF,AURY_CRF,ANTA_CRF,ANTA_GF,DADRI_CRF,DADRI_LF,DADRI_GF,AURY_LF,AURY_RF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,0,19.24,6.27,0,0,0,0,331.31,11.33,356.45,0,0,0,0,8.13,0,24.55,87.58,0,10.01,0,0,0,0,0,0,0,0,89.53,67.6,0,0,0,125.77,106.29,0,0,12.85,402.81,0,99.51,0.68,0,0,50.67,0,0,3.93,0,0,0,0,16.97,33.98,0.82,12.92,28.39,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,19.24,6.27,0,0,0,0,331.31,11.33,356.45,0,0,0,0,8.13,0,24.55,78.46,0,10.01,0,0,0,0,0,0,0,0,89.53,67.6,0,0,0,125.77,106.29,0,0,12.85,402.81,0,99.51,0.68,0,0,50.67,0,0,3.93,0,0,0,0,16.97,33.98,0.82,12.92,28.39,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,19.24,6.27,0,0,19.06,0,331.31,11.33,356.45,0,0,0,0,8.13,0,24.55,94.58,0,10.01,0,0,0,0,0,0,0,0,89.72,67.6,0,0,0,125.77,106.29,0,0,12.85,402.81,0,99.51,0.68,0,0,50.67,0,0,3.93,0,0,0,0,16.97,33.98,0.82,12.92,28.39,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,19.24,6.27,0,0,19.06,0,331.31,11.33,356.45,0,0,0,0,8.13,0,24.55,94.76,0,10.01,0,0,0,0,0,0,0,0,89.72,67.6,0,0,0,125.77,106.29,0,0,12.85,402.81,10.73,99.51,0.68,0,0,50.67,0,0,3.93,0,0,0,0,16.97,33.98,0.82,12.92,28.39,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,19.24,6.27,0,0,19.06,0,331.31,11.33,356.45,0,0,0,0,8.13,0,24.55,114.46,0,10.01,0,0,0,0,7.2,0,0,0,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,10.87,107.77,0.68,0,0,50.67,0,0,3.93,0,0,0,0,16.97,33.98,0.82,12.92,28.39,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,19.24,6.27,0,0,19.06,0,331.31,11.33,356.45,0,0,0,0,8.13,0,24.55,114.46,0,10.01,0,0,0,0,21.61,0,0,0,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,11.34,107.77,0.68,0,0,50.67,0,0,3.93,0,0,0,0,16.97,33.98,0.82,12.92,28.39,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,19.24,6.27,13.18,0,19.06,0,331.31,11.22,356.45,0,0,0,0,8.13,0,34.13,132.18,0,10.01,0,0,0,0,21.61,4.13,0,0,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,0,0,3.91,0,0,0,0,14.64,33.98,0.82,11.85,23.79,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,19.24,6.27,27.06,0,19.06,0,331.31,13.25,356.45,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,21.61,18.42,0,0.97,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,24.75,0,4.72,0,0,12.79,0,14.64,33.98,0.82,11.85,23.79,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,19.24,6.27,40.54,0,19.06,0,331.31,15.01,357.41,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,21.61,18.42,0,0.97,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,24.75,0,5.26,0,0,12.79,0,17.78,33.98,1.36,13.89,26.96,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,19.24,6.27,40.54,0,19.06,0,331.31,15.01,357.41,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,21.61,18.42,0,0.97,85.59,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,24.75,0,5.26,0,0,25.59,0,17.78,33.98,1.75,13.89,26.96,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,19.24,12.54,40.54,0,19.06,0,331.31,15.01,369.38,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,21.61,18.42,0,1.91,89.44,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,48.42,0,5.26,0,0,25.59,0,23.09,33.98,1.75,18.05,37.61,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,19.24,12.54,40.54,0,19.06,0,331.31,15.01,388.72,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,21.61,18.42,0,1.91,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,48.42,0,5.26,0,0,38.38,0,26.62,33.98,1.75,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,19.24,6.27,40.54,3.95,19.06,0,331.31,15.01,397.39,0,0,0,0,8.13,0,44.08,142.65,1.85,10.01,0,0,0,0,21.61,18.42,0,1.91,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,48.42,0,5.26,0,0,38.38,0,26.62,33.45,1.75,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,19.24,6.27,40.54,15.63,19.06,0,331.31,15.01,483.96,0,0,0,0,8.13,0,44.08,142.65,3.7,10.01,0,0,0,0,21.61,18.42,0,1.91,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,48.42,0,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,11.21,19.24,6.27,40.54,15.63,19.06,0,331.31,15.01,570.53,0,0,0,0,8.13,0,44.08,142.65,5.54,10.01,0,0,0,0,21.61,18.42,0,3.14,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,79.4,1.97,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,13.26,19.24,6.27,40.54,31.25,38.11,20.98,330.96,15.01,568.43,0,0,0,0,8.13,0,44.08,142.65,7.4,10.01,0,0,0,0,21.61,22.11,0,4.19,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,18.16,107.77,0.68,0,0,50.67,106.32,1.97,5.26,0,0,38.38,0,26.62,38.24,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,15.01,570.49,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.97,5.26,0,0,38.38,0,26.62,38.24,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,33.65,19.24,18.81,40.54,46.88,57.17,42.05,330.95,15.01,570.49,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,119.79,0,0,12.85,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.97,5.26,0,0,38.38,0,26.62,38.24,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,33.65,19.24,18.81,40.54,46.88,57.17,42.05,330.95,15.01,570.49,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,38.24,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,33.65,19.24,18.81,40.54,46.88,57.17,42.05,330.95,15.01,570.49,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,618.59,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,87.51,67.6,0,0,0,125.77,102.58,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,618.59,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,87.51,67.6,0,0,0,125.77,102.58,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,618.7,0,0,0,0,8.13,0,44.08,142.65,5.54,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,117.97,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,5.54,11.13,0,0,0,0,28.84,38.32,0,4.45,93.48,67.6,0,0,0,125.77,102.58,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,112.98,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,11.21,19.24,3.17,40.54,35.59,49.4,21.03,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,5.54,10.01,0,0,0,0,7.2,26.53,0,4.45,93.48,67.6,0,0,0,125.77,102.58,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,112.98,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,11.21,19.24,3.17,40.54,35.59,49.4,21.03,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,5.54,10.01,0,0,0,0,7.2,22.11,0,4.45,87.51,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,112.98,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.16,19.24,3.17,40.54,35.59,49.4,21.03,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,5.54,10.01,0,0,0,0,7.2,22.11,0,4.45,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,112.98,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.16,19.24,3.17,40.54,35.59,49.4,21.03,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,5.54,10.01,0,0,0,0,7.2,26.53,0,4.45,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,112.98,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,4.45,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,112.98,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,33.65,19.24,18.81,40.54,46.88,57.17,31.54,330.95,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,5.17,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,132.89,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,33.65,19.24,18.81,40.54,46.88,57.17,21.03,330.96,13.37,644.96,0,0,0,0,8.13,0,44.08,142.65,7.4,11.13,0,0,0,0,28.84,38.32,0,4.19,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,19.31,107.77,0.68,0,0,50.67,106.32,1.11,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,22.41,19.24,6.27,40.54,46.88,38.11,10.51,330.96,14.04,644.96,0,0,0,0,8.13,0,44.08,142.65,5.54,10.01,0,0,0,0,7.2,32.43,0,3.08,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,78.12,0,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,11.21,19.24,6.27,40.54,46.88,19.06,10.51,330.96,14.04,644.96,0,0,0,0,8.13,0,44.08,142.65,3.7,10.01,0,0,0,0,7.2,32.43,0,1.97,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,50.03,0,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,11.21,19.24,6.27,40.54,46.88,19.06,10.51,330.96,14.04,644.96,0,0,0,0,8.13,0,44.08,142.65,1.85,10.01,0,0,0,0,7.2,19.16,0,1.05,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,26.58,0,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,11.21,19.24,6.27,40.54,46.88,19.06,0,330.96,14.04,644.96,0,0,0,0,8.13,0,44.08,142.65,1.85,10.01,0,0,0,0,7.2,19.16,0,0,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,0,0,5.26,0,0,38.38,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,11.21,19.24,6.27,26.98,31.25,19.06,0,330.96,14.04,644.96,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,7.2,19.16,0,0,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,0,0,5.26,0,0,25.59,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,11.21,19.24,6.27,13.46,31.25,19.06,0,330.96,14.04,644.96,0,0,0,0,8.13,0,44.08,142.65,0,10.01,0,0,0,0,7.2,19.16,0,0,93.48,67.6,0,0,0,125.77,119.79,0,0,2.24,402.81,18.16,107.77,0.68,0,0,50.67,0,0,5.26,0,0,25.59,0,26.62,33.45,1.81,20.81,43.26,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

