Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/4802,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/6566,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7119,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/9821,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/3451,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/7908,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17
78,19:15-19:30,30,14,31.5,44.02,0,10.5,30,0,10.5,0,66.42,96.85,0.02,24.21,90.41,0.02,12.47,48.42,2.42,24.8,0,0.02,26.33,273.84,0,96.85,0,77.48,48.42,6.7,0,21.79,0,0,0,1,14.6,262.95,30.28,26.91,0,0,0,0,0

79,19:30-19:45,29.33,13.34,31,44.02,0,10.34,29.33,0,10.33,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.33,273.84,0,96.85,0,77.48,48.42,6.7,0,21.79,0,0,0,0,14.6,262.95,29.27,26.91,0,0,0,0,0

80,19:45-20:00,28.33,12.34,30.5,44.02,0,10.16,28.33,0,10.17,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.33,273.84,0,96.85,0,77.48,48.42,6.7,0,21.79,0,0,0,0,14.6,262.95,29.27,26.91,0,0,0,0,0

81,20:00-20:15,27.33,11.66,27.5,44.02,0,9.16,27.33,0,9.17,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.52,0,21.79,0,0,0,0,14.6,262.95,28.76,26.91,0,0,0,0,0

82,20:15-20:30,27,11,26,44.02,0,8.66,27,0,8.67,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.52,0,21.79,0,0,0,0,14.6,262.95,29.27,26.91,0,0,0,0,0

83,20:30-20:45,27,13.66,31.5,44.02,0,10.5,27,0,10.5,0,115.76,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.52,0,21.79,0,0,0,0,14.6,262.95,29.27,25.46,0,0,0,0,0

84,20:45-21:00,25.67,13.34,30.5,44.02,0,10.16,25.67,0,10.17,0,115.76,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.52,0,21.79,0,0,0,0,14.6,262.95,28.76,25.46,0,0,0,0,0

85,21:00-21:15,32.67,11.34,30,44.02,0,10,32.67,0,10,0,115.76,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.33,0,21.79,0,0,0,0,14.33,262.95,28.25,25.46,0,0,0,0,0

86,21:15-21:30,31.67,11,30,44.02,0,10,31.67,0,10,0,115.76,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.33,0,21.79,0,0,0,0,14.33,262.95,27.75,25.46,0,0,0,0,0

87,21:30-21:45,30.67,10.66,30,44.02,0,10,30.67,0,10,0,115.76,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.33,0,21.79,0,0,0,0,14.33,262.95,26.24,25.46,0,0,0,0,0

88,21:45-22:00,29.67,10.66,30,44.02,0,10,29.67,0,10,0,115.76,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.33,0,21.79,0,0,0,0,14.33,262.95,25.73,25.46,0,0,0,0,0

89,22:00-22:15,28.67,10.66,30,36.21,0,10,28.67,0,10,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.15,0,21.79,0,0,0,0,14.33,262.95,26.75,26.91,0,0,0,0,0

90,22:15-22:30,28,11,30,34.61,0,10,28,0,10,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.15,0,21.79,0,0,0,0,14.33,262.95,26.75,26.91,0,0,0,0,0

91,22:30-22:45,27,11,30,34.21,0,10,27,0,10,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.15,0,21.79,0,0,0,0,14.33,262.95,27.76,26.91,0,0,0,0,0

92,22:45-23:00,26,11.34,30,33.61,0,10,26,0,10,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.15,0,21.79,0,0,0,0,14.33,262.95,27.76,26.91,0,0,0,0,0

93,23:00-23:15,25,11.34,30,33.01,0,10,25,0,10,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.15,0,21.79,0,0,0,0,14.33,262.95,27.76,26.91,0,0,0,0,0

94,23:15-23:30,24,11.34,30,32.41,0,10,24,0,10,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,77.48,48.42,6.15,0,21.79,0,0,0,0,14.33,262.95,27.25,26.91,0,0,0,0,0

95,23:30-23:45,23,11.66,30.5,32.01,0,10.16,23,0,10.17,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,72.64,48.42,6.15,0,21.79,0,0,0,0,14.33,227.19,27.25,26.91,0,0,0,0,0

96,23:45-24:00,22.33,12,31,32.01,0,10.34,22.33,0,10.33,0,70.59,96.85,0,24.21,90.41,0,12.47,48.42,2.42,24.8,0,0,26.91,273.84,0,96.85,0,72.64,48.42,6.15,0,21.79,0,0,0,0,14.33,227.19,27.25,26.91,0,0,0,0,0

