Block,Time Block,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,DHAULIGNGA,DADRT2,JHAJJAR,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KKNPPU2,KKNP,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NAPP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,RIHAND3,RAPPB,RIHAND2,RIHAND1,RAPPC,SASAN,RSTPSU1TO6,RSTPSU7,SEWA2,SALAL,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,TALST2,TALA,TANAKPUR,TelanganaSTPP,TEHRI,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,URI2,URI,ANTA_GF,ANTA_CRF,AURY_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,ANTA_LF,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,19.31,1.81,0,0,181.38,233.17,13.72,31.82,0,0,105.37,25.49,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,114.66,86.54,50.23,261.47,0,0,0,12.34,0,0,0,125.84,0,0,11.51,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,19.31,1.81,0,0,181.38,233.17,13.72,31.82,0,0,124.68,28.39,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,11.51,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,19.31,1.81,0,8.8,181.38,233.17,13.72,31.82,0,0,124.68,28.39,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,6.18,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,19.31,1.81,0,8.8,181.38,233.17,13.72,31.82,0,0,124.68,28.39,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,6.18,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,19.31,1.81,0,8.8,181.38,233.17,13.72,31.82,0,0,124.68,28.39,0,0,0,0,8.56,0,0,0,40.43,40.23,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,7.42,0,14.41,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,19.31,1.81,0,8.8,181.38,233.17,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,40.23,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,7.42,0,28.84,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,19.31,1.81,0,8.8,181.38,233.17,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,40.23,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,7.42,0,28.84,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,19.31,1.81,0,8.8,181.38,233.17,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,67.75,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,7.42,0,45.08,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,19.31,10.94,11.44,8.8,181.38,233.17,16.25,47.72,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,67.75,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,7.42,0,45.08,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,9.35,19.31,10.94,26.23,17.6,181.38,233.17,16.25,47.72,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,90.33,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,12.34,0,0,0,132.71,0,0,7.42,0,60.09,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,6.3,18.69,19.31,25.43,40.7,26.53,181.38,233.17,16.25,47.72,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,111.55,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,5.09,12.34,0,0,0,132.71,0,0,7.42,0,60.09,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,18.89,28.06,19.31,38.15,40.7,36.35,181.38,233.17,16.25,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,25.81,0,0,0,132.71,0,0,7.42,0,60.09,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,18.89,28.06,19.31,38.15,40.7,36.35,200.41,273.09,16.25,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,76.64,0,0,0,132.71,0,0,7.42,0,60.09,0,13.21,12.74,25.03,0,0,4.41,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,18.89,28.06,19.31,38.15,40.7,36.35,216.9,273.09,17.58,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,76.64,0,0,0,132.71,0,0,11.5,0,60.09,0,13.21,12.74,25.03,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,18.89,28.06,19.31,38.15,40.7,36.35,216.9,273.09,17.58,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,76.64,0,0,0,132.71,0,0,11.5,0,60.09,0,15.96,12.74,30.68,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,18.89,28.06,19.31,38.15,40.7,36.35,216.9,273.09,17.58,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,2.46,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,76.64,0,0,0,132.71,0,0,7.42,0,60.09,0,13.21,12.74,25.03,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,18.89,28.06,19.31,38.15,40.7,36.35,216.9,273.09,17.58,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,6.14,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,25.81,0,0,0,132.71,0,0,7.42,0,60.09,0,13.21,12.74,25.03,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,18.89,28.06,19.31,38.15,40.7,36.35,190.75,273.09,17.58,47.72,0,0,141.74,31.59,0,0,0,0,9.52,0,0,0,40.43,135.5,0,0,0,0,0,0,31.96,120.03,0,114.66,88.83,50.23,404.32,0,0,10.18,12.34,0,0,0,132.71,0,0,7.42,0,60.09,0,13.21,12.74,25.03,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,1.06,18.69,19.31,25.43,40.7,26.53,181.38,273.09,16.25,47.72,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,112.92,0,0,0,0,0,0,31.96,120.03,0,114.66,88.83,50.23,404.32,0,0,5.09,2.25,0,0,0,132.71,0,0,7.42,0,60.09,0,13.21,12.74,25.03,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,9.35,19.31,11.59,26.23,17.6,190.75,273.09,16.25,47.72,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,90.33,0,0,0,0,0,0,31.96,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,60.09,0,13.21,12.74,25.03,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,9.35,19.31,11.59,11.44,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,90.33,0,0,0,0,0,0,31.96,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,60.09,0,17.1,17.66,35.28,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,9.35,19.31,11.59,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,67.75,0,0,0,0,0,0,31.96,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,45.08,0,17.1,17.66,35.28,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,9.35,19.31,11.59,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,67.75,0,0,0,0,0,0,31.96,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,45.08,0,17.1,17.66,35.28,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,9.35,19.31,11.59,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,67.75,0,0,0,0,0,0,4.91,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,45.08,0,17.1,17.66,35.28,0,0,4.41,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,9.35,19.31,11.59,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,45.17,0,0,0,0,0,0,2.46,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,28.84,0,17.1,17.66,35.28,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,9.35,19.31,11.59,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,45.17,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,28.84,0,17.1,17.66,35.28,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,9.35,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,28.84,0,17.1,17.66,35.28,0,0,4.41,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,9.35,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,22.49,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,28.84,0,17.1,17.66,35.28,0,0,4.41,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,9.35,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,21.03,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,15.02,0,17.1,17.66,35.28,0,0,4.41,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,9.35,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,21.03,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,15.02,0,17.1,17.66,35.28,0,0,18.18,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,0,0,17.1,17.66,35.28,0,0,18.18,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,0,0,17.1,17.66,35.28,0,0,18.18,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,0,0,17.1,17.66,35.28,0,0,18.18,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,0,0,17.1,17.66,35.28,0,0,18.18,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,19.31,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,0,0,17.1,17.66,35.28,0,0,18.18,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,18.23,2.32,0,8.8,216.9,273.09,16.25,31.82,0,0,141.74,31.59,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,2.25,0,0,0,132.71,0,0,7.42,0,0,0,17.1,17.66,35.28,0,0,4.41,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

