Column1,Time,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/2197,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/24/5256,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/12/01/1766,GNA/NR/2024/12/24/9178,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1599,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668
78,19:15-19:30,115.03,135.3,1.22,0,130.59,1.66,50,0,150,0,0.77,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.65,57.72,0,38.48,13.47,13.47,0,0,75,92.51,29.67,0,30.83,30.83,0,75,0

79,19:30-19:45,84.86,135.3,1.22,0,130.59,1.66,50,0,150,0,0,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.65,57.72,0,38.48,13.47,13.47,0,0,76.67,94.99,30.33,0,31.67,31.67,0,76.66,0

80,19:45-20:00,66,135.3,1.22,0,130.59,1.66,50,0,150,0,0,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.65,57.72,0,38.48,13.47,13.47,0,0,78.33,97.5,31.67,0,32.5,32.5,0,78.34,0

81,20:00-20:15,66,135.3,1.14,0,130.59,1.62,50,0,250,0,0.77,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.74,57.72,0,26.23,13.47,13.47,0,0,80,100.01,32.33,0,33.33,33.33,0,80,0

82,20:15-20:30,66,135.3,1.14,0,130.59,1.62,50,0,250,0,0.77,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.74,57.72,0,26.23,13.47,13.47,0,0,81.67,102.49,33.33,0,34.17,34.17,0,81.66,0

83,20:30-20:45,66,135.3,1.14,0,130.59,1.62,50,0,250,0,0.77,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.74,57.72,0,26.23,13.47,13.47,0,0,83.33,103.99,35,0,34.67,34.67,0,83.34,0

84,20:45-21:00,66,135.3,1.14,0,130.59,1.62,50,0,250,0,0.77,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.74,57.72,0,26.23,13.47,13.47,0,0,83.33,103.99,35.67,0,34.67,34.67,0,83.34,0

85,21:00-21:15,66,135.3,1.07,0,130.59,1.62,50,0,250,0,0,24.72,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.65,57.72,0,26.23,13.47,13.47,0,0,83.33,103.99,36.67,0,34.67,34.67,0,83.34,0

86,21:15-21:30,66,135.3,1.07,0,130.59,1.62,50,0,250,0,0,24.72,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.65,57.72,0,26.23,13.47,13.47,0,0,83.33,106.5,37.33,0,35.5,35.5,0,83.34,0

87,21:30-21:45,66,135.3,1.07,0,130.59,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,57.72,0,26.23,13.47,13.47,0,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

88,21:45-22:00,66,135.3,1.07,0,130.59,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,57.72,0,26.23,13.47,13.47,0,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

89,22:00-22:15,66,135.3,1.07,0,130.59,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,13.47,13.47,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

90,22:15-22:30,66,135.3,1.07,0,130.59,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

91,22:30-22:45,66,115.44,1.07,0,111.38,1.62,50,0,250,0,0,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

92,22:45-23:00,66,96.2,1.07,0,111.38,1.62,50,0,250,0,0,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

93,23:00-23:15,66,74.81,1.07,0,111.38,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

94,23:15-23:30,66,74.81,1.07,0,111.38,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

95,23:30-23:45,66,74.81,1.07,0,111.38,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

96,23:45-24:00,66,74.81,1.07,0,111.38,1.62,50,0,250,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.65,74.58,47.56,26.23,8.74,8.74,142.69,0,83.33,109.99,38.33,0,36.67,36.67,0,83.34,0

