Column1,Time,NR/01102023/22052037/LT-59,GNA/NR/2024/10/01/4083,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2024/10/06/7115,GNA/NR/2024/10/06/1802,GNA/NR/2024/10/01/8106,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9582,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07
82,20:15-20:30,4.9,0,273.25,0,0,6.46,214.54,115.54,96.64,96.64,8.78,13.41,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,16.67,22,7.66,6.8,7.34,0,16.67,0,0,26.35,4.61,0,77.31

83,20:30-20:45,5.13,0,273.25,0,0,6.46,214.54,115.54,96.64,96.64,8.78,16.76,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,16,22,7.66,6.8,7.34,0,16,0,0,26.35,4.61,0,77.31

84,20:45-21:00,5.13,0,273.25,0,0,6.46,214.54,115.54,96.64,96.64,8.78,22.35,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,15.67,22,7.34,6.8,7.34,0,15.67,0,0,26.35,4.61,0,77.31

85,21:00-21:15,5.13,0,273.25,19.43,0,6.37,214.54,115.54,96.64,96.64,8.78,28,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,15.33,22,7,6.8,7.34,0,15.33,0,0,26.35,4.46,0,77.31

86,21:15-21:30,5.13,0,273.25,19.43,0,6.37,214.54,115.54,96.64,96.64,8.78,28,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,14.67,22,7,6.8,7.34,0,14.67,0,0,26.35,4.46,0,77.31

87,21:30-21:45,5.13,0,273.25,22.22,0,6.37,214.54,115.54,96.64,96.64,8.78,30,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,14,22,7,6.8,7.34,0,14,0,0,26.35,4.46,0,77.31

88,21:45-22:00,5.13,0,273.25,22.22,0,6.37,214.54,115.54,96.64,96.64,8.78,30,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,13.33,22,7,6.8,7.34,0,13.33,0,0,26.35,4.46,0,77.31

89,22:00-22:15,4.98,54.36,273.25,17.06,0,6.27,214.54,115.54,96.64,96.64,8.78,30,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,13.33,22,7,6.8,7.34,0,13.33,0,0,26.35,4.46,0,77.31

90,22:15-22:30,4.98,54.36,273.25,17.06,0,6.27,214.54,115.54,96.64,96.64,8.78,30,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,13.33,22,7,6.8,7.34,0,13.33,0,0,26.35,4.46,0,77.31

91,22:30-22:45,4.98,54.36,273.25,24.56,0,6.27,231.08,115.54,96.64,96.64,8.78,30,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,17.33,22,7,6.8,7.34,0,17.33,0,0,26.35,4.46,0,77.31

92,22:45-23:00,4.98,54.36,273.25,24.56,0,6.27,231.08,115.54,96.64,96.64,8.78,30,0,8.78,4.27,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,17.67,22,7,6.8,7.34,0,17.67,0,0,26.35,4.46,0,77.31

93,23:00-23:15,4.82,54.36,273.25,26.15,0,6.18,231.08,115.54,96.64,96.64,8.78,30,0,8.78,4.14,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,18,22,7,6.8,7.34,0,18,0,0,26.35,4.3,0,77.31

94,23:15-23:30,4.82,54.36,273.25,26.15,0,6.18,231.08,115.54,96.64,96.64,8.78,30,0,8.78,4.14,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,18.33,22,7,6.8,7.34,0,18.33,0,0,26.35,4.3,0,77.31

95,23:30-23:45,4.82,54.36,273.25,26.15,0,6.18,231.08,115.54,96.64,96.64,8.78,30,0,8.78,4.14,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,18.33,22,7,6.8,7.34,0,18.33,0,0,26.35,4.3,0,77.31

96,23:45-24:00,4.82,54.36,273.25,26.15,0,6.18,231.08,115.54,96.64,96.64,8.78,30,0,8.78,4.14,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,18.33,22,7,6.8,7.34,0,18.33,0,0,26.35,4.3,0,77.31

