Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9719,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,L_NR_2019_19,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/7762,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/7786,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/4444,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/9257,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/2569,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/4973
66,16:15-16:30,0,140.25,50,45,57,25,25,28.05,94.59,12.19,8.66,41.02,20.75,100.55,26.7,26.7,59.54,24.01,41.67,57.14,112.5,35,20,33,33,37.5,37.5,41.67,2.62,6.69,11.89,11.9,-0,17.37,49.14,10.56,20.75,8.97,41.02,63.47,164.08,8.66,20.75,24.23,5.3,70.79,3.97,53.57,5.39,41.02

67,16:30-16:45,0,125.68,43,39,48,20,22,25.14,94.59,12.19,7.72,41.02,20.75,100.55,26.7,26.7,51.91,24.01,41.67,51,112.5,35,15,33,33,37.5,37.5,41.67,2.62,5.96,11.89,11.9,-0,17.37,49.14,10.56,20.75,8.97,41.02,63.47,164.08,7.72,20.75,24.73,5.3,70.79,4.44,53.57,5.39,41.02

68,16:45-17:00,0,110.39,35,33,42,19,17,22.08,94.59,12.19,6.41,41.02,20.75,100.55,26.7,26.7,45.1,24.01,41.67,44.6,112.5,35,12,33,33,37.5,37.5,41.67,2.62,4.96,11.89,11.9,-0,17.37,49.14,10.56,20.75,8.97,41.02,63.47,164.08,6.41,20.75,25.23,5.3,70.79,4.44,53.57,5.39,41.02

69,17:00-17:15,0,95.19,28,27,37,14,14,19.04,94.59,12.57,5.06,41.02,20.75,100.55,26.7,26.7,38.35,21.81,41.67,38.21,112.5,35,10,33,33,37.5,37.5,41.67,2.81,3.92,11.89,11.9,-0,17.37,49.14,10.56,20.75,8.97,41.02,63.47,164.08,5.06,20.75,26.24,5.3,70.79,4.44,53.57,5.77,41.02

70,17:15-17:30,0,79.37,23,21,32,10,12,15.88,94.59,12.57,3.74,41.02,20.75,100.55,26.7,26.7,31.36,23.41,41.67,31.31,112.5,35,8,33,33,37.5,37.5,41.67,2.81,2.89,11.89,11.9,-0,17.37,49.14,10.56,20.75,8.97,41.02,63.47,164.08,3.74,20.75,26.24,5.3,70.79,4.44,53.57,5.77,41.02

71,17:30-17:45,0,64.58,17,15,23,8,8,12.92,113.89,12.57,2.61,41.02,20.75,100.55,24.24,24.24,24.32,14.81,41.67,24.93,112.5,35,1,29.23,30.78,37.5,37.5,41.67,2.81,2.01,11.89,11.9,-0,17.37,69.09,10.33,20.75,8.62,41.02,115.78,164.08,2.61,20.75,24.73,5.3,89.46,4.67,53.57,5.77,41.02

72,17:45-18:00,0,50.65,9,9,13,7,4,10.13,133.2,12.57,2,41.02,20.75,100.55,24.24,24.24,17.84,15.21,41.67,19.06,112.5,35,0,19.25,20.79,37.5,37.5,41.67,2.81,1.54,11.89,11.9,-0,17.37,69.09,10.33,20.75,8.62,41.02,115.78,164.08,2,20.75,24.73,5.3,97.32,4.67,53.57,5.77,41.02

73,18:00-18:15,0,38.6,3,4,8,5,2,7.72,133.2,12.75,1.46,41.02,20.75,100.55,24.24,24.24,12.5,15.81,41.67,14.22,112.5,35,0,0,0,37.5,37.5,41.67,2.94,1.13,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,1.46,20.75,24.73,5.3,97.32,4.67,53.57,5.77,41.02

74,18:15-18:30,0,28.25,2,3,5,3,1,5.65,133.2,12.75,1.02,41.02,20.75,100.55,24.24,24.24,8.56,16.41,41.67,10.09,112.5,35,0,0,0,37.5,37.5,41.67,2.94,0.78,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,1.02,20.75,24.73,5.3,97.32,4.67,53.57,5.77,41.02

75,18:30-18:45,0,19.35,1,1,2,1,0,3.87,133.2,12.75,0,41.02,20.75,100.55,24.24,24.24,5.56,18.41,41.67,0.85,112.5,35,0,0,0,37.5,37.5,41.67,2.94,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,0,20.75,24.73,5.3,97.32,5.69,53.57,5.77,41.02

76,18:45-19:00,0,12.37,0,1,1,1,0,2.48,133.2,12.75,0,41.02,20.75,100.55,24.24,24.24,2.73,20.61,41.67,0.28,112.5,35,0,0,0,37.5,37.5,41.67,2.94,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,0,20.75,24.73,5.3,97.32,5.69,53.57,5.77,41.02

77,19:00-19:15,0,6.82,0,0,0,0,0,1.36,133.2,13.21,0,41.02,20.75,100.55,29,29,0.54,26.01,41.67,0.24,111.49,34.67,0,0,0,37.17,37.17,41.67,3.04,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,0,20.75,24.73,5.3,97.32,5.69,53.57,6.93,41.02

78,19:15-19:30,0,2.45,0,0,0,0,0,0.49,133.2,13.21,0,41.02,20.75,100.55,29,29,0,26.21,41.67,0,111,34.67,0,0,0,37,37,41.67,3.04,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,0,20.75,25.73,5.3,97.32,5.69,53.57,6.93,41.02

79,19:30-19:45,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29,29,0,27.01,41.67,0,114,34,0,0,0,38,38,41.67,3.04,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,0,20.75,25.73,5.3,97.32,5.69,53.57,6.93,41.02

80,19:45-20:00,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29,29,0,28.81,41.67,0,112.5,33.33,0,0,0,37.5,37.5,41.67,3.04,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,164.08,0,20.75,25.73,5.3,97.32,5.69,53.57,6.93,41.02

81,20:00-20:15,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,35.02,41.67,0,111.49,28.67,0,0,0,37.17,37.17,41.67,3.19,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,0,0,20.75,25.73,5.3,97.32,5.69,53.57,6.78,41.02

82,20:15-20:30,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,35.02,41.67,0,109.01,28.33,0,0,0,36.33,36.33,41.67,3.19,0,11.89,11.9,-0,28.96,69.09,10.33,20.75,15.34,41.02,115.78,0,0,20.75,25.23,5.3,97.32,5.69,53.57,6.78,41.02

83,20:30-20:45,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,35.01,41.67,0,107.51,27.67,0,0,0,35.83,35.83,41.67,3.19,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,24.73,5.3,129.29,6.23,53.57,6.78,41.02

84,20:45-21:00,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,34.81,41.67,0,105,27,0,0,0,35,35,41.67,3.19,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,24.23,5.3,129.29,6.23,53.57,6.78,41.02

85,21:00-21:15,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,34.41,41.67,0,102.49,26.67,0,0,0,34.17,34.17,41.67,3.09,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,25.24,5.3,129.29,6.23,53.57,7.69,41.02

86,21:15-21:30,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,34.21,41.67,0,100.01,26,0,0,0,33.33,33.33,41.67,3.09,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,25.24,5.3,129.29,6.23,53.57,7.69,41.02

87,21:30-21:45,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,33.61,41.67,0,97.5,26,0,0,0,32.5,32.5,41.67,4.68,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.24,5.3,129.29,5.92,53.57,7.69,41.02

88,21:45-22:00,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,32.61,41.67,0,94.99,26.33,0,0,0,31.67,31.67,41.67,4.68,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,25.24,5.3,129.29,5.92,53.57,7.69,41.02

89,22:00-22:15,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,32.21,41.67,0,92.51,24.67,0,0,0,30.83,30.83,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.24,7.08,129.29,5.92,53.57,7.31,41.02

90,22:15-22:30,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,31.61,41.67,0,87.49,24.67,0,0,0,29.17,29.17,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.24,7.08,129.29,5.92,53.57,7.31,41.02

91,22:30-22:45,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,31.21,41.67,0,82.5,24.67,0,0,0,27.5,27.5,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.24,7.08,129.29,5.92,53.57,7.31,41.02

92,22:45-23:00,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,30.81,41.67,0,79.99,24.67,0,0,0,26.67,26.67,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.24,7.08,129.29,5.92,53.57,7.31,41.02

93,23:00-23:15,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,32.61,41.67,0,79.5,24.33,0,0,0,26.5,26.5,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,27.26,7.08,129.29,6.23,53.57,7.08,41.02

94,23:15-23:30,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,31.98,41.67,0,78,23.67,0,0,0,26,26,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.75,7.08,129.29,6.23,53.57,7.08,41.02

95,23:30-23:45,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,31.46,41.67,0,77.51,23.33,0,0,0,25.83,25.83,41.67,4.21,0,11.89,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.75,7.08,129.29,6.23,53.57,7.08,41.02

96,23:45-24:00,0,0,0,0,0,0,0,0,133.2,13.21,0,41.02,20.75,100.55,29.5,29.5,0,30.69,41.67,0,76.99,22.67,0,0,0,25.67,25.67,41.67,4.21,0,12.16,11.9,-0,28.96,87.06,10.33,20.75,15.34,41.02,115.78,0,0,20.75,26.75,7.08,129.29,6.23,53.57,7.08,41.02

