Column1,Block,NR/2025/27622/A/79574,GNARE/NR/2024/12/20/3668,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/13/7863,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/4973,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9719,NR/2025/28762/C,NR/2025/28645/C,NR/2025/28763/C,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/28766/C,NR/2025/28673/C,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/5280,NR/2025/28757/C,NR/2025/28733/C,NR/2025/28765/C,NR/2025/28634/C,NR/2025/28758/C,NR/2025/28642/C,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,NR/2025/28643/C,NR/2025/28686/C,GNA/NR/2025/06/01/2868,NR/2025/28857/C,NR/2025/28714/C,NR/2025/28567/C,NR/2025/26952/A/79639,NR/2025/28716/C,NR/2025/28722/C,NR/2025/27499/A/80057,NR/2025/26785/A/79582,NR/2025/27728/A/80046,NR/2025/28692/C,NR/2025/28723/C,NR/2025/27242/A/80070,NR/2025/27725/A/80048,NR/2025/27726/A/80047,NR/2025/27462/A/79576,NR/2025/28693/C,NR/2025/28138/A/79990,NR/2025/27088/A/80078,NR/2025/26889/A/80058,NR/2025/27724/A/79664,NR/2025/27167/A/80049,NR/2025/27168/A/80056,NR/2025/28717/C,NR/2025/26085/A/79558,NR/2025/28732/C,NR/2025/28718/C,NR/2025/27281/A/80104,NR/2025/26564/A/80019,NR/2025/28141/A/80166,NR/2025/26975/A/80053,NR/2025/27162/A/80052,NR/2025/28140/A/80165,NR/2025/26563/A/80018,NR/2025/28721/C,NR/2025/27157/A/79726,NR/2025/26861/A/80028,NR/2025/28712/C,NR/2025/26561/A/80017,NR/2025/26569/A/80020,NR/2025/28603/C,NR/2025/26445/A/80083,NR/2025/26570/A/80021,NR/2025/26777/A/79650,NR/2025/28559/C,NR/2025/26860/A/80002,NR/2025/27782/A/80044,NR/2025/27727/A/80045,NR/2025/28139/A/80164,NR/2025/27356/A/80167,Total
35,08:30-08:45,5.8,51.84,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.23,0,96.63,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,0,0,28.99,0,0,37.34,0,102.36,48.32,14.64,43.92,9.66,0,0,192.64,0,10.63,24.16,24.16,0,0.97,0,0,24.88,0,0,5.8,55.99,0,0,0,0,0,0,144.94,0,0,63.58,0,193.26,0,106.29,14.64,43.92,0,116,2065.0700000000006

36,08:45-09:00,5.8,58.6,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.23,0,96.63,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,0,0,28.99,0,0,37.34,0,102.36,48.32,14.64,43.92,9.66,0,0,192.64,0,10.63,24.16,24.16,0,0.97,0,0,24.88,0,0,5.8,55.99,0,0,0,0,0,0,144.94,0,0,63.58,0,193.26,0,106.29,14.64,43.92,0,126,2081.830000000001

37,09:00-09:15,8.48,65.43,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,10.63,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,140,2147.2400000000007

38,09:15-09:30,8.7,71.28,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,151,2165.28

39,09:30-09:45,8.7,76.62,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,161,2180.6200000000003

40,09:45-10:00,8.7,81.7,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,172,2196.7000000000003

41,10:00-10:15,11.12,86.42,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,179,2210.84

42,10:15-10:30,11.4,90.68,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,186,2222.38

43,10:30-10:45,8.83,94.42,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,193,2230.55

44,10:45-11:00,8.83,97.13,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,200,2240.26

45,11:00-11:15,8.83,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,207,2250.13

46,11:15-11:30,8.83,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,207,2250.13

47,11:30-11:45,8.83,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,207,2250.13

48,11:45-12:00,8.8,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,0,63.58,0,0,24.88,0,0,0,0,207,2250.1000000000004

49,12:00-12:15,8.8,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,203,2381.3800000000006

50,12:15-12:30,8.8,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,203,2381.3800000000006

51,12:30-12:45,8.8,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,203,2381.3800000000006

52,12:45-13:00,8.82,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,203,2381.4000000000005

53,13:00-13:15,8.83,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,11.6,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,203,2381.4100000000003

54,13:15-13:30,8.84,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,203,2382.3800000000006

55,13:30-13:45,8.84,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,193,2372.3800000000006

56,13:45-14:00,8.83,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,9.06,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,0,48.32,32,0,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,0,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,0,0,0,0,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,0,189,2368.3700000000003

57,14:00-14:15,8.83,100,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.58,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,186,2953.4899999999993

58,14:15-14:30,8.83,97.8,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.58,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,182,2947.2899999999995

59,14:30-14:45,11.24,95.14,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.58,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,175,2940.0399999999995

60,14:45-15:00,11.2,92.04,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.58,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,12.56,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,168,2929.9

61,15:00-15:15,8.7,88.5,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.76,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,13.53,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,161,2918.0099999999998

62,15:15-15:30,8.7,84.04,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.76,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,13.53,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,154,2906.5499999999997

63,15:30-15:45,8.7,79.33,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.76,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,13.53,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,127,2874.8399999999997

64,15:45-16:00,8.7,74.53,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,129.12,0,12.76,0,96.63,48.32,24.16,11.91,0,0,0,106.29,0,144.94,48.32,32,144.94,193.26,29.16,0,43.92,53.15,0,43.92,28.99,0,0,0,5.8,102.36,48.32,0,0,0,55.99,38.65,0,0,13.53,24.16,24.16,192.64,0.97,0,14.64,0,0,193.26,0,0,33.82,0,39.91,0,0,14.64,15.83,0,135.28,63.58,0,0,24.88,0,0,0,28.99,117,2860.0399999999995

65,16:00-16:15,5.8,69.39,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.04,0,96.63,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,53.15,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,106,3065.68

66,16:15-16:30,5.8,63.26,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.04,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,53.15,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,96,2952.9199999999996

67,16:30-16:45,5.8,57,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.04,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,53.15,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,84,2934.6600000000003

68,16:45-17:00,5.8,50.19,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.04,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,53.15,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,74,2917.85

69,17:00-17:15,0,43.61,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.41,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,0,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,60,2838.69

70,17:15-17:30,0,36.58,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.41,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,0,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,46,2817.6600000000003

71,17:30-17:45,0,29.5,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.41,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,0,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,32,2796.5799999999995

72,17:45-18:00,0,23.1,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,0,13.41,0,0,48.32,24.16,11.91,0,0,0,0,0,0,48.32,32,0,0,29.16,0,0,0,135.28,0,28.99,0,0,37.34,0,102.36,48.32,14.64,43.92,9.66,0,38.65,192.64,0,13.53,24.16,24.16,0,0.87,0,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,21,2779.18

73,18:00-18:15,0,17.15,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,87.93,13.88,0,0,48.32,24.16,11.91,0,48.32,0,0,0,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,14,2924.810000000001

74,18:15-18:30,0,12.29,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,87.93,13.88,0,146.88,48.32,24.16,11.91,0,48.32,0,0,0,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,7,3059.8300000000004

75,18:30-18:45,0,1.01,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,87.93,13.88,0,146.88,48.32,24.16,11.91,0,48.32,0,0,0,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,5,3046.5500000000006

76,18:45-19:00,0,0,24.16,62.81,193.26,0,11.9,48.32,32,24.16,0,0,87.93,13.88,0,146.88,48.32,24.16,11.91,0,48.32,0,0,0,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,2,3042.5400000000004

77,19:00-19:15,0,0,24.16,62.81,193.26,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,1,3521.2100000000005

78,19:15-19:30,0,0,24.16,62.81,193.26,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,0,3520.2100000000005

79,19:30-19:45,0,0,24.16,62.81,193.26,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,0,3520.2100000000005

80,19:45-20:00,0,0,24.16,62.81,193.26,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.87,96.63,0,24.88,144.94,193.26,5.8,55.99,33.82,0,0,217.42,0,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,0,3520.2100000000005

81,20:00-20:15,0,0,24.16,62.81,0,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.92,96.63,0,24.88,144.94,135.28,27.06,55.99,33.82,0,0,217.42,193.26,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,0,3483.5400000000013

82,20:15-20:30,0,0,24.16,62.81,0,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.92,96.63,0,24.88,144.94,135.28,27.06,55.99,33.82,0,0,217.42,193.26,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,0,3483.5400000000013

83,20:30-20:45,0,0,24.16,62.81,0,96.63,11.9,48.32,32,24.16,32.85,0,87.93,16,96.63,146.88,48.32,24.16,11.91,170.07,48.32,33.05,0,48.32,0,48.32,32,0,0,29.16,0,0,0,0,0,14.49,8.7,0,37.34,0,162.87,48.32,14.64,43.92,9.66,0,38.65,192.64,5.8,13.53,24.16,24.16,0,0.92,96.63,0,24.88,144.94,135.28,27.06,55.99,33.82,0,0,217.42,193.26,0,144.94,0,0,63.58,144.94,193.26,0,106.29,14.64,43.92,28.99,0,3483.5400000000013

