Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/28774/A/84363,NR/2025/27356/A/84567,NR/2025/26889/A/84846,NR/2025/26785/A/84369,NR/2025/27726/A/84884,NR/2025/26085/A/84346,NR/2025/27168/A/84837,NR/2025/30428/C,NR/2025/27499/A/84845,NR/2025/29816/A/84481,NR/2025/30382/C,NR/2025/27242/A/84864,NR/2025/27176/A/84890,NR/2025/27088/A/84920,NR/2025/30384/C,NR/2025/26445/A/84924,NR/2025/26861/A/84861,NR/2025/27728/A/84883,NR/2025/27187/A/84888,NR/2025/26952/A/84451,NR/2025/27185/A/84889,NR/2025/26562/A/84819,NR/2025/28719/A/84482,NR/2025/27500/A/84368,NR/2025/27281/A/84925,NR/2025/30370/C,NR/2025/26975/A/84891,NR/2025/27157/A/84490,NR/2025/30246/C,NR/2025/30367/C,NR/2025/27100/A/84503,NR/2025/30368/C,NR/2025/27782/A/84881,NR/2025/29451/A/84566,NR/2025/26860/A/84816,NR/2025/26566/A/84821,NR/2025/27727/A/84882,NR/2025/27506/A/84367,NR/2025/30383/C,NR/2025/26572/A/84823,NR/2025/26571/A/84822,NR/2025/27725/A/84885,NR/2025/26777/A/84491,NR/2025/30319/C,NR/2025/30245/C,NR/2025/30320/C,NR/2025/26565/A/84820,NR/2025/30324/C,NR/2025/30240/C,NR/2025/30380/C,NR/2025/30224/C,NR/2025/27167/A/84836,NR/2025/30267/C,NR/2025/30381/C,NR/2025/30307/C,NR/2025/30356/C,NR/2025/30252/C,NR/2025/30368/C/Alternate/1,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/5280,Total
35,08:30-08:45,42.38,5.78,88,0,0,43.75,0.96,20.45,0,0,1.92,0,40.91,76.63,163.62,0,96.25,0,37.19,0,0,19.25,144.38,10.59,7.7,24.78,0,5.78,0,0,27.91,0,163.87,7.7,0,89.99,0,43.75,1.92,0,0,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.93,26.93,20.45,19.25,22.49,14.18,14.74,11.67,1908.1500000000005

36,08:45-09:00,47.58,5.78,98,0,0,43.75,0.96,20.45,0,0,1.92,0,40.91,76.63,163.62,0,96.25,0,37.19,0,0,19.25,144.38,10.59,7.7,24.78,0,5.78,0,0,27.91,0,163.87,7.7,0,89.99,0,43.75,1.92,0,0,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.93,26.93,20.45,19.25,22.49,14.18,14.74,11.67,1923.3500000000008

37,09:00-09:15,51.97,7.2,109,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,10.59,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.65,11.67,1961.5800000000006

38,09:15-09:30,56.37,7.77,116,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.65,11.67,1973.5500000000004

39,09:30-09:45,68.07,8.25,133,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.65,11.67,2003.6900000000007

40,09:45-10:00,72.17,8.66,147,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.65,11.67,2022.2000000000005

41,10:00-10:15,75.97,8.98,158,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.55,11.67,2037.2200000000007

42,10:15-10:30,79.69,8.87,165,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.55,11.67,2047.8300000000004

43,10:30-10:45,78.81,8.56,172,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.55,11.67,2053.6400000000003

44,10:45-11:00,81.89,8.44,179,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.55,11.67,2063.6000000000004

45,11:00-11:15,84.53,8.49,182,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.47,11.67,2069.2100000000005

46,11:15-11:30,87.03,8.52,182,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.47,11.67,2071.7400000000002

47,11:30-11:45,88.67,8.54,182,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.47,11.67,2073.4000000000005

48,11:45-12:00,88.67,8.44,182,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,0,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.95,26.95,20.45,19.25,22.49,14.18,14.47,11.67,2073.3000000000006

49,12:00-12:15,88.67,8.3,182,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2207.849999999999

50,12:15-12:30,88.67,8.14,182,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2207.689999999999

51,12:30-12:45,88.67,8.08,186,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2211.629999999999

52,12:45-13:00,88.67,8.06,186,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2211.609999999999

53,13:00-13:15,88.67,8.03,186,0,0,0,0.96,20.45,0,0,1.92,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,11.55,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2211.579999999999

54,13:15-13:30,88.67,8,186,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2211.5499999999993

55,13:30-13:45,88.67,7.96,182,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2207.5099999999993

56,13:45-14:00,88.67,7.73,179,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,0,0,0,0,1.92,7.7,0,0,0,0,0,19.25,0,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2204.2799999999993

57,14:00-14:15,87.84,7.5,168,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2577.229999999999

58,14:15-14:30,85.79,7.27,161,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2567.949999999999

59,14:30-14:45,83.41,7.21,154,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2558.509999999999

60,14:45-15:00,81.1,7.27,147,0,0,0,0.96,20.45,0,0,0.96,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,12.51,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.37,11.67,2549.259999999999

61,15:00-15:15,78.81,7.3,154,0,0,0,0.96,20.45,0.96,0,0,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,13.48,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.74,11.67,2555.339999999999

62,15:15-15:30,75.81,7.31,144,0,0,0,0.96,20.45,0.96,0,0,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,13.48,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.74,11.67,2542.349999999999

63,15:30-15:45,72.34,7.09,133,0,0,0,0.96,20.45,0.96,0,0,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,13.48,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.74,11.67,2527.659999999999

64,15:45-16:00,67.76,6.75,123,0,0,0,0.96,20.45,0.96,0,0,34.65,40.91,0,0,34.65,96.25,0,0,0,0,0,15.77,13.48,0,0,163.62,0,0,76.63,27.91,0,163.87,0,96.25,0,0,0,1.92,7.7,0,0,0,0,144.38,19.25,144.38,0,128.61,5.78,11.55,24.78,20.45,134.75,34.65,89.99,163.62,52.94,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,14.74,11.67,2512.739999999999

65,16:00-16:15,61.89,5.78,112,0,52.94,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.29,11.67,2769.4999999999986

66,16:15-16:30,54.62,5.7,98,0,52.94,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.29,11.67,2748.1499999999987

67,16:30-16:45,47.63,5.78,88,0,52.94,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.29,11.67,2731.239999999999

68,16:45-17:00,41.39,5.78,77,0,52.94,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.29,11.67,2713.9999999999986

69,17:00-17:15,45.91,0,67,0,0,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.94,11.67,2650.449999999999

70,17:15-17:30,40.48,0,56,0,0,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.94,11.67,2634.0199999999986

71,17:30-17:45,35.88,0,46,0,0,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.94,11.67,2619.4199999999987

72,17:45-18:00,30.07,0,35,0,0,43.75,0.87,20.45,1.92,0,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,134.75,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,15.26,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.97,26.97,20.45,19.25,22.49,14.18,15.94,11.67,2602.6099999999988

73,18:00-18:15,22.86,0,28,5.78,0,43.75,0.87,20.45,1.92,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.56,29,20.45,0,22.49,14.18,16.4,11.67,2435.6599999999994

74,18:15-18:30,15.17,0,21,5.78,0,43.75,0.87,20.45,1.92,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,0,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.56,29,20.45,0,22.49,14.18,16.4,11.67,2420.9699999999993

75,18:30-18:45,8.74,0,14,5.78,0,43.75,0.87,20.45,1.92,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.56,29,20.45,0,22.49,14.18,16.4,11.67,2426.7899999999995

76,18:45-19:00,0,0,11,5.78,0,43.75,0.87,20.45,1.92,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,163.87,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,26.56,29,20.45,0,22.49,14.18,16.4,11.67,2415.0499999999993

77,19:00-19:15,0,0,5,5.78,0,43.75,0.87,20.45,0.96,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,130.16,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,33.71,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,14.18,16.85,11.67,2410.0499999999993

78,19:15-19:30,0,0,1,5.78,0,43.75,0.87,20.45,0.96,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,104.14,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,59.72,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,14.18,16.85,11.67,2406.0399999999995

79,19:30-19:45,0,0,0,5.78,0,43.75,0.87,20.45,0.96,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,0.46,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,163.4,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,14.18,16.85,11.67,2405.0399999999995

80,19:45-20:00,0,0,0,5.78,0,43.75,0.87,20.45,0.96,8.66,0,0,40.91,76.63,163.62,0,96.25,0,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,5.78,216.61,0,27.91,25.1,1.16,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,162.71,0,20.45,40.91,11.86,163.62,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,14.18,16.85,11.67,2405.0499999999993

81,20:00-20:15,0,0,0,5.78,0,43.75,0.91,20.45,0.96,8.66,0,0,40.91,76.63,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,26.95,216.61,0,27.91,25.1,0,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,163.87,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,14.18,16.85,11.67,2426.2599999999993

82,20:15-20:30,0,0,0,5.78,0,43.75,0.91,20.45,0.96,8.66,0,0,40.91,76.63,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,26.95,216.61,0,27.91,25.1,0,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,163.87,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,14.18,16.85,11.67,2426.2599999999993

83,20:30-20:45,0,0,0,5.78,0,43.75,0.91,20.45,0,8.66,0,0,40.91,76.63,163.62,0,96.25,163.62,37.19,19.25,0,19.25,144.38,13.48,7.7,24.78,0,26.95,216.61,0,27.91,25.1,0,7.7,96.25,89.99,144.38,43.75,1.92,0,144.38,0,14.58,163.62,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,163.87,0,20.45,40.91,11.86,0,20.76,53.18,20.45,40.91,29,29,20.45,0,21.56,0,16.85,11.67,2411.1199999999994

