Column1,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,GNARE/SR/2024/09/21/2911,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/21/4323,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/21/8479,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/16/2535,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566
79,19:30-19:45,0,0,0,0,0,0,0,0,0,43.02,30,0,15.66,0,43,0,0,43,15.67,47,16.34,0,274.04,0,8.81,96.92,28.25,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30,62.03,7.98,0,11.11,0,82.38,20.6

80,19:45-20:00,0,0,0,0,0,0,0,0,0,43.02,30,0,15.34,0,42,0,0,42,15.33,46,16,0,274.04,0,8.81,96.92,28.25,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30,62.03,7.98,0,11.11,0,82.38,20.6

81,20:00-20:15,0,0,0,0,0,0,0,0,0,43.02,30,0,15.16,0,45,0,0,45,15.17,45.5,15.34,0,274.04,0,8.81,96.92,28.25,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30,62.03,7.98,0,11.11,0,82.38,20.6

82,20:15-20:30,0,0,0,0,0,0,0,0,0,43.02,30,0,14.66,0,44.67,0,0,44.67,14.67,44,14.66,0,274.04,0,8.81,96.92,28.25,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30,62.03,7.98,0,11.11,0,82.38,20.6

83,20:30-20:45,0,0,0,0,0,0,0,0,0,43.02,30,0,15.34,0,44.33,0,0,44.33,15.33,46,14,0,274.04,0,8.81,96.92,28.25,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30,62.03,7.98,0,11.11,0,82.38,20.6

84,20:45-21:00,0,0,0,0,0,0,0,0,0,43.02,30,0,15,0,43.33,0,0,43.33,15,45,13.34,0,274.04,0,8.81,96.92,28.25,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30,62.03,7.98,0,11.11,0,82.38,20.6

85,21:00-21:15,0,0,0,0,0,0,0,0,0,43.02,30,0,14.66,0,43,0,0,43,14.67,44,12.66,0,274.04,0,8.81,96.92,27.24,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30.5,77.54,7.98,0,10.91,0,82.38,20.6

86,21:15-21:30,0,0,0,0,0,0,0,0,0,43.02,30,0,14.34,0,43,0,0,43,14.33,43,12.34,0,274.04,0,8.81,96.92,27.24,58.11,0,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30.5,77.54,7.98,0,10.91,0,82.38,20.6

87,21:30-21:45,0,0,0,0,0,0,0,0,0,43.02,30,0,14,0,42.33,0,0,42.33,14,42,12,0,274.04,0,8.81,96.92,27.24,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30.5,77.54,7.98,0,10.91,0,82.38,20.6

88,21:45-22:00,0,0,0,0,0,0,0,0,0,43.02,30,0,13.84,0,41.67,0,0,41.67,13.83,41.5,11.66,0,274.04,0,8.81,96.92,27.24,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,0,30.5,77.54,7.98,0,10.91,0,82.38,20.6

89,22:00-22:15,0,0,0,0,0,0,0,0,0,43.02,30,0,13.34,0,42,0,0,42,13.33,40,11.66,0,274.04,0,8.81,96.92,28.26,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.73,0,82.38,20.6

90,22:15-22:30,0,0,0,0,0,0,0,0,0,42.62,30,0,13.34,0,42.33,0,0,42.33,13.33,40,11.66,0,274.04,0,8.81,96.92,27.25,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.73,0,82.38,20.6

91,22:30-22:45,0,0,0,0,0,0,0,0,0,42.42,30,0,13.34,0,42.67,0,0,42.67,13.33,40,11.66,0,274.04,0,8.81,96.92,28.26,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.73,0,82.38,20.6

92,22:45-23:00,0,0,0,0,0,0,0,0,0,42.42,30,0,13.34,0,42.33,0,0,42.33,13.33,40,11.66,0,274.04,0,8.81,96.92,28.26,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.73,0,82.38,20.6

93,23:00-23:15,0,0,0,0,0,0,0,0,0,42.42,30,0,13.34,0,42,0,0,42,13.33,40,11.66,0,274.04,0,8.81,96.92,28.26,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.54,0,82.38,20.6

94,23:15-23:30,0,0,0,0,0,0,0,0,0,42.22,30,0,13.34,0,41.67,0,0,41.67,13.33,40,11.66,0,274.04,0,8.81,96.92,27.25,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.54,0,82.38,20.6

95,23:30-23:45,0,0,0,0,0,0,0,0,0,42.02,30,0,13.34,0,41.67,0,0,41.67,13.33,40,11.66,0,274.04,0,8.81,96.92,27.25,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.54,0,82.38,20.6

96,23:45-24:00,0,0,0,0,0,0,0,0,0,42.02,30,0,13.34,0,41.67,0,0,41.67,13.33,40,11.66,0,274.04,0,8.81,96.92,27.25,58.11,30.5,220.98,90.47,17.52,0,0,18.51,42.06,2.13,145.38,30.5,77.54,7.98,0,10.54,0,82.38,20.6

