Block,Time,RIHAND2,DADRI_RF,NAPP,KISHANGANGA,AURY_CRF,AURY_GF,JHAJJAR,DADRT2,TANAKPUR,RIHAND1,URI,RAPPB,CHAMERA1,TEHRI,ANTA_GF,CHAMERA3,RAPPC,BSIUL,AURY_LF,DHAULIGNGA,URI2,PARBATI3,RIHAND3,UNCHAHAR1,DADRI_GF,SALAL,KOLDAM,UNCHAHAR4,UNCHAHAR3,DADRI_CRF,SEWA2,NJPC,KOTESHWR,ANTA_RF,ANTA_LF,RAMPUR,DADRI_LF,AURY_RF,SINGRAULI,TANDA2,SINGRAULI_HYDRO,CHAMERA2,ANTA_CRF,UNCHAHAR2,DULHASTI,KHSTPP-I,NLCIIST2,SOLAPUR,GANDHAR-ComGas,MOUDA_II,NLCTS2EXP,TALA,RSTPSU7,VSTPS V,KAWAS-RLNG,SIPAT II,VSTPS III,KUDGI,FSTPP I & II,GADARWARA-I,NLCIIST1,KHARGONE-I,MOUDA,SASAN,TAPS-II,LARA-I,TALST2,KHSTPP-II,KGSU1AND2,GANDHAR-RLNG,VALLURNTECL,KAWAS-APM,NTPL,GANDHAR-APM,KAWAS-ComGas,GANDHAR-NAPM,NNTPP,KGSU3AND4,KSTPS7,VSTPS IV,KAPS,KAWAS-zLIQ,SIMHST2,KAWAS-NAPM,RSTPSU1TO6,VSTPS I,KSTPS I&II,NLCEXP,VSTPS II,MAPS,BRBCL,SIPAT I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.117271,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,40.423627,35.712323,36.874036,124.147022,4.051181,0.000000,47.169066,6.894356,0.000000,12.345702,0.000000,17.502089,154.076207,28.001174,0.000000,0.000000,4.670788,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.927826,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,142.573852,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.998068,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

84,20:45-21:00,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,30.317720,35.712323,36.874036,124.147022,4.051181,0.000000,47.169066,6.894356,0.000000,12.345702,0.000000,17.502089,124.758062,26.493419,0.000000,0.000000,3.835083,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.927826,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,142.573852,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,0.998068,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

85,21:00-21:15,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,20.211813,35.712323,31.201107,124.147022,4.051181,0.000000,47.169066,6.267596,0.000000,14.068716,0.000000,17.502089,97.727149,26.493419,0.000000,0.000000,3.010826,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.927826,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,95.049234,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.011740,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

86,21:15-21:30,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,10.105907,35.712323,17.018785,124.147022,4.051181,0.000000,47.169066,6.302416,0.000000,14.068716,0.000000,17.502089,97.727149,26.493419,0.000000,0.000000,3.010826,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,19.927826,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.011740,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

87,21:30-21:45,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,10.105907,35.712323,17.018785,124.147022,4.051181,0.000000,47.169066,6.894356,0.000000,14.068716,0.000000,17.502089,97.727149,26.493419,0.000000,0.000000,3.010826,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.864593,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.011740,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

88,21:45-22:00,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,10.105907,35.712323,17.018785,124.147022,4.051181,0.000000,47.169066,6.894356,0.000000,14.068716,0.000000,17.502089,97.727149,26.493419,0.000000,0.000000,3.010826,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.864593,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.78,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.011740,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

89,22:00-22:15,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,20.211813,35.712323,17.018785,124.147022,4.051181,0.000000,34.815263,6.894356,0.000000,14.068716,0.000000,17.502089,97.727149,28.001174,0.000000,0.000000,3.010826,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.864593,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.82,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.025412,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

90,22:15-22:30,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,20.211813,35.712323,17.018785,124.147022,4.051181,0.000000,34.815263,6.894356,0.000000,14.068716,0.000000,17.502089,97.727149,28.001174,0.000000,0.000000,3.010826,0.000000,0.000000,105.301045,0.000000,1.079500,44.868962,0.000000,22.864593,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.025412,0.000000,0.00,0.000000,7.56,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

91,22:30-22:45,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,20.211813,35.712323,17.018785,124.147022,4.051181,0.000000,34.815263,6.894356,0.000000,14.068716,0.000000,17.502089,97.727149,28.001174,0.000000,0.000000,3.010826,0.000000,0.000000,104.940512,0.000000,1.079500,44.868962,0.000000,22.864593,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.83,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.025412,0.000000,0.00,0.000000,7.67,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

92,22:45-23:00,118.328595,0.000000,46.513944,4.227248,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,10.105907,35.712323,17.018785,124.147022,4.051181,0.000000,34.815263,6.894356,0.000000,14.068716,0.000000,17.502089,97.727149,28.001174,0.000000,0.000000,3.010826,0.000000,0.000000,104.940512,0.000000,1.079500,44.868962,0.000000,22.864593,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.79,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,94.455272,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.025412,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

93,23:00-23:15,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,10.105907,35.712323,3.545580,124.147022,4.051181,0.000000,34.815263,6.894356,0.000000,14.006291,0.000000,17.502089,97.727149,17.877672,0.000000,0.000000,3.010826,0.000000,0.000000,104.940512,0.000000,1.079500,44.868962,0.000000,22.759740,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.79,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,93.972022,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.039084,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

94,23:15-23:30,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,0.000000,35.712323,0.000000,124.147022,4.051181,0.000000,34.815263,4.700697,0.000000,14.006291,0.000000,17.502089,62.379031,17.662279,0.000000,0.000000,1.923265,0.000000,0.000000,104.940512,0.000000,1.079500,44.868962,0.000000,22.329181,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.79,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,93.972022,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.039084,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

95,23:30-23:45,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,0.000000,35.712323,0.000000,124.147022,4.051181,0.000000,34.815263,3.203438,0.000000,14.006291,0.000000,17.502089,41.586021,17.662279,0.000000,0.000000,1.282177,0.000000,0.000000,104.940512,0.000000,1.079500,44.868962,0.000000,22.329181,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.79,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,93.972022,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.039084,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

96,23:45-24:00,118.328595,0.000000,46.513944,4.133308,0.000000,0.000000,119.075313,0.000000,1.733321,92.676288,48.549228,0.000000,40.736119,35.178923,0.000000,32.377135,62.775129,19.002743,0.000000,0.000000,35.712323,0.000000,124.147022,4.051181,0.000000,34.815263,3.203438,0.000000,14.006291,0.000000,17.502089,41.586021,17.662279,0.000000,0.000000,1.282177,0.000000,0.000000,104.940512,0.000000,1.079500,44.868962,0.000000,22.329181,55.019733,17.189782,0.41,1.700152,0.000000,3.370763,0.00,0.000000,1.88,1.274256,0.000000,1.795171,1.881042,0.00,7.988509,0.000000,0.79,1.700152,1.860319,337.284338,1.316072,4.087237,0.00,93.972022,1.93,0.000000,0.00,0.000000,3.65,0.000000,0.000000,0.000000,0.10,2.11,1.287995,2.575988,1.039084,0.000000,0.00,0.000000,7.68,2.257861,2.598688,1.69,1.864989,0.24,14.497506,5.100457,1.57,0,0,0,0,0

