Block,Time,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/16122023/22122023/HP-16,NR/16122023/22122023/HP-20,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/26072023/25122043/L_NR_2023_10,NR/18122023/18122023/SJVN181223NR1300,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/18122023/18122023/SJVN181223NR1299
70,17:15-17:30,96.040000,0.370000,86.630000,0.370000,104.110000,1.760000,270.110000,0.380000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,257.150000,1.160000,33.14,22.43,0,24.41,0,73.22,24.41,7.21,0.58,33.14,1.450664,48.02,3,0,17.34,0,0.33,3,0,2,1,3.47,7,0

71,17:30-17:45,96.040000,0.110000,86.630000,0.110000,104.110000,1.760000,270.110000,0.110000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,257.150000,1.160000,34.42,21.73,0,22.72,0,68.17,22.72,0,0,34.42,0,48.02,1,0,6.26,0,0,1,0,0,1,1.25,4,0

72,17:45-18:00,96.040000,0.010000,86.630000,0.010000,104.110000,1.760000,270.110000,0.010000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,257.150000,1.160000,36.41,20.97,0,21.09,0,63.26,21.08,0,0,36.41,0,48.02,0,0,0.97,0,0,0,0,0,0,0.19,0,0

73,18:00-18:15,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,127.710000,1.160000,37.96,19.8,0,20.63,0,61.91,20.64,11.33,0,37.96,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,127.710000,1.160000,38.01,19.27,0,20.37,0,61.06,20.35,12.32,0,38.01,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,127.710000,1.160000,37.32,19.01,0,20.13,0,60.39,20.13,13.33,0,37.32,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,24.010000,100.590000,30.730000,1.300000,0.000000,259.880000,30.730000,0.000000,127.710000,1.160000,36.88,18.73,0,19.94,0,59.81,19.94,15.23,0,36.88,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,96.040000,0.000000,67.740000,0.000000,104.110000,1.760000,270.110000,0.000000,24.010000,100.590000,30.730000,1.220000,0.000000,259.880000,30.730000,0.000000,127.710000,1.160000,36.46,15.88,0,19.06,0,57.21,19.07,15.23,0,36.46,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,24.010000,100.590000,30.730000,1.220000,0.000000,259.880000,30.730000,0.000000,127.710000,1.160000,35.8,15.58,0,18.22,0,54.64,18.21,15.67,0,35.8,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,23.050000,100.590000,30.730000,1.220000,0.000000,259.880000,24.930000,0.000000,127.710000,1.160000,46.85,12.73,0,17.38,0,52.12,17.37,9.74,0,46.85,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,96.040000,0.000000,86.630000,0.000000,104.110000,1.760000,270.110000,0.000000,23.050000,100.590000,30.730000,1.220000,0.000000,259.880000,24.930000,0.000000,127.710000,1.160000,46.57,12.76,0,16.61,0,49.78,16.59,9.97,0,46.57,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,96.040000,0.000000,74.230000,0.000000,104.110000,1.760000,270.110000,0.000000,23.050000,71.780000,25.580000,1.220000,0.000000,224.660000,24.930000,0.000000,127.710000,1.090000,57.54,18.23,0,16.87,0,50.61,16.87,9.8,0,57.54,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,96.040000,0.000000,74.230000,0.000000,104.110000,1.760000,270.110000,0.000000,23.050000,48.020000,25.580000,1.220000,0.000000,224.660000,24.930000,0.000000,127.710000,1.090000,55.84,17.79,0,16.71,0,50.12,16.71,9.96,0,55.84,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,96.040000,0.000000,74.230000,0.000000,94.120000,1.760000,270.110000,0.000000,23.050000,48.020000,25.580000,1.220000,0.000000,224.660000,24.930000,0.000000,127.710000,1.090000,64.54,14.38,0,15.85,0,47.58,15.86,8.85,0,64.54,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,96.040000,0.000000,55.340000,0.000000,65.880000,1.760000,270.110000,0.000000,23.050000,48.020000,25.580000,1.220000,0.000000,228.500000,24.930000,0.000000,127.710000,1.090000,63.85,14.2,0,15.03,0,45.08,15.03,9.55,0,63.85,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,96.040000,0.000000,55.340000,0.000000,65.880000,1.760000,270.110000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,224.660000,25.370000,0.000000,127.710000,1.090000,60.44,13.95,0,14.42,0,43.27,14.42,9.18,0,60.44,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,96.040000,0.000000,55.340000,0.000000,65.880000,1.760000,270.110000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,228.500000,25.370000,0.000000,127.710000,1.090000,59.78,13.71,0,13.81,0,41.38,13.79,9.64,0,59.78,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,96.040000,0.000000,55.340000,0.000000,65.880000,1.760000,270.110000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,230.420000,25.920000,0.000000,127.710000,1.090000,58.44,20.92,0,13.19,0,39.57,13.19,16.06,0,58.44,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,96.040000,0.000000,55.340000,0.000000,65.880000,1.760000,270.110000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,230.420000,25.920000,0.000000,127.710000,1.090000,55.57,21.27,0,12.59,0,37.75,12.58,16.71,0,55.57,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,230.500000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,206.710000,25.920000,133.760000,127.710000,1.010000,64.29,26.21,0,23.7,0,71.13,23.71,14.02,0,64.29,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,192.080000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,206.710000,25.920000,133.760000,127.710000,1.010000,63.43,25.99,0,23.86,0,71.63,23.88,14.69,0,63.43,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,148.550000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,233.300000,25.920000,133.760000,127.710000,1.010000,62.57,25.84,0,24.04,0,72.13,24.04,15.14,0,62.57,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,148.550000,0.000000,23.050000,48.020000,25.920000,1.140000,0.000000,206.710000,25.920000,133.760000,127.710000,1.010000,61.71,25.71,0,24.2,0,72.63,24.21,15.43,0,61.71,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,148.550000,0.000000,23.050000,48.020000,25.920000,1.070000,0.000000,198.060000,25.920000,133.760000,127.710000,1.010000,60.85,25.66,0,24.36,0,73.13,24.38,15.21,0,60.85,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,148.550000,0.000000,23.050000,48.020000,25.920000,1.070000,0.000000,169.250000,25.920000,133.760000,127.710000,1.010000,59.99,25.49,0,25.04,0,75.13,25.04,15.87,0,59.99,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,148.550000,0.000000,23.050000,48.020000,25.920000,1.070000,0.000000,169.250000,25.920000,133.760000,127.710000,1.010000,59.13,25.43,0,25.2,0,75.63,25.21,15.69,0,59.13,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,96.040000,0.000000,55.340000,0.000000,65.880000,1.710000,148.550000,0.000000,23.050000,48.020000,25.920000,1.070000,0.000000,169.250000,25.920000,133.760000,127.710000,1.010000,58.27,25.4,0,25.44,0,76.33,25.44,15.76,0,58.27,0,48.02,0,0,0,0,0,0,0,0,0,0,0,0

