Column1,Time,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/7739,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/SR/2024/12/01/6968,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/1475,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/2197,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11
84,20:45-21:00,34.62,8.66,0,0,99.49,0,33.17,0,0,71.33,0,0,0,0,0,0,7,0,24,71.34,0,33.17,0,25.23,0,91.92,150,135.27,0,0,0,0,130.56,0,0.85,50,250,34.62,1.92,34.62,81.07,8.66,1.71,1.3

85,21:00-21:15,31.74,8.66,0,0,105,0,35,0,0,73.33,0,0,0,0,0,0,7,0,31.67,73.34,0,35,0,24.73,0,91.92,150,135.27,0,0,0,0,130.56,0,0.77,50,250,31.74,1.92,31.74,70.13,8.66,1.71,1.22

86,21:15-21:30,31.74,8.66,0,0,105,0,35,0,0,73.33,0,0,0,0,0,0,7,0,31,73.34,0,35,0,24.22,0,91.92,150,135.27,0,0,0,0,130.56,0,0.77,50,250,31.74,1.92,31.74,70.13,8.66,1.71,1.22

87,21:30-21:45,31.74,8.66,0,0,105,0,35,0,0,73.33,0,0,0,0,0,0,7,0,30.67,73.34,0,35,0,24.22,0,91.92,150,135.27,69.25,0,0,0,130.56,0,0.77,50,250,31.74,1.92,31.74,70.13,8.66,1.71,1.22

88,21:45-22:00,31.74,8.66,0,0,105,0,35,0,0,73.33,0,0,0,0,0,0,7,0,30.67,73.34,0,35,0,24.22,0,91.92,150,135.27,69.25,0,0,0,130.56,0,0.77,50,250,31.74,1.92,31.74,70.13,8.66,1.71,1.22

89,22:00-22:15,25.97,8.66,0,0,109.99,0,36.67,0,0,76.67,0,0,0,0,0,31.71,7,0,30.67,76.66,0,36.67,0,24.22,0,91.92,150,135.27,69.25,0,95.13,0,130.56,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

90,22:15-22:30,25.97,8.66,0,0,109.99,0,36.67,0,0,76.67,0,0,0,0,0,31.71,7,0,30,76.66,0,36.67,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

91,22:30-22:45,25.97,8.66,0,0,106.01,0,35.33,0,0,76.67,0,0,0,0,0,31.71,7,0,29.33,76.66,0,35.33,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

92,22:45-23:00,25.97,8.66,0,0,103.01,0,34.33,0,0,75,0,0,0,0,0,31.71,7,0,28,75,0,34.33,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

93,23:00-23:15,25.97,8.66,0,0,100.5,0,33.5,0,0,73.33,0,0,0,0,0,31.71,7,0,30,73.34,0,33.5,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

94,23:15-23:30,25.97,8.66,0,0,100.01,0,33.33,0,0,70,0,0,0,0,0,31.71,7,0,30,70,0,33.33,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

95,23:30-23:45,25.97,8.66,0,0,100.01,0,33.33,0,0,76.67,0,0,0,0,0,31.71,7,0,30,76.66,0,33.33,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

96,23:45-24:00,25.97,8.66,0,0,100.01,0,33.33,0,0,76.67,0,0,0,0,0,31.71,7,0,30,76.66,0,33.33,0,24.22,0,100.2,150,135.27,69.25,0,95.13,0,111.36,0,0.77,50,250,25.97,1.84,25.97,70.13,8.66,1.66,1.22

