Block,Time,DADRT2,JHAJJAR,MAPS,NAPP,NJPC,NLCEXP,NNTPP,NTPL,RAPPC,SINGRAULI_HYDRO,DADRI_CRF,DADRI_LF,BSIUL,KGSU1AND2,KKNP,KOLDAM,RIHAND3,SALAL,SIMHST2,UNCHAHAR3,URI2,ANTA_RF,BRBCL,KUDGI,RIHAND1,SEWA2,UNCHAHAR1,AURY_LF,CHAMERA2,KISHANGANGA,NLCIIST1,CHAMERA3,DULHASTI,KOTESHWR,RIHAND2,TALST2,TANAKPUR,UNCHAHAR4,AURY_GF,DADRI_RF,DHAULIGNGA,FSTPP I & II,KGSU3AND4,RAMPUR,RSTPSU1TO6,RSTPSU7,SINGRAULI,TALA,TEHRI,TelanganaSTPP,AURY_RF,CHAMERA1,KHSTPP-I,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPB,SIMHST1,TANDA2,VALLURNTECL,AURY_CRF,DADRI_GF,KHSTPP-II,KKNPPU2,SASAN,UNCHAHAR2,URI,ANTA_CRF,ANTA_GF,ANTA_LF
64,15:45-16:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,24.21,41.26,20,0,92,15.81,19.98,0,0,0,0,0,0,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.69,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

65,16:00-16:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,15.47,41.26,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,36.48,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

66,16:15-16:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,15.47,41.26,20,0,92,15.81,19.98,0,13.17,0,0,9.68,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,37.05,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

67,16:30-16:45,683.14,434.65,0,20.29,18.94,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,16.82,41.26,20,0,92,15.81,19.98,0,13.17,0,0,9.68,16.48,8.87,118.76,0,0,0,0,59.73,7.92,20.8,0,0,0,0,139.69,0,37.05,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

68,16:45-17:00,683.14,434.65,0,20.29,41.67,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,16.82,41.48,20,0,92,15.81,19.98,0,13.17,0,0,9.68,16.48,8.87,118.76,0,0,0,0,59.73,15.85,20.8,0,0,0,0,139.69,0,37.05,0,70.81,14.05,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

69,17:00-17:15,683.14,434.65,0,20.29,62.51,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,26.9,41.48,20,0,92,15.81,19.98,0,26.34,0,0,9.68,16.48,17.75,118.76,0,0,0,0,59.73,18.3,20.8,0,0,0,0,139.69,0,37.05,0,70.81,14.05,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

70,17:15-17:30,683.14,434.65,0,20.29,83.33,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,26.9,41.48,20,0,92,15.81,19.98,0,26.34,0,0,19.35,32.96,26.62,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

71,17:30-17:45,683.14,434.65,0,20.29,116.95,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,41.68,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

72,17:45-18:00,682.79,434.65,0,20.29,116.95,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,41.9,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

73,18:00-18:15,682.79,434.65,0,20.29,116.95,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

74,18:15-18:30,682.79,434.65,0,20.29,116.95,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42.32,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

75,18:30-18:45,682.79,434.65,0,20.29,116.95,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42.52,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

76,18:45-19:00,682.79,434.65,0,20.29,93.85,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42.73,20,0,92,15.81,19.98,0,39.51,0,0,29.06,49.43,39.05,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

77,19:00-19:15,682.79,434.65,0,20.29,60.61,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42.84,20,0,92,15.81,19.98,0,39.51,0,0,19.35,32.96,17.95,118.76,0,0,0,0,59.73,27.41,20.8,0,0,0,0,139.69,0,49.39,0,70.81,28.1,45.53,0,0,3.82,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

78,19:15-19:30,682.79,434.65,0,20.29,60.61,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42.84,20,0,92,15.81,19.98,0,26.34,0,0,9.68,16.48,17.75,118.76,0,0,0,0,59.73,7.92,20.8,0,0,0,0,139.69,0,37.05,0,70.81,14.05,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

79,19:30-19:45,682.79,434.65,0,20.29,41.67,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,42.84,20,0,92,15.81,19.98,0,26.34,0,0,0,16.48,17.75,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,37.05,0,70.81,14.05,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

80,19:45-20:00,682.79,434.65,0,20.29,18.94,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,26.9,43.05,20,0,92,15.81,19.98,0,26.34,0,0,0,16.48,17.75,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.32,0,70.81,0,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

81,20:00-20:15,682.78,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,16.82,43.05,20,0,92,15.81,19.98,0,26.34,0,0,0,16.48,17.75,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,24.32,0,70.81,0,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,26.49,0,0,0

82,20:15-20:30,682.78,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,16.82,43.26,20,0,92,15.81,19.98,0,13.17,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,12.16,0,70.81,0,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

83,20:30-20:45,682.78,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,21.53,43.47,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,12.16,0,70.81,0,45.53,0,0,16.54,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

84,20:45-21:00,673.21,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,13.36,0,26.4,21.53,43.26,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,3.57,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

85,21:00-21:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,27.89,0,26.4,21.53,43.26,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

86,21:15-21:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,27.89,0,26.4,21.53,43.47,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

87,21:30-21:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,27.89,0,26.4,26.9,43.47,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

88,21:45-22:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,27.89,0,26.4,26.9,43.47,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.63,0,0,0

89,22:00-22:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,40.68,0,26.4,32.28,43.47,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,28.71,0,0,0

90,22:15-22:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,40.68,0,26.4,32.28,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,28.71,0,0,0

91,22:30-22:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,40.68,0,26.4,32.28,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,28.71,0,0,0

92,22:45-23:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,40.68,0,26.4,32.28,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,28.71,0,0,0

93,23:00-23:15,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,32.28,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,13.25,0,0,0

94,23:15-23:30,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,32.28,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,13.25,0,0,0

95,23:30-23:45,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,24.21,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

96,23:45-24:00,683.14,434.65,0,20.29,0,0,0,0,25.89,0.71,0,0,0,0,0,0,62.16,69.72,0,26.4,24.21,43.57,20,0,92,15.81,19.98,0,0,0,0,0,16.48,8.87,118.76,0,0,0,0,59.73,0,20.8,0,0,0,0,139.69,0,0,0,70.81,0,45.53,0,0,0,0,0,0,0,0,0,148.3,0,418.77,42.39,22.08,0,0,0

