Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/6566,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/3451,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7908,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/7196,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/4802,NR/01082024/30092024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/9821,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/8090,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7119
79,19:30-19:45,43.02,0,0,0,0,0,12.34,0,12.33,27.33,0,37,27.33,0,0,0,10,0,0,26.24,262.78,24.2,26.8708,48.4,6.89,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.6,96.79,0,0,2.42,17.5

80,19:45-20:00,43.02,0,0,0,0,0,12,0,12,26.67,0,36,26.67,0,0,0,9.34,0,0,26.24,262.78,24.2,26.8708,48.4,6.89,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.6,96.79,0,0,2.42,17.5

81,20:00-20:15,43.02,0,0,0,0,0,11.66,0,11.67,25.67,0,35,25.67,0,0,0,8.66,0,0,26.24,262.78,24.2,26.8708,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.6,96.79,0,0,2.42,17.5

82,20:15-20:30,43.02,0,0,0,0,0,11.34,0,11.33,24.67,0,34,24.67,0,0,0,8.34,0,0,26.24,262.78,24.2,26.8708,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.6,96.79,0,0,2.42,17.5

83,20:30-20:45,43.02,0,0,0,0,0,10.84,0,10.83,23.67,0,32.5,23.67,0,0,0,8.34,0,0,26.24,262.78,24.2,26.8708,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.6,96.79,0,0,2.42,17.5

84,20:45-21:00,43.02,0,0,0,0,0,10.34,0,10.33,22.67,0,31,22.67,0,0,0,8.34,0,0,26.24,262.78,24.2,26.8708,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.6,96.79,0,0,2.42,17.5

85,21:00-21:15,43.02,0,0,0,0,0,8,0,8,24.33,0,24,24.33,0,0,0,8.34,0,0,26.24,262.78,24.2,30.5,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,23.24,0,14.6,96.79,0,0,2.42,17.5

86,21:15-21:30,43.02,0,0,0,0,0,8,0,8,23,0,24,23,0,0,0,8.34,0,0,26.24,262.78,24.2,30.5,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,23.24,0,14.6,96.79,0,0,2.42,17.5

87,21:30-21:45,43.02,0,0,0,0,0,8,0,8,22.67,0,24,22.67,0,0,0,8.34,0,0,26.24,262.78,24.2,30.5,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,23.24,0,14.6,96.79,0,0,2.42,17.5

88,21:45-22:00,43.02,0,0,0,0,0,8,0,8,22.33,0,24,22.33,0,0,0,8.34,0,0,26.24,262.78,24.2,30.5,48.4,6.51,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,23.24,0,14.6,96.79,0,0,2.42,17.5

89,22:00-22:15,43.02,0,0,0,0,0,12.5,0,12.5,31.67,0,37.5,31.67,0,0,0,11.34,0,0,26.24,262.78,24.2,26.8708,48.4,6.33,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

90,22:15-22:30,43.02,0,0,0,0,0,12.5,0,12.5,31,0,37.5,31,0,0,0,11.34,0,0,26.24,262.78,24.2,26.8708,48.4,6.33,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

91,22:30-22:45,43.02,0,0,0,0,0,12.84,0,12.83,31,0,38.5,31,0,0,0,11.34,0,0,27.25,262.78,24.2,26.8708,48.4,6.33,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

92,22:45-23:00,43.02,0,0,0,0,0,12.5,0,12.5,31,0,37.5,31,0,0,0,11.34,0,0,27.25,262.78,24.2,26.8708,48.4,6.33,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

93,23:00-23:15,43.02,0,0,0,0,0,12.5,0,12.5,31,0,37.5,31,0,0,0,11.34,0,0,27.25,262.78,24.2,26.8708,48.4,6.15,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

94,23:15-23:30,43.02,0,0,0,0,0,12.5,0,12.5,31,0,37.5,31,0,0,0,11.34,0,0,27.25,262.78,24.2,26.8708,48.4,6.15,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

95,23:30-23:45,43.02,0,0,0,0,0,12.5,0,12.5,31,0,37.5,31,0,0,0,11.34,0,0,27.25,262.78,24.2,26.8708,48.4,6.15,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

96,23:45-24:00,43.02,0,0,0,0,0,12.5,0,12.5,31,0,37.5,31,0,0,0,11.34,0,0,27.25,262.78,24.2,26.8708,48.4,6.15,0,21.78,0,48.4,87.3,100.84,96.79,0,273.67,0,0,70.55,26.8708,0,14.41,96.79,0,0,2.42,17.5

