Time,Block,NR/2023/13519/A,NR/2023/16291/F,NR/2023/16437/F,NR/2023/16747/D,NR/2023/13253/A,NR/2023/13376/A,NR/2023/13165/A,NR/2023/16073/A,NR/2023/15770/A,NR/2023/13242/A,NR/2023/13385/A,NR/2023/16291/F/II,NR/2023/16780/C,NR/2023/16185/A,NR/2023/16077/A,NR/2023/13387/A,NR/2023/16772/C,NR/2023/16768/C,NR/2023/16748/D,NR/2023/13636/A,NR/2023/13908/A,NR/2023/16520/F,NR/2023/13150/A,NR/2023/16191/A,NR/2023/13254/A,NR/2023/16626/F,NR/2023/13148/A,NR/2023/13383/A,NR/2023/16627/F,NR/2023/16757/D,Total
75,18:30-18:45,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,0.000000,50.030000,0.820000,0.000000,56.550000,0.000000,100.050000,10.700000,10.090000,67.670000,22.560000,175.050000,0.000000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1161.42

76,18:45-19:00,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,0.000000,50.030000,0.820000,0.000000,56.550000,0.000000,100.050000,10.700000,10.090000,67.670000,22.560000,175.050000,0.000000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1161.42

77,19:00-19:15,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,0.000000,50.030000,0.820000,0.000000,56.550000,0.000000,100.050000,10.700000,10.090000,67.670000,22.560000,175.050000,48.340000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1209.76

78,19:15-19:30,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,0.000000,50.030000,0.820000,0.000000,56.550000,0.000000,100.050000,10.700000,10.090000,67.670000,22.560000,175.050000,48.340000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1209.76

79,19:30-19:45,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,0.000000,50.030000,0.820000,0.000000,56.550000,0.000000,100.050000,10.700000,10.090000,67.670000,22.560000,175.050000,48.340000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1209.76

80,19:45-20:00,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,0.000000,50.030000,0.820000,0.000000,56.550000,0.000000,100.050000,10.700000,10.090000,67.670000,22.560000,175.050000,48.340000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1209.76

81,20:00-20:15,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.610000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1374.53

82,20:15-20:30,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.610000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1374.53

83,20:30-20:45,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.610000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1374.53

84,20:45-21:00,0.000000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.610000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1374.53

85,21:00-21:15,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.430000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1432.78

86,21:15-21:30,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.430000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1432.78

87,21:30-21:45,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.430000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1432.78

88,21:45-22:00,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,0.000000,100.050000,10.430000,10.090000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,0.000000,2.460000,0,1432.78

89,22:00-22:15,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.250000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.64

90,22:15-22:30,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.250000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.64

91,22:30-22:45,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.250000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.64

92,22:45-23:00,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.250000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.64

93,23:00-23:15,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.150000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.54

94,23:15-23:30,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.150000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.54

95,23:30-23:45,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.150000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.54

96,23:45-24:00,58.430000,0.000000,174.360000,4.830000,48.340000,20.300000,22.230000,0.000000,62.840000,29.580000,50.030000,0.770000,145.000000,56.550000,70.040000,100.050000,10.150000,8.070000,67.670000,22.560000,175.050000,38.670000,63.030000,194.450000,19.610000,18.980000,36.470000,30.020000,2.460000,0,1530.54

