Block,Time,UNCHAHAR4,KISHANGANGA,SEWA2,KOTESHWR,ANTA_LF,UNCHAHAR3,DADRI_CRF,RIHAND2,DADRI_RF,URI,AURY_LF,RAPPC,RAMPUR,UNCHAHAR2,TANDA2,JHAJJAR,CHAMERA1,SALAL,DHAULIGNGA,NJPC,AURY_GF,TANAKPUR,AURY_RF,NAPP,SINGRAULI_HYDRO,BSIUL,DADRI_GF,KOLDAM,ANTA_CRF,DADRI_LF,DADRT2,TEHRI,DULHASTI,RIHAND1,RAPPB,ANTA_RF,SINGRAULI,CHAMERA2,CHAMERA3,PARBATI3,RIHAND3,KHSTPP-I,KKNP,MOUDA_II,ANTA_GF,AURY_CRF,UNCHAHAR1,TALST2,GANDHAR-ComGas,SOLAPUR,SIPAT II,VALLURNTECL,VSTPS I,NNTPP,SASAN,TAPS-II,SIPAT I,KHSTPP-II,FSTPP I & II,RSTPSU7,VSTPS III,RSTPSU1TO6,KSTPS7,KSTPS I&II,KHARGONE-I,KGSU3AND4,KAWAS-RLNG,NLCEXP,KAWAS-zLIQ,KAWAS-ComGas,VSTPS IV,TALA,KUDGI,VSTPS V,MAPS,KAWAS-NAPM,NLCIIST1,GANDHAR-RLNG,URI2,NLCIIST2,NTPL,GADARWARA-I,SIMHST2,BRBCL,NLCTS2EXP,KGSU1AND2,KAWAS-APM,VSTPS II,GANDHAR-NAPM,KAPS,MOUDA,GANDHAR-APM,LARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.147881,42.681567,3.938161,642.328094,41.077314,72.727837,40.273058,102.334871,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,509.599611,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,36.736688,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.832506,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.92,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

84,20:45-21:00,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.147881,42.681567,3.938161,642.328094,41.077314,72.727837,20.136529,102.334871,0.000000,0.000000,0.000000,44.767769,1.034894,3.177570,0.000000,6.868676,0.000000,0.000000,539.565059,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,36.736688,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.832506,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.92,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

85,21:00-21:15,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.862748,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,93.220024,0.000000,0.000000,0.000000,44.767769,1.034894,3.177570,0.000000,6.868676,0.000000,0.000000,574.479813,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,21.482687,7.064747,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.832506,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.92,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

86,21:15-21:30,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.862748,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,93.220024,0.000000,0.000000,0.000000,44.767769,1.034894,3.177570,0.000000,6.868676,0.000000,0.000000,580.478680,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,21.482687,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.832506,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.92,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

87,21:30-21:45,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.862748,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,93.220024,0.000000,0.000000,0.000000,44.767769,1.034894,6.355140,0.000000,6.868676,0.000000,0.000000,513.449432,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,21.482687,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.92,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

88,21:45-22:00,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.147881,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,102.334871,0.000000,0.000000,0.000000,44.767769,1.034894,6.355140,0.000000,6.868676,0.000000,0.000000,481.434786,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.92,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

89,22:00-22:15,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.934851,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,127.918589,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,472.778315,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

90,22:15-22:30,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,3.934851,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,127.918589,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,487.570852,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.249451,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

91,22:30-22:45,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,3.934851,42.681567,3.938161,642.328094,41.077314,59.301159,20.136529,127.918589,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,484.323486,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.269554,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.91,0.000000,31.131890,0.90,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

92,22:45-23:00,2.301331,4.068498,17.436898,27.896876,0.000000,26.099308,0.000000,117.887847,0.000000,51.025997,0.000000,62.541305,3.147881,42.681567,3.938161,642.328094,41.077314,59.301159,9.922347,102.334871,0.000000,0.000000,0.000000,44.767769,1.034894,19.065420,0.000000,6.868676,0.000000,0.000000,506.450928,49.651177,54.814796,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,3.532374,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.270088,0.19,333.644850,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.88,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

93,23:00-23:15,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,46.773830,0.000000,62.541305,2.360910,42.681567,3.938161,642.328094,41.077314,59.301159,0.000000,76.751154,0.000000,0.000000,0.000000,44.767769,1.034894,12.710280,0.000000,6.868676,0.000000,0.000000,499.720257,49.651177,36.418010,92.331090,0.000000,0.000000,136.956830,44.701835,32.256539,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.270088,0.19,330.395062,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.88,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

94,23:15-23:30,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.360910,42.681567,3.938161,642.328094,41.077314,59.301159,0.000000,76.751154,0.000000,0.000000,0.000000,44.767769,1.034894,12.710280,0.000000,6.868676,0.000000,0.000000,494.905757,49.651177,36.418010,92.331090,0.000000,0.000000,136.956830,44.701835,21.341354,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.270088,0.19,330.395062,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.88,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

95,23:30-23:45,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.360910,42.681567,3.938161,598.769351,41.077314,59.301159,0.000000,76.751154,0.000000,5.673985,0.000000,44.767769,1.034894,12.710280,0.000000,5.151506,0.000000,0.000000,429.738136,49.651177,36.418010,92.331090,0.000000,0.000000,136.956830,44.701835,21.341354,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.270088,0.19,330.395062,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.88,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

96,23:45-24:00,2.301331,4.068498,17.436898,26.823919,0.000000,26.099308,0.000000,117.887847,0.000000,47.836872,0.000000,62.541305,2.360910,42.681567,3.938161,598.769351,41.077314,59.301159,0.000000,76.751154,0.000000,5.673985,0.000000,44.767769,1.034894,12.710280,0.000000,5.151506,0.000000,0.000000,395.474489,49.651177,36.418010,92.331090,0.000000,0.000000,136.956830,44.701835,21.482687,0.000000,123.684601,40.036901,0.00,3.358207,0.000000,0.000000,15.830172,2.62,0.000000,1.693819,1.788485,3.44,2.270088,0.19,330.395062,1.311170,5.081459,142.042795,19.960917,1.87,1.874035,7.66,1.283197,2.839546,1.866966,2.10,0.000000,1.76,0.000000,0.000000,2.566393,0.000000,8.98,1.269510,0.23,0.000000,0.88,0.000000,31.131890,0.88,3.64,4.106229,1.78,14.443459,0.81,1.94,0.000000,0.929022,0.000000,1.092423,1.853390,0.000000,4.072013,0,0,0,0,0

