Column1,Time,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNA/NR/2024/10/04/7808,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,GNA/NR/2024/10/04/5483,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/01/3642,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/6101,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/04/6455,GNA/NR/2024/10/04/3394,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/4083,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/8106
82,20:15-20:30,7,0,0,0,23,69,38.66,0,5.67,225.17,0,100.68,0,52,0,52,0,0,0,0,22.66,0,23,0,0,6.55,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,32,39.62,12.45

83,20:30-20:45,7,0,0,0,23,69,38.66,0,5.44,230,0,100.68,0,51.33,0,51.33,0,0,0,0,22.66,0,23,0,0,6.55,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,32,39.62,12.45

84,20:45-21:00,7,0,0,0,22.67,68,38.66,0,5.44,231.94,0,100.68,0,51,0,51,0,0,0,0,22.34,0,22.66,0,0,6.55,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,32,39.62,12.45

85,21:00-21:15,7,0,0,0,22.17,66.5,38.66,0,5.44,227.1,0,100.68,0,50.67,0,50.67,0,0,0,0,22.34,0,22.16,0,0,6.37,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,32,39.62,12.45

86,21:15-21:30,7,0,0,0,21.33,64,38.66,0,5.44,232.9,0,100.68,0,50.67,0,50.67,0,0,0,0,22.34,0,21.34,0,0,6.37,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,32,39.62,12.45

87,21:30-21:45,7,0,0,0,21,63,38.66,0,5.44,226.14,0,100.68,0,55.67,0,55.67,0,0,0,0,22.66,0,21,0,0,6.37,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,0,39.62,12.45

88,21:45-22:00,7,0,0,0,20.5,61.5,38.66,0,5.44,219.37,0,100.68,0,55.67,0,55.67,0,0,0,0,22.66,0,20.5,0,0,6.37,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.76,32,273.25,87.17,0,4,0,197.15,0,39.62,12.45

89,22:00-22:15,7,0,0,0,19.67,59,38.66,0,5.05,219.37,0,100.68,0,55.67,0,55.67,0,0,0,0,22.34,0,19.66,0,0,6.27,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

90,22:15-22:30,7,0,0,0,20,60,38.66,0,5.05,224.2,0,100.68,0,55.67,0,55.67,0,0,0,0,22.34,0,20,0,0,6.27,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

91,22:30-22:45,7,0,0,0,20.33,61,38.66,0,5.05,227.1,0,100.68,0,55.67,0,55.67,0,0,0,0,22,0,20.34,0,0,6.27,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

92,22:45-23:00,7,0,0,0,20.83,62.5,38.66,0,5.05,230,0,100.68,0,56.67,0,56.67,0,0,0,0,22.34,0,20.84,0,0,6.27,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

93,23:00-23:15,7,0,0,0,21.17,63.5,38.66,0,5.05,225.17,0,100.68,0,57.33,0,57.33,0,0,0,0,22.34,0,21.16,0,0,6.18,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

94,23:15-23:30,7,0,0,0,21.5,64.5,38.66,0,5.05,219.37,0,100.68,0,58,0,58,0,0,0,0,22,0,21.5,0,0,6.18,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

95,23:30-23:45,7,0,0,0,21.83,65.5,38.66,0,5.05,214.54,0,100.68,0,58.33,0,58.33,0,0,0,0,21.66,0,21.84,0,0,6.18,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

96,23:45-24:00,7,0,0,0,22.17,66.5,38.66,0,5.05,209.71,0,100.68,0,59,0,59,0,0,0,0,21.66,0,22.16,0,0,6.18,12.45,39.62,115.54,39.62,31.29,24.16,96.64,4.61,14.67,273.25,87.17,0,3.9,54.36,197.15,14.67,39.62,12.45

