Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,GNA/NR/2025/08/01/4452,GNA/NR/2025/06/07/5932,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/6209,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6475,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/4125,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/5784,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/2414,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/3698
66,16:15-16:30,32.54,31.3,73.33,21.01,93.88,63.56,64.31,31.3,73.34,56,33,57,29,16,33,32.35,161.75,0,49,29,15.21,-0,10.09,6.74,81.58,3.22,20.71,75.35,14.54,269.94,28.86,81.58,111.61,0,7.79,70,10.09,14.05,4.39,19.2,40.79,26.96,20.4,29.27,0,26.96,50.67,0,20.4,14.54

67,16:30-16:45,35.56,30.77,73.37,21.01,92.33,57.89,61.39,30.77,73.36,48,33,51,25,8,31,29.7,148.51,0,43,26,15.21,-0,8.87,6.74,81.58,3.22,20.71,76.1,14.54,269.94,28.86,81.58,129.86,0,6.85,70,8.87,14.05,4.39,19.2,40.79,26.96,20.4,29.27,0,26.96,86.38,0,20.4,14.54

68,16:45-17:00,35.93,30.45,74.1,21.01,91.37,51.92,58.46,30.45,74.1,43,32.9,43,22,5,25.7,26.43,132.15,0,37,20,15.21,-0,7.65,6.74,81.58,3.22,20.71,76.1,14.54,269.94,28.86,81.58,129.86,0,5.91,70,7.65,14.05,4.39,19.2,40.79,26.96,20.4,29.27,0,26.96,99.99,0,20.4,14.54

69,17:00-17:15,30.12,30,73.73,21.41,89.98,45.8,47.17,30,73.74,37,26.7,37,18,2,20.8,24.16,120.81,0,31,16,15.21,-0,6.67,6.82,81.58,3.22,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,5.15,63.98,6.67,14.05,4.39,19.2,40.79,26.96,20.4,29.27,0,26.96,99.99,0,20.4,14.54

70,17:15-17:30,29.35,29.2,73,21.21,87.58,39.07,41.71,29.2,73,32,20.9,30,15,0,16.1,20.62,103.07,0,25,12,15.21,-0,5.7,6.82,81.58,3.22,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,4.41,63.98,5.7,14.05,4.39,19.2,40.79,26.96,20.4,29.27,0,26.96,99.99,0,20.4,14.54

71,17:30-17:45,31.46,28.53,72.33,17.6,85.56,32.33,36.17,28.53,72.34,23,14.9,23,12,0,11.3,17.14,85.71,0,19,9,15.21,-0,4.72,6.82,81.58,3.22,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,3.64,72.45,4.72,14.05,4.39,19.2,40.79,26.96,20.4,29.27,5.26,26.96,99.99,0,20.4,14.54

72,17:45-18:00,30.82,27.18,71.67,15.8,81.51,25.53,25.87,27.18,71.66,14,9.2,17,8,0,7.1,13.9,69.52,0,15,7,15.21,-0,3.74,6.82,81.58,3.22,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,2.89,80.92,3.74,14.05,4.39,19.2,40.79,26.96,20.4,29.27,5.26,26.96,99.99,0,20.4,14.54

73,18:00-18:15,29.67,25.09,70,24.76,75.25,18.7,20.65,25.09,70,10,0,11,6,0,0,8.33,41.67,0,12,5,0,-0,2.99,5.94,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,2.31,89.39,2.99,14.05,3.99,0,40.79,26.95,20.4,29.27,5.26,26.95,99.99,0,20.4,14.54

74,18:15-18:30,28.4,24.13,68.33,23.72,72.37,12.24,6.16,24.13,68.34,7,0,7,4,0,0,6.38,31.91,0,7,3,0,-0,2.23,5.94,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,1.72,115.17,2.23,14.05,3.99,0,40.79,26.95,20.4,29.27,5.26,26.95,99.99,0,20.4,14.54

75,18:30-18:45,26.83,23.13,66.67,22.12,69.38,7.04,7.19,23.13,66.66,3,0,5,2,0,0,4.38,21.9,0,4,1,0,-0,0,5.94,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,26.09,20.4,29.27,5.26,26.09,99.99,0,20.4,14.54

76,18:45-19:00,25.24,22.1,63.33,20.07,66.29,0,4.87,22.1,63.34,2,0,2,1,0,0,2.66,13.29,0,3,1,0,-0,0,5.94,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,24.17,20.4,29.77,5.26,24.17,99.99,0,20.4,14.54

77,19:00-19:15,23.36,21.31,60,29.01,63.94,0,5.85,21.31,60,1,0,1,0,0,0,1.43,7.12,0,1,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,30.28,5.26,29.5,99.99,0,20.4,14.54

78,19:15-19:30,21.39,20.47,56.67,29.01,61.41,0,3.9,20.47,56.66,0,0,0,0,0,0,0.47,2.36,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,30.28,5.26,29.5,99.99,0,20.4,14.54

79,19:30-19:45,21.59,19.74,55,28.61,59.2,0,0,19.74,55,0,0,0,0,0,0,0.13,0.63,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,29.27,5.26,29.5,99.99,0,20.4,14.54

80,19:45-20:00,20.3,19.15,51.9,28.41,57.47,0,0,19.15,51.9,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,29.27,5.26,29.5,99.99,0,20.4,14.54

81,20:00-20:15,17.7,18.97,50.43,21.61,56.91,0,0,18.97,50.44,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,28.27,5.26,29.5,99.99,0,20.4,14.54

82,20:15-20:30,17,18.42,49.7,19.99,55.23,0,0,18.42,49.7,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,28.27,5.26,29.5,99.99,0,20.4,14.54

83,20:30-20:45,16.34,17.55,53.86,17.72,52.63,0,0,17.55,53.87,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,28.27,5.26,29.5,99.99,0,20.4,14.54

84,20:45-21:00,15.66,16.69,53.06,16.27,50.08,0,0,16.69,53.05,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,28.27,5.26,29.5,99.99,0,20.4,14.54

85,21:00-21:15,20.33,16.26,52.65,16.26,48.75,0,0,16.26,52.66,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

86,21:15-21:30,20,16.09,51.85,16.1,48.27,0,0,16.09,51.84,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

87,21:30-21:45,15.33,20,44.57,16.98,60,0,0,20,44.58,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

88,21:45-22:00,15,19.67,43.21,17.41,58.99,0,0,19.67,43.2,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

89,22:00-22:15,14.67,16.08,42.58,17.47,48.25,0,0,16.08,42.58,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

90,22:15-22:30,14.33,15.53,42.18,17.63,46.57,0,0,15.53,42.18,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.62,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

91,22:30-22:45,14,15.2,42.98,17.64,45.57,0,0,15.2,42.97,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.44,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

92,22:45-23:00,13.67,15.1,43.89,17.51,45.29,0,0,15.1,43.88,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.44,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.99,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

93,23:00-23:15,13.67,14.87,44.57,20.61,44.59,0,0,14.87,44.58,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.44,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.84,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

94,23:15-23:30,13.67,14.96,45.07,20.61,44.85,0,0,14.96,45.08,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.44,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.84,0,40.79,29.5,20.4,26.24,5.26,29.5,99.99,0,20.4,14.54

95,23:30-23:45,13.67,15.03,45.63,22.81,45.09,0,0,15.03,45.64,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,12.44,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.84,0,40.79,29.5,20.4,25.73,5.26,29.5,99.99,0,20.4,14.54

96,23:45-24:00,14,15.23,46.19,24.61,45.71,0,0,15.23,46.2,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,9.75,33.59,2.76,20.71,86.57,14.54,269.94,28.86,81.58,129.86,10.71,0,115.17,0,14.05,3.84,0,40.79,29.5,20.4,25.73,5.26,29.5,99.99,0,20.4,14.54

