Column1,Time,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/4138,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/6957,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/7902,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9395,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/3877,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8456,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/5800,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8068,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/2474
65,16:00-16:15,33,61,48,65.32,27,53.51,0,18.01,161.2,32.24,52,0,14.44,10.23,0,0,10.8,7.74,163.71,26.7,13.48,0,0,23.17,33,26,23.17,64.33,69.49,64.34,30,33,5.05,272.29,10.8,100.33,4.02,0,55.77,28.89,25.23,5.2,10.17,26.7,200.66,8.35,122.78,0,33.04,0,10.59,5.37,163.71,28.94

66,16:15-16:30,33,57,42,58.33,23,47.18,0,18.01,146.1,29.22,45,0,14.44,10.23,0,0,9.78,7.74,163.71,26.7,13.48,0,0,23.17,33,23,23.17,65.67,69.49,65.66,31.33,33,5.05,272.29,9.78,100.33,4.02,0,55.77,28.89,26.24,5.2,10.17,26.7,200.66,7.56,122.78,0,33.04,0,10.59,5.37,163.71,28.94

67,16:30-16:45,33,48,36,52.82,18,38.91,0,17.81,130.87,26.17,33,0,14.44,10.23,0,0,8.77,7.74,163.71,26.7,13.48,0,0,23.33,33,17,23.33,67.67,70.01,67.66,32.33,33,5.05,272.29,8.77,92.3,4.02,0,86.86,28.89,27.25,5.2,10.17,26.7,260.59,6.78,122.78,0,33.04,0,10.59,5.37,163.71,28.94

68,16:45-17:00,33,42,31,46.06,16,31.06,0,17.61,114.36,22.87,27,0,14.44,10.23,0,0,7.76,7.74,163.71,26.7,13.48,0,0,23.33,33,13,23.33,69,70.01,69,33,33,5.05,272.29,7.76,92.3,4.02,0,86.86,28.89,27.25,5.2,10.17,26.7,260.59,6,122.78,0,33.04,0,10.59,5.37,163.71,28.94

69,17:00-17:15,33,35,27,39.57,12,23.2,0,15.21,96.98,19.4,23,0,14.44,10.41,0,0,6.69,7.74,163.71,26.7,13.48,0,0,23.5,28,12,23.5,68.33,70.5,68.34,33.67,33,5.43,272.29,6.69,92.3,4.2,0,86.86,28.89,26.24,5.2,10.17,26.7,260.59,5.17,122.78,0,33.04,0,10.59,5.76,163.71,28.94

70,17:15-17:30,33,28,21,33.09,9,29.55,0,14.81,80.69,16.14,13,0,14.44,10.41,0,0,5.58,7.74,163.71,26.7,13.48,0,0,23.67,10,7,23.67,67.33,70.99,67.34,34,31.72,5.43,272.29,5.58,92.3,4.2,0,86.86,28.89,27.25,5.2,10.17,26.7,260.59,4.32,122.78,0,33.04,0,10.59,5.76,163.71,28.94

71,17:30-17:45,23.09,20,15,26.17,8,22.12,0,13.01,64.41,12.88,9,0,14.44,10.41,0,0,4.53,7.74,163.71,26.7,13.48,0,0,23.67,5,5,23.67,67,70.99,67,34,21.98,2.72,272.29,4.53,92.3,4.2,0,86.86,28.89,27.25,5.2,10.17,26.7,260.59,3.5,122.78,0,33.04,0,10.59,5.6,163.71,28.94

72,17:45-18:00,12.86,13,7,19.62,7,15.84,0,12.81,48.89,9.78,5,0,14.44,10.41,0,0,3.49,7.74,163.71,26.7,13.48,0,0,23.83,1,2,23.83,66.33,71.51,66.34,34.33,12.25,4.66,272.29,3.49,92.3,4.2,0,86.86,28.89,27.25,5.2,10.17,26.7,260.59,2.69,122.78,0,33.04,0,10.59,5.6,163.71,28.94

73,18:00-18:15,0,8,4,14.05,5,11.01,0,12.61,35.14,7.03,2,19.26,14.44,10.6,5.78,0,2.5,7.96,163.71,26.61,13.48,0,28.89,23.83,0,1,23.83,70.67,71.51,70.66,29,0,4.66,272.29,2.5,92.3,4.2,5.78,86.86,28.89,27.25,5.2,10.17,26.61,260.59,1.93,122.78,67.41,33.04,14.44,10.59,4.6,0,28.94

74,18:15-18:30,0,5,2,9.45,3,7.29,0,12.41,23.53,4.71,0,19.26,14.44,10.6,5.78,0,1.61,7.96,163.71,26.61,13.48,0,28.89,23.5,0,0,23.5,68.67,70.5,68.66,29,0,4.66,272.29,1.61,92.3,4.2,5.78,86.86,28.89,27.25,5.2,10.17,26.61,260.59,1.25,122.78,67.41,33.04,14.44,10.59,4.6,0,28.94

75,18:30-18:45,0,2,0,0.82,1,3.74,0,11.81,14.72,2.95,0,19.26,14.44,10.6,5.78,0,0.93,7.74,163.71,26.61,13.48,0,28.89,23.17,0,0,23.17,66,69.49,66,28.67,0,4.66,272.29,0.93,92.3,4.2,5.78,86.86,28.89,27.25,5.2,10.17,26.61,260.59,0.72,122.78,67.41,0,14.44,10.59,4.6,0,28.94

76,18:45-19:00,0,1,0,0.3,1,0.94,0,11.21,8.12,1.63,0,19.26,14.44,10.6,5.78,0,0.42,7.74,163.71,25.39,13.48,0,28.89,23,0,0,23,63.33,69,63.34,28.33,0,4.66,272.29,0.42,92.3,4.2,5.78,86.86,28.89,28.26,5.2,10.17,25.39,260.59,0.32,122.78,67.41,0,14.44,10.59,4.6,0,28.94

77,19:00-19:15,0,0,0,0.3,0,0,0,10.6,3.06,0.61,0,19.26,14.44,10.87,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.17,0,0,23.17,62.33,69.49,62.34,28,0,4.97,272.29,0,92.3,3.83,5.78,86.86,28.89,29.27,5.2,10.17,12.33,260.59,0,122.78,67.41,0,14.44,10.59,4.76,0,28.94

78,19:15-19:30,0,0,0,0,0,0,0,10.2,0.36,0.07,0,19.26,14.44,10.87,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.17,0,0,23.17,61.67,69.49,61.66,27.67,0,4.97,272.29,0,92.3,3.83,5.78,86.86,28.89,29.27,5.2,10.17,12.33,260.59,0,122.78,67.41,0,14.44,10.59,4.76,0,28.94

79,19:30-19:45,0,0,0,0,0,0,0,8,0,0,0,19.26,14.44,10.87,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.33,0,0,23.33,62,70.01,62,27.33,0,4.97,272.29,0,92.3,3.83,5.78,86.86,28.89,29.27,5.2,10.17,12.33,260.59,0,122.78,67.41,8.49,14.44,10.59,4.76,0,28.94

80,19:45-20:00,0,0,0,0,0,0,0,8,0,0,0,19.26,14.44,10.87,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,25.17,0,0,25.17,62,75.49,62,27.67,0,4.97,272.29,0,92.3,3.83,5.78,86.86,28.89,28.26,5.2,10.17,12.33,260.59,0,122.78,67.41,12.74,14.44,10.59,4.76,0,28.94

81,20:00-20:15,0,0,0,0,0,0,0,13.01,0,0,0,19.26,14.44,11.06,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,25,0,0,25,62.67,75,62.66,27.33,0,4.97,272.29,0,92.3,3.83,5.78,86.86,28.89,29.78,6.93,10.17,12.33,260.59,0,122.78,67.41,16.99,14.44,10.59,4.83,0,28.94

82,20:15-20:30,0,0,0,0,0,0,0,15.21,0,0,0,19.26,14.44,11.06,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.67,0,0,24.67,62.33,73.99,62.34,27,0,4.97,272.29,0,92.3,3.83,5.78,86.86,28.89,29.78,6.93,10.17,12.33,260.59,0,122.78,67.41,16.99,14.44,10.59,4.83,0,28.94

83,20:30-20:45,0,0,0,0,0,0,0,17.41,0,0,0,19.26,14.44,11.06,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.33,0,0,24.33,61.67,73.01,61.66,27,0,4.43,272.29,0,92.3,3.83,5.78,86.86,28.89,29.78,6.93,10.17,29.5,260.59,0,122.78,67.41,18.87,14.44,10.59,4.83,0,28.94

84,20:45-21:00,0,0,0,0,0,0,0,19.21,0,0,0,19.26,14.44,11.06,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.83,0,0,23.83,60.67,71.51,60.66,27,0,4.43,272.29,0,92.3,3.83,5.78,86.86,28.89,29.78,6.93,10.17,29.5,260.59,0,122.78,67.41,21.23,14.44,10.59,4.83,0,28.94

85,21:00-21:15,0,0,0,0,0,0,0,22.01,0,0,0,19.26,14.44,11.33,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.33,0,0,24.33,59.33,73.01,59.34,26.67,0,4.43,272.29,0,92.3,3.54,5.78,86.86,28.89,28.76,6.93,10.17,29.5,260.59,0,122.78,67.41,23.6,14.44,10.59,4.76,0,28.94

86,21:15-21:30,0,0,0,0,0,0,0,22.41,0,0,0,19.26,14.44,11.33,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.5,0,0,24.5,57,73.5,57,26.67,0,4.43,272.29,0,92.3,3.54,5.78,86.86,28.89,28.76,6.93,10.17,29.5,260.59,0,122.78,67.41,25.96,14.44,10.59,4.76,0,28.94

87,21:30-21:45,0,0,0,0,0,0,0,22.61,0,0,0,19.26,14.44,11.33,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.17,0,0,24.17,55.33,72.49,55.34,26.33,0,4.43,272.29,0,92.3,3.54,5.78,86.86,28.89,27.75,6.93,10.17,29.5,260.59,0,122.78,67.41,28.32,14.44,10.59,4.76,0,28.94

88,21:45-22:00,0,0,0,0,0,0,0,23.01,0,0,0,19.26,14.44,11.33,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.5,0,0,24.5,55,73.5,55,26,0,4.43,272.29,0,92.3,3.54,5.78,86.86,28.89,27.25,6.93,10.17,29.5,260.59,0,122.78,67.41,30.68,14.44,10.59,4.76,0,28.94

89,22:00-22:15,0,0,0,0,0,0,0,23.01,0,0,0,19.26,14.44,11.61,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23,0,0,23,56,69,56,20.67,0,4.28,272.29,0,92.3,3.54,5.78,86.86,28.89,27.76,6.93,10.17,29.5,260.59,0,122.78,67.41,33.04,14.44,10.59,4.45,0,28.94

90,22:15-22:30,0,0,0,0,0,0,0,23.01,0,0,0,19.26,14.44,11.61,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.67,0,0,23.67,56.67,70.99,56.66,21.33,0,4.28,272.29,0,92.3,3.54,5.78,86.86,28.89,27.76,6.93,10.17,29.5,260.59,0,122.78,67.41,35.87,14.44,10.59,4.45,0,28.94

91,22:30-22:45,0,0,0,0,0,0,0,23.01,0,0,0,19.26,14.44,10.88,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.67,0,0,23.67,46.4,70.99,46.4,22,0,4.28,272.29,0,92.3,3.54,5.78,86.86,28.89,27.76,6.93,10.17,29.5,260.59,0,122.78,67.41,40.12,14.44,10.59,4.45,0,28.94

92,22:45-23:00,0,0,0,0,0,0,0,22.61,0,0,0,19.26,14.44,10.88,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,24.5,0,0,24.5,46.93,73.5,46.93,22.67,0,4.28,272.29,0,92.3,3.54,5.78,86.86,28.89,27.76,6.93,10.17,29.5,260.59,0,122.78,67.41,44.37,14.44,10.59,4.45,0,28.94

93,23:00-23:15,0,0,0,0,0,0,0,22.21,0,0,0,19.26,14.44,10.88,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,23.67,0,0,23.67,49.07,70.99,49.07,23,0,4.28,272.29,0,92.3,3.46,5.78,86.86,28.89,28.25,6.93,10.17,29.5,260.59,0,122.78,67.41,48.61,14.44,10.59,4.3,0,28.94

94,23:15-23:30,0,0,0,0,0,0,0,21.81,0,0,0,19.26,14.44,10.88,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,22.83,0,0,22.83,50.13,68.51,50.13,23.33,0,4.28,272.29,0,92.3,3.46,5.78,86.86,28.89,28.25,6.93,10.17,29.5,260.59,0,122.78,67.41,52.86,14.44,10.59,4.3,0,28.94

95,23:30-23:45,0,0,0,0,0,0,0,21.21,0,0,0,19.26,14.44,10.88,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,22.17,0,0,22.17,51.2,66.49,51.2,23,0,4.28,272.29,0,92.3,3.46,5.78,86.86,28.89,28.25,6.93,10.17,29.5,260.59,0,122.78,67.41,57.11,14.44,10.59,4.3,0,28.94

96,23:45-24:00,0,0,0,0,0,0,0,20.61,0,0,0,19.26,14.44,10.88,5.78,0,0,7.74,163.71,29.5,13.48,0,28.89,21.33,0,0,21.33,51.2,64.01,51.2,23.67,0,4.28,272.29,0,92.3,3.46,5.78,86.86,28.89,27.24,6.93,10.17,29.5,260.59,0,122.78,67.41,57.77,14.44,10.59,4.3,0,28.94

