Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/07/01/8128,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8230,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/8139,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8154,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2236,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2786,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2952
73,18:00-18:15,0,2,4.9,20.46,3,40.87,0,0,38.14,18.6,8,15.13,0,0,4,5,7.63,15.13,45.39,0,6.33,100.2,-0,0,224.82,31.29,134.89,2.77,10.47,0,20.75,2.77,115.38,29,129.06,0,0,81.75,86.75,132.73,5.6,2.15,21.48,10.73,43.71,17.76,6.67

74,18:15-18:30,0,1,3.6,15.22,2,40.87,0,0,28.62,18.91,5,14.54,0,0,3,3,5.73,14.54,43.62,0,6.33,100.2,-0,0,224.82,31.29,134.89,2.04,10.47,0,20.75,2.04,115.38,29,129.06,0,0,81.75,86.75,132.73,5.6,1.57,21.48,10.73,43.71,17.76,6.67

75,18:30-18:45,0,0,2.59,11.79,1,40.87,0,0,21.85,19.19,2,14.44,0,0,1,1,4.37,14.44,43.33,0,6.33,100.2,-0,0,224.82,31.29,134.89,1.04,10.47,0,20.75,1.04,115.38,29,129.06,0,0,81.75,86.75,132.73,5.6,0.8,21.48,10.73,43.71,17.76,6.67

76,18:45-19:00,0,0,1.57,1.35,0,40.87,0,0,16.96,19.45,1,13.95,0,0,1,1,3.39,13.95,41.85,0,6.33,100.2,-0,0,224.82,31.29,134.89,0.31,10.47,0,20.75,0.31,115.38,29,129.06,0,0,81.75,86.75,132.73,5.6,0.24,21.48,10.73,43.71,17.76,6.67

77,19:00-19:15,0,0,0.47,0.62,0,39.02,0,0,11.21,19.12,0,13.76,0,0,0,0,2.24,13.76,41.25,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.06,0,29,10.73,43.71,18.23,8.51

78,19:15-19:30,0,0,0,0,0,39.02,0,0,6.39,18.5,0,13.76,0,0,0,0,1.28,13.76,41.25,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.06,0,29,10.73,43.71,18.23,8.51

79,19:30-19:45,0,0,0,0,0,39.02,0,0,0.93,17.7,0,13.46,0,0,0,0,0.19,13.46,40.37,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.06,0,29,10.73,43.71,18.23,8.51

80,19:45-20:00,0,0,0,0,0,39.02,0,0,0.12,16.66,0,13.56,0,0,0,0,0.02,13.56,40.67,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.06,0,29,10.73,43.71,18.23,8.51

81,20:00-20:15,0,0,0,0,0,39.02,0,0,0,15.73,0,15.33,0,0,0,0,0,15.33,46.01,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.53,0,29,10.73,43.71,18.23,8.51

82,20:15-20:30,0,0,0,0,0,39.02,0,0,0,14.81,0,15.17,0,0,0,0,0,15.17,45.49,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.53,0,29,10.73,43.71,18.23,8.51

83,20:30-20:45,0,0,0,0,0,39.02,0,0,0,13.97,0,15,0,0,0,0,0,15,45,0,6.33,100.2,-0,0,224.82,31.29,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.53,0,29,10.73,43.71,12.71,8.51

84,20:45-21:00,0,0,0,0,0,39.02,0,0,0,13.1,0,15,0,0,0,0,0,15,45,0,6.33,100.2,-0,0,224.82,30.28,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,6.53,0,29,10.73,43.71,12.71,8.51

85,21:00-21:15,0,0,0,0,0,39.02,0,0,0,12.85,0,14.17,0,0,0,0,0,14.17,42.49,0,6.33,100.2,-0,0,224.82,30.28,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,7.46,0,0,10.73,43.71,12.71,8.51

86,21:15-21:30,0,0,0,0,0,39.02,0,0,0,12.81,0,14.17,0,0,0,0,0,14.17,42.49,0,6.33,100.2,-0,0,224.82,29.78,134.89,0,10.47,0,20.75,0,115.38,29,129.06,0,0,81.75,86.75,132.73,7.46,0,0,10.73,43.71,12.71,8.51

87,21:30-21:45,0,0,0,0,0,39.02,0,0,0,12.86,0,14,0,0,0,0,0,14,42,0,6.33,100.2,-0,0,224.82,29.78,134.89,0,10.47,0,20.75,0,115.38,11.1,129.06,0,0,81.75,86.75,132.73,7.46,0,11.1,10.73,43.71,12.71,8.51

88,21:45-22:00,0,0,0,0,0,39.02,0,0,0,12.94,0,14,0,0,0,0,0,14,42,0,6.33,100.2,-0,0,224.82,29.27,134.89,0,10.47,0,20.75,0,115.38,11.1,129.06,0,0,81.75,86.75,132.73,7.46,0,11.1,10.73,43.71,12.71,8.51

89,22:00-22:15,0,0,0,0,0,30.01,0,0,0,13.21,0,14,0,0,0,0,0,14,42,0,6.33,100.2,-0,0,224.82,28.26,134.89,0,10.47,0,20.75,0,115.38,11.1,129.06,0,0,81.75,86.75,132.73,7.18,0,11.1,10.73,43.71,12.71,8.51

90,22:15-22:30,0,0,0,0,0,31.01,0,0,0,13.53,0,13.83,0,0,0,0,0,13.83,41.51,0,6.33,100.2,-0,0,224.82,28.26,134.89,0,10.47,0,20.75,0,115.38,11.1,129.06,0,0,81.75,86.75,132.73,7.18,0,11.1,10.73,43.71,12.71,8.51

91,22:30-22:45,0,0,0,0,0,32.01,0,0,0,13.87,0,13.67,0,0,0,0,0,13.67,40.99,0,6.33,100.2,-0,0,224.82,28.77,134.89,0,10.47,0,20.75,0,115.38,11.1,129.06,0,0,81.75,86.75,132.73,7.18,0,11.1,10.73,43.71,12.71,8.51

92,22:45-23:00,0,0,0,0,0,33.01,0,0,0,14.26,0,13.67,0,0,0,0,0,13.67,40.99,0,6.33,100.2,-0,0,224.82,28.77,134.89,0,10.47,0,20.75,0,115.38,11.1,129.06,0,0,81.75,86.75,132.73,7.18,0,11.1,10.73,43.71,12.71,8.51

93,23:00-23:15,0,0,0,0,0,34.01,0,0,0,14.56,0,13.67,0,0,0,0,0,13.67,40.99,0,6.33,100.2,-0,0,224.82,28.77,134.89,0,10.47,0,20.75,0,115.38,20,129.06,0,0,81.75,86.75,132.73,6.99,0,20,10.73,43.71,12.71,8.51

94,23:15-23:30,0,0,0,0,0,35.01,0,0,0,14.83,0,13.33,0,0,0,0,0,13.33,40.01,0,6.33,100.2,-0,0,224.82,28.77,134.89,0,10.47,0,20.75,0,115.38,20,129.06,0,0,81.75,86.75,132.73,6.99,0,20,10.73,43.71,12.71,8.51

95,23:30-23:45,0,0,0,0,0,35.01,0,0,0,15.08,0,13,0,0,0,0,0,13,39,0,6.33,100.2,-0,0,224.82,28.26,134.89,0,10.47,0,20.75,0,115.38,15,129.06,0,0,81.75,86.75,132.73,6.99,0,15,10.73,43.71,12.71,8.51

96,23:45-24:00,0,0,0,0,0,35.01,0,0,0,15.34,0,12.83,0,0,0,0,0,12.83,38.51,0,6.33,100.2,-0,0,224.82,28.26,134.89,0,10.47,0,20.75,0,115.38,15,129.06,0,0,81.75,86.75,132.73,6.99,0,15,10.73,43.71,12.71,8.51

