Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/9320,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9154,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/3877,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/7902,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02
64,15:45-16:00,33,33,10.67,48.5,17.17,33,17.17,27.33,51.49,27.34,7.83,66.15,93.22,64,34,70,67,0,18.65,33,0,10.62,0,53.09,3.12,46.33,0,164.1,4.56,231.67,26.95,0,164.1,26.95,8.59,13.51,0,29.01,26.75,3.84,4.14,14.48,0,0,123.08,70.4,28.96,10,3.62,3.98,0,7.73,10,129.35

65,16:00-16:15,33,33,12.33,43.83,18.33,33,18.33,33,55.01,33,7.65,59.49,91.77,58,31,64,60,0,18.36,30,0,10.62,0,53.09,3.27,46.33,0,164.1,4.56,272.94,26.95,0,164.1,26.95,8.69,13.51,0,29.01,26.75,3.84,2.41,14.48,0,0,123.08,70.4,28.96,9.17,3.62,2.14,0,7.09,9.17,165.73

66,16:15-16:30,33,33,12.33,39.16,19.33,33,19.33,36,58.01,36,7.51,52.68,90.32,52,27,57,53,0,18.06,27,0,10.62,0,53.09,3.27,46.33,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.69,13.51,0,29.01,26.75,3.84,2.41,14.48,0,0,123.08,70.4,28.96,8.11,3.62,2.14,0,6.27,8.11,165.73

67,16:30-16:45,33,33,12.33,34.49,20.67,33,20.67,40.67,61.99,40.66,7.36,45.52,88.87,45,22,49,43,0,17.77,22,0,10.62,0,53.09,3.27,46.33,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.69,13.51,0,29.01,25.73,3.84,2.41,14.48,0,0,123.08,70.4,28.96,6.97,3.62,2.14,0,5.39,6.97,165.73

68,16:45-17:00,33,33,12,29.83,21.83,33,21.83,44.33,65.51,44.34,7.24,38.32,87.41,37,21,42,33,0,17.48,17,0,10.62,0,82.05,3.27,46.33,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.69,13.51,0,29.01,25.73,3.84,2.41,14.48,0,0,123.08,70.4,28.96,5.67,3.62,2.14,0,4.38,5.67,201.14

69,17:00-17:15,28,33,12.67,26.85,23,33,23,51.33,69,51.34,7.08,31.24,77.92,30,16,36,27,0,15.59,13,0,10.62,0,100.56,3.5,56.87,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.87,13.51,0,29.01,25.73,3.93,2.41,14.48,0,0,123.08,70.4,28.96,4.57,3.77,0.97,0,3.53,4.57,201.14

70,17:15-17:30,10,25.24,13.67,23.88,24.33,27.62,24.33,58.33,73.01,58.34,6.97,24.33,68.44,22,12,29,18,0,13.69,9,0,10.62,0,100.56,3.5,56.87,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.87,13.51,0,29.01,25.73,3.93,2.41,14.48,0,0,123.08,70.4,28.96,3.85,3.77,0.97,0,2.98,3.85,201.14

71,17:30-17:45,5,17.28,14.67,20.91,25.17,18.52,25.17,65,75.49,65,6.82,17.78,58.95,15,7,20,9,0,11.79,5,0,10.62,0,100.56,3.5,69.1,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.87,13.51,0,29.01,25.73,3.93,2.41,14.48,0,0,123.08,70.4,28.96,3.04,3.77,0.97,0,2.34,3.04,201.14

72,17:45-18:00,1,10.58,16,17.93,25.83,10.97,25.83,71.33,77.51,71.34,6.71,12.12,49.47,7,6,13,5,0,9.89,2,0,10.62,0,100.56,3.5,69.1,0,164.1,2.9,272.94,26.95,0,164.1,26.95,8.87,13.51,0,29.01,26.24,3.93,2.41,14.48,0,0,123.08,70.4,28.96,2.32,3.77,0.97,0,1.79,2.32,201.14

73,18:00-18:15,0,0,14.33,14.18,24.33,0,24.33,73,73.01,73,4.82,7.41,39.12,3,5,8,2,0,7.83,1,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,2.9,272.94,26.61,14.48,0,26.61,9.05,13.51,0,29.01,26.24,3.93,2.41,14.48,5.79,67.57,123.08,70.4,28.96,1.6,4.01,0.97,28.96,1.24,1.6,201.14

74,18:15-18:30,0,0,15.33,10.21,25,0,25,75.33,75,75.34,5.18,3.57,28.78,1,3,5,0,0,5.76,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,2.9,272.94,26.61,14.48,0,26.61,9.05,13.51,0,29.01,26.75,3.93,2.41,14.48,5.79,67.57,123.08,70.4,28.96,1.03,4.01,0.97,28.96,0.79,1.03,201.14

75,18:30-18:45,0,0,16.67,6.25,25.33,0,25.33,75.33,76.01,75.34,5.61,0.72,18.44,0,1,2,0,0,3.69,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,2.9,272.94,29.5,14.48,0,25.7,9.05,13.51,0,29.01,26.75,3.93,7.76,14.48,5.79,67.57,123.08,78.91,28.96,0,4.01,4.05,28.96,0,0,201.14

76,18:45-19:00,0,0,18,4.22,26.17,0,26.17,76.67,78.49,76.66,6.06,0,8.1,0,1,1,0,0,1.62,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,25.7,9.05,13.51,0,29.01,27.25,3.93,7.76,14.48,5.79,67.57,123.08,87.43,28.96,0,4.01,4.05,28.96,0,0,201.14

77,19:00-19:15,0,0,18.67,2.85,26.33,0,26.33,75.33,79.01,75.34,6.55,0,0.87,0,0,0,0,0,0.17,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.24,13.51,0,29.01,27.75,4.03,7.76,14.48,5.79,67.57,123.08,95.94,28.96,0,4.24,4.05,28.96,0,0,201.14

78,19:15-19:30,0,0,19.33,0.88,26.5,0,26.5,75.33,79.5,75.34,7.11,0,0.38,0,0,0,0,0,0.08,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.24,13.51,0,29.01,27.75,4.03,7.76,14.48,5.79,67.57,123.08,104.46,28.96,0,4.24,4.05,28.96,0,0,201.14

79,19:30-19:45,0,0,16.67,0.03,26.67,0,26.67,74.67,79.99,74.66,7.75,0,0.1,0,0,0,0,0,0.02,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.24,13.51,0,29.01,27.25,4.03,7.76,14.48,5.79,67.57,123.08,112.98,28.96,0,4.24,4.05,28.96,0,0,201.14

80,19:45-20:00,0,0,18.33,0,26.67,0,26.67,71,79.99,71,8.51,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.24,13.51,0,29.01,28.26,4.03,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.24,4.05,28.96,0,0,201.14

81,20:00-20:15,0,0,18.67,0,26.5,0,26.5,69,79.5,69,8.79,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,27.25,4.03,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

82,20:15-20:30,0,0,19.33,0,27,0,27,67,81,67,9.04,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,27.25,4.03,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

83,20:30-20:45,0,0,18.67,0,25.67,0,25.67,62.67,76.99,62.66,9.32,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,27.25,4.03,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

84,20:45-21:00,0,0,17.67,0,23.83,0,23.83,56.33,71.51,56.34,9.58,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.5,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.25,4.03,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

85,21:00-21:15,0,0,16.67,0,25.83,0,25.83,52.67,77.51,52.66,8.61,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.35,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.25,3.93,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.61,4.05,28.96,0,0,201.14

86,21:15-21:30,0,0,16.33,0,25.5,0,25.5,53.33,76.5,53.34,8.87,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.35,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.25,3.93,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.61,4.05,28.96,0,0,201.14

87,21:30-21:45,0,0,15.67,0,25,0,25,48.33,75,48.34,9.01,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.35,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,27.75,3.93,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.61,4.05,28.96,0,0,201.14

88,21:45-22:00,0,0,21,0,25,0,25,42,75,42,9.15,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.35,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,27.75,3.93,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.61,4.05,28.96,0,0,201.14

89,22:00-22:15,0,0,17.33,0,25.17,0,25.17,44.67,75.49,44.66,8.81,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.77,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

90,22:15-22:30,0,0,15.67,0,24.33,0,24.33,53.33,73.01,53.34,8.47,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.77,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

91,22:30-22:45,0,0,15,0,23.5,0,23.5,48.67,70.5,48.66,8.15,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.77,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

92,22:45-23:00,0,0,15,0,23.17,0,23.17,53.33,69.49,53.34,7.83,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.77,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

93,23:00-23:15,0,0,14.33,0,23.33,0,23.33,72.33,70.01,72.34,7.72,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,28.26,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

94,23:15-23:30,0,0,13.33,0,22.83,0,22.83,59.33,68.51,59.34,7.57,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,29.27,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

95,23:30-23:45,0,0,12.67,0,22.17,0,22.17,60,66.49,60,7.49,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,29.27,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

96,23:45-24:00,0,0,12.67,0,22.33,0,22.33,60.33,67.01,60.34,7.44,0,0,0,0,0,0,0,0,0,0,10.62,5.79,100.56,3.12,69.1,19.31,164.1,10.45,272.94,29.5,14.48,0,24.09,9.42,13.51,0,29.01,29.27,3.84,7.76,14.48,5.79,67.57,123.08,115.43,28.96,0,4.46,4.05,28.96,0,0,201.14

