Column1,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/4083,GNA/NR/2024/10/05/3525,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/05/8379,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/05/7177,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2024/10/05/6226,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/9072,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31
83,20:30-20:45,0,0,0,9.83,9.84,0,0,29.5,27,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,27,7.6,9,0,0,0,0,0,0,115.54,37.33,30.5,4.3,0

84,20:45-21:00,0,0,0,9.83,9.84,0,0,29.5,27,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,5.05,31.29,96.65,30.5,106.3,4.46,27,7.4,9,0,0,0,0,0,0,115.54,37.33,30.5,4.3,0

85,21:00-21:15,0,0,0,9.83,9.84,0,0,29.5,26.67,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.82,31.29,96.65,31,106.3,4.32,26.67,7.4,8.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

86,21:15-21:30,0,0,0,9.83,9.84,0,0,29.5,26.67,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.82,31.29,96.65,31,106.3,4.32,26.67,7.4,8.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

87,21:30-21:45,0,0,0,9.83,9.84,0,0,29.5,26.33,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.82,31.29,96.65,31,106.3,4.32,26.33,7.4,8.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

88,21:45-22:00,0,0,0,9.83,9.84,0,0,29.5,26.33,0,0,0,6.27,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.82,31.29,96.65,31,106.3,4.32,26.33,7.4,8.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

89,22:00-22:15,0,0,0,9.83,9.84,0,0,29.5,26,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.82,31.29,96.65,31,106.3,4.32,26,7,8.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

90,22:15-22:30,0,0,0,9.83,9.84,0,0,29.5,26,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.82,31.29,96.65,31,106.3,4.32,26,7,8.34,0,0,0,0,0,0,115.54,37.33,31,4.15,0

91,22:30-22:45,0,0,0,10,10,0,0,30,26,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.67,31.29,96.65,31,106.3,4.32,26,7,8.34,0,0,0,0,0,0,115.54,37.33,31,4.15,0

92,22:45-23:00,0,0,0,10,10,0,0,30,26,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.67,31.29,96.65,31,106.3,4.32,26,7,8.34,0,0,0,0,0,0,115.54,37.33,31,4.15,0

93,23:00-23:15,0,0,0,10.33,10.34,0,0,31,25.67,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.67,31.29,96.65,31,106.3,4.18,25.67,7,8.34,0,0,0,0,0,0,115.54,37.33,31,4.15,0

94,23:15-23:30,0,0,0,10.83,10.84,0,0,32.5,25.67,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.67,31.29,96.65,31,106.3,4.18,25.67,7,7.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

95,23:30-23:45,0,0,0,11.17,11.16,0,0,33.5,25,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.67,31.29,96.65,31,106.3,4.18,25,7,7.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

96,23:45-24:00,0,0,0,11.33,11.34,0,0,34,24.67,0,54.36,0,6.18,0,87.17,183.62,273.25,37.33,0,37.33,197.15,12.45,12.45,0,4.67,31.29,96.65,31,106.3,4.18,24.67,7,7.66,0,0,0,0,0,0,115.54,37.33,31,4.15,0

