Block,Time,BSIUL,MAPS,PARBATI2,TANDA2,UNCHAHAR4,DADRI_RF,CHAMERA1,DULHASTI,KHSTPP-I,KKNP,RAPPB,RIHAND2,RSTPSU1TO6,JHAJJAR,NLCEXP,SEWA2,SIMHST1,TANAKPUR,TEHRIPSP,ANTA_CRF,ANTA_GF,AURY_CRF,KKNPPU2,KOTESHWR,NLCIIST1,NLCTS2EXP,PARBATI3,RSTPSU7,SIMHST2,UNCHAHAR3,AURY_GF,DADRI_LF,CHAMERA2,CHAMERA3,KGSU1AND2,KGSU3AND4,NLCIIST2,NNTPP,RAMPUR,RAPPC,RAPPD,SASAN,TALA,TALST2,UNCHAHAR2,URI,ANTA_LF,AURY_LF,DADRI_CRF,BRBCL,DADRT2,FSTPP I & II,KOLDAM,KUDGI,NJPC,SALAL,SINGRAULI_HYDRO,UNCHAHAR1,URI2,ANTA_RF,DADRI_GF,NAPP,NTPL,RIHAND3,SINGRAULI,TelanganaSTPP,AURY_RF,DHAULIGNGA,KHSTPP-II,KISHANGANGA,RIHAND1,TEHRI,VALLURNTECL
56,13:45-14:00,13.04,0,0,5.73,3.22,52.7,28.1,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,6.47,0,45,37.53,0,0,0,24.99,689.38,19.46,8.62,0,175.79,81.34,0.96,21.65,28.06,47.41,0,24.87,0,130.84,134.74,0,76.62,0,148.3,7.05,98.32,0,0

57,14:00-14:15,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,39.75,0,0,0,24.99,689.38,19.46,8.62,0,175.79,81.34,0.96,21.65,28.06,46.78,0,24.87,0,130.84,134.74,0,76.62,0,148.3,7.05,98.32,0,0

58,14:15-14:30,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,39.75,0,0,0,24.99,689.38,19.46,8.62,0,175.79,81.34,0.96,21.65,28.06,46.78,0,24.87,0,130.84,134.74,0,76.62,0,148.3,7.05,98.32,0,0

59,14:30-14:45,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,22.3,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,39.75,0,0,0,24.99,689.38,19.46,8.62,0,175.79,81.34,0.96,21.65,28.06,46.78,0,24.87,0,130.84,142.93,0,76.62,0,148.3,7.05,98.32,0,0

60,14:45-15:00,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,22.3,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,39.75,0,0,0,24.99,689.38,19.46,8.62,0,175.79,81.34,0.96,21.65,28.06,46.78,0,24.87,0,130.84,144.57,0,76.62,0,148.3,7.05,98.32,0,0

61,15:00-15:15,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,37.53,0,0,0,24.99,689.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,46.78,0,24.87,0,130.84,144.57,0,76.62,0,148.3,7.05,98.32,0,0

62,15:15-15:30,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,37.53,0,0,0,24.99,689.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,46.78,0,24.87,0,130.84,146.2,0,76.62,0,148.3,7.05,98.32,0,0

63,15:30-15:45,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,37.53,0,0,0,24.99,689.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,46.78,0,24.87,0,130.84,146.2,0,76.62,0,148.3,7.05,98.32,14.5,0

64,15:45-16:00,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,37.53,0,0,0,24.99,689.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,46.78,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,43.49,0

65,16:00-16:15,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,46.15,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

66,16:15-16:30,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,9,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,46.15,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

67,16:30-16:45,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,14.05,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

68,16:45-17:00,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,14.05,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

69,17:00-17:15,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,13.62,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

70,17:15-17:30,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,331.88,13.62,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

71,17:30-17:45,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,13.62,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

72,17:45-18:00,6.52,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,13.47,0,45,34.78,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

73,18:00-18:15,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,13.47,0,45,36.43,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

74,18:15-18:30,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,667.25,0,0,0,11.91,0,0,0,0,0,10.14,0,0,22.3,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,13.31,0,45,36.43,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,28.06,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

75,18:30-18:45,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,540.95,0,0,0,11.91,0,0,0,0,0,10.14,0,0,22.3,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,11.27,0,45,35.33,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,25.72,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

76,18:45-19:00,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,538.65,0,6.12,0,11.91,0,0,0,0,0,20.29,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,10.82,0,45,35.33,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,25.72,45.51,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

77,19:00-19:15,13.04,0,0,5.73,3.22,52.7,42.15,55.38,45.53,0,0,125.27,0,281.83,0,12.22,0,11.91,79.02,0,0,0,0,30.43,0,0,26.76,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,10.32,0,45,35.33,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,21.65,25.72,45.77,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,57.98,0

78,19:15-19:30,20.46,0,0,5.73,3.22,52.7,42.27,57.67,45.53,0,0,125.27,0,281.83,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,10.47,0,45,35.33,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,45.77,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

79,19:30-19:45,20.46,0,0,5.73,3.22,52.7,42.27,57.67,45.53,0,0,125.27,0,281.83,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,5.03,0,45,35.33,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,46.15,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

80,19:45-20:00,20.46,0,0,5.73,3.22,52.7,42.27,57.67,45.53,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,5.35,0,45,35.33,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,46.15,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

81,20:00-20:15,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,5.59,0,45,37.53,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,46.78,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

82,20:15-20:30,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,5.79,0,45,37.53,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,46.78,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

83,20:30-20:45,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,6.02,0,45,41.95,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,46.78,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

84,20:45-21:00,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,6.23,0,45,41.95,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,21.65,25.72,46.78,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

85,21:00-21:15,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,6.37,0,45,41.95,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,20.76,25.72,47.41,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

86,21:15-21:30,6.52,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,22.3,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,6.37,0,45,41.95,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,25.72,47.41,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

87,21:30-21:45,6.52,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,22.3,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,11.94,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,28.06,47.41,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

88,21:45-22:00,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,11.94,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,20.76,28.06,47.41,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

89,22:00-22:15,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.86,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,11.5,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,20.76,28.06,49.31,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

90,22:15-22:30,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,11.5,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,20.76,28.06,49.31,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

91,22:30-22:45,20.46,0,0,5.73,3.22,52.7,42.27,57.67,32.78,0,0,125.27,0,281.85,0,19.49,0,11.91,158.05,0,0,0,0,44.64,0,0,38.65,0,0,27.69,0,0,49.59,35.69,0,0,0,0,5.84,65.27,0,337.5,11.64,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,177.44,80.76,0.96,20.76,31.17,49.31,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.18,98.32,59.21,0

92,22:45-23:00,13.04,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,11.64,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,31.17,49.31,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

93,23:00-23:15,13.04,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,34.19,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,11.78,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,31.17,50.57,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

94,23:15-23:30,13.04,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,34.19,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,11.78,0,45,44.16,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,31.17,50.57,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

95,23:30-23:45,13.04,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,6.49,0,45,41.95,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,31.17,50.57,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

96,23:45-24:00,13.04,0,0,5.73,3.22,52.7,42.15,55.38,32.78,0,0,125.27,0,281.85,0,18.34,0,11.91,158.05,0,0,0,0,40.57,0,0,32.71,0,0,27.69,0,0,47.12,33.94,0,0,0,0,5.7,65.27,0,337.5,6.64,0,45,41.95,0,0,0,24.99,549.38,19.46,8.62,0,175.79,80.76,0.96,20.76,31.17,50.57,0,24.87,0,130.84,148.25,0,76.62,0,148.3,7.05,98.32,58.59,0

