Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/16/5917,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532
73,18:00-18:15,15,7.5,0,8,12,7,0,5,0,37.5,10,-0,134.84,20.74,0,43.7,0,86.72,8.51,26.95,19.14,10.47,10.73,1.7,6.71,163.44,0,25.23,100.16,6.62,1.31,1.7,70.11,0,81.72,26.95,187.96,0,22.96,11.78,68.88,22.49,22.96,0,0,0,43.02

74,18:15-18:30,10,6.7,0,5,7,5,0,3,0,33.48,10,-0,134.84,20.74,0,43.7,0,81.51,8.51,26.95,19.14,10.47,10.73,1.22,6.71,163.44,0,25.23,100.16,6.62,0.94,1.22,70.11,0,81.72,26.95,226.42,0,22.77,7.64,68.33,22.3,22.77,0,0,0,43.02

75,18:30-18:45,5,4.93,0,2,4,3,0,1,0,24.65,9.83,-0,134.84,20.74,0,43.7,0,66.85,8.51,26.95,19.14,10.47,10.73,0,6.71,163.44,0,0,100.16,6.62,0,0,70.11,0,81.72,26.95,264.88,0,22.4,3.92,67.2,22.07,22.4,0,0,0,43.02

76,18:45-19:00,3,3.18,0,1,3,1,0,1,0,15.91,5.31,-0,134.84,20.74,0,43.7,0,66.85,8.51,26.95,19.14,10.47,10.73,0,6.71,163.44,0,0,100.16,6.62,0,0,70.11,0,81.72,26.95,270.39,0,21.45,1.13,64.34,21.81,21.45,15,15,0,43.02

77,19:00-19:15,1,1.91,0,0,2,0,0,0,0,9.57,2.89,-0,134.84,20.74,0,43.7,0,86.72,8.51,26.34,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,78.58,0,81.72,29.5,270.39,0,18.05,0,54.14,17.2,18.05,0,0,0,36.01

78,19:15-19:30,0,1.23,0,0,1,0,0,0,0,6.15,1.86,-0,134.84,20.74,0,43.7,0,86.72,8.51,26.34,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,87.06,0,81.72,29.5,270.39,0,17.68,0,53.03,17.07,17.68,0,0,0,36.42

79,19:30-19:45,0,0.66,0,0,0,0,0,0,0,3.31,0.99,-0,134.84,20.74,0,43.7,0,86.72,8.51,26.34,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,95.54,1.41,81.72,29.5,270.39,0,17.5,0,52.47,13.33,17.5,0,0,0,37.02

80,19:45-20:00,0,0.24,0,0,0,0,0,0,0,1.21,0.39,-0,134.84,20.74,0,43.7,0,86.72,8.51,26.34,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,104.02,1.41,81.72,29.5,270.39,0,17.31,0,51.92,13,17.31,0,0,0,37.62

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0.01,0.01,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,112.5,0,81.72,29.5,270.39,0,16.39,0,49.16,12.67,16.39,0,0,0,38.42

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0.01,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,16.21,0,48.6,12.33,16.21,0,0,0,39.02

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,16.02,0,48.07,12,16.02,0,0,0,39.62

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,19.14,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,15.84,0,47.51,11.67,15.84,0,0,0,40.42

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.68,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,15.65,0,46.97,11.33,15.65,0,0,0,40.02

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.68,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,15.47,0,46.41,11,15.47,0,0,0,40.02

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.68,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,15.28,0,45.86,10.67,15.28,0,0,0,40.02

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.68,10.47,10.73,0,7.18,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,15.1,0,45.3,10.33,15.1,0,0,0,40.02

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.5,10.47,10.73,0,6.71,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.73,0,44.19,10,14.73,0,0,0,43.02

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.5,10.47,10.73,0,6.71,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.73,0,44.19,10.67,14.73,0,0,0,43.02

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.5,10.47,10.73,0,6.71,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.73,0,44.19,11,14.73,0,0,0,43.02

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.5,10.47,10.73,0,6.71,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.73,0,44.19,11.33,14.73,0,0,0,43.02

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.22,10.47,10.73,0,6.34,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.36,0,43.1,11.67,14.36,0,0,0,43.02

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.22,10.47,10.73,0,6.34,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.36,0,43.1,12.23,14.36,0,0,0,43.02

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.22,10.47,10.73,0,6.34,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.36,0,43.1,12.21,14.36,0,0,0,43.02

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,-0,134.84,20.74,0,43.7,0,86.72,8.51,29.5,18.22,10.47,10.73,0,6.34,163.44,0,0,100.16,6.62,0,0,115.33,0,81.72,29.5,270.39,0,14.18,0,42.54,12.21,14.18,0,0,0,43.02

