Block,Time,CHAMERA2,KKNP,NJPC,NLCEXP,TALA,UNCHAHAR2,ANTA_GF,ANTA_RF,AURY_GF,NLCIIST1,RSTPSU1TO6,RSTPSU7,SIMHST1,ANTA_CRF,DADRI_GF,DADRI_RF,FSTPP I & II,KKNPPU2,PARBATI3,SALAL,SIMHST2,TALST2,URI,CHAMERA1,KUDGI,MAPS,NAPP,NLCIIST2,NNTPP,SASAN,SINGRAULI_HYDRO,TEHRI,UNCHAHAR4,DADRI_LF,DULHASTI,RIHAND1,TANAKPUR,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,ANTA_LF,CHAMERA3,DHAULIGNGA,JHAJJAR,KGSU1AND2,KHSTPP-II,KOTESHWR,NTPL,RAMPUR,RAPPB,RAPPC,RIHAND3,SEWA2,AURY_RF,BSIUL,DADRT2,NLCTS2EXP,RIHAND2,TANDA2,DADRI_CRF,BRBCL,KGSU3AND4,KHSTPP-I,KISHANGANGA,KOLDAM,SINGRAULI,TelanganaSTPP,URI2,AURY_CRF,AURY_LF
59,14:30-14:45,44.22,0,0,0,12.14,43.71,0,29.93,0,0,0,0,0,0,0,76.64,14.3,0,0,63.92,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

60,14:45-15:00,44.22,0,0,0,12.14,43.71,0,30.04,0,0,0,0,0,0,0,76.64,14.3,0,0,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,0,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

61,15:00-15:15,44.22,0,0,0,10.79,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,0,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,0,1.62,0,36.23,87.45,2.56,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

62,15:15-15:30,44.22,0,0,0,10.79,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,0,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,0,1.62,0,36.23,87.45,2.56,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,25.12,0,0

63,15:30-15:45,44.22,0,0,0,8.96,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,16.71,1.62,0,36.23,87.45,5.13,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

64,15:45-16:00,44.22,0,0,0,8.96,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,33.43,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

65,16:00-16:15,44.22,0,0,0,8.96,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,50.14,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

66,16:15-16:30,44.22,0,0,0,8.96,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

67,16:30-16:45,44.22,0,0,0,9.29,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

68,16:45-17:00,44.22,0,25.56,0,9.29,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,76.69,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,0.54,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

69,17:00-17:15,44.22,0,51.11,0,3.67,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,77.85,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,1.09,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

70,17:15-17:30,44.22,0,76.67,0,3.67,43.71,0,30.64,0,0,0,0,0,0,0,76.64,14.3,0,17.56,77.85,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,1.63,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,26.6,0,0

71,17:30-17:45,44.22,0,102.23,0,3.53,43.71,0,30.75,0,0,0,0,0,0,0,76.64,14.3,0,17.56,77.85,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,11.78,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,2.19,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,28.07,0,0

72,17:45-18:00,44.22,0,127.78,0,3.53,43.71,0,30.75,0,0,0,0,0,0,0,76.64,14.3,0,17.56,77.85,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,2.78,0,60.38,127.6,17.37,77.33,0,686.07,0,121.71,2.89,0,15,0,32.17,2.88,5.35,116.85,0,28.07,0,0

73,18:00-18:15,44.22,0,167.1,0,3.08,43.71,0,30.75,0,0,0,0,0,0,0,76.64,14.3,0,8.43,77.85,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,67.72,1.62,0,36.23,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,19.32,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,105.16,0,28.07,0,0

74,18:15-18:30,44.22,0,167.1,0,2.8,43.71,0,30.87,0,0,0,0,0,0,0,76.64,14.3,0,36.54,77.85,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,69.44,1.62,0,36.23,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,28.98,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

75,18:30-18:45,44.22,0,167.1,0,2.65,43.71,0,30.99,0,0,0,0,0,0,0,76.64,14.3,0,36.54,75.52,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.3,1.62,0,36.23,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

76,18:45-19:00,45.65,0,168.66,0,2.49,43.71,0,30.99,0,0,0,0,0,0,0,76.64,14.3,0,36.54,75.52,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.3,1.62,0,54.53,87.45,10.89,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,0.388,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

77,19:00-19:15,45.65,0,168.66,0,2.49,43.11,0,31.23,0,0,0,0,0,0,0,76.64,14.3,0,36.54,75.52,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.89,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

78,19:15-19:30,45.65,0,168.66,0,2.49,43.11,0,31.34,0,0,0,0,0,0,0,76.64,14.3,0,36.54,75.52,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.89,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

79,19:30-19:45,45.65,0,168.66,0,8.23,43.11,0,31.46,0,0,0,0,0,0,0,76.64,14.3,0,36.54,75.52,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.63,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

80,19:45-20:00,45.65,0,168.66,0,8.23,43.11,0,31.58,0,0,0,0,0,0,0,76.64,14.3,0,30.92,75.52,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.63,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

81,20:00-20:15,45.65,0,168.66,0,8.37,43.11,0,31.58,0,0,0,0,0,0,0,76.64,14.3,0,30.92,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.63,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

82,20:15-20:30,45.65,0,168.66,0,8.49,43.11,0,31.58,0,0,0,0,0,0,0,76.64,14.3,0,30.92,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.63,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

83,20:30-20:45,45.65,0,168.66,0,8.58,43.11,0,31.58,0,0,0,0,0,0,0,76.64,14.3,0,35.14,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.63,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

84,20:45-21:00,44.22,0,167.1,0,8.68,43.11,0,31.58,0,0,0,0,0,0,0,76.64,14.3,0,35.14,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

85,21:00-21:15,44.22,0,167.1,0,8.73,43.11,0,31.58,0,0,0,0,0,0,0,76.64,14.3,0,35.14,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,685.75,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,26.6,0,0

86,21:15-21:30,44.22,0,167.1,0,8.84,43.11,0,31.7,0,0,0,0,0,0,0,76.64,14.3,0,35.14,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,685.75,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,26.6,0,0

87,21:30-21:45,44.22,0,167.1,0,9.03,43.11,0,31.7,0,0,0,0,0,0,0,76.64,14.3,0,35.14,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,685.75,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,25.12,0,0

88,21:45-22:00,45.65,0,168.66,0,9.15,43.11,0,31.7,0,0,0,0,0,0,0,76.64,14.3,0,35.14,72.05,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,10.12,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,685.75,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,25.12,0,0

89,22:00-22:15,45.65,0,168.66,0,9.27,43.11,0,31.7,0,0,0,0,0,0,0,76.64,14.3,0,30.92,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,685.75,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,25.12,0,0

90,22:15-22:30,45.65,0,168.66,0,9.31,43.11,0,31.7,0,0,0,0,0,0,0,76.64,14.3,0,30.92,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,685.75,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,25.12,0,0

91,22:30-22:45,45.65,0,168.66,0,9.47,43.11,0,31.7,0,0,0,0,0,0,0,76.64,14.3,0,21.08,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.74,20.96,27.05,0,0,32.08,41.42,413.81,0,148.3,42.51,0,3.62,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,25.12,0,0

92,22:45-23:00,44.22,0,167.1,0,9.58,43.11,0,31.81,0,0,0,0,0,0,0,76.64,14.3,0,21.08,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.48,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,25.12,0,0

93,23:00-23:15,44.22,0,167.1,0,9.38,43.11,0,31.81,0,0,0,0,0,0,0,76.64,14.3,0,21.08,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.48,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

94,23:15-23:30,44.22,0,167.1,0,9.53,43.11,0,31.81,0,0,0,0,0,0,0,76.64,14.3,0,21.08,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.48,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

95,23:30-23:45,44.22,0,167.1,0,9.58,43.11,0,31.81,0,0,0,0,0,0,0,76.64,14.3,0,21.08,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.48,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,93.48,0,28.07,0,0

96,23:45-24:00,44.22,0,167.1,0,9.62,43.11,0,31.81,0,0,0,0,0,0,0,76.64,14.3,0,21.08,69.72,0,0,36.98,28.1,0,0,45.34,0,0,393.75,0.51,70.87,1.62,0,54.53,87.45,9.48,20.96,27.05,0,0,32.08,40.4,413.81,0,148.3,38.64,0,3.54,0,60.38,127.6,17.37,77.08,0,686.07,0,121.71,2.89,0,15,0,32.17,4.32,5.35,105.16,0,28.07,0,0

