Column1,Time,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/07/01/8139,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,GNA/NR/2025/07/01/8154,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/16/5917,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/1044,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2786,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024
70,17:15-17:30,22.63,8.87,44.33,28,25,19,14,8,0,0,29.17,26.08,33,87.49,33,29.77,71,29.17,71,0,44.02,20.73,10.73,26.95,-0,15.23,81.69,26.25,270.31,134.79,163.39,0,19.22,0,6.89,70.08,2.11,6.16,38.44,24.03,100.13,26.95,2.13,2.76,10.47,72.41,2.76,18.67

71,17:30-17:45,18.71,9.67,48.34,21,21,15,11,7,0,0,29.17,21.5,26.85,87.49,33,32.67,66.67,29.17,66.66,0,44.02,20.73,10.73,26.95,-0,15.23,81.69,26.25,270.31,134.79,163.39,0,19.22,0,6.89,70.08,2.11,6.16,68.8,24.03,100.13,26.95,1.72,2.22,10.47,100.14,2.22,18.67

72,17:45-18:00,14.71,7.78,38.92,15,15,13,7,7,0,0,29.17,17.19,19.46,87.49,27.13,31.67,66,29.17,66,0,44.02,20.73,10.73,26.95,-0,15.23,81.69,27.26,270.31,134.79,163.39,0,19.22,0,6.89,70.08,2.11,6.16,68.8,24.03,100.13,26.95,1.51,1.95,10.47,100.14,1.95,18.67

73,18:00-18:15,11.57,6.16,30.81,12,10,8,6,5,0,0,30.83,13.23,0,92.51,0,31,70.33,30.83,70.34,0,44.02,20.73,10.73,26.94,-0,0,81.69,28.27,270.31,134.79,163.39,0,0,0,8.39,70.08,2.11,3.08,68.8,24.03,100.13,26.94,1.03,1.33,10.47,100.14,1.33,18.95

74,18:15-18:30,8.49,4.83,24.16,10,6,5,5,3,0,0,30.83,9.64,0,92.51,0,29.67,70,30.83,70,0,44.02,20.73,10.73,26.94,-0,0,81.69,29.28,270.31,134.79,163.39,0,0,0,8.39,70.08,2.11,3.08,68.8,24.03,100.13,26.94,0.77,1,10.47,100.14,1,18.95

75,18:30-18:45,4.5,3.37,16.84,7,3,2,3,1,0,0,30.33,6.16,0,91.01,0,29.33,69.33,30.33,69.34,0,46.84,20.73,10.73,26.94,-0,0,81.69,30.28,270.31,134.79,163.39,0,0,0,8.39,70.08,4,3.08,68.8,24.03,100.13,26.94,0,0,10.47,100.14,0,18.95

76,18:45-19:00,1.63,2.1,10.49,3,2,1,2,1,0,0,29.17,0.98,0,87.49,0,29,68.33,29.17,68.34,0,46.93,20.73,10.73,26.94,-0,0,81.69,30.28,270.31,134.79,163.39,0,0,0,8.39,70.08,4,3.08,68.8,24.03,100.13,26.94,0,0,10.47,100.14,0,18.95

77,19:00-19:15,0.94,1.14,5.7,1,0,0,0,0,0,0,25,0,0,75,0,28,67.67,25,67.66,0,46.97,20.73,10.73,26.94,-0,0,81.69,30.28,270.31,134.79,163.39,0,0,0,8.39,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.95

78,19:15-19:30,0.4,0.22,1.08,0,0,0,0,0,0,0,24.67,0,0,73.99,0,26.67,68,24.67,68,0,46.37,20.73,10.73,26.94,-0,0,81.69,30.78,270.31,134.79,163.39,0,0,0,8.39,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.95

79,19:30-19:45,0.1,0.06,0.28,0,0,0,0,0,0,0,24.17,0,0,72.49,0,25.33,67.67,24.17,67.66,0,46.2,20.73,10.73,26.94,-0,0,81.69,30.78,270.31,134.79,163.39,0,0,0,8.39,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.95

80,19:45-20:00,0,0.01,0.03,0,0,0,0,0,0,0,23.83,0,0,71.51,0,24.33,68,23.83,68,0,46.21,20.73,10.73,26.94,-0,0,81.69,30.78,270.31,134.79,163.39,0,0,0,8.39,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.95

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,26.67,0,0,79.99,0,26.33,67.33,26.67,67.34,0,46.89,20.73,10.73,26.94,-0,0,81.69,31.29,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.67

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,25.83,0,0,77.51,0,25.33,66.67,25.83,66.66,0,46.79,20.73,10.73,26.94,-0,0,81.69,31.29,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.67

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,24,66.67,25,66.66,0,42.02,20.73,10.73,26.94,-0,0,81.69,31.29,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.67

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,23,0,0,69,0,23,66.33,23,66.34,0,42.02,20.73,10.73,26.94,-0,0,81.69,31.29,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.67

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,22,0,0,66,0,22.33,71.67,22,71.66,0,42.02,20.73,10.73,26.94,-0,0,81.69,30.28,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.49

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,21.33,0,0,64.01,0,21.33,71.67,21.33,71.66,0,42.02,20.73,10.73,26.94,-0,0,81.69,30.28,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.49

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,21,0,0,63,0,20.67,60,21,60,0,35.01,20.73,10.73,26.94,-0,0,81.69,28.77,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.49

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,21.17,0,0,63.49,0,20,60.33,21.17,60.34,0,35.01,20.73,10.73,26.94,-0,0,81.69,28.77,270.31,134.79,163.39,0,0,0,8.1,115.29,8.51,12.64,86.69,43.68,100.13,26.94,0,0,10.47,130.04,0,18.49

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,19.67,0,0,58.99,0,20,60,19.67,60,0,28.81,20.73,10.73,24.38,-0,0,81.69,28.27,270.31,134.79,163.39,0,0,0,7.82,115.29,8.51,12.64,86.69,43.68,100.13,24.38,0,0,10.47,130.04,0,18.4

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,19.83,0,0,59.51,0,20.67,59.67,19.83,59.66,0,29.21,20.73,10.73,24.38,-0,0,81.69,28.27,270.31,134.79,163.39,0,0,0,7.82,115.29,8.51,12.64,86.69,43.68,100.13,24.38,0,0,10.47,130.04,0,18.4

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,20.17,0,0,60.49,0,21.67,60,20.17,60,0,29.61,20.73,10.73,18.25,-0,0,81.69,29.28,270.31,134.79,163.39,0,0,0,7.82,115.29,8.51,12.64,86.69,43.68,100.13,18.25,0,0,10.47,130.04,0,18.4

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,20.33,0,0,61.01,0,22.33,61.67,20.33,61.66,0,29.81,20.73,10.73,18.25,-0,0,81.69,29.28,270.31,134.79,163.39,0,0,0,7.82,115.29,8.51,12.64,86.69,43.68,100.13,18.25,0,0,10.47,130.04,0,18.4

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,23.33,66.67,25,66.66,0,30.21,20.73,10.73,18.25,-0,0,81.69,28.77,270.31,134.79,163.39,0,0,0,7.54,115.29,8.51,12.64,86.69,43.68,100.13,18.25,0,0,10.47,130.04,0,18.21

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,24.33,66.67,25,66.66,0,30.61,20.73,10.73,18.25,-0,0,81.69,28.77,270.31,134.79,163.39,0,0,0,7.54,115.29,8.51,12.64,86.69,43.68,100.13,18.25,0,0,10.47,130.04,0,18.21

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,25,66.67,25,66.66,0,26.01,20.73,10.73,18.25,-0,0,81.69,28.77,270.31,134.79,163.39,0,0,0,7.54,115.29,8.51,12.64,86.69,43.68,100.13,18.25,0,0,10.47,130.04,0,18.21

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,26,66.67,25,66.66,0,26.01,20.73,10.73,18.25,-0,0,81.69,27.76,270.31,134.79,163.39,0,0,0,7.54,115.29,8.51,12.64,86.69,43.68,100.13,18.25,0,0,10.47,130.04,0,18.21

